,index_left,code,name,latitude,longitude,start,close,type,sez_id,origin ,inv2000,inv2001,inv2002,inv2003,inv2004,inv2005,inv2006,inv2007,inv2008,inv2009,inv2010,inv2011,inv2012,inv2013,inv2014,inv2015,inv2016,ob_f_2000,tec_f_2000,adm_f_2000,ob_f_2001,tec_f_2001,adm_f_2001,ob_f_2002,tec_f_2002,adm_f_2002,ob_f_2003,tec_f_2003,adm_f_2003,ob_f_2004,tec_f_2004,adm_f_2004,ob_f_2005,tec_f_2005,adm_f_2005,ob_f_2006,tec_f_2006,adm_f_2006,ob_f_2007,tec_f_2007,adm_f_2007,ob_f_2008,tec_f_2008,adm_f_2008,ob_f_2009,tec_f_2009,adm_f_2009,ob_f_2010,tec_f_2010,adm_f_2010,ob_f_2011,tec_f_2011,adm_f_2011,ob_f_2012,tec_f_2012,adm_f_2012,ob_f_2014,tec_f_2014,adm_f_2014,ob_f_2015,tec_f_2015,adm_f_2015,ob_f_2016,tec_f_2016,adm_f_2016,ob_m_2000,tec_m_2000,adm_m_2000,ob_m_2001,tec_m_2001,adm_m_2001,ob_m_2002,tec_m_2002,adm_m_2002,ob_m_2003,tec_m_2003,adm_m_2003,ob_m_2004,tec_m_2004,adm_m_2004,ob_m_2005,tec_m_2005,adm_m_2005,ob_m_2006,tec_m_2006,adm_m_2006,ob_m_2007,tec_m_2007,adm_m_2007,ob_m_2008,tec_m_2008,adm_m_2008,ob_m_2009,tec_m_2009,adm_m_2009,ob_m_2010,tec_m_2010,adm_m_2010,ob_m_2011,tec_m_2011,adm_m_2011,ob_m_2012,tec_m_2012,adm_m_2012,ob_m_2014,tec_m_2014,adm_m_2014,ob_m_2015,tec_m_2015,adm_m_2015,ob_m_2016,tec_m_2016,adm_m_2016,ent2000,ent2001,ent2002,ent2003,ent2004,ent2005,ent2006,ent2007,ent2008,ent2009,ent2010,ent2011,ent2012,ent2013,ent2014,ent2015,ent2016,ele2000,ele2001,ele2002,ele2003,ele2004,ele2005,ele2006,ele2007,ele2008,ele2009,ele2010,ele2011,ele2012,ele2013,ele2014,ele2015,ele2016,com2000,com2001,com2002,com2003,com2004,com2005,com2006,com2007,com2008,com2009,com2010,com2011,com2012,com2013,com2014,com2015,com2016,inf2000,inf2001,inf2002,inf2003,inf2004,inf2005,inf2006,inf2007,inf2008,inf2009,inf2010,inf2011,inf2012,inf2013,inf2014,inf2015,inf2016,wat2000,wat2001,wat2002,wat2003,wat2004,wat2005,wat2006,wat2007,wat2008,wat2009,wat2010,wat2011,wat2012,wat2013,wat2014,wat2015,wat2016,tss2000,tss2001,tss2002,tss2003,tss2004,tss2005,tss2006,tss2007,tss2008,tss2009,tss2010,tss2011,tss2012,tss2013,tss2014,tss2015,tss2016,buiilt2000,buiilt2001,buiilt2002,buiilt2003,buiilt2004,buiilt2005,buiilt2006,buiilt2007,buiilt2008,buiilt2009,buiilt2010,buiilt2011,buiilt2012,buiilt2013,buiilt2014,buiilt2015,buiilt2016,ocu2000,ocu2001,ocu2002,ocu2003,ocu2004,ocu2005,ocu2006,ocu2007,ocu2008,ocu2009,ocu2010,ocu2011,ocu2012,ocu2013,ocu2014,ocu2015,ocu2016,sal_op2000,sal_op2001,sal_op2002,sal_op2003,sal_op2004,sal_op2005,sal_op2006,sal_op2007,sal_op2008,sal_op2009,sal_op2010,sal_op2011,sal_op2012,sal_op2013,sal_op2014,sal_op2015,sal_op2016,sal_tec2000,sal_tec2001,sal_tec2002,sal_tec2003,sal_tec2004,sal_tec2005,sal_tec2006,sal_tec2007,sal_tec2008,sal_tec2009,sal_tec2010,sal_tec2011,sal_tec2012,sal_tec2013,sal_tec2014,sal_tec2015,sal_tec2016,len2000,len2001,len2002,len2003,len2004,len2005,len2006,len2007,len2008,len2009,len2010,len2011,len2012,len2013,len2014,len2015,len2016,id,shapeName
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,RamÃ³n Santana
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,FundaciÃ³n
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,Cabrera
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,Cabral
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,El Valle
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,Enriquillo
152,45,DOM-JAN,Ecopark Industrial Free Zone ,19.43705956,-70.70483542,1997,0,private,23,1,10200000,18605411,18042060,16141588.76,16141588.76,29218513.96,31297739,28167965.1,285600,4657734.25,11426448,5473432.9,15473775,17103479.83,17778662.4,19810494,22017101,30,5,6,156,1,18,109,9,6,184,74,117,390,62,113,256,86,65,468,20,22,374,18,16,78,1,3,118,2,6,51,0,14,115,0,15,123,0,17,1,3,19,20,15,14,73,14,18,196,17,11,330,35,43,424,16,3,595,114,66,761,231,64,729,157,29,608,47,55,486,36,46,93,2,0,185,5,4,164,12,18,241,13,23,232,42,14,228,48,17,282,81,25,343,86,32,2,3,2,2,2,3,3,3,1,2,2,2,2,2,3,3,3,1920000,6760855.85,7200000,18533222.7,30313416,33049721.8,30372231.57,31935192.65,2655783.4,3490166.16,13945897.54,18071842.11,27578770.12,29306465.2,32100746.7,23618678,24590.47,0,0,0,1562350.12,1659158.07,3194773.2,3439315.11,3663069.4,111470,237844.93,697056.73,801517.7,1373811.47,1641925.27,1913365.94,1642602,1773.81,0,175778,1080000,487847.8,754210.42,1177780.2,1166095.12,1135998.67,132451.56,124002,334097.4,386102.2,576502.72,673044.2,658344.27,445562.22,477.14,0,552421.93,580000,513944.02,956347,2322318.6,2393837.98,1471836,251632.16,161609.4,615072.58,783814.74,1146753.41,1063050.05,1144444.56,1161581,1222.73,0,756000,900000,3155411.87,3798224,3615864.3,3488336.13,9462968.92,2861072.95,3116546.99,8668598.43,10224814.6,11403839.62,18590770.49,12857526.61,19370105.96,14091.49,140000,140000,140000,200000,200000,200000,200000,200000,200000,284071,284071,284071,284071,217606,217606,217606,217606,108307,140000,140000,200000,200000,200000,200000,200000,60847.26,191764,191764,191764,191764,217606,217606,217606,217606,705,704.87,818.75,1217.98,1225,1394.47,1072.54,1322.66,1350,1630,1615,1965,2149.29,2204.03,1882.38,2190.05,2231.2,2843.98,1600.33,1836,1345.01,1486.97,3107.5,3352.33,3680.75,4500,4350,4650,6200,4770.09,5496,6040.67,6561.18,7325,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,152,Santiago
152,36,DOM-HIP,La Herradura Industrial Park  ,19.45074236,-70.74300157,2015,0,private,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009858.1,3009858.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14282,21.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320930.14,492.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3475,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375,3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,Santiago
152,51,DOM-LEO,Parque Industrial Eduardo Leon Jimenes ,19.46227703,-70.671318,2018,0,private,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,Santiago
152,94,DOM-YAQ,Parque Industrial y de Servicios Yaque,19.46972418,-70.71437329,2010,0,private,94,1,0,0,0,0,0,0,0,0,0,0,7861425.67,7876503.3,7478342,10877463.4,14000000,14800000,15053412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,1,28,2,0,25,0,0,25,2,1,30,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,25,35,221,29,39,162,25,44,180,24,51,169,22,48,157,37,30,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,14179092.89,12995959.54,10715418.68,24736054.62,17042645.24,31201560.66,24382.6,0,0,0,0,0,0,0,0,0,0,1086816.97,1194829.95,1058579.59,1147109.02,1883188.91,1635297.82,1206.38,0,0,0,0,0,0,0,0,0,0,444397,526602,467575,598000,548265.72,746458.8,589.07,0,0,0,0,0,0,0,0,0,0,2298237,3714850,3156085.3,3742830,3807223.2,5308903.2,4489.82,0,0,0,0,0,0,0,0,0,0,9265803.94,10633548.99,10276500.28,10654576.9,11242981.56,12581423.11,11917.76,0,0,0,0,0,0,0,0,0,0,200738.56,200738.56,200738.56,200738.56,200738.56,200738.56,200738.56,0,0,0,0,0,0,0,0,0,0,143000,200738.56,200738.56,200738.56,200738.56,200738.56,200738.56,0,0,0,0,0,0,0,0,0,0,1448.41,1475,1924.56,2270.86,2059.76,2019.23,2479.82,0,0,0,0,0,0,0,0,0,0,3439.6,4800,3417.45,3807.43,2897.1,3996.96,5841.01,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,152,Santiago
152,82,DOM-S12,Santiago ,19.47670339,-70.72489004,1974,0,mix,82,1,225923451.6,204519706,224106287.1,249613960.8,299285306.2,364876269.1,388270658.3,236055928.7,310274473.9,300025234.2,278022900.5,282651061.6,300309573.2,309542374.3,327431525,394255108.6,481804920,20499,1279,569,17786,1625,610,18297,1123,657,17572,1306,738,18994,1320,785,14838,1388,644,12664,1538,596,8414,715,441,7843,798,453,6516,541,371,6227,511,344,6641,350,387,7445,436,428,7954,563,453,8331,409,544,7403,391,560,19463,2296,673,15975,2471,720,18429,2493,871,17499,2430,928,19342,2192,955,15273,1982,753,12316,2065,686,6623,974,510,5592,1155,499,5577,1036,490,5308,1072,470,5363,1014,495,6267,1371,505,6952,1449,512,7051,1333,547,7085,1631,556,77,79,84,83,83,77,74,68,65,69,67,70,78,74,74,75,77,101656845,94383489.6,102560173.3,201119669.6,308988769.2,303091368.2,293768218.6,161897027.3,166163383.1,129867974.1,166844336.3,186080832.9,194981328.6,224571070.4,293475351.9,291582455.3,386730.67,0,0,0,21591433.41,33352697.87,33365802.05,35722962.3,25846482.74,23194480.42,24463355.34,23907167.5,24975944.45,29898634.97,31120537.85,37451294.78,42307567.05,44071.28,13441979.47,10063519.18,14482969.58,16520485.61,24149543.55,24579596.4,24586372.22,16283965.76,13158164.02,12134516.23,12982721.28,13756191.89,15151115.28,18653705.25,21115489.4,24732793.16,25948.89,13636879,12194254.78,17540323.43,34218860.57,23892849.44,32493454.17,35329977,17583117.16,13718573.17,16174542.36,15411805.21,17049702.13,18209285.45,21814489.68,26372764.74,32558019.14,32161.21,93401094,71771272.25,80801193.62,92329447.79,81698044.19,94397401.9,74116296.7,177824716.7,372308187.2,419989450,399145603.4,338004851.7,394171662,577291276.6,375618476.3,632323833.5,527000.37,3595618,3615811,3639349,3661475,3684117.32,3705996.68,3705996.68,3705997,3709700.64,3709700.64,3709700.64,3709700.64,3736116,4418208.71,4304254.48,4362630.59,5358867.29,3437048,3575811,3577607.2,3549868,3684117.32,3585213.68,3591748.68,2672118,3073242,3039789.88,3027622,3052291.59,3218791.07,4418208.71,4174200.74,4177185.13,5328267.29,819.91,885.23,848.04,1028.91,1167.37,1414.48,1575.32,1630.31,1774.77,1724.54,1835.03,1953.6,2054.16,2302.97,2262.25,2533.83,2771.93,1819.77,1778.07,1852,2046.54,2478.12,2872.94,3023.81,3406.77,3689.42,3658.52,3328.56,3692.13,4090.84,4478.57,4437.07,4730.49,5385.03,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,152,Santiago
152,86,DOM-SLI,Parque Tecnologico de Santiago ,19.4462542,-70.639953,1993,0,private,86,1,5324144,5841036,5266436,5096523.67,5896089.89,6888061.78,5602682.06,6624658.03,8454945.33,8538773.87,7826394.28,6885414.8,4546693.8,9760616.35,6167959.6,7697014.1,8488603.96,440,9,18,429,25,21,252,12,24,160,9,26,236,23,26,206,17,41,34,4,18,17,6,9,56,1,17,82,2,7,63,3,9,85,5,9,87,5,10,83,3,9,66,1,10,73,1,13,606,36,11,536,85,17,409,52,15,378,45,18,529,51,19,349,59,69,141,13,7,61,32,6,211,6,17,178,9,11,184,6,8,117,6,11,117,10,7,210,4,11,165,4,14,179,7,14,7,7,9,11,12,11,7,7,8,8,8,9,8,8,8,8,9,990083.26,1543339.11,2129339.17,1372721.6,7994044.26,8818173.82,3091175.19,3788948.8,2823416.28,4382922.63,4969175.89,4793079.86,4358267.17,7256028.88,6436875.41,6000754.68,6945.19,0,0,0,912937.19,1613941,1995157.97,1769901,1449649.33,820269.95,843597.41,892153.21,812426.51,472843.03,546428.37,459926.77,568696.68,595.45,0,226326.05,220157.78,99751.2,438906.89,751988.75,197569.86,146439.83,146174.29,217540.05,256937,246967,226855,267533,192579.24,356271.97,426.52,112392.83,93684.86,114952.3,59152.5,167367.5,188442.23,117567.74,110292.36,143693.7,145396.5,122343,190269,169468,204585,199839,274253,314.55,754365,1244326.49,1411553.4,333102.6,831191,989251.42,115086.17,1888681.38,6305425.57,5287273.28,5915651.74,6050267.9,4505223.74,6639110.01,6846228.67,7847364.7,9347.21,155000,155000,162000,162000,162000,162000,177750,177750,177750,150500,150500,150500,150500,146500,146500,146500,146500,147250,145351,133500,142500,150000,141000,126500,79500,103500,77500,77500,127500,65400,92500,92500,106450,106450,862,838.82,919.38,1184.29,1348.65,1591.77,1336.05,1347.71,1851.89,1627.6,1546.42,2001.05,2101.45,2208.2,2209.8,2433.42,3106.92,2207.4,1440.83,1247,2499.3,3569.22,2898.55,3953.14,3424.13,3925,3085.71,2990.04,3202.71,3516.67,4145.83,6693.75,5641.67,6605,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,152,Santiago
152,23,DOM-ELV,Parque Industrial Elva Maria,19.45844729,-70.63018049,2017,0,private,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,Santiago
152,30,DOM-GUR,Gurabo ,19.48857084,-70.658343,1993,0,private,31,1,5390954,7524131,6173123.44,6210741,10256846.97,7955826.97,16641399.67,24958839.6,12312060.73,10867492.33,7227145.02,6222335,17197448.36,14981963.52,24826481,25429550.4,27261655.52,884,6,171,923,87,66,735,206,107,724,133,94,985,69,213,944,188,92,934,81,33,1051,19,229,412,73,61,510,79,62,426,27,54,617,44,74,619,34,87,1070,67,139,1225,73,138,1003,447,167,1041,7,221,1116,178,127,1045,266,185,671,155,151,1136,119,55,990,363,119,1062,165,44,1158,86,272,519,130,79,653,149,88,587,93,87,708,84,63,907,139,81,1672,176,168,1812,168,174,1277,696,227,3,3,3,5,6,6,6,9,8,6,7,7,9,8,8,8,7,6820179.91,7685350.16,7760382.02,9305761.59,36051786.93,25398122.2,13464000,19780486.01,13636635.67,11403163.67,12891988.97,15419362.97,18725821.73,30809070.45,35021178.09,30215613.44,28780.76,0,0,0,1401856.91,5330115.02,7297096.92,800000,7168606.93,8840869.52,11686139.94,16495693.88,41410801.39,36422680.56,2604272.44,5033726.12,6854202.92,6769.59,751991,1165096,1112175,1255761,1408057.59,2483425.18,162000,2750516.63,1857585.26,1893232.39,1562663.58,1951756,2734365,5600439,5505088.1,4858621.27,5562.56,673920,395066,347268.5,303199.19,391412.56,1393096.82,948000,954563.18,325826.52,674806.25,311000,95000,64000,825478.44,1455259.92,1397507.76,1029.33,2867796,6301187,4566917.01,4541115,3136495.38,8292794.05,180000,30275394.53,40260473.37,37227903.31,35128415.46,47803457.56,57914806.36,95478874.39,110362972.6,204852510.3,59793.58,240000,240000,470107.57,470107,480874.66,480874.66,480874.66,487020,500261,500261,500261,500261,500261,500261,164366.2,204440,204440,136000,136000,407646.7,411746,480874.66,480874.66,223360.35,451820,400061,213080,297121,307282.6,288794.6,297908,143372.8,192920,204440,698.67,866.73,867.81,1200,1315.67,1359.53,1430.5,0,0,1717.97,1828.33,2100,2245.24,2511.86,2254.37,2569.86,2452.83,800,1576.47,1570.18,1838,3205.83,2674.84,3641.67,0,0,3135,3744.29,3932.19,3376.83,3774.07,4068.59,4579.84,5962.81,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,152,Santiago
152,77,DOM-RIE,Los Rieles,19.48858161,-70.65855914,2013,0,private,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5676067,5600000,13000000,12147579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,21,26,563,18,8,569,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,31,10,355,37,10,416,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,460540,3300000,3006028,3250.88,0,0,0,0,0,0,0,0,0,0,0,0,0,141869,210600,45345,1318.75,0,0,0,0,0,0,0,0,0,0,0,0,0,43402,265524,206942,877.47,0,0,0,0,0,0,0,0,0,0,0,0,0,28526,46700,0,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5314568.24,7048963.64,15736526.38,20273.39,0,0,0,0,0,0,0,0,0,0,0,0,0,72630,72630,72630,9325,0,0,0,0,0,0,0,0,0,0,0,0,0,72630,72630,72630,9325,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,2500,2450,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,4500,5000,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,152,Santiago
