id,year,shapeName,year,inv,ob_f_,tec_f_,adm_f_,ob_m_,tec_m_,adm_m_,ent,ele,com,inf,wat,tss,buiilt,ocu,sal_op,sal_tec,pop,prep,temp,agr_,urb_,ntl_
67,2000,Peralta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9648.878906,147.1000009,,,,0.0
68,2000,Postrer RÃ­o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124.105225,121.1166692,,,,0.0047085821101366
69,2000,Pueblo Viejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11070.07813,84.33333389,,,,0.0076751807357406
70,2000,Sabana Grande de Palenque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16272.15625,110.3083348,,,,0.0
71,2000,San Juan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77e+38,112.3460571,,,,0.0286016177972204
72,2000,San Pedro De MacorÃ­sSan Pedro De MacorÃ­s,3961.0,97722280.75,10615.0,727.0,390.0,7411.0,1155.0,405.0,63.0,50360948.63,0.0,6340525.83,1041112.85,53658478.84,2896032.0,2863242.0,686.9449999999999,1576.11,130863.5,104.09441,,,,2.080296745383262
73,2000,San Rafael Del Yuma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17808.99414,95.17781414,,,,0.0060667113043835
74,2000,Santo Domingo De GuzmÃ¡n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901120.875,125.589465,,,,24.587887147993115
75,2000,Villa Altagracia,1988.0,33900000.0,2476.0,15.0,131.0,362.0,41.0,106.0,2.0,4272000.0,0.0,793343.19,72000.0,7560000.0,202317.26,191273.93,702.0,1250.0,74151.60156,153.3916704,,,,0.0515245934386003
76,2000,Azua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91529.92969,98.47443872,,,,0.1231514980775711
77,2000,Sabana Larga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10470.85059,148.5519246,,,,0.0023810495927228
78,2000,SÃ¡nchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26568.88477,178.0511867,,,,0.0086558455584899
79,2000,San JosÃ© De Las Matas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37935.82813,132.0331156,,,,0.0032136166865476
80,2000,LuperÃ³n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17295.85547,125.9946091,,,,0.0042843978177323
81,2000,Comendador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29428.45508,122.9332721,,,,0.0046781075945243
82,2000,Los Llanos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21599.07813,132.0462767,,,,0.0246274081707172
83,2000,Piedra Blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17118.73633,153.3916704,,,,0.0
84,2000,GuayubÃ­n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26136.13086,87.40833616,,,,0.0062509153016313
85,2000,Santo Domingo EsteSanto Domingo EsteSanto Domingo Este,5992.0,77433460.9,4315.0,1239.0,239.0,3729.0,747.0,207.0,37.0,38973535.55,0.0,6086783.2299999995,1803346.81,24015560.75,1314600.0,1195245.0,435.17,930.6333333333332,704305.75,130.3679196,,,,8.65376191973313
86,2000,Santo Domingo Norte,1989.0,33528000.0,3089.0,400.0,107.0,121.0,247.0,31.0,2.0,6796128.3,0.0,998486.48,104220.0,10408004.0,400209.0,400209.0,825.0,2500.0,275732.5938,150.0010448,,,,2.454605692437301
87,2000,Santo Domingo OesteSanto Domingo Oeste,4027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4e+36,126.1935517,,,,11.633099723614665
88,2000,Villa VÃ¡squez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16064.98438,87.63489846,,,,0.0223672169889789
89,2000,EstebanÃ­a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8652.470703,124.9051871,,,,0.0027215789085572
90,2000,HigÃ¼ey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124551.3438,100.9494948,,,,0.1489530502619007
91,2000,RÃ­o San Juan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14202.9541,175.0020895,,,,0.0
92,2000,BisonÃ³BisonÃ³BisonÃ³,6027.0,2364156.0,756.0,24.0,12.0,897.0,43.0,12.0,4.0,2383800.0,0.0,0.0,200956.34,2085723.0,300000.0,186591.0,272.2233333333333,597.2233333333334,42364.96484,147.0416667,,,,0.6031338615513245
93,2000,Villa Los AlmÃ¡cigos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12143.04492,134.5818653,,,,0.0
94,2000,Peralvillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15379.4873,152.6871249,,,,0.0
95,2000,Mao,1993.0,413004.0,82.0,2.0,3.0,108.0,8.0,2.0,1.0,30000.0,0.0,0.0,7500.0,33729.37,38000.0,38000.0,765.0,2000.0,51907.07813,116.4075318,,,,0.0593976351345855
96,2000,Tamayo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19676.83984,103.8406237,,,,0.0043193722063613
97,2000,Villa Riva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26152.58594,179.2166688,,,,0.0117216126560795
98,2000,Esperanza,1988.0,25175096.0,2277.0,103.0,169.0,4412.0,173.0,328.0,10.0,10290123.02,0.0,1403431.0,235384.0,8541176.67,679713.0,679713.0,794.85,1830.0,50459.12109,125.9946091,,,,0.0678955290198547
99,2000,Guayacanes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11434.84863,97.80833438,,,,0.142589201163593
100,2000,BarahonaBarahona,3999.0,6064000.0,656.0,42.0,23.0,473.0,80.0,32.0,3.0,7226794.0,0.0,234224.39,36750.0,1126650.0,235592.0,235592.0,400.0,1583.335,69295.54688,100.3583335,,,,0.4861141860116468
101,2000,BonaoBonaoBonao,5999.0,7371588.75,1918.0,13.0,23.0,1667.0,74.0,27.0,9.0,3027130.25,0.0,648183.09,35432.0,5771109.01,390593.0,331615.0,193.0,358.3333333333333,114688.6719,148.6708755,,,,0.1641368260266291
102,2000,Pepillo Salcedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8895.244141,88.61666838,,,,0.0040173015341443
103,2000,La Vega,1987.0,45018217.52,5597.0,277.0,156.0,6720.0,526.0,204.0,30.0,19505860.5,0.0,2669151.67,1031627.0,18751875.0,1283873.0,1283873.0,716.77,1608.1,215906.5313,136.4978698,,,,0.2256932142287239
104,2000,San JosÃ© De Ocoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33493.67969,142.881704,,,,0.007246251828128
105,2000,Rancho Arriba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11484.91797,151.818753,,,,0.0
106,2000,Juan De Herrera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16967.9082,103.9666691,,,,0.0285909240489571
107,2000,San Ignacio De Sabaneta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36958.22656,123.7026312,,,,0.0077684602315648
108,2000,Villa GonzÃ¡lezVilla GonzÃ¡lezVilla GonzÃ¡lez,6006.0,48251060.0,1242.0,69.0,79.0,1534.0,253.0,128.0,18.0,10095761.0,0.0,1468884.0,706118.36,11255579.0,807413.0,734284.0,618.0866666666667,1120.5433333333333,27757.16211,144.994385,,,,0.2307337458788896
109,2000,Vallejuelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12498.75684,103.9666691,,,,0.0034545255713327
110,2000,Villa Isabela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13507.58984,87.40833616,,,,0.0095849791072736
111,2000,Villa Tapia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25215.18359,148.4750029,,,,0.0178240416076985
112,2000,Yaguate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36802.94531,110.3083348,,,,0.0130560490540743
113,2000,Altamira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23680.34375,147.0416667,,,,0.0
114,2000,El Seibo,2000.0,0.0,84.0,2.0,2.0,53.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,48561.0,16187.0,570.0,850.0,63019.86719,119.8487777,,,,0.0091060894877163
115,2000,JÃ¡nico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16735.05859,128.666667,,,,0.0
116,2000,Salcedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40064.23438,154.6131379,,,,0.0300641360635142
117,2000,RestauraciÃ³n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8287.77832,133.2583343,,,,0.0
118,2000,San Gregorio de NiguaSan Gregorio de Nigua,3975.0,168515057.95,6640.0,385.0,348.0,3454.0,531.0,401.0,32.0,73226899.74,0.0,5543872.76,2820724.0,28496908.23,1714668.0,1572781.0,726.25,1728.515,34965.85156,110.3083348,,,,0.5023815262874869
119,2000,Cayetano GermosÃ©n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7034.115234,143.5229189,,,,0.153622431841461
