,code,name,latitude,longitude,year,close,type,sez_id,origin ,inv2000,inv2001,inv2002,inv2003,inv2004,inv2005,inv2006,inv2007,inv2008,inv2009,inv2010,inv2011,inv2012,inv2013,inv2014,inv2015,inv2016,ob_f_2000,tec_f_2000,adm_f_2000,total_f_2000,ob_f_2001,tec_f_2001,adm_f_2001,total_f_2001,ob_f_2002,tec_f_2002,adm_f_2002,total_f_2002,ob_f_2003,tec_f_2003,adm_f_2003,total_f_2003,ob_f_2004,tec_f_2004,adm_f_2004,total_f_2004,ob_f_2005,tec_f_2005,adm_f_2005,total_f_2005,ob_f_2006,tec_f_2006,adm_f_2006,total_f_2006,ob_f_2007,tec_f_2007,adm_f_2007,total_f_2007,ob_f_2008,tec_f_2008,adm_f_2008,total_f_2008,ob_f_2009,tec_f_2009,adm_f_2009,total_f_2009,ob_f_2010,tec_f_2010,adm_f_2010,total_f_2010,ob_f_2011,tec_f_2011,adm_f_2011,total_f_2011,ob_f_2012,tec_f_2012,adm_f_2012,total_f_2012,ob_f_2014,tec_f_2014,adm_f_2014,total_f_2014,ob_f_2015,tec_f_2015,adm_f_2015,total_f_2015,ob_f_2016,tec_f_2016,adm_f_2016,total_f_2016,ob_m_2000,tec_m_2000,adm_m_2000,total_m_2000,ob_m_2001,tec_m_2001,adm_m_2001,total_m_2001,ob_m_2002,tec_m_2002,adm_m_2002,total_m_2002,ob_m_2003,tec_m_2003,adm_m_2003,total_m_2003,ob_m_2004,tec_m_2004,adm_m_2004,total_m_2004,ob_m_2005,tec_m_2005,adm_m_2005,total_m_2005,ob_m_2006,tec_m_2006,adm_m_2006,total_m_2006,ob_m_2007,tec_m_2007,adm_m_2007,total_m_2007,ob_m_2008,tec_m_2008,adm_m_2008,total_m_2008,ob_m_2009,tec_m_2009,adm_m_2009,total_m_2009,ob_m_2010,tec_m_2010,adm_m_2010,total_m_2010,ob_m_2011,tec_m_2011,adm_m_2011,total_m_2011,ob_m_2012,tec_m_2012,adm_m_2012,total_m_2012,ob_m_2014,tec_m_2014,adm_m_2014,total_m_2014,ob_m_2015,tec_m_2015,adm_m_2015,total_m_2015,ob_m_2016,tec_m_2016,adm_m_2016,total_m_2016,total_mf_2000,total_mf_2001,total_mf_2002,total_mf_2003,total_mf_2004,total_mf_2005,total_mf_2006,total_mf_2007,total_mf_2008,total_mf_2009,total_mf_2010,total_mf_2011,total_mf_2012,total_mf_2014,total_mf_2015,total_mf_2016,ent2000,ent2001,ent2002,ent2003,ent2004,ent2005,ent2006,ent2007,ent2008,ent2009,ent2010,ent2011,ent2012,ent2013,ent2014,ent2015,ent2016,ele2000,ele2001,ele2002,ele2003,ele2004,ele2005,ele2006,ele2007,ele2008,ele2009,ele2010,ele2011,ele2012,ele2013,ele2014,ele2015,ele2016,com2000,com2001,com2002,com2003,com2004,com2005,com2006,com2007,com2008,com2009,com2010,com2011,com2012,com2013,com2014,com2015,com2016,inf2000,inf2001,inf2002,inf2003,inf2004,inf2005,inf2006,inf2007,inf2008,inf2009,inf2010,inf2011,inf2012,inf2013,inf2014,inf2015,inf2016,wat2000,wat2001,wat2002,wat2003,wat2004,wat2005,wat2006,wat2007,wat2008,wat2009,wat2010,wat2011,wat2012,wat2013,wat2014,wat2015,wat2016,tss2000,tss2001,tss2002,tss2003,tss2004,tss2005,tss2006,tss2007,tss2008,tss2009,tss2010,tss2011,tss2012,tss2013,tss2014,tss2015,tss2016, buiilt2000, ocu2000, buiilt2001, ocu2001, buiilt2002, ocu2002, buiilt2003, ocu2003, buiilt2004, ocu2004, buiilt2005, ocu2005, buiilt2006, ocu2006, buiilt2007, ocu2007, buiilt2008, ocu2008, buiilt2009, ocu2009, buiilt2010, ocu2010, buiilt2011, ocu2011, buiilt2012, ocu2012, buiilt2013, ocu2013, buiilt2014, ocu2014, buiilt2015, ocu2015, buiilt2016, ocu2016,sal_op2000,sal_op2001,sal_op2002,sal_op2003,sal_op2004,sal_op2005,sal_op2006,sal_op2007,sal_op2008,sal_op2009,sal_op2010,sal_op2011,sal_op2012,sal_op2013,sal_op2014,sal_op2015,sal_op2016,sal_tec2000,sal_tec2001,sal_tec2002,sal_tec2003,sal_tec2004,sal_tec2005,sal_tec2006,sal_tec2007,sal_tec2008,sal_tec2010,sal_tec2011,sal_tec2012,sal_tec2013,sal_tec2014,sal_tec2015,sal_tec2016,geometry
0,DOM-6NO,Zona Franca 6 de Noviembre ,18.43423576,-70.07709655,2016.0,0.0,private,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1890354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,10.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33356.0,33356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,POINT (-70.07709655 18.43423576)
1,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2.0,1.0,19853638.95,19521896.75,14683246.0,16110722.99,23755065.7,20419701.5,22705077.88,40192104.07,37723217.65,28511505.5,21776166.76,22307044.2,23142258.73,29017608.73,28846815.7,27461136.4,25518598.92,2105.0,59.0,62.0,2226.0,1361.0,39.0,74.0,1474.0,1143.0,18.0,51.0,1212.0,1014.0,31.0,54.0,1099.0,1456.0,54.0,62.0,1572.0,1050.0,29.0,56.0,1135.0,910.0,31.0,60.0,1001.0,413.0,21.0,50.0,484.0,435.0,44.0,45.0,524.0,383.0,35.0,46.0,464.0,501.0,11.0,44.0,556.0,585.0,10.0,44.0,639.0,608.0,26.0,39.0,673.0,418.0,20.0,27.0,465.0,409.0,20.0,40.0,469.0,403.0,23.0,48.0,474.0,1068.0,157.0,81.0,1306.0,1108.0,110.0,77.0,1295.0,841.0,89.0,83.0,1013.0,927.0,137.0,62.0,1126.0,1360.0,130.0,63.0,1553.0,917.0,97.0,84.0,1098.0,811.0,131.0,122.0,1064.0,510.0,122.0,54.0,686.0,412.0,142.0,44.0,598.0,395.0,93.0,48.0,536.0,407.0,60.0,55.0,522.0,480.0,57.0,63.0,600.0,432.0,82.0,55.0,569.0,375.0,51.0,36.0,462.0,429.0,71.0,48.0,548.0,370.0,72.0,43.0,485.0,3532.0,2769.0,2225.0,2225.0,3125.0,2233.0,2065.0,1170.0,1122.0,1000.0,1078.0,1239.0,1242.0,927.0,0.0,959.0,19.0,17.0,14.0,18.0,17.0,14.0,14.0,14.0,12.0,15.0,14.0,13.0,13.0,13.0,12.0,10.0,11.0,9812247.7,9991975.0,7631557.76,15851375.59,31941101.51,30035567.07,27144131.93,13412951.03,18897769.79,14666398.01,9379610.45,14013520.36,10572678.8,11821322.07,9756788.47,12778331.28,11783.2,0.0,0.0,0.0,4158720.15,4507834.03,4420022.97,4708623.09,3178531.56,5586756.02,5051923.34,3955706.7,3314118.53,3355000.81,4516875.88,3432905.23,4495590.62,3847.24,766893.43,664740.87,532821.61,737730.28,1253120.81,1407623.3,1543897.97,962618.42,978345.29,1066418.39,871198.12,933492.0,980049.0,1273446.04,1022784.27,1141928.41,1256.74,464354.0,303304.5,175151.74,449473.79,1017732.0,920207.21,877829.0,936269.0,1435004.34,1217425.02,1261781.85,1493500.5,1192078.77,789742.5,747952.08,1435953.34,669.42,5638113.84,5522545.9,3930638.13,4545852.91,4234373.33,5501330.91,5145037.9,7169903.25,15433680.55,14541632.67,18714115.9,22596915.27,23296070.87,24948480.94,24852524.06,28271407.9,29103.43,482462.0,482462.0,563307.0,531735.0,563307.6,531735.0,563307.0,523307.0,563307.0,526195.0,563307.0,526195.0,563307.0,510666.0,563307.0,547120.0,563307.0,547120.0,563307.0,563307.0,583516.0,567166.0,583516.0,583516.0,583516.0,386345.12,619079.63,439920.97,619079.63,485938.61,619079.63,428063.29,563991.87,456251.54,620.42,680.92,653.39,810.29,954.82,1177.06,1510.24,1781.92,1479.66,1779.23,1741.88,1986.42,1801.43,1790.85,2095.67,2491.69,2746.32,1553.24,1493.82,1689.0,1729.45,2221.94,2312.73,2770.28,3446.06,2969.16,3389.04,3762.0,3197.77,3533.52,3852.34,4420.89,4293.0,POINT (-70.05086541 18.52119218)
2,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,3.0,1.0,33900000.0,3300000.0,4400000.0,23000000.0,23100000.0,18054631.52,6644269.47,11473401.61,13288869.47,10076670.56,7527225.0,5827436,5826800.0,3726034.41,5407289.4,5949306.9,11435533.57,2476.0,15.0,131.0,2622.0,1823.0,18.0,11.0,1852.0,1623.0,18.0,14.0,1655.0,1425.0,16.0,5.0,1446.0,688.0,10.0,3.0,701.0,394.0,29.0,32.0,455.0,289.0,10.0,25.0,324.0,72.0,12.0,18.0,102.0,78.0,4.0,16.0,98.0,66.0,7.0,15.0,88.0,121.0,19.0,8.0,148.0,90.0,4.0,8.0,102.0,85.0,2.0,11.0,98.0,105.0,8.0,10.0,123.0,82.0,6.0,10.0,98.0,90.0,3.0,14.0,107.0,362.0,41.0,106.0,509.0,735.0,32.0,11.0,778.0,650.0,31.0,12.0,693.0,540.0,19.0,8.0,567.0,242.0,15.0,7.0,264.0,285.0,41.0,22.0,348.0,170.0,15.0,17.0,202.0,81.0,27.0,18.0,126.0,87.0,22.0,10.0,119.0,63.0,27.0,6.0,96.0,120.0,19.0,16.0,155.0,84.0,8.0,12.0,104.0,100.0,17.0,6.0,123.0,137.0,21.0,9.0,167.0,119.0,14.0,5.0,138.0,134.0,14.0,10.0,158.0,3131.0,2630.0,2348.0,2013.0,965.0,803.0,526.0,228.0,217.0,184.0,303.0,206.0,221.0,290.0,0.0,265.0,2.0,2.0,3.0,3.0,3.0,4.0,7.0,9.0,9.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4272000.0,1175000.0,5750000.0,11150215.0,9043136.54,6987870.34,4751695.92,1234774.4,318255.38,610390.4,1399795.0,1520517.05,1288332.81,1483792.26,1385432.01,2953903.92,5659.76,0.0,0.0,0.0,2487088.9,2003650.38,2286140.75,2163662.03,1371434.34,1877264.54,1900434.89,1394800.0,1552829.83,1397401.31,1339684.04,543196.14,1074811.05,1155.99,793343.19,290000.0,684540.96,1017692.59,635384.0,408213.28,381967.26,93743.3,98723.58,118837.53,219223.0,356764.0,387770.82,396099.0,186447.93,672375.3,550.26,72000.0,139000.0,458376.4,325540.0,237188.0,266100.0,250468.6,81919.6,114598.0,84833.6,49118.0,55852.5,76099.0,109895.2,131185.34,215511.24,294.3,7560000.0,3806394.08,10114844.08,10935678.33,3725000.0,2107920.47,1201401.88,1647202.68,1941581.34,1062869.46,5322537.16,7561303.51,7936020.51,9404481.09,7894656.18,12614559.92,11903.82,202317.26,191273.93,202317.0,184043.0,211515.6,200515.6,239072.0,194592.0,239072.0,150112.32,255211.05,168176.77,225375.63,197757.0,225375.63,212846.0,240312.07,189276.85,240312.07,136402.55,240312.07,121071.47,240312.07,106936.56,240312.07,138017.57,240312.07,138017.57,240312.07,172672.0,240312.07,172672.0,240312.07,172734.0,702.0,743.43,629.28,815.62,957.67,1324.23,1289.14,1485.51,1524.72,1379.75,1506.13,2140.53,2308.81,2322.83,3041.68,2906.62,3321.4,1250.0,833.68,804.0,883.42,1966.67,2319.25,2167.86,3489.29,3026.84,2903.04,5212.5,4772.18,4996.25,5007.53,5640.68,5610.0,POINT (-70.18063175 18.68704785)
3,DOM-AND,Andres,18.44233642,-69.64978048,2009.0,0.0,private,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148803,150803.0,884314,746667.0,733390.96,789922,803290,935650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,5.0,74.0,0.0,7.0,5.0,12.0,0.0,7.0,2.0,9.0,7.0,0.0,5.0,12.0,3.0,1.0,8.0,12.0,2.0,0.0,7.0,9.0,2.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,13.0,0.0,70.0,11.0,81.0,0.0,50.0,8.0,58.0,41.0,6.0,7.0,54.0,40.0,6.0,9.0,55.0,46.0,11.0,12.0,69.0,3.0,49.0,19.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,93.0,67.0,66.0,67.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764000.0,1430112.0,1270858.0,2316650.0,2284425.31,1890308.0,2710157.43,1982.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324000.0,1158574.0,778647.54,894234.0,1041026.99,965470.0,1151974.54,1029.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135976.0,147725.0,183133.0,202250.54,174472.0,190443.41,215.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156000.0,0.0,70000.0,97718.0,152212.0,131630.0,62040.0,201.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2725541.49,3396051.78,3452591.29,4182936.78,4514445.53,3818310.97,3607344.32,4093.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270488.0,64560.0,270488.0,64560.0,270488.0,100250.0,270488.0,64500.0,270488,64500.0,64500.0,64500.0,64500.0,64500.0,64500.0,64500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,0.0,0.0,4281.25,2664.46,2168.65,3838.76,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3675.25,3654.0,6025.0,5077.0,7045.37,6936.53,7100.0,POINT (-69.64978048 18.44233642)
4,DOM-ARM,La Armeria ,18.42129421,-70.11766012,1990.0,0.0,public,5.0,1.0,8620740.19,5016030.0,10355021.0,7131271.0,8576310.0,9207504.27,11921351.15,16658481.31,16097596.35,7922821.33,8538776.22,7005128.7,7648324.93,2234206.89,2728910.8,5452953.6,7167910.28,1719.0,37.0,30.0,1786.0,1285.0,38.0,13.0,1336.0,1372.0,43.0,20.0,1435.0,1276.0,61.0,29.0,1366.0,1306.0,52.0,24.0,1382.0,714.0,21.0,17.0,752.0,792.0,17.0,29.0,838.0,793.0,23.0,24.0,840.0,497.0,26.0,26.0,549.0,427.0,32.0,18.0,477.0,169.0,18.0,11.0,198.0,194.0,9.0,8.0,211.0,230.0,20.0,11.0,261.0,197.0,7.0,14.0,218.0,310.0,8.0,25.0,343.0,407.0,7.0,28.0,442.0,808.0,80.0,34.0,922.0,571.0,53.0,21.0,645.0,476.0,69.0,21.0,566.0,407.0,78.0,23.0,508.0,858.0,79.0,27.0,964.0,265.0,61.0,19.0,345.0,378.0,50.0,22.0,450.0,278.0,49.0,21.0,348.0,172.0,51.0,17.0,240.0,156.0,33.0,11.0,200.0,85.0,26.0,7.0,118.0,112.0,21.0,8.0,141.0,98.0,43.0,12.0,153.0,127.0,28.0,14.0,169.0,197.0,30.0,28.0,255.0,218.0,27.0,38.0,283.0,2708.0,1981.0,2001.0,1874.0,2346.0,1097.0,1288.0,1188.0,789.0,677.0,316.0,352.0,414.0,387.0,0.0,725.0,10.0,9.0,11.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,5.0,5.0,6.0,6.0,6.0,8.0,9.0,3561896.0,2419200.04,3073773.58,3817908.51,11063851.64,8102430.7,8361395.8,6545460.79,5997554.38,5820089.4,3612196.79,3784639.9,4101929.55,3218046.65,2379713.44,20596983.45,5046.3,0.0,0.0,0.0,730368.99,1630871.96,1957018.55,2007078.8,3265433.59,3251871.07,2824575.49,1015920.68,987064.0,1106267.34,1248648.85,1183737.23,1509984.22,1772.33,678543.21,281005.92,464793.44,550258.47,701344.07,460677.17,889290.93,566717.5,629817.64,404930.4,145913.89,296433.6,349344.39,206720.75,197783.28,550180.07,591.82,86750.0,81700.0,171953.0,37178.0,343650.0,179433.0,88058.0,341660.0,75021.9,251406.7,107733.0,118693.0,244911.0,194932.61,43312.1,722143.9,951.47,3980122.5,2921492.85,4052449.34,2976086.42,2319144.38,2895184.45,2034905.97,5735152.92,11070036.33,8324377.6,4756105.55,5957603.18,6053210.57,8277887.88,8024967.52,11133280.32,13470.86,254469.0,229066.0,275783.0,275783.0,275783.0,275783.0,275783.0,275783.0,337529.0,337529.0,337529.0,337529.0,337529.0,337529.0,337529.0,337529.0,337529.0,337529.0,337529.0,321213.0,337529.0,209763.0,337529.0,318441.0,337529.0,235255.15,310078.93,283104.28,310078.93,279648.41,310078.93,279648.41,337333.2,314720.51,898.9,660.51,621.69,770.94,897.3,1096.79,1249.54,1600.0,1700.0,2272.3,1833.9,2094.6,2008.12,2015.8,2125.79,2354.15,2076.28,1978.89,1623.56,1455.05,1912.75,2188.89,2403.32,2878.17,1954.0,2551.0,3893.25,3359.33,3131.93,4402.0,3956.3,4300.9,4187.17,POINT (-70.11766012 18.42129421)
5,DOM-AZU,Azua,0.0,0.0,2001.0,2004.0,public,6.0,1.0,0.0,900000.0,450000.0,40000.0,40000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,5.0,2.0,7.0,38.0,0.0,1.0,39.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,5.0,0.0,2.0,7.0,8.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48563.0,32375.0,48563.31,32375.0,48563.0,32375.0,48563.0,16187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,809.35,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (0 0)
6,DOM-BAN,Bani,18.25315476,-70.40511741,1986.0,0.0,private,7.0,1.0,15539933.25,12655436.88,9491743.0,8464186.23,11476981.97,11633110.54,11181251.34,10623336.78,30910851.47,28193395,10800470.35,11832510.3,10903773.99,4495089.35,4170565.5,5021427.1,7576911.08,3286.0,104.0,40.0,3430.0,2723.0,82.0,28.0,2833.0,2185.0,58.0,30.0,2273.0,2034.0,73.0,31.0,2138.0,2184.0,98.0,20.0,2302.0,1962.0,97.0,22.0,2081.0,1183.0,84.0,16.0,1283.0,883.0,90.0,13.0,986.0,1035.0,103.0,13.0,1151.0,647.0,103.0,9.0,759.0,493.0,74.0,16.0,583.0,538.0,72.0,9.0,619.0,324.0,75.0,10.0,409.0,159.0,4.0,16.0,179.0,255.0,23.0,26.0,304.0,235.0,38.0,19.0,292.0,1066.0,96.0,90.0,1252.0,1038.0,98.0,101.0,1237.0,797.0,135.0,50.0,982.0,850.0,154.0,46.0,1050.0,985.0,101.0,23.0,1109.0,936.0,95.0,30.0,1061.0,654.0,59.0,24.0,737.0,441.0,55.0,16.0,512.0,498.0,70.0,12.0,580.0,309.0,54.0,13.0,376.0,346.0,49.0,22.0,417.0,393.0,51.0,19.0,463.0,191.0,49.0,12.0,252.0,201.0,77.0,31.0,309.0,131.0,40.0,33.0,204.0,132.0,54.0,18.0,204.0,4682.0,4070.0,3255.0,3188.0,3411.0,3142.0,2020.0,1498.0,1731.0,1135.0,1000.0,1082.0,661.0,488.0,0.0,496.0,11.0,11.0,9.0,9.0,8.0,10.0,8.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,5251803.98,3153149.06,3614146.12,6870899.33,9353623.31,9066274.95,6442155.34,5868480.39,4476381.38,3431317.66,7711990.19,9525893.83,10891060.06,2821259.32,2783958.92,4967735.6,6491.47,0.0,0.0,0.0,1284632.25,1913874.03,1924319.62,1961682.95,1879179.61,1792031.44,2104759.61,2595124.47,2187942.39,2672284.25,412106.56,958293.04,1478174.86,1388.77,847448.58,582717.94,639097.44,1006133.71,1168661.01,997643.26,824660.11,600845.44,478238.69,789637.82,785209.75,516147.5,619017.32,141818.72,238145.6,404979.81,538.36,129226.0,320910.0,185969.6,310655.86,301136.0,462374.0,404351.8,353703.8,278929.0,246166.66,322045.0,362455.08,286146.0,157783.91,289496.4,429835.08,766.45,8583658.52,9424323.58,7215875.4,6166225.07,5952381.83,10238552.77,5140003.74,12644412.11,23111357.53,33686060.71,10096906.3,20538705.08,2958098.68,3959273.19,4263878.51,5068662.78,4758.06,419156.0,402666.0,419156.0,307882.0,419156.0,328448.0,419156.0,276442.0,419156.0,295440.0,380148.0,305886.0,380148.0,270686.0,380148.0,187639.0,380148.0,202732.0,430138.0,200133.0,430138.0,221675.0,430138.0,222738.0,430138.0,129855.0,430138,97135.0,430138.0,235911.0,430138.0,235911.0,430138.0,325286.0,606.8,724.96,726.12,825.37,1056.18,1229.03,1311.49,1225.02,1367.12,1496.4,1569.25,1875.22,2718.83,1885.83,1891.12,2365.14,2461.5,1496.91,1579.92,1509.52,1607.14,2148.95,2677.5,2959.48,2969.17,2927.98,3412.46,3684.9,4803.13,4141.25,4004.09,5295.21,5286.29,POINT (-70.40511741 18.25315476)
