,id,year,shapeName,inv,ob_f_,tec_f_,adm_f_,ob_m_,tec_m_,adm_m_,ent,ele,com,inf,wat,tss,buiilt,ocu,sal_op,sal_tec,pop,prep,temp,agr_,urb_,ntl_,egdp,len,sez,egdppc,lnegdppc,ntlpc,lnntlpc,new_var
406,82,2002,Los Llanos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21671.14648,127.8347254,302.9049927,2.889047861099243,19.821584224700928,0.0181447644159829,250.9224859295523,0.0,0,1000000.0115786438,13.815510569542917,1000000.0000008373,13.815510557965112,0
407,83,2002,Piedra Blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17773.67188,143.3166679,299.8205472,0.0,3.3497185707092285,0.0174305081537262,101.91183501376824,0.0,0,1000000.005733865,13.815510563698139,1000000.0000009807,13.815510557965254,0
408,84,2002,GuayubÃ­n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27478.71289,78.90000248,306.5201391,16.83348741671618,1.567912220954895,0.008007318751545,183.1114860093476,0.0,0,1000000.0066637577,13.815510564628031,1000000.0000002914,13.815510557964565,0
409,85,2002,Santo Domingo EsteSanto Domingo EsteSanto Domingo Este,86678404.37,4048.0,1215.0,333.0,1603.0,975.0,371.0,50.0,42914624.56,0.0,4485670.609999999,1404434.76,24733122.98,1538387.0,1300595.0,512.06,981.5466666666669,739909.25,123.8264845,303.0649968,337.55690854670956,4273.640997817002,8.875915020327575,3439.495550100476,10.0,1,1000000.004648537,13.815510562612811,1000000.0000119959,13.81551055797627,1
410,86,2002,Santo Domingo Norte,9791777.0,1551.0,65.0,140.0,90.0,103.0,62.0,3.0,1438059.25,0.0,168457.27,3000.0,705577.0,367830.52,311061.0,742.33,1938.0,307766.5938,142.8791691,302.6811496,249.2031041584763,2172.7305510843503,1.6058160615807011,4303.677291336598,13.0,1,1000000.0139835752,13.815510571947849,1000000.0000052176,13.815510557969493,1
411,87,2002,Santo Domingo OesteSanto Domingo Oeste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271119.8438,119.6597355,303.8132137,237.9561596968595,2430.4372099390216,12.230784029584132,1850.5526315072004,0.0,0,1000000.006825589,13.815510564789863,1000000.0000451121,13.815510558009386,0
412,88,2002,Villa VÃ¡squez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16342.18359,78.76718974,304.7846308,12.965766639335484,15.620235323905945,0.0303492328855947,130.534223014759,0.0,0,1000000.0079875631,13.815510565951838,1000000.000001857,13.815510557966132,0
413,89,2002,EstebanÃ­a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8030.395996,120.8335663,302.4397051,0.0,1.86247878074646,0.0105988563951436,56.17957323152645,0.0,0,1000000.0069958658,13.81551056496014,1000000.0000013198,13.815510557965593,0
414,90,2002,HigÃ¼ey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142535.0,97.61921581,302.0663037,737.7769428888957,548.6828668117523,0.2341447048856519,3866.270449852359,0.0,0,1000000.0271250602,13.815510585089333,1000000.0000016427,13.815510557965917,0
416,92,2002,BisonÃ³BisonÃ³BisonÃ³,5604925.0,485.0,6.0,4.0,490.0,20.0,4.0,2.0,2148851.4,0.0,200000.0,0.0,2256000.0,200000.0,200000.0,233.33333333333337,400.0,42450.96094,126.9666681,304.6159089,157.00599765029608,321.8927512168884,1.2644554238820518,330.507281107178,2.0,1,1000000.0077856254,13.8155105657499,1000000.0000297863,13.81551055799406,1
419,95,2002,Mao,593364.0,135.0,6.0,2.0,285.0,20.0,1.0,1.0,420000.0,0.0,26000.0,9000.0,540000.0,38000.0,38000.0,802.0,2778.0,55605.33203,105.8421698,305.5389662,4.5996198654174805,124.4478657245636,0.080705513547488,581.9276861518038,9.0,1,1000000.0104653217,13.815510568429596,1000000.0000014513,13.815510557965725,0
420,96,2002,Tamayo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17614.3418,104.1793918,306.1599151,41.86474512371362,19.67167433476915,0.0334193468569651,218.85724540136613,0.0,0,1000000.012424946,13.81551057038922,1000000.0000018973,13.81551055796617,0
421,97,2002,Villa Riva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27194.05469,167.1750031,300.9307922,17.824527502059937,13.109424948692322,0.0305286362340833,109.50379901136846,0.0,0,1000000.0040267551,13.81551056199103,1000000.0000011226,13.815510557965396,0
422,98,2002,Esperanza,12978335.35,2299.0,96.0,136.0,3105.0,266.0,274.0,9.0,11383978.96,0.0,1818471.18,600361.59,9721779.74,312487.0,312487.0,777.31,1612.8,52127.96875,110.0019628,304.2639782,7.521747156685473,64.72231709957123,0.0805345358382207,354.537080948084,14.0,1,1000000.0068012832,13.815510564765557,1000000.000001545,13.815510557965819,1
423,99,2002,Guayacanes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12322.07324,96.9583346,302.9641243,70.9761208819408,3.481959742190791,0.2234683306282175,550.271193403473,0.0,0,1000000.0446573546,13.815510602621627,1000000.0000181356,13.81551055798241,0
424,100,2002,BarahonaBarahona,14750000.0,731.0,45.0,0.0,650.0,61.0,3.0,3.0,12840215.64,0.0,496800.0,0.0,3256070.0,498249.0,498249.0,400.0,783.335,70929.95313,101.1833354,301.8662443,106.58926662884508,556.5418141888637,1.0952430775374236,597.1290579488464,6.5,1,1000000.008418574,13.815510566382848,1000000.0000154412,13.815510557979716,1
425,101,2002,BonaoBonaoBonao,8030856.0,1111.0,5.0,20.0,966.0,29.0,18.0,6.0,4772521.11,0.0,307111.23,32522.0,4979754.66,392327.0,312735.59,219.16666666666663,418.6666666666667,116304.7344,138.8641539,299.1354903,33.7566983162188,275.7565828561783,0.1763644000870189,1242.475270333886,4.666666666666667,1,1000000.0106829294,13.815510568647204,1000000.0000015164,13.81551055796579,1
426,102,2002,Pepillo Salcedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9079.198242,78.19166787,305.9965483,0.0,0.0,0.0040173015341443,37.40931965226636,0.0,0,1000000.004120333,13.815510562084608,1000000.0000004425,13.815510557964716,0
427,103,2002,La Vega,33358579.75,4557.0,187.0,153.0,5415.0,542.0,140.0,32.0,25404777.15,0.0,3302158.89,528176.65,24636162.19,1116683.0,1116683.0,779.86,1657.9,221937.4063,124.8428319,303.0470926,93.17992754029292,683.2869572639465,0.4419072572093064,1731.333710929052,15.0,1,1000000.007801,13.815510565765274,1000000.0000019912,13.815510557966265,1
428,104,2002,San JosÃ© De Ocoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34725.97656,136.0182934,299.0061483,18.733019590377808,47.786747784240575,0.0533579928901612,196.63566605063048,0.0,0,1000000.0056624949,13.81551056362677,1000000.0000015366,13.81551055796581,0
431,107,2002,San Ignacio De Sabaneta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36688.01563,116.8678448,302.557017,17.754501461982727,20.278022289276123,0.0111420081162224,233.29868538788736,0.0,0,1000000.0063589889,13.815510564323263,1000000.0000003037,13.815510557964577,0
432,108,2002,Villa GonzÃ¡lezVilla GonzÃ¡lezVilla GonzÃ¡lez,56671323.0,1431.0,96.0,101.0,2076.0,269.0,149.0,34.0,14517803.31,0.0,2511952.54,1945149.15,11638798.46,892278.0,860278.0,646.2166666666667,1246.89,28867.14453,126.046552,304.0158676,3.5879163209129783,39.86767456531525,0.4686954252158937,485.7702066920551,4.666666666666667,1,1000000.0168277887,13.815510574792063,1000000.0000162363,13.815510557980511,1
434,110,2002,Villa Isabela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13999.29883,78.90000248,304.2537257,8.300387620925903,1.0781656503677368,0.0251120121351518,55.088288873229544,0.0,0,1000000.0039350749,13.815510561899348,1000000.0000017938,13.815510557966068,0
435,111,2002,Villa Tapia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25261.63672,134.2250032,305.3981407,0.0,3.30069351196289,0.0232092932449034,75.07302862616143,0.0,0,1000000.0029718196,13.815510560936094,1000000.0000009187,13.815510557965192,0
436,112,2002,Yaguate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37786.91406,106.0833368,302.0760464,10.382584396998087,2.979015362963957,0.0276867771024708,166.6490766305549,0.0,0,1000000.0044102325,13.815510562374506,1000000.0000007327,13.815510557965007,0
437,113,2002,Altamira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22733.14063,126.9666681,300.7959525,0.0,0.0,0.0013787727310605,59.9347372032848,0.0,0,1000000.0026364478,13.815510560600721,1000000.0000000607,13.815510557964334,0
438,114,2002,El Seibo,1000000.0,268.0,0.0,0.0,3.0,11.0,7.0,1.0,0.0,0.0,80000.0,36000.0,480000.0,48561.0,32374.0,649.0,1200.0,63780.05859,117.1024525,302.2440865,66.92284059524536,124.2910373210907,0.0408681972045445,587.9225838698886,2.0,1,1000000.0092179687,13.815510567182242,1000000.0000006407,13.815510557964915,0
439,115,2002,JÃ¡nico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633.22461,118.7083349,300.742445,0.0,0.0,0.0089571032010426,113.69314624889232,0.0,0,1000000.006835304,13.815510564799578,1000000.0000005385,13.815510557964812,0
440,116,2002,Salcedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39874.46094,138.6473863,300.9703352,0.0,12.276453375816343,0.0688499962820698,205.8207257991327,0.0,0,1000000.0051617181,13.815510563125992,1000000.0000017267,13.815510557966,0
442,118,2002,San Gregorio de NiguaSan Gregorio de Nigua,216125767.0,6414.0,328.0,409.0,3932.0,608.0,542.0,36.0,105701460.56,0.0,6704733.13,3640295.81,36789458.26,1974759.0,1771833.0,748.66,1586.41,36362.17969,106.0833368,301.9681984,57.65215271313985,60.54972689666,0.8049924509174645,232.9373715016187,14.5,1,1000000.0064060343,13.815510564370308,1000000.0000221382,13.815510557986412,1
443,119,2002,Cayetano GermosÃ©n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7051.511719,130.3458362,305.4499851,0.0,4.370225940966138,0.4225180575791701,31.259361624250225,0.0,0,1000000.0044330014,13.815510562397275,1000000.0000599187,13.815510558024194,0
444,120,2002,GalvÃ¡n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14507.22656,102.6493431,307.4375645,21.183944940567017,41.51062035560608,0.0525611817075247,101.72472681227848,0.0,0,1000000.0070120037,13.815510564976277,1000000.0000036231,13.815510557967897,0
445,121,2002,Gaspar HernÃ¡ndez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27382.64258,156.3916686,300.5776359,1.533305048942566,15.54095458984375,0.0606148029121745,149.76527413135648,0.0,0,1000000.0054693506,13.815510563433625,1000000.0000022136,13.815510557966487,0
449,125,2002,La Mata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38586.62891,135.2378895,301.8206375,11.291176688437368,0.0,0.0286121233220387,122.96433078535632,0.0,0,1000000.0031867083,13.815510561150983,1000000.0000007414,13.815510557965016,0
450,126,2002,Las Matas De FarfÃ¡n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44492.72656,117.5796742,304.8716954,3.279138207435608,26.80183708667755,0.0120366922111647,246.4944145668955,0.0,0,1000000.0055401059,13.81551056350438,1000000.0000002705,13.815510557964545,0
451,127,2002,Las Terrenas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13841.78516,167.3477301,298.7812615,3.496431350708008,0.2787586408502915,0.0375999796560461,72.27246822288224,0.0,0,1000000.0052213257,13.8155105631856,1000000.0000027164,13.81551055796699,0
453,129,2002,Nagua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57223.67188,155.8778606,300.5013681,42.070486545562744,168.37239638122858,0.1451672305918105,426.8571494307588,0.0,0,1000000.0074594505,13.815510565423725,1000000.0000025368,13.81551055796681,0
456,132,2002,DuvergÃ©,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17168.52148,125.8351863,300.5240684,14.12616758814045,47.83457949582268,0.0508098507955085,129.0859539197356,0.0,0,1000000.0075187577,13.815510565483033,1000000.0000029595,13.815510557967233,0
457,133,2002,Sabana Yegua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19117.12109,82.58333357,307.7606719,0.0,3.290132423008189,0.0089402579246683,45.11050248601859,0.0,0,1000000.0023596912,13.815510560323965,1000000.0000004676,13.815510557964743,0
458,134,2002,SamanÃ¡,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46102.25,168.1250019,298.8493152,0.0,7.76878244970359,0.0137193181221315,169.3901882845397,0.0,0,1000000.0036742282,13.815510561638503,1000000.0000002976,13.815510557964572,0
459,135,2002,Los AlcarrizosLos AlcarrizosLos AlcarrizosLos Alcarrizos,28572134.0,1620.0,34.0,61.0,1048.0,111.0,103.0,18.0,7747718.76,0.0,651368.61,175151.74,4954965.13,894540.6,838639.0,507.5975,1206.125,170276.7188,143.1500017,303.2554849,179.03813583804111,605.0214369133407,5.196862445402042,1333.254744450251,5.0,1,1000000.0078299297,13.815510565794204,1000000.0000305201,13.815510557994795,1
460,136,2002,Nizao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13859.91895,106.0833368,303.0217675,4.047059535980225,0.0,0.0602482592442601,76.62760234673816,0.0,0,1000000.0055287194,13.815510563492994,1000000.000004347,13.81551055796862,0
462,138,2002,Quisqueya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17353.27344,117.0702321,303.8060677,47.757402591144334,104.22239200881884,0.2639606511696091,276.64219905839246,0.0,0,1000000.0159417876,13.815510573906062,1000000.000015211,13.815510557979485,0
463,139,2002,BÃ¡nica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7745.967285,122.2229164,305.0887849,1.1119062900543213,0.0,0.0009831689863166,50.69131180310952,0.0,0,1000000.0065442197,13.815510564508493,1000000.0000001269,13.815510557964402,0
464,140,2002,CotuÃ­,707666.0,171.0,16.0,6.0,184.0,26.0,10.0,3.0,347500.0,0.0,102016.41,34844.0,709817.98,56564.0,43941.0,625.0,1200.0,75707.46875,139.0049393,300.7777131,1.3773178937388402,73.78489625453949,0.0298699613895618,653.954008363275,12.0,1,1000000.0086379062,13.81551056660218,1000000.0000003945,13.815510557964668,1
465,141,2002,San Antonio De GuerraSan Antonio De Guerra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35564.53125,135.9047263,302.6741175,32.92877376079559,0.0,0.0468134258238118,431.34208220792755,0.0,0,1000000.0121284344,13.815510570092709,1000000.0000013163,13.81551055796559,0
466,142,2002,San CristÃ³balSan CristÃ³bal,10355021.0,1372.0,43.0,20.0,476.0,69.0,21.0,11.0,3073773.58,0.0,464793.44,171953.0,4052449.34,275783.0,275783.0,310.845,727.525,209216.0,117.8177532,301.6067879,125.32723787812628,563.1016817892299,0.9266067136731244,1817.9739572520343,6.0,1,1000000.0086894595,13.815510566653733,1000000.0000044289,13.815510557968704,1
468,144,2002,Cambita Garabitos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29508.45117,117.6954083,299.0070231,0.0,0.0,0.0295648936544663,141.25810086697922,0.0,0,1000000.0047870388,13.815510562751314,1000000.0000010019,13.815510557965275,0
470,146,2002,RamÃ³n Santana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10442.48828,109.4954378,303.7645071,1.20772123336792,0.0,0.0086676904418238,82.94543775062937,0.0,0,1000000.0079430721,13.815510565907346,1000000.00000083,13.815510557965105,0
471,147,2002,FundaciÃ³n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9906.763672,101.1833354,306.5416534,0.0,3.5006400402854467,0.0167200598924845,129.13274804423835,0.0,0,1000000.0130348066,13.81551057099908,1000000.0000016878,13.815510557965961,0
472,148,2002,Cabrera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18686.17188,162.5854676,300.6689204,0.0,0.0,0.0050574522444178,82.00726257147744,0.0,0,1000000.0043886604,13.815510562352934,1000000.0000002707,13.815510557964545,0
473,149,2002,Cabral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12408.98242,101.1833354,302.2373977,4.21928596496582,1.082370042800903,0.0103093932358295,32.931396009232486,0.0,0,1000000.0026538353,13.81551056061811,1000000.0000008309,13.815510557965105,0
474,150,2002,El Valle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8028.655273,129.9186062,299.7128907,1.4882453680038452,7.04086172580719,0.0256543177297846,43.1523267333414,0.0,0,1000000.0053747889,13.815510563339062,1000000.0000031954,13.81551055796747,0
475,151,2002,Enriquillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11927.46094,107.4117614,301.7100263,0.5417602202471564,0.0,0.0003962166408438,86.56227465762811,0.0,0,1000000.0072573932,13.815510565221667,1000000.0000000332,13.815510557964307,0
476,152,2002,SantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiago,254387906.54,19405.0,1351.0,796.0,20346.0,2857.0,1081.0,99.0,119649894.49,0.0,16900902.36,18582544.23,87704664.03,4463581.88,4310879.21,354.4983333333333,750.4316666666667,622207.6875,122.8311214,304.2982714,268.1200795809428,5779.667450132557,3.876832990213656,5881.915060075121,4.333333333333333,1,1000000.0094532986,13.815510567417572,1000000.0000062308,13.815510557970505,1
477,153,2002,Baitoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8188.506348,118.7083349,303.6919181,0.0,0.0,2.3235167046690828e-05,47.192761904234985,0.0,0,1000000.0057632931,13.815510563727567,1000000.0000000028,13.815510557964277,0
478,154,2002,Pedernales,150000.0,43.0,0.0,3.0,6.0,0.0,1.0,1.0,24000.0,0.0,0.0,0.0,90000.0,30401.0,30401.0,575.0,0.0,17478.46484,112.7812747,301.2218716,2.564421623360877,43.91656989957772,0.0103886982573237,213.27210791695344,11.0,1,1000000.0122019931,13.815510570166268,1000000.0000005944,13.815510557964869,0
480,156,2002,La RomanaLa Romana,39384871.41,6699.0,317.0,150.0,4067.0,571.0,213.0,22.0,43061204.92,0.0,3180289.78,2206153.75,30242509.529999997,1602548.0,1219698.0,700.5799999999999,1696.74,111949.5781,94.33305075,304.6570736,113.74528813362122,1065.9424999713897,2.1761809893855126,1505.8736944872371,24.0,1,1000000.0134513566,13.815510571415631,1000000.0000194389,13.815510557983712,1
483,159,2002,San Luis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48744.18359,142.8166693,302.3734997,12.869143248071856,27.698522742121828,0.3013334607239047,487.62258880115024,0.0,0,1000000.0100037082,13.815510567967982,1000000.0000061819,13.815510557970455,0
484,160,2002,San Victor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62545.57813,126.44813,302.3207737,0.0,44.02693021624697,0.2507323205683872,436.12383156880446,0.0,0,1000000.0069728963,13.81551056493717,1000000.0000040088,13.815510557968283,0
485,161,2002,Matanzas,9491743.0,2185.0,58.0,30.0,797.0,135.0,50.0,9.0,3614146.12,0.0,639097.44,185969.6,7215875.4,419156.0,328448.0,726.12,1509.52,36438.62891,98.73958571,307.162569,33.808206057548524,10.879097847377553,0.0557813484605655,221.04837712294915,16.0,1,1000000.0060663199,13.815510564030594,1000000.0000015309,13.815510557965805,1
486,0,2003,Constanza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49470.70313,153.8622443,295.4012488,14.732138633728027,85.0053448677063,0.0702048485808366,888.1342301233439,0.0,0,1000000.0179527311,13.815510575917004,1000000.0000014191,13.815510557965693,0
487,1,2003,Sabana De La Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14836.92188,181.7799782,299.2677134,5.63025689125061,11.850144091774435,0.0127454092953542,146.51748824867548,0.0,0,1000000.0098751944,13.815510567839468,1000000.000000859,13.815510557965133,0
488,2,2003,Moca,19375638.58,2278.0,199.0,52.0,1903.0,342.0,93.0,11.0,20580576.56,2577300.69,1618117.68,384307.0,10664549.11,493156.0,468213.0,1110.63,1653.92,84006.57031,168.3934648,301.4734241,6.868947709775439,229.6144946874357,0.4653030808248981,750.3539600235572,14.0,1,1000000.0089320866,13.81551056689636,1000000.0000055389,13.815510557969812,1
489,3,2003,Bayaguana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32459.38672,163.7810611,300.6997634,9.67062211036682,54.2981561422348,0.0270367758276751,370.8808445117637,0.0,0,1000000.0114259967,13.815510569390272,1000000.000000833,13.815510557965107,0
491,5,2003,San Francisco De MacorÃ­sSan Francisco De MacorÃ­s,5152726.27,512.0,2.0,18.0,480.0,32.0,6.0,5.0,3107986.38,504653.03,134164.82,183970.0,2494719.22,180935.0,149470.0,402.9,732.8,166688.0313,170.8948456,300.3193512,21.057088255882263,646.5253622531891,0.2314388372527517,1441.1873407986825,6.5,1,1000000.0086460158,13.815510566610289,1000000.0000013885,13.815510557965663,1
492,6,2003,Puerto PlataPuerto Plata,6737670.0,1384.0,175.0,42.0,1439.0,404.0,30.0,11.0,9841753.51,2546894.34,735598.13,648764.22,6659583.19,431740.0,418358.0,439.46,860.0,137656.375,175.8083378,301.4308006,57.57616385805841,532.9886865896337,0.4212484600055116,1099.9474144881851,10.0,1,1000000.0079905301,13.815510565954805,1000000.0000030601,13.815510557967334,1
494,8,2003,Las Matas de Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14557.14258,107.6654782,305.7966454,0.0,1.040320873260498,0.0033953465677058,22.077837558821138,0.0,0,1000000.0015166326,13.815510559480908,1000000.0000002333,13.815510557964508,0
495,9,2003,JimanÃ­,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14711.61816,136.4725446,305.0937117,15.406115412712095,9.571744918823242,0.0130570720081953,125.24152157604696,0.0,0,1000000.008513103,13.815510566477377,1000000.0000008876,13.815510557965162,0
496,10,2003,BanÃ­,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83833.21875,118.1919826,301.2541445,62.40091481115304,487.4751949805839,0.2806183293413437,1037.981688389445,0.0,0,1000000.0123815082,13.815510570345783,1000000.0000033473,13.815510557967622,0
497,11,2003,Villa Hermosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72824.23438,118.8355621,303.7528299,7.645372211231905,208.12197951148545,0.4397867199637537,860.7079965427807,0.0,0,1000000.0118189777,13.815510569783251,1000000.000006039,13.815510557970313,0
498,12,2003,El Cercado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23159.33594,125.708336,301.1323228,0.0,0.0,0.0010552794727086,69.57203736761038,0.0,0,1000000.0030040601,13.815510560968335,1000000.0000000455,13.81551055796432,0
499,13,2003,Eugenio MarÃ­a De Hostos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5906.736328,179.772226,300.8998282,0.0493584071888643,0.0,0.0024189315366151,24.25478096931589,0.0,0,1000000.0041062915,13.815510562070566,1000000.0000004095,13.815510557964684,0
502,16,2003,TÃ¡bara Arriba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12439.08105,120.7635625,305.0734769,6.988835615270278,6.102788493212532,0.0122993363059345,77.31542800209102,0.0,0,1000000.0062155257,13.8155105641798,1000000.0000009887,13.815510557965263,0
503,17,2003,Vicente Noble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23279.24023,103.0412512,305.300367,18.14196785057292,41.744510444472816,0.0574335045760731,118.79664406834864,0.0,0,1000000.0051031152,13.81551056306739,1000000.0000024672,13.815510557966741,0
504,18,2003,Consuelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29707.66211,146.4083363,303.6490571,23.293789625167847,25.034555077552795,0.0863296339049104,196.20804160915168,0.0,0,1000000.0066046275,13.815510564568902,1000000.000002906,13.81551055796718,0
