,id,year,shapeName,inv,ob_f_,tec_f_,adm_f_,ob_m_,tec_m_,adm_m_,ent,ele,com,inf,wat,tss,buiilt,ocu,sal_op,sal_tec,pop,prep,temp,agr_,urb_,ntl_,egdp,len,sez,egdppc,lnegdppc,ntlpc,lnntlpc,new_var
1704,84,2010,GuayubÃ­n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36482.875,86.19166787,303.4369759,5.7028772830963135,0.0,0.0019733182064378,249.6762201400364,0.0,0,1000000.0068436553,13.81551056480793,1000000.0000000541,13.815510557964329,0
1705,85,2010,Santo Domingo EsteSanto Domingo EsteSanto Domingo Este,151413162.08,5404.0,749.0,379.0,3173.0,1261.0,320.0,46.0,162464889.11,74059388.02000001,12888895.13,2878220.51,398430032.0100001,1951460.72,1703935.71,1356.3566666666666,2993.8566666666666,896090.0625,122.0708264,304.1441786,243.4425533023535,4482.897579561963,9.051007682671797,4627.468070846447,15.333333333333334,1,1000000.0051640659,13.81551056312834,1000000.0000101005,13.815510557974374,1
1706,86,2010,Santo Domingo Norte,9026248.52,143.0,6.0,10.0,73.0,11.0,6.0,5.0,1816759.48,360286.31,152802.0,34409.88,4128908.48,362817.28,158415.92,1223.33,3474.33,487582.6563,140.9687522,303.1346644,92.03635291819478,1860.1385232364437,1.362184971726122,5749.57759120324,21.0,1,1000000.011792006,13.81551056975628,1000000.0000027937,13.815510557967068,1
1707,87,2010,Santo Domingo OesteSanto Domingo Oeste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350317.9688,112.8026117,304.2458713,124.49032615586822,1159.9766823418,6.868896725564459,2440.0132244259703,0.0,0,1000000.0069651386,13.815510564929413,1000000.0000196076,13.815510557983881,0
1708,88,2010,Villa VÃ¡squez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15685.36426,86.98073062,302.2308764,1.4713996648788452,6.338271975517273,0.008291384842105,177.19257879707158,0.0,0,1000000.0112966824,13.815510569260956,1000000.0000005286,13.815510557964803,0
1710,90,2010,HigÃ¼ey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246529.8438,132.9338132,301.7031372,502.65525773132555,340.2999060153961,0.2287516917624074,5978.04136398049,0.0,0,1000000.0242487533,13.815510582213028,1000000.0000009278,13.815510557965203,0
1712,92,2010,BisonÃ³BisonÃ³BisonÃ³,3665907.2,331.0,6.0,6.0,489.0,17.0,6.0,2.0,6391340.08,432678.25,554109.0,69292.8,12463877.29,200000.0,108203.43,462.55333333333334,789.0,41405.73047,127.9750017,302.2649124,9.115023255348206,30.102792739868164,0.1090455301733307,440.199770738798,4.666666666666667,1,1000000.0106313732,13.815510568595647,1000000.0000026335,13.815510557966908,1
1715,95,2010,Mao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74773.25781,109.1325798,302.9736368,13.667774438858032,107.4713579416275,0.0807136808936782,840.1706612135849,0.0,0,1000000.0112362453,13.81551056920052,1000000.0000010794,13.815510557965354,0
1716,96,2010,Tamayo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23204.55469,101.1483269,304.2531654,9.535060919967352,5.130168876460954,0.0084151312251291,295.02258879209273,0.0,0,1000000.0127139948,13.815510570678269,1000000.0000003626,13.815510557964636,0
1717,97,2010,Villa Riva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36370.47266,160.3583377,300.8022915,7.987051248550415,0.0,0.0135552628323845,152.16480484990512,0.0,0,1000000.0041837456,13.81551056214802,1000000.0000003726,13.815510557964647,0
1718,98,2010,Esperanza,28160673.0,1457.0,102.0,87.0,1766.0,140.0,109.0,8.0,29460537.51,1609078.23,3674774.0,1296558.94,78520783.23,545494.34,454746.12,1917.25,3441.63,61863.37891,113.2279428,302.2338693,2.3177722692489624,46.854429960250854,0.0541792457083342,475.4863256331169,22.0,1,1000000.0076860711,13.815510565650346,1000000.0000008758,13.81551055796515,1
1719,99,2010,Guayacanes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093.30469,104.9700006,302.1581579,13.16246620580262,0.3605611422482659,0.0462224498311443,757.1554017125392,0.0,0,1000000.047047851,13.815510605012124,1000000.0000028722,13.815510557967146,0
1720,100,2010,BarahonaBarahona,53300000.0,43.0,1.0,11.0,308.0,50.0,21.0,2.0,31225151.74,1733991.0,905044.0,262964.0,8487878.38,349787.0,294499.0,1587.5,3800.0,77301.67969,95.61666886,301.0485876,9.471170237952588,136.1963899378683,0.2266217541903738,791.5201759818135,10.5,1,1000000.0102393659,13.81551056820364,1000000.0000029317,13.815510557967206,1
1721,101,2010,BonaoBonaoBonao,116210115.0,470.0,43.0,16.0,1464.0,89.0,23.0,5.0,22721687.43,4837642.97,2539796.0,544902.4,63948368.84,2303923.4,1885570.4,2045.0633333333335,3440.5766666666664,124180.7813,129.6796094,298.7594738,1.675005316734314,89.30062782764435,0.0404582170704729,1647.9580443182413,10.333333333333334,1,1000000.0132706368,13.815510571234912,1000000.0000003258,13.8155105579646,1
1722,102,2010,Pepillo Salcedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9068.871094,90.40000248,303.2433889,0.0,0.0,0.0096071771230405,49.41007060817643,0.0,0,1000000.0054483154,13.81551056341259,1000000.0000010594,13.815510557965334,0
1723,103,2010,La Vega,41049789.56,2427.0,82.0,60.0,2528.0,332.0,58.0,23.0,35713830.0,3636941.93,1724458.5,740548.49,46127044.08,1208176.0,1021199.0,1466.29,3190.84,247943.375,119.4550413,302.0925959,5.329445184913336,168.5658905506134,0.0956852348237255,2285.9762305619083,23.0,1,1000000.0092197512,13.815510567184026,1000000.0000003859,13.81551055796466,1
1724,104,2010,San JosÃ© De Ocoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39209.26172,125.9538757,298.9375297,0.0,14.644741415977478,0.0155963510031058,273.15705815927646,0.0,0,1000000.0069666463,13.81551056493092,1000000.0000003978,13.815510557964672,0
1726,106,2010,Juan De Herrera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17129.84766,103.6083363,302.5153318,4.45062518119812,4.791480183601379,0.0234223841225203,266.79841784116104,0.0,0,1000000.0155750607,13.815510573539335,1000000.0000013673,13.815510557965641,0
1727,107,2010,San Ignacio De Sabaneta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35067.5625,122.4859633,300.7014029,14.200271487236025,10.739329814910889,0.0076039948466135,324.8140829405945,0.0,0,1000000.0092625224,13.815510567226797,1000000.0000002169,13.81551055796449,0
1728,108,2010,Villa GonzÃ¡lezVilla GonzÃ¡lezVilla GonzÃ¡lez,119478682.16,1577.0,68.0,133.0,2567.0,238.0,195.0,29.0,28788863.79,3371982.06,2144833.0,46026.0,55257128.6,1392300.91,1138821.46,1363.013333333333,2454.5699999999997,36333.44531,126.536798,301.6670057,8.715782825152079,7.973857967058818,0.081826339980295,646.4945193836504,10.0,1,1000000.0177933723,13.815510575757646,1000000.000002252,13.815510557966526,1
1729,109,2010,Vallejuelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12916.30664,103.6083363,300.6254376,3.164454221725464,0.0,0.0033657666655821,74.26425401854746,0.0,0,1000000.0057496509,13.815510563713925,1000000.0000002605,13.815510557964535,0
1730,110,2010,Villa Isabela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16554.32422,86.19166787,301.5689718,0.0,0.0,0.0013118416328628,73.55916375698996,0.0,0,1000000.0044435015,13.815510562407775,1000000.0000000793,13.815510557964354,0
1732,112,2010,Yaguate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40158.70703,96.65833616,302.5550161,30.24793676395042,0.0,0.0612084904086292,237.11711653915108,0.0,0,1000000.0059045007,13.815510563868775,1000000.0000015241,13.815510557965798,0
1734,114,2010,El Seibo,180000.0,81.0,0.0,5.0,5.0,2.0,0.0,1.0,540000.0,66720.0,30000.0,22344.0,941028.41,48563.0,16040.0,1450.0,4500.0,66601.22656,137.8911792,302.2379452,6.73045539855957,28.13357734680176,0.0115084402499147,791.9117499615052,10.0,1,1000000.0118903478,13.815510569854622,1000000.0000001728,13.815510557964448,0
1736,116,2010,Salcedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39317.60156,130.2033403,300.6185162,0.0,4.7322869300842285,0.0264739482911406,274.7257836911023,0.0,0,1000000.0069873484,13.815510564951623,1000000.0000006733,13.815510557964947,0
1738,118,2010,San Gregorio de NiguaSan Gregorio de Nigua,284012128.27,6194.0,304.0,539.0,3768.0,828.0,610.0,45.0,276251539.82,79679435.99,16175894.0,8529152.85,337922772.33,2380365.09,2163559.2800000003,1735.29,4087.245,40714.98047,96.65833616,302.1152789,66.90609450059779,32.7329289894478,0.7184743159005842,306.79232461312245,22.5,1,1000000.0075351215,13.815510565499396,1000000.0000176465,13.81551055798192,1
1740,120,2010,GalvÃ¡n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16228.74023,99.41640471,305.5253774,1.2843725681304932,0.0,0.0010767781802896,145.42529027643155,0.0,0,1000000.0089609722,13.815510566925246,1000000.0000000664,13.815510557964341,0
1741,121,2010,Gaspar HernÃ¡ndez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36527.14063,146.4000025,300.3247236,0.0,0.0,0.0022317946440546,204.51964638928573,0.0,0,1000000.0055991146,13.81551056356339,1000000.0000000611,13.815510557964336,0
1742,122,2010,Guayabal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5524.345703,131.450003,298.5609449,0.0,0.0,0.0063134691017665,56.92884823826011,0.0,0,1000000.0103050843,13.815510568269358,1000000.0000011428,13.815510557965418,0
1744,124,2010,Laguna Salada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26410.92969,86.19166787,302.5534402,1.125929355621338,0.0,0.0014172560663206,96.43422575750768,0.0,0,1000000.0036513,13.815510561615573,1000000.0000000537,13.815510557964327,0
1746,126,2010,Las Matas De FarfÃ¡n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44581.72656,122.9872678,302.8883504,15.62025821208954,26.303115248680115,0.0154930613674121,331.2984974206663,0.0,0,1000000.0074312622,13.815510565395536,1000000.0000003475,13.815510557964622,0
1747,127,2010,Las Terrenas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19212.30469,164.2310643,299.0363889,7.163214087486267,0.0,0.047445654519952,100.4067266293016,0.0,0,1000000.0052261677,13.815510563190442,1000000.0000024695,13.815510557966743,0
1749,129,2010,Nagua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73044.26563,148.63548,300.6356025,0.0,28.744885855562547,0.0436797806270041,569.9028939447569,0.0,0,1000000.0078021579,13.815510565766433,1000000.000000598,13.815510557964872,0
1752,132,2010,DuvergÃ©,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12385.37109,125.431483,299.3484055,5.4244419602786795,10.619755444807163,0.0136368471134462,179.0284599775193,0.0,0,1000000.0144548322,13.815510572419106,1000000.000001101,13.815510557965375,0
1754,134,2010,SamanÃ¡,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51265.84766,181.6583347,298.8195376,6.148241400718689,7.120194550121532,0.0241925301736934,238.58738106430744,0.0,0,1000000.0046539244,13.815510562618199,1000000.000000472,13.815510557964746,0
1755,135,2010,Los AlcarrizosLos AlcarrizosLos AlcarrizosLos Alcarrizos,77805956.45,657.0,103.0,90.0,479.0,176.0,107.0,21.0,11804123.44,5396971.75,966176.12,1261781.85,20986000.61,991175.0,974825.0,1668.325,3195.61,233350.2188,136.1388911,304.0407939,135.9740387467777,430.670498990545,4.0721290586930365,1760.725358976102,7.25,1,1000000.0075454197,13.815510565509694,1000000.0000174508,13.815510557981725,1
1756,136,2010,Nizao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25150.48047,96.65833616,303.7586144,10.437189109185162,0.0,0.2037957276385488,103.75416525812707,0.0,0,1000000.0041253354,13.81551056208961,1000000.0000081031,13.815510557972377,0
1757,137,2010,Polo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8016.463867,95.61666886,297.7878374,0.0,0.0,0.0018802178893153,51.76085309614153,0.0,0,1000000.0064568187,13.815510564421093,1000000.0000002346,13.815510557964508,0
1758,138,2010,Quisqueya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17987.67578,129.6650856,304.0280199,23.682399041044945,15.188285635031908,0.0623939532733443,390.6132270911161,0.0,0,1000000.0217156031,13.815510579679877,1000000.0000034687,13.815510557967743,0
1759,139,2010,BÃ¡nica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6898.587891,133.8665247,303.2862942,7.124626398086548,0.0,0.0082036125093224,65.85308785163893,0.0,0,1000000.0095458793,13.815510567510154,1000000.0000011892,13.815510557965464,0
1760,140,2010,CotuÃ­,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809798.75,0.0,0.0,0.0,0.0,78252.83594,129.8469136,300.9242099,0.0,66.99088132381439,0.0411895229207985,1116.3816686160424,0.0,0,1000000.0142663413,13.815510572230615,1000000.0000005263,13.815510557964801,0
1761,141,2010,San Antonio De GuerraSan Antonio De Guerra,140000000.0,120.0,3.0,38.0,805.0,119.0,109.0,1.0,10085000.0,8070000.0,1950000.0,9700000.0,40627668.25,388922.96,388922.96,1500.0,2687.5,44700.44141,134.7992925,303.3585659,7.007634997367859,0.0,0.0314531180998874,619.6227729227028,3.0,1,1000000.0138616702,13.815510571825945,1000000.0000007036,13.815510557964977,0
1762,142,2010,San CristÃ³balSan CristÃ³bal,8538776.22,169.0,18.0,11.0,85.0,26.0,7.0,5.0,3612196.79,1015920.68,145913.89,107733.0,4756105.55,337529.0,209763.0,916.95,1946.625,221115.125,108.1642629,302.1217228,112.651820433841,272.7524770301931,0.5943221878308145,2438.4407643671725,10.0,1,1000000.0110279239,13.815510568992197,1000000.0000026878,13.815510557966961,1
1764,144,2010,Cambita Garabitos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31367.64844,108.0443002,299.8760891,3.972430229187012,0.0,0.0277420250994705,205.14670720246488,0.0,0,1000000.0065400728,13.815510564504347,1000000.0000008844,13.815510557965158,0
1765,145,2010,Villa Jaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9933.503906,114.2416182,301.1604154,0.0,14.502204179763794,0.0278293594710339,63.45763368238421,0.0,0,1000000.0063882427,13.815510564352516,1000000.0000028015,13.815510557967075,0
1766,146,2010,RamÃ³n Santana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10577.57813,122.3048664,302.9937588,0.0,0.0,0.0005351018354199,116.09241671328448,0.0,0,1000000.0109753306,13.815510568939604,1000000.0000000506,13.815510557964325,0
1770,150,2010,El Valle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7243.948242,144.6513097,299.8554988,0.0,1.280415177345276,0.0037190703442458,58.53912733927661,0.0,0,1000000.0080811079,13.815510566045383,1000000.0000005134,13.815510557964787,0
1772,152,2010,SantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiagoSantiago,312364313.47,6767.0,541.0,446.0,6441.0,1208.0,618.0,85.0,219543124.27,46102841.71,16210501.32,18872825.79,469100962.65,4845271.2,3737007.0,689.4325,1512.7074999999998,665051.5625,121.5108629,302.1068958,94.08031628879846,3168.8304003332173,2.0294564881976163,7764.898896317794,6.916666666666667,1,1000000.0116756344,13.815510569639908,1000000.0000030516,13.815510557967325,1
1773,153,2010,Baitoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10328.06836,115.0666695,301.2758986,0.0,0.0,0.0017449974574787,63.50741874961291,0.0,0,1000000.0061490122,13.815510564113286,1000000.0000001689,13.815510557964442,0
1774,154,2010,Pedernales,28000000.0,291.0,7.0,10.0,233.0,21.0,6.0,1.0,1115044.36,225580.13,652869.0,126140.0,8569554.05,80000.0,80000.0,1154.0,2770.0,27747.60156,111.0023549,299.7301282,0.9825353365318448,26.140642725252636,0.0060621450496486,280.69463551260685,19.0,1,1000000.0101159964,13.81551056808027,1000000.0000002185,13.815510557964492,0
1776,156,2010,La RomanaLa Romana,143935569.5,4092.0,258.0,131.0,1647.0,527.0,198.0,9.0,49919212.67,9247703.85,4631478.18,1896265.65,116259889.26,1269721.0,762290.3300000001,1622.095,3802.82,134572.3125,120.4204011,303.629618,89.95510307153066,445.2862942718993,1.1982548489303462,2057.9102167425203,32.0,1,1000000.015292226,13.8155105732565,1000000.0000089041,13.815510557973179,1
1779,159,2010,San Luis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54639.76563,142.0833356,303.3598708,25.35488987810471,49.31852657233968,0.5178715713327214,648.1845938738654,0.0,0,1000000.0118628729,13.815510569827147,1000000.000009478,13.815510557973752,0
1780,160,2010,San Victor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72928.71094,122.2703367,301.0797231,0.0,20.26033837888755,0.0403047805634509,577.3183262569064,0.0,0,1000000.0079162009,13.815510565880475,1000000.0000005526,13.815510557964826,0
1782,0,2011,Constanza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61356.37891,135.3029046,295.2936612,7.448339939117432,17.504557013511658,0.1252281057790604,1243.268326720478,0.0,0,1000000.0202630656,13.81551057822734,1000000.000002041,13.815510557966315,0
1783,1,2011,Sabana De La Mar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15583.21777,161.6015036,299.2619366,6.970269685633042,6.30736491539899,0.0214074050614354,196.5998299997811,0.0,0,1000000.0126161254,13.815510570580399,1000000.0000013737,13.815510557965649,0
1784,2,2011,Moca,19610193.8,683.0,8.0,78.0,551.0,50.0,65.0,9.0,34625580.29,2506450.27,979866.0,450474.0,26995360.95,512167.0,512167.0,1603.33,2750.0,111147.8047,131.4441854,301.6805808,0.0,246.30297967826615,0.5974185182405987,1009.9621828605734,22.0,1,1000000.0090866588,13.815510567050932,1000000.000005375,13.815510557969649,1
1785,3,2011,Bayaguana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31426.47656,146.3924272,300.7925726,0.0,87.04148030281067,0.0897291815503743,503.1721264389801,0.0,0,1000000.0160110894,13.815510573975363,1000000.0000028552,13.81551055796713,0
1786,4,2011,El Factor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25939.06641,160.8547656,300.1729587,17.29761040210724,0.0,0.1333691614130125,124.4303632974625,0.0,0,1000000.0047970255,13.8155105627613,1000000.0000051416,13.815510557969416,0
1787,5,2011,San Francisco De MacorÃ­sSan Francisco De MacorÃ­s,1053438.3,63.0,5.0,2.0,23.0,21.0,2.0,2.0,1072866.99,119289.24,73794.0,26718.0,1985346.79,164584.0,81654.0,623.075,1250.0,191451.7344,132.7476235,300.5383529,21.136011673889907,1015.2079451084136,0.4564595343623321,2032.0172840904957,10.5,1,1000000.0106137313,13.815510568578006,1000000.0000023842,13.815510557966658,1
1788,6,2011,Puerto PlataPuerto Plata,4141555.4,496.0,2.0,14.0,421.0,20.0,12.0,6.0,6687413.52,770961.32,167248.8,118063.12,7312274.6,412793.17,289169.57,830.25,1662.5,148770.6406,126.9000015,300.5662335,30.211189696835536,993.3107991471012,0.6015676753649951,1482.8752798290816,14.0,1,1000000.0099675263,13.8155105679318,1000000.0000040436,13.815510557968318,1
1789,7,2011,Jamao Al Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7792.412109,146.2022738,300.6836518,0.0,0.0,0.0030194728087843,39.218734089416614,0.0,0,1000000.0050329389,13.815510562997213,1000000.0000003875,13.81551055796466,0
1790,8,2011,Las Matas de Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10013.41602,87.94285822,306.1023247,14.742305761225085,0.0,0.0878264781198397,29.605984312997144,0.0,0,1000000.0029566318,13.815510560920906,1000000.0000087708,13.815510557973045,0
1791,9,2011,JimanÃ­,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21095.83594,137.2513614,303.5522259,29.693461179733276,9.960268378257751,0.0248349222358457,169.79685868375444,0.0,0,1000000.0080488329,13.815510566013106,1000000.0000011772,13.815510557965451,0
1792,10,2011,BanÃ­,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114053.7813,104.889174,301.1826124,31.647602509049808,393.7625558806401,0.2218466977480158,1399.328031827714,0.0,0,1000000.0122690191,13.815510570233293,1000000.0000019451,13.815510557966219,0
1793,11,2011,Villa Hermosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86889.57813,119.0172032,302.3485785,8.732351950103162,131.1969902931475,0.289316495160575,1248.670174747121,0.0,0,1000000.0143707704,13.815510572335045,1000000.0000033297,13.815510557967604,0
1794,12,2011,El Cercado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20332.62891,123.2000024,300.7399615,71.34910535812378,41.68101501464844,0.1109878342585479,97.83581892795422,0.0,0,1000000.0048117643,13.815510562776039,1000000.0000054586,13.815510557969732,0
1795,13,2011,Eugenio MarÃ­a De Hostos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5842.983887,142.569448,301.6032309,0.0,0.0,0.0233672136482903,32.51348697496396,0.0,0,1000000.0055645348,13.81551056352881,1000000.0000039992,13.815510557968274,0
1796,14,2011,BohechÃ­o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6363.169434,123.6418891,297.0831184,7.329292193581076,1.1293034553527832,0.0681646981533025,183.03493186609413,0.0,0,1000000.0287647428,13.815510586729017,1000000.0000107124,13.815510557974987,0
1797,15,2011,Arenoso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11658.6582,165.8416704,300.7476973,1.0047807693481443,0.0,0.0060754960087674,55.08769638187743,0.0,0,1000000.004725046,13.81551056268932,1000000.0000005211,13.815510557964796,0
1798,16,2011,TÃ¡bara Arriba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17530.29883,109.6683781,303.7189851,3.9819881916046143,2.8107901881722843,0.0180755213269254,103.69387521030852,0.0,0,1000000.005915123,13.815510563879396,1000000.0000010311,13.815510557965306,0
1799,17,2011,Vicente Noble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26160.7168,98.82666894,303.5240804,38.4453239440918,65.49834101153354,0.1110001288101057,161.5399383250405,0.0,0,1000000.0061749049,13.81551056413918,1000000.000004243,13.815510557968517,0
1800,18,2011,Consuelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28582.67188,141.4083363,303.7695257,56.063395380973816,12.655930995941162,0.1227543447805517,267.8328923055938,0.0,0,1000000.0093704638,13.815510567334737,1000000.0000042947,13.815510557968569,0
1801,19,2011,PuÃ±alPuÃ±al,79176056.0,1096.0,292.0,119.0,1261.0,553.0,87.0,22.0,86861655.83,9276815.61,4545252.33,13561726.1,121479731.0,1053353.0,811139.0,2133.295,3856.63,55613.59766,118.391669,303.208108,21.398669838437847,123.74505366016837,2.7387031093623104,1193.525887183582,10.0,1,1000000.0214610443,13.815510579425318,1000000.0000492452,13.81551055801352,1
1802,20,2011,Juan Santiago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4151.330078,137.2250024,301.1070184,1.985477089881897,0.0,0.0086318983359361,29.07797035411292,0.0,0,1000000.0070044949,13.815510564968768,1000000.0000020793,13.815510557966354,0
1803,21,2011,La Descubierta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9189.290039,137.2250024,300.0073985,6.45204222202301,12.849612474441528,0.0272094607754106,57.700558174357695,0.0,0,1000000.0062791095,13.815510564243384,1000000.000002961,13.815510557967235,0
