gqid,modis_lst_mod11c3_061_day_annual_mean.2001.mean,modis_lst_mod11c3_061_day_annual_mean.2002.mean,modis_lst_mod11c3_061_day_annual_mean.2003.mean,modis_lst_mod11c3_061_day_annual_mean.2004.mean,modis_lst_mod11c3_061_day_annual_mean.2005.mean,modis_lst_mod11c3_061_day_annual_mean.2006.mean,modis_lst_mod11c3_061_day_annual_mean.2007.mean,modis_lst_mod11c3_061_day_annual_mean.2008.mean,modis_lst_mod11c3_061_day_annual_mean.2009.mean,modis_lst_mod11c3_061_day_annual_mean.2010.mean,modis_lst_mod11c3_061_day_annual_mean.2011.mean,modis_lst_mod11c3_061_day_annual_mean.2012.mean,modis_lst_mod11c3_061_day_annual_mean.2013.mean,modis_lst_mod11c3_061_day_annual_mean.2014.mean,modis_lst_mod11c3_061_day_annual_mean.2015.mean,modis_lst_mod11c3_061_day_annual_mean.2016.mean,modis_lst_mod11c3_061_day_annual_mean.2017.mean,modis_lst_mod11c3_061_day_annual_mean.2018.mean,modis_lst_mod11c3_061_day_annual_mean.2019.mean,modis_lst_mod11c3_061_day_annual_mean.2020.mean,modis_lst_mod11c3_061_day_annual_mean.2021.mean,modis_lst_mod11c3_061_day_annual_mean.2022.mean,modis_lst_mod11c3_061_day_annual_mean.2023.mean
77,297.899866,297.4737484,297.3388824,297.0139997,297.5301213,296.9024509,297.4006523,297.695373,297.5263952,297.5766917,297.4566597,297.277842,297.1861919,297.6745597,297.8741225,297.5257095,296.7522818,296.5496756,297.8413104,298.0381803,297.2293529,297.0354174,297.1146752
78,299.2527907,299.3608585,299.4791839,298.9225532,299.3153547,299.3797739,299.4189161,299.3174,299.3255427,299.4764142,299.2901674,299.366636,299.493205,299.7393869,300.3261458,299.6476117,299.283618,298.9175462,300.0087344,299.8518459,299.2454952,299.1960561,299.9622665
79,298.6490415,299.1473463,298.2811695,297.933471,297.6918277,297.8717906,297.911116,298.4997117,298.1981437,297.7297191,298.0174503,298.3197989,298.735985,299.2384827,299.62161,298.8724624,297.712905,298.589884,299.6427755,299.1002315,299.0082183,298.6717556,298.87359
80,303.295616,304.2770682,303.791935,301.6030278,301.5320767,302.3205179,302.0393441,302.677684,302.5519209,301.7160676,303.1032336,303.0653922,304.6587923,304.7103983,305.2472664,303.1299979,302.2138571,303.9040332,306.742122,304.5567414,304.1309795,303.69415,305.5276314
81,305.0487062,305.4452597,304.4782534,305.1656163,305.378771,304.5545926,303.9088232,304.3786287,304.2868736,304.2335302,304.5794003,304.2687174,304.9752417,305.5974591,305.9974764,305.0082827,304.5373577,305.0122365,305.6126382,305.5867124,305.1259212,303.9541831,304.8298137
82,302.7730972,302.9049927,302.9096173,302.2929573,302.9635928,302.5765229,302.7884054,302.7818003,302.5524773,303.3327176,303.1361228,302.5879746,303.2695366,304.3738709,304.4556598,302.841571,302.3421555,302.7041482,303.9831094,304.0184503,303.0879597,302.2987367,303.2204707
83,300.3499686,299.8205472,299.7529102,299.3422152,299.7692118,299.828838,300.1680225,299.9286162,299.9504825,299.8415807,299.7882366,299.5200071,299.69035,300.1071397,300.0665528,299.8437818,299.587055,299.4092621,301.0380267,300.3173987,299.4480834,299.4308031,299.9935273
84,305.5700853,306.5201391,305.092466,304.2158287,303.5032561,304.4870373,303.8216476,305.0361093,303.7977484,303.4369759,304.8654589,304.8855278,305.7472378,306.6586959,307.0401301,305.3572993,303.5839063,305.6187031,307.4098073,307.0234281,307.2373136,306.1856674,306.3716202
85,303.3915003,303.0649968,303.7036349,302.9650773,303.6556503,303.5389101,303.3614158,303.3899608,303.5130692,304.1441786,304.0098797,303.0881635,304.4106709,304.6366572,304.55599,303.5265734,303.5121855,303.5598957,304.7689975,305.0013978,304.0858535,303.4115626,304.0193698
86,302.6900413,302.6811496,302.5448757,302.025287,302.8865879,302.614263,302.3708887,302.6555238,302.4018,303.1346644,303.0642044,302.2415473,303.1320791,303.0183804,303.3332795,302.5000221,302.2847871,301.8981677,303.4925152,303.9412366,302.5660677,301.8432204,302.8413717
87,304.1886123,303.8132137,303.6360485,303.3703825,303.9043432,303.8845611,303.8060958,303.6852101,303.8664285,304.2458713,304.4132907,303.5524253,304.3587631,304.1655541,304.690013,303.8501448,303.780176,303.4610504,304.7648672,304.3695006,303.906687,303.5577302,303.9015467
88,303.5783681,304.7846308,303.7009664,302.4031857,302.4916416,303.4361767,303.0326333,303.652265,302.7892082,302.2308764,304.1302312,303.917729,304.251699,305.3443347,305.5058951,304.4172061,302.4581054,304.6177223,306.3917016,306.0601445,306.271455,304.742002,305.5712689
89,302.1101868,302.4397051,301.7958663,301.3718434,301.1439572,300.6882876,301.3353159,300.9648044,301.5232627,301.2811185,301.0346287,300.8266205,301.6738047,302.083498,302.9034013,301.7009067,300.7630155,301.1879609,301.8886999,302.0364051,301.730853,301.5169817,300.8756055
90,302.6919981,302.0663037,301.499445,301.2902795,301.5850623,301.9777248,301.9474497,301.6861285,301.6225883,301.7031372,301.6446125,301.3056393,301.8307341,302.5733184,302.9678122,301.732539,301.3592252,301.618611,302.6336924,302.1618156,301.8707446,301.5715196,302.399241
91,300.5584878,300.6505716,300.6793646,300.282094,300.7828636,300.5599577,300.9072285,300.6269515,300.7812489,300.7727856,300.8969773,300.8398148,300.7041465,301.1521215,301.8760806,300.8632763,300.6730296,300.2537704,302.1323963,301.5700785,300.5004024,300.3407237,301.4109378
92,304.0218399,304.6159089,303.4761481,302.0672309,301.8866558,302.4553123,302.2191271,302.8466228,302.4871958,302.2649124,302.5880836,302.9123424,303.8222488,304.0289971,304.9058006,303.2913985,302.0777738,303.5274538,304.7783048,303.9168308,304.1135833,303.0513938,303.3613556
93,300.0034568,300.7012718,300.1189613,299.7409332,299.7287219,299.9503001,299.7649057,300.2299344,299.880744,299.4548513,300.1679159,300.0135207,300.699746,300.6491714,301.2363436,300.5952989,299.7845605,300.4515698,301.1643312,300.9081417,300.4777762,300.2779066,300.4855016
94,300.1480296,300.0739606,300.1591059,299.4496359,300.2780701,299.9954905,300.0768972,300.1256926,300.2536391,300.4166859,300.629055,299.9068422,300.2377559,300.4832511,300.4774674,300.1564538,299.8462496,299.7355225,301.3642153,300.5529491,299.9672571,299.8600401,300.5952132
95,304.5897581,305.5389662,304.0562039,303.8307713,302.8302101,303.6408041,302.8949817,304.1250951,303.2577487,302.9736368,303.4586028,303.7874773,304.9886436,305.3307711,305.937573,304.6353771,302.9737589,304.5480592,305.5100549,305.4504125,305.537113,304.5448417,304.4717437
96,307.4909853,306.1599151,305.6033614,304.4236575,303.6133037,304.1315685,304.8358728,303.192576,304.7230878,304.2531654,303.8970472,303.4419005,304.1653034,304.8123355,305.8339183,304.6310882,303.3834204,304.5497161,305.4434244,305.6901304,304.9268469,305.3129817,304.3795473
97,300.6131634,300.9307922,300.5601656,300.328365,300.8490084,300.6071445,300.8720753,300.8212709,300.7311255,300.8022915,301.0455406,300.8969574,300.8841245,300.9966301,301.8386834,301.030846,300.7165111,300.190365,301.7428365,301.2476665,300.8327664,300.5648331,301.3415148
98,303.9578051,304.2639782,303.281532,302.417651,301.9443088,302.4970977,302.1647767,302.9290514,302.3866414,302.2338693,302.68267,303.0209446,303.6673555,303.8692842,304.7220561,303.3018278,302.0774039,303.1901352,304.6711834,304.0835605,304.1019973,303.2611852,303.5848712
99,303.8667383,302.9641243,302.7493551,302.0294557,302.0636985,302.5202765,302.5657649,302.4873339,302.6657821,302.1581579,301.938734,301.6371835,302.3738907,303.4620109,304.5664749,301.8382117,301.599547,302.1263118,303.8215745,302.8311387,301.8795843,301.0025383,301.913523
100,302.0228168,301.8662443,301.2275741,301.2973769,301.2424593,300.8219446,301.5365593,301.1137962,301.317179,301.0485876,300.987135,300.8414159,301.8032845,301.7046439,301.8374946,300.9587315,300.6941238,300.4209429,301.1470639,301.7163049,301.318278,301.4668104,301.1422842
101,299.4723666,299.1354903,298.6963821,298.392041,298.8321786,298.9558317,299.2664546,298.8705868,298.8821289,298.7594738,299.0407698,298.9121065,298.6593772,299.2269119,299.1599831,299.0752134,298.6492977,298.700853,299.9702607,299.4185049,298.7125392,298.4329745,299.1752758
102,304.6286862,305.9965483,304.5871282,304.2737667,303.3148327,304.0949595,303.3053606,304.4076435,303.9322812,303.2433889,304.946024,304.7746208,304.6964983,305.073948,306.4969145,305.5554722,303.7242184,304.7806167,306.4211149,306.0633342,305.9627815,305.2268343,305.2513021
103,303.3619781,303.0470926,301.8442964,301.5642721,301.8608996,302.1782121,302.2076191,302.1557007,302.1751426,302.0925959,302.42739,302.109949,302.0283373,302.7354591,303.2713883,302.2164485,301.8093691,302.3392434,304.0814727,303.04487,302.0487041,301.8236777,302.894545
104,299.2920503,299.0061483,298.5632343,298.2094098,298.6319227,298.1290588,298.521453,298.6941409,298.7553799,298.9375297,298.5800291,298.3419812,298.7525475,299.0531872,299.4901029,298.7121531,298.0160881,297.940389,299.1436039,299.225662,298.422362,298.4310031,298.3376216
105,297.592587,297.1048128,297.1136393,296.7173584,297.3066826,297.0322483,297.3976871,297.4669269,297.2461269,297.4957699,297.2560807,297.1098329,297.0758738,297.4119471,297.5842724,297.3824642,296.8004522,296.6364973,297.8730701,297.8508023,297.0647568,296.7127135,297.2801812
106,303.8784261,303.4567875,303.2789449,302.7861533,302.495605,302.2655202,302.4548048,302.230651,302.788736,302.5153318,302.5313236,302.4733614,302.6824384,303.3396767,304.2165037,302.343258,301.6443946,302.7527966,303.3892045,303.9370137,302.4384092,302.0386621,302.597213
107,301.672575,302.557017,301.7147725,301.5522287,300.878716,301.3566276,301.0614089,301.9430807,301.2181762,300.7014029,301.5924138,301.5813619,302.3229182,302.512034,303.1869488,302.1709274,300.8346567,302.2294964,302.9216211,302.6931075,302.6812617,302.1232513,301.9515957
108,303.1666792,304.0158676,302.8456216,301.1893445,301.0210307,301.786399,301.3576769,301.8805474,301.5734256,301.6670057,301.8536251,301.8671521,302.9060797,303.3795849,303.968499,302.380224,301.1897674,302.5219083,303.9678731,302.763923,303.1095038,301.9030621,302.3990012
109,302.5629833,302.1437403,301.3079768,301.013848,300.2899035,300.7124495,300.3686726,300.5437785,301.5088886,300.6254376,300.5201756,300.3926717,301.0965908,301.7265655,302.3392685,301.151037,300.5947259,301.6042365,301.5881876,301.8922148,301.0348669,301.0932641,300.5835041
110,303.01144,304.2537257,303.29621,301.519334,301.3119455,302.3967401,301.8421542,302.9764715,302.206826,301.5689718,303.2981204,303.3578637,303.9324397,305.1634149,305.7010664,302.9929343,302.0297816,303.4585187,306.0788944,305.1316149,305.0584638,304.7694139,305.6495718
111,305.2430124,305.3981407,303.6049818,303.5561094,303.9217474,304.0030261,304.0480025,304.289562,304.3566661,304.5509942,304.731835,304.1725928,304.194879,304.806912,305.4680382,304.0925646,303.7818315,304.5206001,307.2248397,304.7048746,303.4516682,303.6534815,304.8677229
112,302.4966514,302.0760464,301.0487476,300.7743411,302.0144455,301.145203,301.8763943,301.3072331,301.6443647,302.5550161,301.8435801,301.1355566,301.6066655,301.7384463,303.1287408,301.0450375,300.958294,300.0820638,301.8177548,302.1596816,301.8239271,300.9445164,300.99427
113,300.6029523,300.7959525,300.6019876,299.5093049,299.5262295,299.7656085,299.9161288,300.1207973,299.882085,299.5675577,299.8526868,300.3081129,300.4865072,300.9095976,301.7431446,300.412142,299.9159791,300.6998271,302.309723,301.0305803,300.6213668,299.9984431,300.6849521
114,302.1154954,302.2440865,301.9115142,301.5444763,301.6174083,301.7137054,301.5895496,301.7409402,301.5897813,302.2379452,301.6029115,301.6543472,302.2191387,302.418642,303.2181657,301.5712539,301.2280284,301.8946271,302.6974191,302.189744,302.2856545,301.7289838,302.2737582
115,300.7478987,300.742445,299.6832247,298.9441216,298.8181692,299.3415975,299.1683815,299.4617456,299.4352536,298.884632,299.2349617,299.4841643,299.6381343,300.4415942,301.0666652,299.8395804,299.1461923,300.0815112,301.281641,300.67445,300.0020972,299.7612311,300.3063362
116,300.8122464,300.9703352,300.295151,299.7434916,300.2439303,300.3374803,300.3233356,300.2938826,300.7096574,300.6185162,300.6310341,300.5273314,300.5410637,300.9202641,301.233733,300.4814981,300.1461471,300.4525516,302.0021129,300.9963615,300.0846513,299.8598084,300.4266715
117,300.3850456,301.2218637,300.5381118,300.0112449,300.1609522,300.3776576,299.9936929,300.514807,300.4187869,299.976135,300.7546803,300.5862217,300.7517167,301.1240672,301.7015299,300.7704389,300.1611474,300.558317,301.5448816,301.2987575,300.9496413,300.4462761,301.0071408
118,302.5740419,301.9681984,300.923482,300.8110648,301.9436435,301.1462806,301.6926903,301.1210217,301.214767,302.1152789,301.4428121,300.802362,301.501333,301.5810705,302.57731,300.9766084,300.6009416,300.1499205,301.708668,302.1481126,301.649869,300.8465139,301.3686937
119,305.0919705,305.4499851,303.648242,303.9996714,304.2511727,304.0115768,304.2710428,304.5993316,304.3310682,304.7444889,305.1032288,304.4822778,304.3252883,305.1395953,305.4637677,303.874395,304.0831015,304.7574446,306.926498,304.8877935,303.7335633,303.4714311,304.5469501
120,308.739149,307.4375645,306.788704,305.7367549,305.0537227,305.0603481,305.7544043,304.7379959,305.878703,305.5253774,304.9748237,304.6364471,305.6254459,306.2263387,306.9072516,305.695251,305.3426451,305.8354222,306.5415292,307.148182,305.9258516,306.1538524,305.3568285
121,300.4877662,300.5776359,300.4070679,299.798134,300.1352797,300.2706467,300.4785375,300.2118633,300.487485,300.3247236,300.2995918,300.4584926,300.2630171,300.8732348,301.3380612,300.3246409,300.1382765,300.0103731,301.8775364,301.2015077,300.1919464,300.1488266,301.0908863
122,299.5255921,299.0661196,298.8470048,298.25478,298.4189615,297.8414929,298.3434728,298.5249895,298.5632527,298.5609449,298.3014275,298.1027501,298.5600839,299.1069435,299.6336965,298.9208805,298.0747683,298.1462881,299.0043619,299.0860227,298.5926749,298.1244513,298.5489091
123,304.4219696,304.0486791,303.6545304,302.9968703,302.5873144,302.8528029,303.572585,302.6692373,302.9923766,302.9599656,302.2754017,301.9824653,303.0772193,303.8701453,304.0879966,303.0865162,302.0700474,302.5845236,303.4088911,303.494863,303.1740776,303.3966579,302.6930194
124,304.616801,304.8609956,304.0677165,302.9292132,302.2872344,302.9967664,302.6171286,303.5566913,302.7176069,302.5534402,303.1796494,303.5832917,304.1682852,304.953564,305.4562555,304.0418677,302.4387464,303.9663826,305.598052,304.8992116,305.1450722,304.3978133,304.8473988
125,302.0071943,301.8206375,301.187365,300.6656533,301.1950623,301.4023214,301.5118483,301.3613901,301.4663541,301.7486852,301.7208694,301.6043293,301.6208013,301.9241866,302.5083611,301.6396758,301.0822548,301.3948091,303.0670998,302.0817889,301.4104763,301.091894,302.3130916
126,304.0772886,304.8716954,304.579814,303.6291173,303.3378735,303.3921153,302.7169653,303.1089312,303.1574682,302.8883504,303.3896756,303.1199275,303.8428828,304.62994,305.6088935,303.9963788,303.3695427,304.2708949,304.0546031,304.4846602,303.9319195,302.8463531,303.3026185
127,298.6315708,298.7812615,298.973649,298.2397543,298.541455,298.8747346,298.6729324,298.94534,298.7101993,299.0363889,298.7208946,298.8466591,299.0674266,299.297061,299.9325479,299.1413522,298.6967899,298.3924857,299.5785026,299.669555,298.7577263,298.6308081,299.5174333
128,302.150697,303.2285733,302.2591331,301.9466195,301.5688768,301.9897292,301.620035,302.8395122,302.045263,301.2827905,302.3712552,302.4378037,302.7484823,302.9605744,303.5553336,302.4843802,301.7063438,302.4922592,303.4751965,302.9811134,302.7355243,302.0051607,302.4792483
129,300.1409527,300.5013681,300.2923849,300.0524329,300.613367,300.468324,300.6296234,300.3108457,300.3956169,300.6356025,300.4019076,300.463502,300.478292,300.8293886,301.5344759,300.5368681,300.4535786,300.0000607,301.4651853,301.1614786,300.4723347,300.3528425,300.9519108
130,305.1109377,306.3613542,305.1439852,305.148169,304.0783316,304.6498891,304.2652421,306.0057659,304.7092139,303.7354041,305.3313413,305.2900289,305.9377143,306.2528687,306.9417149,305.6937027,304.1983784,305.8088344,306.8006259,306.5158238,306.6316049,305.8274186,305.3220826
131,300.4024217,300.6687501,300.2467713,300.1663944,300.4362401,300.3355896,299.6407824,300.2006103,300.3071858,300.1427774,300.654046,300.2965334,300.8337734,300.8156089,301.3520888,300.5921614,300.3556234,300.3327814,301.0965655,301.2207623,300.8368996,300.1587017,300.6526407
132,301.0948911,300.5240684,300.0288281,299.7327767,299.4947031,299.2783558,299.1091176,299.0111498,299.4392435,299.3484055,298.9764336,298.8658909,299.3101676,299.8296791,300.0302532,299.1073513,298.9750652,299.0579931,299.7847773,300.6841738,300.1717469,299.9689204,299.5359945
133,307.9195119,307.7606719,307.126578,305.2889033,304.6678825,305.3430096,306.8573685,305.2372013,305.9975583,305.7030997,305.1346538,304.8984364,306.4307598,306.6984691,307.8094652,305.7438065,305.0306743,305.8532894,307.619766,307.0829053,306.5958283,307.0644481,305.6295991
134,298.7789082,298.8493152,298.9017347,298.4156642,298.6856024,298.7414504,298.874457,298.928448,298.735275,298.8195376,298.9392285,298.8913756,299.1467185,299.3483537,299.8910042,299.0207435,298.7898818,298.6393353,299.9269157,299.7053872,299.0297184,298.8602918,299.5715269
135,303.7230215,303.2554849,303.0540211,302.5499612,303.3793989,303.3894229,303.4232576,303.3774251,303.3429165,304.0407939,303.9226663,303.0258981,303.9723616,303.9598486,304.1748674,303.2180792,303.2441671,303.100558,304.3700478,304.6288547,303.2334857,303.1039447,303.516188
136,303.5316678,303.0217675,302.1956886,302.1793349,302.8657238,302.480241,303.2376263,302.8433434,303.0073026,303.7586144,303.0242807,302.5469009,302.7512088,303.1538175,305.2083195,302.5784521,302.4434574,301.6175705,303.1686322,303.6510982,303.332644,302.0731308,302.349905
137,298.922169,298.6688073,297.8038469,297.7676849,297.9491159,297.4923151,298.1494751,297.5807711,298.1711857,297.7878374,297.7182764,297.8810929,298.0192597,298.3739971,298.6477097,297.7231934,297.5427782,297.2219146,298.0738793,298.6976416,298.0114979,297.9759304,297.8473181
138,304.2128415,303.8060677,303.8832818,302.8817418,303.6709331,303.1531602,303.7888745,303.7016425,303.425607,304.0280199,303.846885,303.2020474,303.6420439,305.4347241,305.75295,303.3579434,302.8021523,303.5564715,305.0701072,304.2597803,303.2785516,302.4562969,303.5069027
139,304.3850796,305.0887849,304.3625973,304.6425363,304.5659852,303.9142163,303.0828078,303.5625383,303.5604447,303.2862942,303.8520496,303.4155589,304.2014679,304.5459581,305.3684634,304.370953,303.8395131,304.3252277,304.6719302,304.6515817,304.7915592,303.5278924,303.7975614
140,301.0079395,300.7777131,300.3711339,299.9381398,300.6723562,300.586696,300.8914112,300.5683329,300.6901022,300.9242099,301.0473928,300.7212241,300.8270517,300.9671269,301.5223943,300.6780156,300.2979781,300.2986146,302.3154298,301.2374012,300.5303992,300.4711319,301.6079843
141,302.2908988,302.6741175,302.9638137,302.4068331,302.9404991,302.3330619,302.5959677,302.6219169,302.5884959,303.3585659,303.213537,302.3398935,303.6857065,303.9154237,304.0553043,302.6363822,302.3775838,302.420376,303.713133,304.0643789,302.8162831,302.1243789,303.0040865
142,302.1058107,301.6067879,300.8983397,300.6980821,301.7578853,301.3081741,301.5110996,301.205082,301.3088989,302.1217228,301.8102242,301.0202647,301.6216804,301.4883356,302.5020471,300.9431265,300.6984401,300.3044025,301.8115041,302.0081256,301.303158,300.9175562,301.1596002
143,302.7084594,303.9200095,302.8856497,302.6703187,302.2391526,302.710384,302.2935756,303.5529588,302.7687219,301.9385739,303.2823804,302.983456,303.9128834,303.7837075,304.428826,303.5049126,302.5294933,303.5970641,304.3075679,303.8574189,303.6620566,303.1714444,303.0917787
144,299.2642103,299.0070231,298.4027111,298.3284822,299.3257167,299.0783724,299.1632864,299.0917679,299.2022719,299.8760891,299.5368486,298.8255318,299.1594771,299.1881259,299.7837923,298.8457002,298.5681238,298.0769677,299.4999319,299.7366471,298.8496212,298.8127557,298.9617708
145,303.4616002,302.9642702,302.4434838,301.9020109,301.5247969,301.4140795,301.3534363,300.950281,301.256713,301.1604154,301.0406856,300.9285751,301.3081199,301.6338376,301.6734578,301.4138116,301.3297633,301.4197836,301.8772255,302.1995237,301.6974494,301.3833161,301.2805592
146,303.7793489,303.7645071,303.3220001,303.032495,302.6618171,302.9553809,302.8173866,303.3462452,303.0895308,302.9937588,302.5515939,302.3344189,303.6962376,304.3030377,304.9973908,302.7188022,302.046397,303.1412187,304.132494,303.6540309,303.0103115,302.5173269,303.2480695
147,306.9080795,306.5416534,306.0590518,305.377349,304.7420042,304.6534011,305.6115226,305.0576227,305.3949597,305.1513989,304.8237386,304.3415515,305.7163611,306.4631879,306.7233285,305.4793543,304.3712829,304.547497,305.6925284,305.7235967,305.4326521,305.4813724,304.6159074
148,300.4751759,300.6689204,300.5790081,300.2162309,300.798687,300.6681248,300.7110699,300.792504,300.6408223,300.513104,300.8743181,300.8424767,300.6671964,301.1089751,302.0301608,300.9139692,300.7057472,300.2054093,302.0706733,301.9317186,300.7326957,300.5225975,301.5165042
149,302.5493266,302.2373977,301.1124153,301.1500354,300.7505921,300.3643651,301.1926052,300.3154032,300.9359582,300.938021,300.426779,300.7265539,301.1371935,301.6966424,302.0320583,301.0006173,300.6123163,300.1625487,301.2906574,301.8685614,301.330487,301.3814158,301.0934
150,299.1118927,299.7128907,299.606548,299.2291286,299.9743171,299.4378862,299.6919639,299.6213168,299.4882727,299.8554988,299.5809101,299.5277529,299.6990952,299.8331226,300.5086135,299.752344,299.4931117,299.3384406,300.2607806,299.82252,299.6610493,299.438132,299.9988795
151,302.1110063,301.7100263,301.001502,300.3682485,300.6062498,300.1557922,300.9094737,300.1880219,300.7896381,300.2414869,300.1086192,300.38832,300.6125325,300.8054357,301.7896968,300.3794639,299.9425789,299.5945553,301.0954884,301.039658,300.5232586,300.6936642,300.668034
152,303.6048586,304.2982714,303.0157388,301.8506718,301.4781261,302.0771217,301.6640959,302.3363423,302.3424621,302.1068958,302.4211654,302.3849684,303.2412635,303.7823248,304.4087684,302.9218833,301.8941237,302.9309708,304.2664905,303.4627332,303.4713515,302.5898756,302.9525066
153,303.614592,303.6919181,301.7005673,301.0256434,300.8156847,301.3884632,301.1701799,301.5996978,301.5385701,301.2758986,301.7441999,301.5656073,301.8688076,302.7860922,303.6700834,301.8415758,301.0793945,302.6303102,303.7229768,303.2266974,302.3202732,302.0261005,302.9079108
154,301.4288749,301.2218716,300.5985059,300.1249113,300.2515599,299.772648,300.0587741,299.9130954,300.450446,299.7301282,299.6926123,300.0615092,300.6886621,301.1222567,301.3395851,300.156627,300.0518932,300.2830961,300.8127081,300.7825243,300.6524487,300.5599042,300.2256875
155,300.6808555,300.580554,300.4080751,300.5912439,301.0086169,300.8888736,301.076896,300.7701276,301.1856061,300.7380128,300.5451877,300.9847728,300.8939762,300.9824718,301.2734899,300.7563781,300.6707315,300.2014216,300.9209819,301.2296999,300.9530258,300.6078924,301.1000197
156,304.567802,304.6570736,303.2365513,303.278872,303.1289151,303.6128522,303.7300658,303.4651156,303.9004752,303.629618,302.595281,302.9605743,303.8450705,304.3628666,305.374674,303.0744919,302.8028711,303.3823375,304.0112803,303.6766168,303.1942706,303.049582,303.5086969
157,300.226404,301.0926191,299.939734,300.6353038,300.04649,300.1990256,300.811095,299.9963316,300.2626242,300.1228019,300.089611,300.2100586,300.2216651,300.5667729,300.855175,300.2728313,299.988049,299.8877,300.1866999,300.0803094,300.5842126,300.2633406,300.5071285
158,302.3146893,302.8694505,301.8331069,301.6204157,301.4785291,302.3545561,302.0991229,302.2172962,301.9213574,301.8389874,301.2516375,301.5007938,302.33079,302.6135278,303.575828,302.0061617,301.5071224,301.7560648,302.0631751,302.3042872,301.8395322,301.5112485,301.6484362
159,302.3078735,302.3734997,303.140046,302.4221473,303.0308729,302.6727632,302.4643727,302.9448921,302.7509679,303.3598708,303.487803,302.2459951,303.575542,303.5401799,303.5258141,302.6796982,302.4314917,302.3666538,303.5313006,304.0915827,302.9207452,302.1524997,303.3823107
160,301.9668312,302.3207737,301.3180209,300.6691798,300.8489566,301.0313099,300.9532411,300.9837161,301.2891722,301.0797231,301.0546773,300.9476234,301.4512437,301.883722,302.4763837,301.1509679,300.7703564,301.3543047,302.8542749,301.9006465,300.9867735,300.773368,301.4495008
161,307.2436431,307.162569,306.4793139,305.1548893,304.9379574,305.3561316,306.7287151,305.0607944,306.2753776,306.4894412,304.8842411,304.6640212,305.8190448,306.0532501,307.3300523,306.1722548,305.2169758,304.3717259,306.9653487,306.9432688,306.1252937,305.5042212,304.9796673
