,code,name,latitude,longitude,start,close,type,year,Administrativos (femeninos),Administrativos (masculinos),Gastos: Agua,Gastos: Electricidad,Gastos: Infotep,Gastos: TSS,Gastos: Telecomunicaciones,Inversion Acumulada,Naves Construidas,Naves Ocupadas,Numero de Empresas,Obreros (femeninos),Obreros (masculinos),Salario Operarios,Salario Tecnicos,Tecnicos (femeninos),Tecnicos (masculinos)
15,DOM-6NO,Zona Franca 6 de Noviembre ,18.43423576,-70.07709655,2016.0,0.0,private,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,DOM-6NO,Zona Franca 6 de Noviembre ,18.43423576,-70.07709655,2016.0,0.0,private,2016,2.0,10.0,162.55,6280.98,184.04,2104.9,359.26,1890354.0,33356.0,33356.0,1.0,26.0,46.0,2200.0,2500.0,0.0,2.0
17,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2000,62.0,81.0,464354.0,9812247.7,766893.43,5638113.84,0.0,19853638.95,482462.0,482462.0,19.0,2105.0,1068.0,620.42,1553.24,59.0,157.0
18,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2001,74.0,77.0,303304.5,9991975.0,664740.87,5522545.9,0.0,19521896.75,563307.0,531735.0,17.0,1361.0,1108.0,680.92,1493.82,39.0,110.0
19,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2002,51.0,83.0,175151.74,7631557.76,532821.61,3930638.13,0.0,14683246.0,563307.6,531735.0,14.0,1143.0,841.0,653.39,1689.0,18.0,89.0
20,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2003,54.0,62.0,449473.79,15851375.59,737730.28,4545852.91,4158720.15,16110722.99,563307.0,523307.0,18.0,1014.0,927.0,810.29,1729.45,31.0,137.0
21,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2004,62.0,63.0,1017732.0,31941101.51,1253120.81,4234373.33,4507834.03,23755065.7,563307.0,526195.0,17.0,1456.0,1360.0,954.82,2221.94,54.0,130.0
22,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2005,56.0,84.0,920207.21,30035567.07,1407623.3,5501330.91,4420022.97,20419701.5,563307.0,526195.0,14.0,1050.0,917.0,1177.06,2312.73,29.0,97.0
23,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2006,60.0,122.0,877829.0,27144131.93,1543897.97,5145037.9,4708623.09,22705077.88,563307.0,510666.0,14.0,910.0,811.0,1510.24,2770.28,31.0,131.0
24,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2007,50.0,54.0,936269.0,13412951.03,962618.42,7169903.25,3178531.56,40192104.07,563307.0,547120.0,14.0,413.0,510.0,1781.92,3446.06,21.0,122.0
25,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2008,45.0,44.0,1435004.34,18897769.79,978345.29,15433680.55,5586756.02,37723217.65,563307.0,547120.0,12.0,435.0,412.0,1479.66,2969.16,44.0,142.0
26,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2009,46.0,48.0,1217425.02,14666398.01,1066418.39,14541632.67,5051923.34,28511505.5,563307.0,563307.0,15.0,383.0,395.0,1779.23,4073.59,35.0,93.0
27,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2010,44.0,55.0,1261781.85,9379610.45,871198.12,18714115.9,3955706.7,21776166.76,583516.0,567166.0,14.0,501.0,407.0,1741.88,3389.04,11.0,60.0
28,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2011,44.0,63.0,1493500.5,14013520.36,933492.0,22596915.27,3314118.53,22307044.2,583516.0,583516.0,13.0,585.0,480.0,1986.42,3762.0,10.0,57.0
29,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2012,39.0,55.0,1192078.77,10572678.8,980049.0,23296070.87,3355000.81,23142258.73,583516.0,386345.12,13.0,608.0,432.0,1801.43,3197.77,26.0,82.0
30,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2013,,,789742.5,11821322.07,1273446.04,24948480.94,4516875.88,29017608.73,619079.63,439920.97,13.0,,,1790.85,3533.52,,
31,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2014,27.0,36.0,747952.08,9756788.47,1022784.27,24852524.06,3432905.23,28846815.7,619079.63,485938.61,12.0,418.0,375.0,2095.67,3852.34,20.0,51.0
32,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2015,40.0,48.0,1435953.34,12778331.28,1141928.41,28271407.9,4495590.62,27461136.4,619079.63,428063.29,10.0,409.0,429.0,2491.69,4420.89,20.0,71.0
33,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,2016,48.0,43.0,669.42,11783.2,1256.74,29103.43,3847.24,25518598.92,563991.87,456251.54,11.0,403.0,370.0,2746.32,4293.0,23.0,72.0
34,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,2000,131.0,106.0,72000.0,4272000.0,793343.19,7560000.0,0.0,33900000.0,202317.26,191273.93,2.0,2476.0,362.0,702.0,1250.0,15.0,41.0
35,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,2001,11.0,11.0,139000.0,1175000.0,290000.0,3806394.08,0.0,3300000.0,202317.0,184043.0,2.0,1823.0,735.0,743.43,833.68,18.0,32.0
36,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,2002,14.0,12.0,458376.4,5750000.0,684540.96,10114844.08,0.0,4400000.0,211515.6,200515.6,3.0,1623.0,650.0,629.28,804.0,18.0,31.0
37,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,2003,5.0,8.0,325540.0,11150215.0,1017692.59,10935678.33,2487088.9,23000000.0,239072.0,194592.0,3.0,1425.0,540.0,815.62,883.42,16.0,19.0
38,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,2004,3.0,7.0,237188.0,9043136.54,635384.0,3725000.0,2003650.38,23100000.0,239072.0,150112.32,3.0,688.0,242.0,957.67,1966.67,10.0,15.0
39,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,2005,32.0,22.0,266100.0,6987870.34,408213.28,2107920.47,2286140.75,18054631.52,255211.05,168176.77,4.0,394.0,285.0,1324.23,2319.25,29.0,41.0
40,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,2006,25.0,17.0,250468.6,4751695.92,381967.26,1201401.88,2163662.03,6644269.47,225375.63,197757.0,7.0,289.0,170.0,1289.14,2167.86,10.0,15.0
41,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,2007,18.0,18.0,81919.6,1234774.4,93743.3,1647202.68,1371434.34,11473401.61,225375.63,212846.0,9.0,72.0,81.0,1485.51,3489.29,12.0,27.0
42,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,2008,16.0,10.0,114598.0,318255.38,98723.58,1941581.34,1877264.54,13288869.47,240312.07,189276.85,9.0,78.0,87.0,1524.72,3026.84,4.0,22.0
