,code,name,latitude,longitude,start,close,type,variable,value,category,year,category_full
576,DOM-6NO,Zona Franca 6 de Noviembre ,18.43423576,-70.07709655,2016.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
577,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,inv_2006,22705077.88,inv,2006,Inversion Acumulada
578,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,inv_2006,6644269.47,inv,2006,Inversion Acumulada
579,DOM-AND,Andres,18.44233642,-69.64978048,2009.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
580,DOM-ARM,La Armeria ,18.42129421,-70.11766012,1990.0,0.0,public,inv_2006,11921351.15,inv,2006,Inversion Acumulada
581,DOM-AZU,Azua,0.0,0.0,2001.0,2004.0,public,inv_2006,0.0,inv,2006,Inversion Acumulada
582,DOM-BAN,Bani,18.25315476,-70.40511741,1986.0,0.0,private,inv_2006,11181251.34,inv,2006,Inversion Acumulada
583,DOM-BAR,Barahona ,18.22153648,-71.10145235,1989.0,0.0,public,inv_2006,25800000.0,inv,2006,Inversion Acumulada
584,DOM-BAY,Bayaguana,0.0,0.0,1999.0,2007.0,public,inv_2006,105941.0,inv,2006,Inversion Acumulada
585,DOM-BON,Bonao ,18.92425177,-70.40416473,1988.0,0.0,public,inv_2006,16068093.86,inv,2006,Inversion Acumulada
586,DOM-CAD,Los Candelones ,19.55066181,-70.85609369,2017.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
587,DOM-CAN,La canela ,0.0,0.0,2003.0,2005.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
588,DOM-CDF,Parque Industrial CDF,19.49516261,-70.71634466,2014.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
589,DOM-CHE,Chemtec ,18.45851329,-69.28651371,1988.0,0.0,private,inv_2006,11544005.88,inv,2006,Inversion Acumulada
590,DOM-CIB,Cibernetico ,18.45320537,-69.66257273,2001.0,0.0,mix,inv_2006,687068.0,inv,2006,Inversion Acumulada
591,DOM-CIP,Caribbean Industrial Park ,19.410116,-70.661171,1997.0,0.0,private,inv_2006,80945068.95,inv,2006,Inversion Acumulada
592,DOM-CON,Conacado Industrial Park ,19.32373849,-70.27604128,2013.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
593,DOM-COT,Cotui,19.03592402,-70.15049018,1990.0,2009.0,public,inv_2006,350200.0,inv,2006,Inversion Acumulada
594,DOM-CRI,San Cristobal (Itabo) ,18.38627302,-70.04084591,1986.0,0.0,private,inv_2006,255296543.6,inv,2006,Inversion Acumulada
595,DOM-CTQ,Parque Industrial CTQ ,19.42740185,-70.5940585,2015.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
596,DOM-DOS,Dos Rios  ,18.91241012,-70.37486281,2006.0,0.0,private,inv_2006,70000000.0,inv,2006,Inversion Acumulada
597,DOM-DPE,Don Pedro,0.0,0.0,2004.0,2007.0,private,inv_2006,425000.0,inv,2006,Inversion Acumulada
598,DOM-ELV,Parque Industrial Elva Maria,19.45844729,-70.63018049,2017.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
599,DOM-EMI,Zona Franca Industrial Emimar ,19.42494677,-70.62298095,2014.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
600,DOM-ESP,Esperanza ,19.59381238,-70.97901224,1988.0,0.0,public,inv_2006,15128216.15,inv,2006,Inversion Acumulada
601,DOM-EXC,Excel Boca Chica ,18.45806505,-69.63004786,1995.0,0.0,private,inv_2006,1955626.55,inv,2006,Inversion Acumulada
602,DOM-FLO,La Flor Dominicana ,19.48619912,-70.62006966,2019.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
603,DOM-FRA,San Francisco de Macoris ,19.27537126,-70.28770858,1990.0,0.0,public,inv_2006,1990981.67,inv,2006,Inversion Acumulada
604,DOM-GLO,Global Zona Franca Ind. ,18.53043559,-70.01195079,1995.0,0.0,private,inv_2006,4900000.0,inv,2006,Inversion Acumulada
605,DOM-GUR,Gurabo ,19.48857084,-70.658343,1993.0,0.0,private,inv_2006,16641399.67,inv,2006,Inversion Acumulada
606,DOM-HAI,Hainamosa ,18.51389836,-69.81584618,1988.0,0.0,private,inv_2006,6962329.0,inv,2006,Inversion Acumulada
607,DOM-HAN,Hato Nuevo ,18.53692314,-70.06254185,2001.0,0.0,public,inv_2006,1050000.0,inv,2006,Inversion Acumulada
608,DOM-HAT,Hato Mayor ,18.76258519,-69.26597733,1990.0,0.0,public,inv_2006,1301975.0,inv,2006,Inversion Acumulada
609,DOM-HER,Parque Z.F. Tecnologica de Herrera ,18.44047267,-69.9817525,2013.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
610,DOM-HIG,Higuey,0.0,0.0,1990.0,2005.0,public,inv_2006,0.0,inv,2006,Inversion Acumulada
611,DOM-HIP,La Herradura Industrial Park  ,19.45074236,-70.74300157,2015.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
612,DOM-HIS,La Hispaniola  ,18.92390206,-70.40485331,2005.0,0.0,private,inv_2006,2000000.0,inv,2006,Inversion Acumulada
613,DOM-HIT,Zona Franca Hit,18.4418766,-69.65026915,2018.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
614,DOM-IHA,Parque Ind. Exp. Haina,0.0,0.0,1994.0,2000.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
615,DOM-INE,Parque Industrial INETAB ,19.48954984,-70.72195582,2016.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
616,DOM-INF,ZF Ind. y de Servicios Norte Infiesto ,18.49179288,-69.98528116,2014.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
617,DOM-INT,Interexport Free Zone ,18.21182991,-71.11042584,2010.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
618,DOM-ISI,San Isidro ,18.50033327,-69.7873092,1986.0,0.0,private,inv_2006,144863643.0,inv,2006,Inversion Acumulada
619,DOM-JAI,Jaibon,0.0,0.0,2000.0,2012.0,private,inv_2006,2050000.0,inv,2006,Inversion Acumulada
620,DOM-JAN,Ecopark Industrial Free Zone ,19.43705956,-70.70483542,1997.0,0.0,private,inv_2006,31297739.0,inv,2006,Inversion Acumulada
621,DOM-JOB,Zona Franca Jobo Industrial,19.47548577,-70.64268481,2015.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
622,DOM-KEP,Silver Key Park,0.0,0.0,2005.0,2006.0,private,inv_2006,5256428.0,inv,2006,Inversion Acumulada
623,DOM-KGC,Parque Ind. KG Compania Comercial,19.5498392,-70.84249449,2014.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
624,DOM-LAG,Laguna Prieta,0.0,0.0,1997.0,2007.0,private,inv_2006,1000000.0,inv,2006,Inversion Acumulada
625,DOM-LAS,Las Americas ,18.46024249,-69.7068226,1989.0,0.0,private,inv_2006,197337263.0,inv,2006,Inversion Acumulada
626,DOM-LEO,Parque Industrial Eduardo Leon Jimenes ,19.46227703,-70.671318,2018.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
627,DOM-LIM,El Limonal ,19.44195379,-70.63858151,2005.0,0.0,private,inv_2006,4198206.6,inv,2006,Inversion Acumulada
628,DOM-LUN,Zona Franca Industrial Luna,0.0,0.0,2001.0,2007.0,private,inv_2006,375874.0,inv,2006,Inversion Acumulada
629,DOM-MAC,San Pedro de Macoris ,18.45274371,-69.28915784,1973.0,0.0,public,inv_2006,104410800.5,inv,2006,Inversion Acumulada
630,DOM-MAD,0,0.0,0.0,0.0,0.0,0,inv_2006,0.0,inv,2006,Inversion Acumulada
631,DOM-MAI,Zona Franca Bah’a de Maimon,0.0,0.0,2015.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
632,DOM-MEL,Villa Mella ,18.522265,-69.90166418,1989.0,0.0,public,inv_2006,12626748.12,inv,2006,Inversion Acumulada
633,DOM-MIN,Los Minas,0.0,0.0,2000.0,2009.0,public,inv_2006,1310000.0,inv,2006,Inversion Acumulada
634,DOM-MOC,Moca  ,19.39023321,-70.5372859,1989.0,0.0,public,inv_2006,18295503.41,inv,2006,Inversion Acumulada
635,DOM-MOI,Montecristi ,0.0,0.0,2001.0,2005.0,public,inv_2006,0.0,inv,2006,Inversion Acumulada
636,DOM-MUL,Multimodal Caucedo ,18.42636819,-69.63506753,2002.0,0.0,private,inv_2006,10050000.0,inv,2006,Inversion Acumulada
637,DOM-MUT,Multiparques S.A,18.40888469,-70.03948595,2007.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
638,DOM-NAV,Navarrete ,19.56817155,-70.87355309,1996.0,0.0,private,inv_2006,3050000.0,inv,2006,Inversion Acumulada
639,DOM-NIG,Nigua ,18.39069362,-70.04615509,1989.0,0.0,private,inv_2006,64785080.84,inv,2006,Inversion Acumulada
640,DOM-NII,Nigua II,18.49893041,-69.79093729,2018.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
641,DOM-NOR,Zona Franca Industrial del Norte,19.54010463,-70.79206329,2016.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
642,DOM-PAB,Palmar Abajo,0.0,0.0,1996.0,2008.0,private,inv_2006,100000.0,inv,2006,Inversion Acumulada
643,DOM-PAL,La Palma ,19.47951791,-70.59727463,2004.0,0.0,private,inv_2006,4164166.0,inv,2006,Inversion Acumulada
644,DOM-PAM,Palmarejo ,19.53965534,-70.79354494,1997.0,0.0,private,inv_2006,45223430.67,inv,2006,Inversion Acumulada
645,DOM-PED,Pedernales ,18.03212506,-71.7361763,1991.0,0.0,public,inv_2006,550000.0,inv,2006,Inversion Acumulada
646,DOM-PER,PERLAV,18.52899686,-69.99851177,2010.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
647,DOM-PEV,PEVISA,0.0,0.0,2004.0,2005.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
648,DOM-PIS,Santiago-Navarrete (PISANO) ,19.50852054,-70.75994998,1993.0,0.0,private,inv_2006,291202879.9,inv,2006,Inversion Acumulada
649,DOM-PON,Pontezuela,0.0,0.0,1997.0,2012.0,private,inv_2006,847381.58,inv,2006,Inversion Acumulada
650,DOM-PUE,Puerto Plata ,19.80291323,-70.72350803,1983.0,0.0,mix,inv_2006,3957960.35,inv,2006,Inversion Acumulada
651,DOM-QUI,Quisqueya ,19.48858161,-70.65855914,2001.0,0.0,public,inv_2006,350000.0,inv,2006,Inversion Acumulada
652,DOM-RAF,Don Rafael ,0.0,0.0,2002.0,2004.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
653,DOM-RIE,Los Rieles,19.48858161,-70.65855914,2013.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
654,DOM-RII,La Romana II ,18.44349389,-68.97852859,1987.0,0.0,private,inv_2006,4690000.0,inv,2006,Inversion Acumulada
655,DOM-RIO,Riosur ,18.5195064,-69.64306985,2017.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
656,DOM-ROB,Los Robles,0.0,0.0,2013.0,2015.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
657,DOM-ROM,La Romana I ,18.41862181,-68.9476164,1969.0,0.0,private,inv_2006,88924034.34,inv,2006,Inversion Acumulada
658,DOM-S12,Santiago ,19.47670339,-70.72489004,1974.0,0.0,mix,inv_2006,388270658.3,inv,2006,Inversion Acumulada
659,DOM-SAG,Zona Franca Ind. SAG,19.43723474,-70.61735952,2012.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
660,DOM-SAL,Salcedo,0.0,0.0,1999.0,2012.0,public,inv_2006,800000.0,inv,2006,Inversion Acumulada
661,DOM-SEI,El Seibo ,18.76891317,-69.05392215,2000.0,0.0,public,inv_2006,380000.0,inv,2006,Inversion Acumulada
662,DOM-SLI,Parque Tecnologico de Santiago ,19.4462542,-70.639953,1993.0,0.0,private,inv_2006,5602682.06,inv,2006,Inversion Acumulada
663,DOM-SUN,Parque Industrial Zona Franca Sunsea,0.0,0.0,2016.0,2019.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
664,DOM-SUR,Zona Franca Ind. Del Sur,0.0,0.0,2014.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
665,DOM-TAL,Intercontinental ,18.56054395,-70.07035003,2015.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
666,DOM-TAM,Tamboril ,19.48142597,-70.63333181,1997.0,0.0,private,inv_2006,5051256.3,inv,2006,Inversion Acumulada
667,DOM-VEG,La Vega ,19.24673204,-70.55649026,1987.0,0.0,public,inv_2006,67878688.21,inv,2006,Inversion Acumulada
668,DOM-VER,Luperon Verde ,19.79325036,-70.68090459,2019.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
669,DOM-VIS,Bella Vista ,18.61321459,-69.70844704,2004.0,0.0,private,inv_2006,58000000.0,inv,2006,Inversion Acumulada
670,DOM-YAQ,Parque Industrial y de Servicios Yaque,19.46972418,-70.71437329,2010.0,0.0,private,inv_2006,0.0,inv,2006,Inversion Acumulada
671,DOM-ZOF,Zofinma (Mao),19.5539567,-71.09162809,1993.0,2006.0,private,inv_2006,549000.0,inv,2006,Inversion Acumulada
672,DOM-6NO,Zona Franca 6 de Noviembre ,18.43423576,-70.07709655,2016.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
673,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,inv_2007,40192104.07,inv,2007,Inversion Acumulada
674,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,inv_2007,11473401.61,inv,2007,Inversion Acumulada
675,DOM-AND,Andres,18.44233642,-69.64978048,2009.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
676,DOM-ARM,La Armeria ,18.42129421,-70.11766012,1990.0,0.0,public,inv_2007,16658481.31,inv,2007,Inversion Acumulada
677,DOM-AZU,Azua,0.0,0.0,2001.0,2004.0,public,inv_2007,0.0,inv,2007,Inversion Acumulada
678,DOM-BAN,Bani,18.25315476,-70.40511741,1986.0,0.0,private,inv_2007,10623336.78,inv,2007,Inversion Acumulada
679,DOM-BAR,Barahona ,18.22153648,-71.10145235,1989.0,0.0,public,inv_2007,33000000.0,inv,2007,Inversion Acumulada
680,DOM-BAY,Bayaguana,0.0,0.0,1999.0,2007.0,public,inv_2007,95000.0,inv,2007,Inversion Acumulada
681,DOM-BON,Bonao ,18.92425177,-70.40416473,1988.0,0.0,public,inv_2007,7902683.75,inv,2007,Inversion Acumulada
682,DOM-CAD,Los Candelones ,19.55066181,-70.85609369,2017.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
683,DOM-CAN,La canela ,0.0,0.0,2003.0,2005.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
684,DOM-CDF,Parque Industrial CDF,19.49516261,-70.71634466,2014.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
685,DOM-CHE,Chemtec ,18.45851329,-69.28651371,1988.0,0.0,private,inv_2007,13078586.88,inv,2007,Inversion Acumulada
686,DOM-CIB,Cibernetico ,18.45320537,-69.66257273,2001.0,0.0,mix,inv_2007,4812539.37,inv,2007,Inversion Acumulada
687,DOM-CIP,Caribbean Industrial Park ,19.410116,-70.661171,1997.0,0.0,private,inv_2007,106653235.4,inv,2007,Inversion Acumulada
688,DOM-CON,Conacado Industrial Park ,19.32373849,-70.27604128,2013.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
689,DOM-COT,Cotui,19.03592402,-70.15049018,1990.0,2009.0,public,inv_2007,332690.0,inv,2007,Inversion Acumulada
690,DOM-CRI,San Cristobal (Itabo) ,18.38627302,-70.04084591,1986.0,0.0,private,inv_2007,192590839.4,inv,2007,Inversion Acumulada
691,DOM-CTQ,Parque Industrial CTQ ,19.42740185,-70.5940585,2015.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
692,DOM-DOS,Dos Rios  ,18.91241012,-70.37486281,2006.0,0.0,private,inv_2007,70000000.0,inv,2007,Inversion Acumulada
693,DOM-DPE,Don Pedro,0.0,0.0,2004.0,2007.0,private,inv_2007,205000.0,inv,2007,Inversion Acumulada
694,DOM-ELV,Parque Industrial Elva Maria,19.45844729,-70.63018049,2017.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
695,DOM-EMI,Zona Franca Industrial Emimar ,19.42494677,-70.62298095,2014.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
696,DOM-ESP,Esperanza ,19.59381238,-70.97901224,1988.0,0.0,public,inv_2007,26105748.75,inv,2007,Inversion Acumulada
697,DOM-EXC,Excel Boca Chica ,18.45806505,-69.63004786,1995.0,0.0,private,inv_2007,2329221.93,inv,2007,Inversion Acumulada
698,DOM-FLO,La Flor Dominicana ,19.48619912,-70.62006966,2019.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
699,DOM-FRA,San Francisco de Macoris ,19.27537126,-70.28770858,1990.0,0.0,public,inv_2007,645107.69,inv,2007,Inversion Acumulada
700,DOM-GLO,Global Zona Franca Ind. ,18.53043559,-70.01195079,1995.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
701,DOM-GUR,Gurabo ,19.48857084,-70.658343,1993.0,0.0,private,inv_2007,24958839.6,inv,2007,Inversion Acumulada
702,DOM-HAI,Hainamosa ,18.51389836,-69.81584618,1988.0,0.0,private,inv_2007,9095812.52,inv,2007,Inversion Acumulada
703,DOM-HAN,Hato Nuevo ,18.53692314,-70.06254185,2001.0,0.0,public,inv_2007,1568802.79,inv,2007,Inversion Acumulada
704,DOM-HAT,Hato Mayor ,18.76258519,-69.26597733,1990.0,0.0,public,inv_2007,600000.0,inv,2007,Inversion Acumulada
705,DOM-HER,Parque Z.F. Tecnologica de Herrera ,18.44047267,-69.9817525,2013.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
706,DOM-HIG,Higuey,0.0,0.0,1990.0,2005.0,public,inv_2007,0.0,inv,2007,Inversion Acumulada
707,DOM-HIP,La Herradura Industrial Park  ,19.45074236,-70.74300157,2015.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
708,DOM-HIS,La Hispaniola  ,18.92390206,-70.40485331,2005.0,0.0,private,inv_2007,1200000.0,inv,2007,Inversion Acumulada
709,DOM-HIT,Zona Franca Hit,18.4418766,-69.65026915,2018.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
710,DOM-IHA,Parque Ind. Exp. Haina,0.0,0.0,1994.0,2000.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
711,DOM-INE,Parque Industrial INETAB ,19.48954984,-70.72195582,2016.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
712,DOM-INF,ZF Ind. y de Servicios Norte Infiesto ,18.49179288,-69.98528116,2014.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
713,DOM-INT,Interexport Free Zone ,18.21182991,-71.11042584,2010.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
714,DOM-ISI,San Isidro ,18.50033327,-69.7873092,1986.0,0.0,private,inv_2007,149106646.7,inv,2007,Inversion Acumulada
715,DOM-JAI,Jaibon,0.0,0.0,2000.0,2012.0,private,inv_2007,1125000.0,inv,2007,Inversion Acumulada
716,DOM-JAN,Ecopark Industrial Free Zone ,19.43705956,-70.70483542,1997.0,0.0,private,inv_2007,28167965.1,inv,2007,Inversion Acumulada
717,DOM-JOB,Zona Franca Jobo Industrial,19.47548577,-70.64268481,2015.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
718,DOM-KEP,Silver Key Park,0.0,0.0,2005.0,2006.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
719,DOM-KGC,Parque Ind. KG Compania Comercial,19.5498392,-70.84249449,2014.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
720,DOM-LAG,Laguna Prieta,0.0,0.0,1997.0,2007.0,private,inv_2007,250000.0,inv,2007,Inversion Acumulada
721,DOM-LAS,Las Americas ,18.46024249,-69.7068226,1989.0,0.0,private,inv_2007,184298723.9,inv,2007,Inversion Acumulada
722,DOM-LEO,Parque Industrial Eduardo Leon Jimenes ,19.46227703,-70.671318,2018.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
723,DOM-LIM,El Limonal ,19.44195379,-70.63858151,2005.0,0.0,private,inv_2007,4049887.1,inv,2007,Inversion Acumulada
724,DOM-LUN,Zona Franca Industrial Luna,0.0,0.0,2001.0,2007.0,private,inv_2007,300000.0,inv,2007,Inversion Acumulada
725,DOM-MAC,San Pedro de Macoris ,18.45274371,-69.28915784,1973.0,0.0,public,inv_2007,117742843.3,inv,2007,Inversion Acumulada
726,DOM-MAD,0,0.0,0.0,0.0,0.0,0,inv_2007,0.0,inv,2007,Inversion Acumulada
727,DOM-MAI,Zona Franca Bah’a de Maimon,0.0,0.0,2015.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
728,DOM-MEL,Villa Mella ,18.522265,-69.90166418,1989.0,0.0,public,inv_2007,3515124.09,inv,2007,Inversion Acumulada
729,DOM-MIN,Los Minas,0.0,0.0,2000.0,2009.0,public,inv_2007,290000.0,inv,2007,Inversion Acumulada
730,DOM-MOC,Moca  ,19.39023321,-70.5372859,1989.0,0.0,public,inv_2007,11104546.94,inv,2007,Inversion Acumulada
731,DOM-MOI,Montecristi ,0.0,0.0,2001.0,2005.0,public,inv_2007,0.0,inv,2007,Inversion Acumulada
732,DOM-MUL,Multimodal Caucedo ,18.42636819,-69.63506753,2002.0,0.0,private,inv_2007,10050000.0,inv,2007,Inversion Acumulada
733,DOM-MUT,Multiparques S.A,18.40888469,-70.03948595,2007.0,0.0,private,inv_2007,17400000.0,inv,2007,Inversion Acumulada
734,DOM-NAV,Navarrete ,19.56817155,-70.87355309,1996.0,0.0,private,inv_2007,3000000.0,inv,2007,Inversion Acumulada
735,DOM-NIG,Nigua ,18.39069362,-70.04615509,1989.0,0.0,private,inv_2007,95595446.6,inv,2007,Inversion Acumulada
736,DOM-NII,Nigua II,18.49893041,-69.79093729,2018.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
737,DOM-NOR,Zona Franca Industrial del Norte,19.54010463,-70.79206329,2016.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
738,DOM-PAB,Palmar Abajo,0.0,0.0,1996.0,2008.0,private,inv_2007,75000.0,inv,2007,Inversion Acumulada
739,DOM-PAL,La Palma ,19.47951791,-70.59727463,2004.0,0.0,private,inv_2007,4556000.0,inv,2007,Inversion Acumulada
740,DOM-PAM,Palmarejo ,19.53965534,-70.79354494,1997.0,0.0,private,inv_2007,57949101.84,inv,2007,Inversion Acumulada
741,DOM-PED,Pedernales ,18.03212506,-71.7361763,1991.0,0.0,public,inv_2007,600000.0,inv,2007,Inversion Acumulada
742,DOM-PER,PERLAV,18.52899686,-69.99851177,2010.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
743,DOM-PEV,PEVISA,0.0,0.0,2004.0,2005.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
744,DOM-PIS,Santiago-Navarrete (PISANO) ,19.50852054,-70.75994998,1993.0,0.0,private,inv_2007,292936282.9,inv,2007,Inversion Acumulada
745,DOM-PON,Pontezuela,0.0,0.0,1997.0,2012.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
746,DOM-PUE,Puerto Plata ,19.80291323,-70.72350803,1983.0,0.0,mix,inv_2007,3939774.0,inv,2007,Inversion Acumulada
747,DOM-QUI,Quisqueya ,19.48858161,-70.65855914,2001.0,0.0,public,inv_2007,500000.0,inv,2007,Inversion Acumulada
748,DOM-RAF,Don Rafael ,0.0,0.0,2002.0,2004.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
749,DOM-RIE,Los Rieles,19.48858161,-70.65855914,2013.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
750,DOM-RII,La Romana II ,18.44349389,-68.97852859,1987.0,0.0,private,inv_2007,5483987.29,inv,2007,Inversion Acumulada
751,DOM-RIO,Riosur ,18.5195064,-69.64306985,2017.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
752,DOM-ROB,Los Robles,0.0,0.0,2013.0,2015.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
753,DOM-ROM,La Romana I ,18.41862181,-68.9476164,1969.0,0.0,private,inv_2007,107540272.8,inv,2007,Inversion Acumulada
754,DOM-S12,Santiago ,19.47670339,-70.72489004,1974.0,0.0,mix,inv_2007,236055928.7,inv,2007,Inversion Acumulada
755,DOM-SAG,Zona Franca Ind. SAG,19.43723474,-70.61735952,2012.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
756,DOM-SAL,Salcedo,0.0,0.0,1999.0,2012.0,public,inv_2007,426870.0,inv,2007,Inversion Acumulada
757,DOM-SEI,El Seibo ,18.76891317,-69.05392215,2000.0,0.0,public,inv_2007,270000.0,inv,2007,Inversion Acumulada
758,DOM-SLI,Parque Tecnologico de Santiago ,19.4462542,-70.639953,1993.0,0.0,private,inv_2007,6624658.03,inv,2007,Inversion Acumulada
759,DOM-SUN,Parque Industrial Zona Franca Sunsea,0.0,0.0,2016.0,2019.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
760,DOM-SUR,Zona Franca Ind. Del Sur,0.0,0.0,2014.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
761,DOM-TAL,Intercontinental ,18.56054395,-70.07035003,2015.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
762,DOM-TAM,Tamboril ,19.48142597,-70.63333181,1997.0,0.0,private,inv_2007,11281686.0,inv,2007,Inversion Acumulada
763,DOM-VEG,La Vega ,19.24673204,-70.55649026,1987.0,0.0,public,inv_2007,58628083.13,inv,2007,Inversion Acumulada
764,DOM-VER,Luperon Verde ,19.79325036,-70.68090459,2019.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
765,DOM-VIS,Bella Vista ,18.61321459,-69.70844704,2004.0,0.0,private,inv_2007,113481652.0,inv,2007,Inversion Acumulada
766,DOM-YAQ,Parque Industrial y de Servicios Yaque,19.46972418,-70.71437329,2010.0,0.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
767,DOM-ZOF,Zofinma (Mao),19.5539567,-71.09162809,1993.0,2006.0,private,inv_2007,0.0,inv,2007,Inversion Acumulada
768,DOM-6NO,Zona Franca 6 de Noviembre ,18.43423576,-70.07709655,2016.0,0.0,private,inv_2008,0.0,inv,2008,Inversion Acumulada
769,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,inv_2008,37723217.65,inv,2008,Inversion Acumulada
770,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,inv_2008,13288869.47,inv,2008,Inversion Acumulada
771,DOM-AND,Andres,18.44233642,-69.64978048,2009.0,0.0,private,inv_2008,0.0,inv,2008,Inversion Acumulada
772,DOM-ARM,La Armeria ,18.42129421,-70.11766012,1990.0,0.0,public,inv_2008,16097596.35,inv,2008,Inversion Acumulada
773,DOM-AZU,Azua,0.0,0.0,2001.0,2004.0,public,inv_2008,0.0,inv,2008,Inversion Acumulada
774,DOM-BAN,Bani,18.25315476,-70.40511741,1986.0,0.0,private,inv_2008,30910851.47,inv,2008,Inversion Acumulada
775,DOM-BAR,Barahona ,18.22153648,-71.10145235,1989.0,0.0,public,inv_2008,33000000.0,inv,2008,Inversion Acumulada
