,code,name,latitude,longitude,start,close,type,variable,value,category,year,category_full
13698,DOM-PAB,Palmar Abajo,0.0,0.0,1996.0,2008.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13699,DOM-PAL,La Palma ,19.47951791,-70.59727463,2004.0,0.0,private,ele_2012,2131815.88,ele,2012,Gastos: Electricidad
13700,DOM-PAM,Palmarejo ,19.53965534,-70.79354494,1997.0,0.0,private,ele_2012,6472658.23,ele,2012,Gastos: Electricidad
13701,DOM-PED,Pedernales ,18.03212506,-71.7361763,1991.0,0.0,public,ele_2012,875241.0,ele,2012,Gastos: Electricidad
13702,DOM-PER,PERLAV,18.52899686,-69.99851177,2010.0,0.0,private,ele_2012,42049577.91,ele,2012,Gastos: Electricidad
13703,DOM-PEV,PEVISA,0.0,0.0,2004.0,2005.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13704,DOM-PIS,Santiago-Navarrete (PISANO) ,19.50852054,-70.75994998,1993.0,0.0,private,ele_2012,80591565.56,ele,2012,Gastos: Electricidad
13705,DOM-PON,Pontezuela,0.0,0.0,1997.0,2012.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13706,DOM-PUE,Puerto Plata ,19.80291323,-70.72350803,1983.0,0.0,mix,ele_2012,8351288.95,ele,2012,Gastos: Electricidad
13707,DOM-QUI,Quisqueya ,19.48858161,-70.65855914,2001.0,0.0,public,ele_2012,0.0,ele,2012,Gastos: Electricidad
13708,DOM-RAF,Don Rafael ,0.0,0.0,2002.0,2004.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13709,DOM-RIE,Los Rieles,19.48858161,-70.65855914,2013.0,0.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13710,DOM-RII,La Romana II ,18.44349389,-68.97852859,1987.0,0.0,private,ele_2012,35256865.8,ele,2012,Gastos: Electricidad
13711,DOM-RIO,Riosur ,18.5195064,-69.64306985,2017.0,0.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13712,DOM-ROB,Los Robles,0.0,0.0,2013.0,2015.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13713,DOM-ROM,La Romana I ,18.41862181,-68.9476164,1969.0,0.0,private,ele_2012,38473255.24,ele,2012,Gastos: Electricidad
13714,DOM-S12,Santiago ,19.47670339,-70.72489004,1974.0,0.0,mix,ele_2012,194981328.6,ele,2012,Gastos: Electricidad
13715,DOM-SAG,Zona Franca Ind. SAG,19.43723474,-70.61735952,2012.0,0.0,private,ele_2012,1904171.69,ele,2012,Gastos: Electricidad
13716,DOM-SAL,Salcedo,0.0,0.0,1999.0,2012.0,public,ele_2012,1742000.0,ele,2012,Gastos: Electricidad
13717,DOM-SEI,El Seibo ,18.76891317,-69.05392215,2000.0,0.0,public,ele_2012,542318.0,ele,2012,Gastos: Electricidad
13718,DOM-SLI,Parque Tecnologico de Santiago ,19.4462542,-70.639953,1993.0,0.0,private,ele_2012,4358267.17,ele,2012,Gastos: Electricidad
13719,DOM-SUN,Parque Industrial Zona Franca Sunsea,0.0,0.0,2016.0,2019.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13720,DOM-SUR,Zona Franca Ind. Del Sur,0.0,0.0,2014.0,0.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13721,DOM-TAL,Intercontinental ,18.56054395,-70.07035003,2015.0,0.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13722,DOM-TAM,Tamboril ,19.48142597,-70.63333181,1997.0,0.0,private,ele_2012,39412130.31,ele,2012,Gastos: Electricidad
13723,DOM-VEG,La Vega ,19.24673204,-70.55649026,1987.0,0.0,public,ele_2012,57437671.39,ele,2012,Gastos: Electricidad
13724,DOM-VER,Luperon Verde ,19.79325036,-70.68090459,2019.0,0.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13725,DOM-VIS,Bella Vista ,18.61321459,-69.70844704,2004.0,0.0,private,ele_2012,5013142.46,ele,2012,Gastos: Electricidad
13726,DOM-YAQ,Parque Industrial y de Servicios Yaque,19.46972418,-70.71437329,2010.0,0.0,private,ele_2012,10715418.68,ele,2012,Gastos: Electricidad
13727,DOM-ZOF,Zofinma (Mao),19.5539567,-71.09162809,1993.0,2006.0,private,ele_2012,0.0,ele,2012,Gastos: Electricidad
13728,DOM-6NO,Zona Franca 6 de Noviembre ,18.43423576,-70.07709655,2016.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13729,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,ele_2013,11821322.07,ele,2013,Gastos: Electricidad
13730,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,ele_2013,1483792.26,ele,2013,Gastos: Electricidad
13731,DOM-AND,Andres,18.44233642,-69.64978048,2009.0,0.0,private,ele_2013,2284425.31,ele,2013,Gastos: Electricidad
13732,DOM-ARM,La Armeria ,18.42129421,-70.11766012,1990.0,0.0,public,ele_2013,3218046.65,ele,2013,Gastos: Electricidad
13733,DOM-AZU,Azua,0.0,0.0,2001.0,2004.0,public,ele_2013,0.0,ele,2013,Gastos: Electricidad
13734,DOM-BAN,Bani,18.25315476,-70.40511741,1986.0,0.0,private,ele_2013,2821259.32,ele,2013,Gastos: Electricidad
13735,DOM-BAR,Barahona ,18.22153648,-71.10145235,1989.0,0.0,public,ele_2013,34848904.4,ele,2013,Gastos: Electricidad
13736,DOM-BAY,Bayaguana,0.0,0.0,1999.0,2007.0,public,ele_2013,0.0,ele,2013,Gastos: Electricidad
13737,DOM-BON,Bonao ,18.92425177,-70.40416473,1988.0,0.0,public,ele_2013,3943415.64,ele,2013,Gastos: Electricidad
13738,DOM-CAD,Los Candelones ,19.55066181,-70.85609369,2017.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13739,DOM-CAN,La canela ,0.0,0.0,2003.0,2005.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13740,DOM-CDF,Parque Industrial CDF,19.49516261,-70.71634466,2014.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13741,DOM-CHE,Chemtec ,18.45851329,-69.28651371,1988.0,0.0,private,ele_2013,13461109.43,ele,2013,Gastos: Electricidad
13742,DOM-CIB,Cibernetico ,18.45320537,-69.66257273,2001.0,0.0,mix,ele_2013,23874464.87,ele,2013,Gastos: Electricidad
13743,DOM-CIP,Caribbean Industrial Park ,19.410116,-70.661171,1997.0,0.0,private,ele_2013,112918397.2,ele,2013,Gastos: Electricidad
13744,DOM-CON,Conacado Industrial Park ,19.32373849,-70.27604128,2013.0,0.0,private,ele_2013,6321459.58,ele,2013,Gastos: Electricidad
13745,DOM-COT,Cotui,19.03592402,-70.15049018,1990.0,2009.0,public,ele_2013,0.0,ele,2013,Gastos: Electricidad
13746,DOM-CRI,San Cristobal (Itabo) ,18.38627302,-70.04084591,1986.0,0.0,private,ele_2013,492748791.1,ele,2013,Gastos: Electricidad
13747,DOM-CTQ,Parque Industrial CTQ ,19.42740185,-70.5940585,2015.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13748,DOM-DOS,Dos Rios  ,18.91241012,-70.37486281,2006.0,0.0,private,ele_2013,320066304.0,ele,2013,Gastos: Electricidad
13749,DOM-DPE,Don Pedro,0.0,0.0,2004.0,2007.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13750,DOM-ELV,Parque Industrial Elva Maria,19.45844729,-70.63018049,2017.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13751,DOM-EMI,Zona Franca Industrial Emimar ,19.42494677,-70.62298095,2014.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13752,DOM-ESP,Esperanza ,19.59381238,-70.97901224,1988.0,0.0,public,ele_2013,7783729.34,ele,2013,Gastos: Electricidad
13753,DOM-EXC,Excel Boca Chica ,18.45806505,-69.63004786,1995.0,0.0,private,ele_2013,4250000.0,ele,2013,Gastos: Electricidad
13754,DOM-FLO,La Flor Dominicana ,19.48619912,-70.62006966,2019.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13755,DOM-FRA,San Francisco de Macoris ,19.27537126,-70.28770858,1990.0,0.0,public,ele_2013,1095019.0,ele,2013,Gastos: Electricidad
13756,DOM-GLO,Global Zona Franca Ind. ,18.53043559,-70.01195079,1995.0,0.0,private,ele_2013,200000.0,ele,2013,Gastos: Electricidad
13757,DOM-GUR,Gurabo ,19.48857084,-70.658343,1993.0,0.0,private,ele_2013,30809070.45,ele,2013,Gastos: Electricidad
13758,DOM-HAI,Hainamosa ,18.51389836,-69.81584618,1988.0,0.0,private,ele_2013,1724470.21,ele,2013,Gastos: Electricidad
13759,DOM-HAN,Hato Nuevo ,18.53692314,-70.06254185,2001.0,0.0,public,ele_2013,696404.56,ele,2013,Gastos: Electricidad
13760,DOM-HAT,Hato Mayor ,18.76258519,-69.26597733,1990.0,0.0,public,ele_2013,1362799.0,ele,2013,Gastos: Electricidad
13761,DOM-HER,Parque Z.F. Tecnologica de Herrera ,18.44047267,-69.9817525,2013.0,0.0,private,ele_2013,2010114.41,ele,2013,Gastos: Electricidad
13762,DOM-HIG,Higuey,0.0,0.0,1990.0,2005.0,public,ele_2013,0.0,ele,2013,Gastos: Electricidad
13763,DOM-HIP,La Herradura Industrial Park  ,19.45074236,-70.74300157,2015.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13764,DOM-HIS,La Hispaniola  ,18.92390206,-70.40485331,2005.0,0.0,private,ele_2013,12269100.0,ele,2013,Gastos: Electricidad
13765,DOM-HIT,Zona Franca Hit,18.4418766,-69.65026915,2018.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13766,DOM-IHA,Parque Ind. Exp. Haina,0.0,0.0,1994.0,2000.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13767,DOM-INE,Parque Industrial INETAB ,19.48954984,-70.72195582,2016.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13768,DOM-INF,ZF Ind. y de Servicios Norte Infiesto ,18.49179288,-69.98528116,2014.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13769,DOM-INT,Interexport Free Zone ,18.21182991,-71.11042584,2010.0,0.0,private,ele_2013,11200000.0,ele,2013,Gastos: Electricidad
13770,DOM-ISI,San Isidro ,18.50033327,-69.7873092,1986.0,0.0,private,ele_2013,220033255.5,ele,2013,Gastos: Electricidad
13771,DOM-JAI,Jaibon,0.0,0.0,2000.0,2012.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13772,DOM-JAN,Ecopark Industrial Free Zone ,19.43705956,-70.70483542,1997.0,0.0,private,ele_2013,29306465.2,ele,2013,Gastos: Electricidad
13773,DOM-JOB,Zona Franca Jobo Industrial,19.47548577,-70.64268481,2015.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13774,DOM-KEP,Silver Key Park,0.0,0.0,2005.0,2006.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13775,DOM-KGC,Parque Ind. KG Compania Comercial,19.5498392,-70.84249449,2014.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13776,DOM-LAG,Laguna Prieta,0.0,0.0,1997.0,2007.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13777,DOM-LAS,Las Americas ,18.46024249,-69.7068226,1989.0,0.0,private,ele_2013,25912209.5,ele,2013,Gastos: Electricidad
13778,DOM-LEO,Parque Industrial Eduardo Leon Jimenes ,19.46227703,-70.671318,2018.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13779,DOM-LIM,El Limonal ,19.44195379,-70.63858151,2005.0,0.0,private,ele_2013,180000.0,ele,2013,Gastos: Electricidad
13780,DOM-LUN,Zona Franca Industrial Luna,0.0,0.0,2001.0,2007.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13781,DOM-MAC,San Pedro de Macoris ,18.45274371,-69.28915784,1973.0,0.0,public,ele_2013,186522155.5,ele,2013,Gastos: Electricidad
13782,DOM-MAD,0,0.0,0.0,0.0,0.0,0,ele_2013,0.0,ele,2013,Gastos: Electricidad
13783,DOM-MAI,Zona Franca Bah’a de Maimon,0.0,0.0,2015.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13784,DOM-MEL,Villa Mella ,18.522265,-69.90166418,1989.0,0.0,public,ele_2013,9826119.02,ele,2013,Gastos: Electricidad
13785,DOM-MIN,Los Minas,0.0,0.0,2000.0,2009.0,public,ele_2013,0.0,ele,2013,Gastos: Electricidad
13786,DOM-MOC,Moca  ,19.39023321,-70.5372859,1989.0,0.0,public,ele_2013,13507667.72,ele,2013,Gastos: Electricidad
13787,DOM-MOI,Montecristi ,0.0,0.0,2001.0,2005.0,public,ele_2013,0.0,ele,2013,Gastos: Electricidad
13788,DOM-MUL,Multimodal Caucedo ,18.42636819,-69.63506753,2002.0,0.0,private,ele_2013,507341.2,ele,2013,Gastos: Electricidad
13789,DOM-MUT,Multiparques S.A,18.40888469,-70.03948595,2007.0,0.0,private,ele_2013,38673808.27,ele,2013,Gastos: Electricidad
13790,DOM-NAV,Navarrete ,19.56817155,-70.87355309,1996.0,0.0,private,ele_2013,8551796.1,ele,2013,Gastos: Electricidad
13791,DOM-NIG,Nigua ,18.39069362,-70.04615509,1989.0,0.0,private,ele_2013,36253354.43,ele,2013,Gastos: Electricidad
13792,DOM-NII,Nigua II,18.49893041,-69.79093729,2018.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13793,DOM-NOR,Zona Franca Industrial del Norte,19.54010463,-70.79206329,2016.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13794,DOM-PAB,Palmar Abajo,0.0,0.0,1996.0,2008.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13795,DOM-PAL,La Palma ,19.47951791,-70.59727463,2004.0,0.0,private,ele_2013,3216998.6,ele,2013,Gastos: Electricidad
13796,DOM-PAM,Palmarejo ,19.53965534,-70.79354494,1997.0,0.0,private,ele_2013,8384306.39,ele,2013,Gastos: Electricidad
13797,DOM-PED,Pedernales ,18.03212506,-71.7361763,1991.0,0.0,public,ele_2013,2064024.15,ele,2013,Gastos: Electricidad
13798,DOM-PER,PERLAV,18.52899686,-69.99851177,2010.0,0.0,private,ele_2013,50151982.46,ele,2013,Gastos: Electricidad
13799,DOM-PEV,PEVISA,0.0,0.0,2004.0,2005.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13800,DOM-PIS,Santiago-Navarrete (PISANO) ,19.50852054,-70.75994998,1993.0,0.0,private,ele_2013,109294672.6,ele,2013,Gastos: Electricidad
13801,DOM-PON,Pontezuela,0.0,0.0,1997.0,2012.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13802,DOM-PUE,Puerto Plata ,19.80291323,-70.72350803,1983.0,0.0,mix,ele_2013,9195261.13,ele,2013,Gastos: Electricidad
13803,DOM-QUI,Quisqueya ,19.48858161,-70.65855914,2001.0,0.0,public,ele_2013,0.0,ele,2013,Gastos: Electricidad
13804,DOM-RAF,Don Rafael ,0.0,0.0,2002.0,2004.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13805,DOM-RIE,Los Rieles,19.48858161,-70.65855914,2013.0,0.0,private,ele_2013,460540.0,ele,2013,Gastos: Electricidad
13806,DOM-RII,La Romana II ,18.44349389,-68.97852859,1987.0,0.0,private,ele_2013,54959547.86,ele,2013,Gastos: Electricidad
13807,DOM-RIO,Riosur ,18.5195064,-69.64306985,2017.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13808,DOM-ROB,Los Robles,0.0,0.0,2013.0,2015.0,private,ele_2013,3337347.72,ele,2013,Gastos: Electricidad
13809,DOM-ROM,La Romana I ,18.41862181,-68.9476164,1969.0,0.0,private,ele_2013,65639346.42,ele,2013,Gastos: Electricidad
13810,DOM-S12,Santiago ,19.47670339,-70.72489004,1974.0,0.0,mix,ele_2013,224571070.4,ele,2013,Gastos: Electricidad
13811,DOM-SAG,Zona Franca Ind. SAG,19.43723474,-70.61735952,2012.0,0.0,private,ele_2013,3007786.0,ele,2013,Gastos: Electricidad
13812,DOM-SAL,Salcedo,0.0,0.0,1999.0,2012.0,public,ele_2013,0.0,ele,2013,Gastos: Electricidad
13813,DOM-SEI,El Seibo ,18.76891317,-69.05392215,2000.0,0.0,public,ele_2013,300000.0,ele,2013,Gastos: Electricidad
13814,DOM-SLI,Parque Tecnologico de Santiago ,19.4462542,-70.639953,1993.0,0.0,private,ele_2013,7256028.88,ele,2013,Gastos: Electricidad
13815,DOM-SUN,Parque Industrial Zona Franca Sunsea,0.0,0.0,2016.0,2019.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13816,DOM-SUR,Zona Franca Ind. Del Sur,0.0,0.0,2014.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13817,DOM-TAL,Intercontinental ,18.56054395,-70.07035003,2015.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13818,DOM-TAM,Tamboril ,19.48142597,-70.63333181,1997.0,0.0,private,ele_2013,47207755.04,ele,2013,Gastos: Electricidad
13819,DOM-VEG,La Vega ,19.24673204,-70.55649026,1987.0,0.0,public,ele_2013,67115276.52,ele,2013,Gastos: Electricidad
13820,DOM-VER,Luperon Verde ,19.79325036,-70.68090459,2019.0,0.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13821,DOM-VIS,Bella Vista ,18.61321459,-69.70844704,2004.0,0.0,private,ele_2013,393295000.0,ele,2013,Gastos: Electricidad
13822,DOM-YAQ,Parque Industrial y de Servicios Yaque,19.46972418,-70.71437329,2010.0,0.0,private,ele_2013,24736054.62,ele,2013,Gastos: Electricidad
13823,DOM-ZOF,Zofinma (Mao),19.5539567,-71.09162809,1993.0,2006.0,private,ele_2013,0.0,ele,2013,Gastos: Electricidad
13824,DOM-6NO,Zona Franca 6 de Noviembre ,18.43423576,-70.07709655,2016.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13825,DOM-ALC,Los Alcarrizos ,18.52119218,-70.05086541,1990.0,0.0,public,ele_2014,9756788.47,ele,2014,Gastos: Electricidad
13826,DOM-ALT,Villa Altagracia ,18.68704785,-70.18063175,1988.0,0.0,private,ele_2014,1385432.01,ele,2014,Gastos: Electricidad
13827,DOM-AND,Andres,18.44233642,-69.64978048,2009.0,0.0,private,ele_2014,1890308.0,ele,2014,Gastos: Electricidad
13828,DOM-ARM,La Armeria ,18.42129421,-70.11766012,1990.0,0.0,public,ele_2014,2379713.44,ele,2014,Gastos: Electricidad
13829,DOM-AZU,Azua,0.0,0.0,2001.0,2004.0,public,ele_2014,0.0,ele,2014,Gastos: Electricidad
13830,DOM-BAN,Bani,18.25315476,-70.40511741,1986.0,0.0,private,ele_2014,2783958.92,ele,2014,Gastos: Electricidad
13831,DOM-BAR,Barahona ,18.22153648,-71.10145235,1989.0,0.0,public,ele_2014,985525.441,ele,2014,Gastos: Electricidad
13832,DOM-BAY,Bayaguana,0.0,0.0,1999.0,2007.0,public,ele_2014,0.0,ele,2014,Gastos: Electricidad
13833,DOM-BON,Bonao ,18.92425177,-70.40416473,1988.0,0.0,public,ele_2014,4563323.95,ele,2014,Gastos: Electricidad
13834,DOM-CAD,Los Candelones ,19.55066181,-70.85609369,2017.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13835,DOM-CAN,La canela ,0.0,0.0,2003.0,2005.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13836,DOM-CDF,Parque Industrial CDF,19.49516261,-70.71634466,2014.0,0.0,private,ele_2014,1131384.14,ele,2014,Gastos: Electricidad
13837,DOM-CHE,Chemtec ,18.45851329,-69.28651371,1988.0,0.0,private,ele_2014,14773378.86,ele,2014,Gastos: Electricidad
13838,DOM-CIB,Cibernetico ,18.45320537,-69.66257273,2001.0,0.0,mix,ele_2014,27786000.0,ele,2014,Gastos: Electricidad
13839,DOM-CIP,Caribbean Industrial Park ,19.410116,-70.661171,1997.0,0.0,private,ele_2014,128755649.2,ele,2014,Gastos: Electricidad
13840,DOM-CON,Conacado Industrial Park ,19.32373849,-70.27604128,2013.0,0.0,private,ele_2014,4556012.57,ele,2014,Gastos: Electricidad
13841,DOM-COT,Cotui,19.03592402,-70.15049018,1990.0,2009.0,public,ele_2014,0.0,ele,2014,Gastos: Electricidad
13842,DOM-CRI,San Cristobal (Itabo) ,18.38627302,-70.04084591,1986.0,0.0,private,ele_2014,584125924.9,ele,2014,Gastos: Electricidad
13843,DOM-CTQ,Parque Industrial CTQ ,19.42740185,-70.5940585,2015.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13844,DOM-DOS,Dos Rios  ,18.91241012,-70.37486281,2006.0,0.0,private,ele_2014,328948693.0,ele,2014,Gastos: Electricidad
13845,DOM-DPE,Don Pedro,0.0,0.0,2004.0,2007.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13846,DOM-ELV,Parque Industrial Elva Maria,19.45844729,-70.63018049,2017.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13847,DOM-EMI,Zona Franca Industrial Emimar ,19.42494677,-70.62298095,2014.0,0.0,private,ele_2014,11098754.41,ele,2014,Gastos: Electricidad
13848,DOM-ESP,Esperanza ,19.59381238,-70.97901224,1988.0,0.0,public,ele_2014,12163312.0,ele,2014,Gastos: Electricidad
13849,DOM-EXC,Excel Boca Chica ,18.45806505,-69.63004786,1995.0,0.0,private,ele_2014,6063319.36,ele,2014,Gastos: Electricidad
13850,DOM-FLO,La Flor Dominicana ,19.48619912,-70.62006966,2019.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13851,DOM-FRA,San Francisco de Macoris ,19.27537126,-70.28770858,1990.0,0.0,public,ele_2014,1156683.37,ele,2014,Gastos: Electricidad
13852,DOM-GLO,Global Zona Franca Ind. ,18.53043559,-70.01195079,1995.0,0.0,private,ele_2014,230000.0,ele,2014,Gastos: Electricidad
13853,DOM-GUR,Gurabo ,19.48857084,-70.658343,1993.0,0.0,private,ele_2014,35021178.09,ele,2014,Gastos: Electricidad
13854,DOM-HAI,Hainamosa ,18.51389836,-69.81584618,1988.0,0.0,private,ele_2014,1549000.0,ele,2014,Gastos: Electricidad
13855,DOM-HAN,Hato Nuevo ,18.53692314,-70.06254185,2001.0,0.0,public,ele_2014,3825404.56,ele,2014,Gastos: Electricidad
13856,DOM-HAT,Hato Mayor ,18.76258519,-69.26597733,1990.0,0.0,public,ele_2014,2015763.11,ele,2014,Gastos: Electricidad
13857,DOM-HER,Parque Z.F. Tecnologica de Herrera ,18.44047267,-69.9817525,2013.0,0.0,private,ele_2014,6210003.0,ele,2014,Gastos: Electricidad
13858,DOM-HIG,Higuey,0.0,0.0,1990.0,2005.0,public,ele_2014,0.0,ele,2014,Gastos: Electricidad
13859,DOM-HIP,La Herradura Industrial Park  ,19.45074236,-70.74300157,2015.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13860,DOM-HIS,La Hispaniola  ,18.92390206,-70.40485331,2005.0,0.0,private,ele_2014,9265149.0,ele,2014,Gastos: Electricidad
13861,DOM-HIT,Zona Franca Hit,18.4418766,-69.65026915,2018.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13862,DOM-IHA,Parque Ind. Exp. Haina,0.0,0.0,1994.0,2000.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13863,DOM-INE,Parque Industrial INETAB ,19.48954984,-70.72195582,2016.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13864,DOM-INF,ZF Ind. y de Servicios Norte Infiesto ,18.49179288,-69.98528116,2014.0,0.0,private,ele_2014,180000.0,ele,2014,Gastos: Electricidad
13865,DOM-INT,Interexport Free Zone ,18.21182991,-71.11042584,2010.0,0.0,private,ele_2014,10511630.69,ele,2014,Gastos: Electricidad
13866,DOM-ISI,San Isidro ,18.50033327,-69.7873092,1986.0,0.0,private,ele_2014,291017114.6,ele,2014,Gastos: Electricidad
13867,DOM-JAI,Jaibon,0.0,0.0,2000.0,2012.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13868,DOM-JAN,Ecopark Industrial Free Zone ,19.43705956,-70.70483542,1997.0,0.0,private,ele_2014,32100746.7,ele,2014,Gastos: Electricidad
13869,DOM-JOB,Zona Franca Jobo Industrial,19.47548577,-70.64268481,2015.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13870,DOM-KEP,Silver Key Park,0.0,0.0,2005.0,2006.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13871,DOM-KGC,Parque Ind. KG Compania Comercial,19.5498392,-70.84249449,2014.0,0.0,private,ele_2014,175472.76,ele,2014,Gastos: Electricidad
13872,DOM-LAG,Laguna Prieta,0.0,0.0,1997.0,2007.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13873,DOM-LAS,Las Americas ,18.46024249,-69.7068226,1989.0,0.0,private,ele_2014,243770121.4,ele,2014,Gastos: Electricidad
13874,DOM-LEO,Parque Industrial Eduardo Leon Jimenes ,19.46227703,-70.671318,2018.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13875,DOM-LIM,El Limonal ,19.44195379,-70.63858151,2005.0,0.0,private,ele_2014,2811290.02,ele,2014,Gastos: Electricidad
13876,DOM-LUN,Zona Franca Industrial Luna,0.0,0.0,2001.0,2007.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13877,DOM-MAC,San Pedro de Macoris ,18.45274371,-69.28915784,1973.0,0.0,public,ele_2014,221808160.3,ele,2014,Gastos: Electricidad
13878,DOM-MAD,0,0.0,0.0,0.0,0.0,0,ele_2014,0.0,ele,2014,Gastos: Electricidad
13879,DOM-MAI,Zona Franca Bah’a de Maimon,0.0,0.0,2015.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13880,DOM-MEL,Villa Mella ,18.522265,-69.90166418,1989.0,0.0,public,ele_2014,11822216.17,ele,2014,Gastos: Electricidad
13881,DOM-MIN,Los Minas,0.0,0.0,2000.0,2009.0,public,ele_2014,0.0,ele,2014,Gastos: Electricidad
13882,DOM-MOC,Moca  ,19.39023321,-70.5372859,1989.0,0.0,public,ele_2014,21318131.04,ele,2014,Gastos: Electricidad
13883,DOM-MOI,Montecristi ,0.0,0.0,2001.0,2005.0,public,ele_2014,0.0,ele,2014,Gastos: Electricidad
13884,DOM-MUL,Multimodal Caucedo ,18.42636819,-69.63506753,2002.0,0.0,private,ele_2014,528593.12,ele,2014,Gastos: Electricidad
13885,DOM-MUT,Multiparques S.A,18.40888469,-70.03948595,2007.0,0.0,private,ele_2014,36970014.96,ele,2014,Gastos: Electricidad
13886,DOM-NAV,Navarrete ,19.56817155,-70.87355309,1996.0,0.0,private,ele_2014,9489340.72,ele,2014,Gastos: Electricidad
13887,DOM-NIG,Nigua ,18.39069362,-70.04615509,1989.0,0.0,private,ele_2014,62651614.05,ele,2014,Gastos: Electricidad
13888,DOM-NII,Nigua II,18.49893041,-69.79093729,2018.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13889,DOM-NOR,Zona Franca Industrial del Norte,19.54010463,-70.79206329,2016.0,0.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13890,DOM-PAB,Palmar Abajo,0.0,0.0,1996.0,2008.0,private,ele_2014,0.0,ele,2014,Gastos: Electricidad
13891,DOM-PAL,La Palma ,19.47951791,-70.59727463,2004.0,0.0,private,ele_2014,1952417.0,ele,2014,Gastos: Electricidad
