asdf_id,viirs_ntl_annual_v20_avg_masked.2019.mean,viirs_ntl_annual_v20_avg_masked.2014.mean,viirs_ntl_annual_v20_avg_masked.2012.mean,viirs_ntl_annual_v20_avg_masked.2016.mean,viirs_ntl_annual_v20_avg_masked.2015.mean,viirs_ntl_annual_v20_avg_masked.2013.mean,viirs_ntl_annual_v20_avg_masked.2017.mean,viirs_ntl_annual_v20_avg_masked.2020.mean,viirs_ntl_annual_v20_avg_masked.2018.mean,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
113,0.295870715886,0.173142411456,0.138680801932,0.22110425848,0.214314239469,0.173710603825,0.24298386927,0.37581385203,0.274525203665,ADM2,113,113,DOM,DOM-ADM2-62336421B30651151,Altamira,ADM2
114,0.160077635033,0.116185513903,0.095305501494,0.131377496704,0.139069159209,0.110684963238,0.154553109029,0.184473313577,0.156115930873,ADM2,114,114,DOM,DOM-ADM2-62336421B17174616,El Seibo,ADM2
115,0.146810201287,0.0620275035682,0.0867554352609,0.0593490440776,0.0626007793432,0.0931040685573,0.10823134901,0.18048800276,0.125299309606,ADM2,115,115,DOM,DOM-ADM2-62336421B72513936,Jánico,ADM2
116,1.0954557241,0.637885371333,0.428229880532,0.78422379435,0.849041695819,0.534933746836,0.849971692321,1.07906196874,0.972744769155,ADM2,116,116,DOM,DOM-ADM2-62336421B79811402,Salcedo,ADM2
117,0.0334446088927,0.010951007028,0.0109434975826,0.0174224359509,0.0128669178372,0.0157580991438,0.0285346429848,0.0368670947953,0.0274336333352,ADM2,117,117,DOM,DOM-ADM2-62336421B57321211,Restauración,ADM2
118,3.04478007648,2.38103248751,2.17275508079,2.43715395613,2.46891636054,2.46941060157,2.60382830416,3.7819502255,2.62604688346,ADM2,118,118,DOM,DOM-ADM2-62336421B48413139,San Gregorio de Nigua,ADM2
119,2.45134810275,1.05660921111,1.00238588498,1.16582367032,1.29476689574,1.13456378506,1.71111293634,2.57890063152,2.42462027959,ADM2,119,119,DOM,DOM-ADM2-62336421B62222259,Cayetano Germosén,ADM2
120,0.193131357575,0.148458267089,0.105598043248,0.187828381388,0.18085203211,0.129096098447,0.233345228088,0.210427102986,0.215716506516,ADM2,120,120,DOM,DOM-ADM2-62336421B3137389,Galván,ADM2
121,0.336109064666,0.161555897149,0.113983090972,0.232149991153,0.236015951542,0.155497208725,0.266574073469,0.323698070757,0.274519638863,ADM2,121,121,DOM,DOM-ADM2-62336421B23823201,Gaspar Hernández,ADM2
122,0.025491176844,0.0151561454159,0.0195483777707,0.0136913893567,0.0134259081137,0.0191372820153,0.0131196709979,0.0311568389102,0.0229909641688,ADM2,122,122,DOM,DOM-ADM2-62336421B16934408,Guayabal,ADM2
123,0.0955276293218,0.0803953954607,0.0447458617238,0.085755543431,0.092892045836,0.071113999745,0.0917556439732,0.0979156215395,0.0748989548858,ADM2,123,123,DOM,DOM-ADM2-62336421B71933720,Jaquimeyes,ADM2
124,0.614485420223,0.324737177935,0.264081351708,0.386798070985,0.386629252036,0.296228326491,0.549908868785,0.657010717277,0.514510152903,ADM2,124,124,DOM,DOM-ADM2-62336421B53848573,Laguna Salada,ADM2
125,0.501312411558,0.308725634056,0.296839458377,0.346719759913,0.377854911892,0.34489037547,0.422659606614,0.625569890743,0.479648583104,ADM2,125,125,DOM,DOM-ADM2-62336421B19557401,La Mata,ADM2
126,0.290553398504,0.246530290635,0.204557766629,0.250920988936,0.235129173635,0.235438786316,0.312055370363,0.358469573224,0.310094840697,ADM2,126,126,DOM,DOM-ADM2-62336421B25639395,Las Matas De Farfán,ADM2
127,1.03587187386,0.490022929335,0.487596259838,0.60840435499,0.532010716224,0.519291660327,0.761726758471,1.0030299514,0.894804077137,ADM2,127,127,DOM,DOM-ADM2-62336421B61036746,Las Terrenas,ADM2
128,0.311813972298,0.0881387477855,0.0757193406754,0.0886533049279,0.0928070194191,0.0900222620909,0.12242899978,0.316265695257,0.168678753641,ADM2,128,128,DOM,DOM-ADM2-62336421B77895209,Loma De Cabrera,ADM2
129,0.441598679366,0.185217517117,0.168220083754,0.283254313635,0.24156827228,0.1965604495,0.381420518054,0.467001846097,0.383827179159,ADM2,129,129,DOM,DOM-ADM2-62336421B31474430,Nagua,ADM2
130,0.305998125622,0.0443512805898,0.0311005238186,0.207060335659,0.135942458845,0.0427968515272,0.27153554605,0.360103695131,0.289484793314,ADM2,130,130,DOM,DOM-ADM2-62336421B98396561,Partido,ADM2
131,0.0265973240468,0.00812822106318,0.00252323657134,0.02185895778,0.0101579343068,0.00396667961519,0.0337083068899,0.0256162117666,0.0317487237003,ADM2,131,131,DOM,DOM-ADM2-62336421B52873509,Pedro Santana,ADM2
132,0.114020146393,0.0875583910133,0.0689465424053,0.0949702581652,0.100993955841,0.0796116155777,0.12676687446,0.122340624325,0.133120978406,ADM2,132,132,DOM,DOM-ADM2-62336421B63250124,Duvergé,ADM2
133,0.578615705305,0.361662180163,0.27529581138,0.442898094083,0.344245599298,0.343983448485,0.633404519149,0.979132051715,0.586087950709,ADM2,133,133,DOM,DOM-ADM2-62336421B77441659,Sabana Yegua,ADM2
134,0.369036417581,0.260924316569,0.289975381834,0.241141602771,0.232202894932,0.285714339001,0.317298913967,0.447351220471,0.317135174987,ADM2,134,134,DOM,DOM-ADM2-62336421B87747262,Samaná,ADM2
135,27.2997952854,14.2425703225,12.3708921166,14.3878683524,14.1462455363,13.3220531362,14.0432121261,25.7897158558,16.946680821,ADM2,135,135,DOM,DOM-ADM2-62336421B36576591,Los Alcarrizos,ADM2
136,3.35340921676,1.88500665793,1.35518580739,2.49446488051,2.50963746938,1.54608447032,3.00910343882,6.20203402959,3.12504393688,ADM2,136,136,DOM,DOM-ADM2-62336421B17006045,Nizao,ADM2
137,0.0378376584637,0.0166829390825,0.0131191424429,0.0145857348573,0.0150251619703,0.0163085337721,0.0239241547551,0.0459114393701,0.0292143844773,ADM2,137,137,DOM,DOM-ADM2-62336421B7611430,Polo,ADM2
138,1.25153862829,1.04553659565,0.654633736818,1.15679810292,1.30091009296,0.859434211294,1.16905679611,1.27374035327,1.34340944301,ADM2,138,138,DOM,DOM-ADM2-62336421B86885118,Quisqueya,ADM2
139,0.102236687493,0.0512551857556,0.0306603030182,0.100973955477,0.0539188873984,0.0458619311933,0.135263854464,0.110736087336,0.114866447548,ADM2,139,139,DOM,DOM-ADM2-62336421B61942165,Bánica,ADM2
140,0.964573932793,0.755276721092,0.724843407486,0.757473777291,0.804595885883,0.884148884061,0.851295819934,0.874956674404,0.941702081632,ADM2,140,140,DOM,DOM-ADM2-62336421B31758030,Cotuí,ADM2
141,1.48542153058,0.958591590808,0.899496180961,1.04500326513,1.06915093275,1.0219830536,1.24119817955,1.65251851105,1.29333751122,ADM2,141,141,DOM,DOM-ADM2-62336421B17742837,San Antonio De Guerra,ADM2
142,4.95367501761,3.6400310625,3.07007011921,3.93757320967,3.60503066641,3.55237547313,4.14793954954,5.4493300482,4.25435104556,ADM2,142,142,DOM,DOM-ADM2-62336421B88875319,San Cristóbal,ADM2
143,0.311455954034,0.0703158210001,0.0606970583909,0.100020287365,0.0947211150684,0.0742991256833,0.171861219979,0.408012345329,0.245985802837,ADM2,143,143,DOM,DOM-ADM2-62336421B70674137,El Pino,ADM2
144,0.496458234177,0.386720439753,0.35566653566,0.357050420897,0.376989862144,0.413527663258,0.424920942246,0.515380153446,0.427041317159,ADM2,144,144,DOM,DOM-ADM2-62336421B73807904,Cambita Garabitos,ADM2
145,0.337333623831,0.249014922492,0.131401089835,0.33955398357,0.289199763184,0.173316028768,0.353428078936,0.373191837096,0.32865325,ADM2,145,145,DOM,DOM-ADM2-62336421B61891131,Villa Jaragua,ADM2
146,0.391552841381,0.206641377216,0.123366211451,0.25273178679,0.28160377156,0.18175619036,0.321756665024,0.450657950559,0.360471706074,ADM2,146,146,DOM,DOM-ADM2-62336421B69759529,Ramón Santana,ADM2
147,0.836191492988,0.801890978085,0.54656346109,0.75512371331,0.683820198399,0.656425447174,0.756854645373,0.988752898632,0.73657737629,ADM2,147,147,DOM,DOM-ADM2-62336421B8788314,Fundación,ADM2
148,0.449885803541,0.220233732036,0.165752995694,0.189523640481,0.207823999527,0.205220496908,0.307088471479,0.474108373601,0.360316794107,ADM2,148,148,DOM,DOM-ADM2-62336421B85341046,Cabrera,ADM2
149,0.228706913744,0.142162551773,0.121219372873,0.158087389963,0.118489004917,0.140043643224,0.170347275524,0.265573622608,0.219116018043,ADM2,149,149,DOM,DOM-ADM2-62336421B43109836,Cabral,ADM2
150,0.130053067129,0.100352819066,0.0879757341259,0.100770380026,0.103379957855,0.104215972104,0.118740192223,0.135857601712,0.126514940474,ADM2,150,150,DOM,DOM-ADM2-62336421B45032400,El Valle,ADM2
151,0.0901588170513,0.105091938549,0.0479471290878,0.0839709405143,0.100720549751,0.117165333471,0.107754040686,0.100501408618,0.100067448676,ADM2,151,151,DOM,DOM-ADM2-62336421B29341244,Enriquillo,ADM2
152,9.09488202274,6.20334242093,5.32278321627,6.3225312708,6.59928763825,5.78997278482,7.25474899624,8.78211445611,8.35694209848,ADM2,152,152,DOM,DOM-ADM2-62336421B20435459,Santiago,ADM2
153,1.16223602385,0.429772152524,0.357615712962,0.61082570574,0.492200247278,0.563703753195,1.05340399732,1.33242679993,1.00550151813,ADM2,153,153,DOM,DOM-ADM2-62336421B40601852,Baitoa,ADM2
154,0.0718350125284,0.063292586173,0.050498972833,0.05558259078,0.0650102180973,0.0579597381584,0.0659582186557,0.0760943847421,0.0734331143653,ADM2,154,154,DOM,DOM-ADM2-62336421B19983301,Pedernales,ADM2
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADM2,155,155,DOM,DOM-ADM2-62336421B72338099,Isla Beata,ADM2
156,6.4914163998,5.2780951038,4.69080597809,5.50627049778,5.59064773012,5.2289287852,5.83049599612,6.24061957576,6.15165196232,ADM2,156,156,DOM,DOM-ADM2-62336421B10748634,La Romana,ADM2
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADM2,157,157,DOM,DOM-ADM2-62336421B42885380,Isla Saona,ADM2
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADM2,158,158,DOM,DOM-ADM2-62336421B10375685,Isla Catalina,ADM2
159,5.70806976437,2.62069911113,2.5641416572,3.25659896116,2.99316326099,3.26109395514,4.01117902013,6.57401229695,4.96212063686,ADM2,159,159,DOM,DOM-ADM2-62336421B32197612,San Luis,ADM2
160,2.37214017954,1.38924298798,1.15113065504,1.42414640434,1.50150254879,1.29811932399,1.7797958582,2.60079616913,2.06093424457,ADM2,160,160,DOM,DOM-ADM2-62336421B94417177,San Victor,ADM2
161,0.630201794676,0.526791615144,0.3981356487,0.503376822851,0.565815575158,0.510897481508,0.52811389323,1.48701977477,0.569132075363,ADM2,161,161,DOM,DOM-ADM2-62336421B26924656,Matanzas,ADM2
