id,shapeName,ntl_2000,ntl_2001,ntl_2002,ntl_2003,ntl_2004,ntl_2005,ntl_2006,ntl_2007,ntl_2008,ntl_2009,ntl_2010,ntl_2011,ntl_2012,ntl_2013,ntl_2014,ntl_2015,ntl_2016,ntl_2017,ntl_2018,ntl_2019,ntl_2020,ntl_2021,ntl_2022
93,Villa Los Almácigos,0.0,0.0022827244736498,0.0,0.001146076270983,0.0047859087037623,0.0011390936927616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240803788627778,0.0253379176954304,0.0336165021804861,0.0391058252175974,0.0509319698950499,0.0436375162476601,0.0501699052394634,0.0996873777928819,0.1287942155270777,0.1702282138306453
94,Peralvillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0522211117226093,0.0332328218415763,0.0400863828094552,0.0636389580259814,0.0995101628309998,0.1336806641149067,0.120702782083237,0.1346665534728903,0.2230050219714722,0.2664425752311677
95,Mao,0.0593976351345855,0.0653279774982012,0.080705513547488,0.0951868062515465,0.077674881421038,0.0535503749510751,0.0740215234461963,0.0700077370793766,0.0592815785360256,0.1145997205271815,0.0807136808936782,0.1853941395888003,0.1523994574052831,0.4455338496315595,0.5867944010488858,0.7041037831560986,0.7369766253753143,0.8935584364402308,0.99550739446505,1.0961608462925256,1.1143221277916218,1.2437411190938996,1.4911905383905042
96,Tamayo,0.0043193722063613,0.0178858230564282,0.0334193468569651,0.0297684027804881,0.0043535055408947,0.0017549093319708,0.0018506178846918,0.0012732218133336,0.0012576951437014,0.0061097949218111,0.0084151312251291,0.0129405819971782,0.0360235335528092,0.0933453430634105,0.1463341609454424,0.1355413613269795,0.1390706465743134,0.1277536017958132,0.1237451261818162,0.1728940927094236,0.1690815365211293,0.2928280574400832,0.411090853360288
97,Villa Riva,0.0117216126560795,0.0180467665152766,0.0305286362340833,0.0127730235877317,0.0072299333022005,0.0064968475786888,0.01224216001954,0.0,0.0012188970147331,0.0129200069908549,0.0135552628323845,0.044233179878127,0.0511837410249656,0.0642952862614369,0.0607341777995043,0.0609672390019548,0.0579110528209508,0.1073785844054929,0.1093683895304417,0.1484963446614788,0.294080586167123,0.3526589035923653,0.4308245034939491
98,Esperanza,0.0678955290198547,0.0353813280437953,0.0805345358382207,0.1990145352217701,0.1013610721436372,0.0640098042226406,0.094426530077165,0.0523953396415017,0.0306241927563866,0.0820613552941985,0.0541792457083342,0.1433884138395312,0.2033455825448754,0.4913640649709968,0.54948513658398,0.7590179638727093,0.8073877448620657,1.2324088669600128,1.4866593667016827,1.5392174025277414,1.558841041494949,1.728333029840606,1.8104328989784473
99,Guayacanes,0.142589201163593,0.220705066022711,0.2234683306282175,0.3671696880917704,0.1935780638257618,0.1685453227378835,0.1361494502696448,0.1644457191454758,0.1427578994186323,0.1656358053073699,0.0462224498311443,0.2235987915719582,0.7727914003924818,1.1384271243183188,1.0774769315207016,1.098335127716378,1.1432052819261032,1.3111706999078097,1.5531549036033736,1.540647724002037,1.619337508782617,1.8698114955013063,2.09423544632244
100,Barahona,0.4861141860116468,0.8315786336387483,1.0952430775374236,0.5390663945498854,0.3568564020640004,0.4229631809856099,0.57018231102801,0.2711125814030302,0.2775443446617048,0.2657072829482127,0.2266217541903738,0.6048655864155478,0.6577724120732767,1.888054773137044,2.173562740413209,1.95936395486843,2.025829100444204,1.9866509991173276,2.0019933912030776,1.9042631428123729,1.927618964606439,2.6427936511360612,3.0785913257463817
101,Bonao,0.1641368260266291,0.1274458809820851,0.1763644000870189,0.1632572825564201,0.1224586535525132,0.1214175661509456,0.1491488487268827,0.1081143531722836,0.0763355192255916,0.1207692939954959,0.0404582170704729,0.2606179397775494,0.3940118220948977,0.5007689929400772,0.3786550544721379,0.4076771120917711,0.5713974863433177,0.7693517580182637,0.7433173244214114,0.8570323064559708,0.9686327556035508,1.1905139945263412,1.5021398445951422
102,Pepillo Salcedo,0.0040173015341443,0.0040173015341443,0.0040173015341443,0.005613142978047,0.005613142978047,0.0040173015341443,0.0040173015341443,0.0040173015341443,0.0040173015341443,0.0107379347023535,0.0096071771230405,0.0202200187472789,0.0332686273946049,0.0799658889753033,0.1544669436157073,0.1421351900621519,0.186834352733471,0.2662921663647633,0.3626687600657619,0.393247507922889,0.3973484796033396,0.4660977681721944,0.503297763048287
