shapeName,id,year,total_sol
Santo Domingo Norte,86,1995,2928.2062025621244
Santo Domingo Oeste,87,1995,1355.959301704519
Villa Vásquez,88,1995,89.34528187355573
Estebanía,89,1995,42.20773102015842
Higüey,90,1995,2419.219916674963
Río San Juan,91,1995,36.65657032249021
Bisonó,92,1995,197.4081270530527
Villa Los Almácigos,93,1995,30.617003488569853
Peralvillo,94,1995,22.33959963900202
Mao,95,1995,409.22919791221034
Tamayo,96,1995,147.61893173374384
Villa Riva,97,1995,77.19001125068054
Esperanza,98,1995,223.4234650729918
Guayacanes,99,1995,347.05803654456844
Barahona,100,1995,371.5954848095482
Bonao,101,1995,882.0153770833623
Pepillo Salcedo,102,1995,24.44915703774667
La Vega,103,1995,1159.382126842993
San José De Ocoa,104,1995,135.59972107483478
Rancho Arriba,105,1995,29.012261039895176
Juan De Herrera,106,1995,130.70446129786032
San Ignacio De Sabaneta,107,1995,168.8382377419985
Villa González,108,1995,343.2366505208553
Vallejuelo,109,1995,40.21431780726301
Villa Isabela,110,1995,39.29003511275732
Villa Tapia,111,1995,52.1431384225102
Yaguate,112,1995,115.36982509926257
Altamira,113,1995,42.876805105454764
El Seibo,114,1995,352.3501629356657
Jánico,115,1995,83.20028374317815
Salcedo,116,1995,146.8979276512475
Restauración,117,1995,40.51730702969373
San Gregorio de Nigua,118,1995,153.9238348552994
Cayetano Germosén,119,1995,20.316277506772213
Galván,120,1995,69.1290533521012
Gaspar Hernández,121,1995,99.6647645036964
Guayabal,122,1995,32.86550521459064
Jaquimeyes,123,1995,17.169657529686013
Laguna Salada,124,1995,49.80803845258904
La Mata,125,1995,86.39983353018759
Las Matas De Farfán,126,1995,179.79950545915202
Las Terrenas,127,1995,41.822946357434866
Loma De Cabrera,128,1995,40.445313610048856
Nagua,129,1995,269.6583843088033
Partido,130,1995,26.13682610743185
Pedro Santana,131,1995,77.54442021315005
Duvergé,132,1995,92.88721785428478
Sabana Yegua,133,1995,33.82833268613207
Samaná,134,1995,107.89022334010578
Los Alcarrizos,135,1995,896.1919446837668
Nizao,136,1995,53.82133708654666
Polo,137,1995,29.60353999015163
Quisqueya,138,1995,166.13608619506454
Bánica,139,1995,39.04183356425925
Cotuí,140,1995,477.78616787504916
San Antonio De Guerra,141,1995,281.1051407750331
San Cristóbal,142,1995,1241.700598015797
El Pino,143,1995,14.626818218067575
Cambita Garabitos,144,1995,96.94876190178532
Villa Jaragua,145,1995,32.6518138931078
Ramón Santana,146,1995,55.855560145366425
Fundación,147,1995,78.69807958392536
Cabrera,148,1995,53.673870327250626
Cabral,149,1995,24.799596668107835
El Valle,150,1995,30.088719824774596
Enriquillo,151,1995,65.75292311924343
Santiago,152,1995,4259.463596936943
Baitoa,153,1995,32.583313935410736
Pedernales,154,1995,162.91331404114476
Isla Beata,155,1995,3.257252773817848
La Romana,156,1995,1043.461195459553
Isla Saona,157,1995,8.321112171692008
Isla Catalina,158,1995,0.21633213758468628
