code,year,ele,tss,inf,wat,com
DOM-LAS,11,187574928,220785056,12122942,3809589,23002758
DOM-LAS,12,217385840,229389504,13698402,3990137.8,20807744
DOM-LAS,14,243770128,378837024,16453650,3707055.3,28663996
DOM-LAS,15,280476704,463645792,18741944,4337958,36698244
DOM-LAS,16,247328.3,411903.88,18492.23,3484.3999,40217.23
DOM-LEO,0,0,0,0,0,0
DOM-LEO,1,0,0,0,0,0
DOM-LEO,3,0,0,0,0,0
DOM-LEO,4,0,0,0,0,0
DOM-LEO,5,0,0,0,0,0
DOM-LEO,6,0,0,0,0,0
DOM-LEO,7,0,0,0,0,0
DOM-LEO,8,0,0,0,0,0
DOM-LEO,9,0,0,0,0,0
DOM-LEO,10,0,0,0,0,0
DOM-LEO,11,0,0,0,0,0
DOM-LEO,12,0,0,0,0,0
DOM-LEO,14,0,0,0,0,0
DOM-LEO,15,0,0,0,0,0
DOM-LEO,16,0,0,0,0,0
DOM-LIM,0,0,0,0,0,0
DOM-LIM,1,0,0,0,0,0
DOM-LIM,3,0,0,0,0,0
DOM-LIM,4,0,0,0,0,0
DOM-LIM,5,342221,167796,215746.39,31314,478261.38
DOM-LIM,6,43391836,860031.13,863991.31,0,1722712
DOM-LIM,7,0,1068882,147455.11,0,368812.75
DOM-LIM,8,0,3069128.8,114186.46,0,321598.38
DOM-LIM,9,0,693746.25,107114,0,333102
DOM-LIM,10,0,4102334.3,160265.75,0,418396
DOM-LIM,11,0,0,194796,0,361723
DOM-LIM,12,0,4622678,161892,0,407652
DOM-LIM,14,2811290,7872473.5,478989.88,470751.84,1055349.8
DOM-LIM,15,5150982.5,9784220,390261.38,569976.38,1112253.1
DOM-LIM,16,8197.46,9995.4404,454.13,57.240002,1658.17
DOM-MAC,0,45780420,46509416,6340526,696067.88,0
DOM-MAC,1,42492996,40567676,49587328,941548.69,0
DOM-MAC,3,83155096,36102364,5751414,1274951.9,12960394
DOM-MAC,4,168840272,29957206,8752217,1792134.5,20734780
DOM-MAC,5,139794464,33295180,8063748.5,1766853.1,17971476
DOM-MAC,6,101201160,26184092,8371382.5,1951867.3,16694729
DOM-MAC,7,112400544,132387488,9183359,2290715,16454190
DOM-MAC,8,121725768,178460224,7252105.5,1421141.3,17182124
DOM-MAC,9,100969160,147644848,7202291.5,1938211,17544898
DOM-MAC,10,135001456,208176480,8392928,1615155.4,15180371
DOM-MAC,11,161665296,209165744,9061748,2729766.8,17741368
DOM-MAC,12,188382144,195300224,12063316,2244070.8,17642784
DOM-MAC,14,221808160,243711648,11669026,2317914.8,19988840
DOM-MAC,15,212345328,305064320,14631933,2166360.5,17902622
DOM-MAC,16,208110.17,354985.97,14814.92,2873.28,24336.08
DOM-MEL,0,6796128.5,10408004,998486.5,104220,0
DOM-MEL,1,6283739.5,6326466,1206755.1,99000,0
DOM-MEL,3,6639000,4000743,100202,37800,1051400
DOM-MEL,4,9187008,2849658.8,1500863.9,135455,2418371.5
DOM-MEL,5,10838621,6864504,1901695,513814.22,2005573.8
DOM-MEL,6,19350428,4349135,1688765.4,317617,1549991.6
DOM-MEL,7,3067631.8,323221.16,44156.879,39862,381924.69
DOM-MEL,8,2387409.8,2004245.5,116466.46,53080,588963.94
DOM-MEL,9,3674585,3853438,147650.36,45917.879,452702.69
DOM-MEL,10,1816759.5,4128908.5,152802,34409.879,360286.31
DOM-MEL,11,6687300.5,4196908.5,203936,73454.883,553338.38
DOM-MEL,12,7456313.5,5084744.5,230830.41,103937.4,785581.13
DOM-MEL,14,11822216,5617536,232837,162905.42,485255.19
DOM-MEL,15,14030595,6969455,315159,299398,1322304.8
DOM-MEL,16,11396.63,7713.2402,336.76001,198.99001,739.40002
DOM-MOC,0,9048693,10513309,1734799.4,4928,0
DOM-MOC,1,11848330,13219725,1540252.8,28169,0
DOM-MOC,3,20580576,10664549,1618117.6,384307,2577300.8
DOM-MOC,4,36782140,6253512.5,2040067.3,820971.75,5421317
DOM-MOC,5,31797020,8032525.5,1696092.3,261170.02,2877673
DOM-MOC,6,28623690,8589114,2059107.6,676019.13,2853336.5
DOM-MOC,7,20431568,7078101.5,711877.13,620213,1666301.5
DOM-MOC,8,15461540,44020644,522702.03,276314,1306154.4
DOM-MOC,9,12297964,12111775,651579.56,344422,1028481.9
DOM-MOC,10,18430762,17702444,659226.75,488552,1780206.8
DOM-MOC,11,34625580,26995360,979866,450474,2506450.3
DOM-MOC,12,15231252,36638224,1038076,494624,1362112.9
DOM-MOC,14,21318132,24517944,1260126.8,1221554,1182812.6
DOM-MOC,15,14446956,32723268,1086792,713009,1565896.3
DOM-MOC,16,30417.061,41595.109,1066.08,1374.3101,3464.04
DOM-MUL,0,0,0,0,0,0
DOM-MUL,1,0,0,0,0,0
DOM-MUL,3,0,1372698,633145,0,4239266
DOM-MUL,4,382589.56,32500,332000,3521.5601,3144743.5
DOM-MUL,5,0,95903.922,430960,150000,1780837
DOM-MUL,6,0,0,0,0,0
DOM-MUL,7,0,0,0,0,0
DOM-MUL,8,0,37124012,0,0,0
DOM-MUL,9,0,69617784,0,0,0
DOM-MUL,10,100000,46128232,0,0,20048
DOM-MUL,11,150000,51770208,0,0,10000
DOM-MUL,12,373305.88,53699784,25067,0,37067
DOM-MUL,14,528593.13,675339.13,36666,0,251885.28
DOM-MUL,15,296750.34,800017.5,431823.88,0,203613.08
DOM-MUL,16,278.47,840.08002,219.17999,0,189.24001
DOM-NAV,0,2383800,2085723,0,200956.34,0
DOM-NAV,1,2833561.8,2534621,149321,216175.25,0
DOM-NAV,3,5050331,1418276.5,230950.95,96000,0
DOM-NAV,4,5612278.5,3470640,586616.13,0,1044087.5
DOM-NAV,5,10131216,5438136.5,314749.31,64961.281,514232.94
DOM-NAV,6,8259877.5,3025883.8,345666.03,64941.602,380517.53
DOM-NAV,7,4609725,7451358,288897.66,59141.602,391405.44
DOM-NAV,8,4011440.3,11475306,511487.63,57922.5,332611.03
DOM-NAV,9,4158603,10788036,476657,73084.563,241825.23
DOM-NAV,10,6391340,12463877,554109,69292.797,432678.25
DOM-NAV,11,7352062.5,12388848,583592,115765,533040
DOM-NAV,12,4680868,13897325,621971,54135,378499.88
DOM-NAV,14,9489341,19473612,1031468.1,75088.297,722361.94
DOM-NAV,15,9602852,20681558,1007316.8,138421,727174.31
DOM-NAV,16,11226.56,18457.539,1048.3101,197.03,1282.08
DOM-NIG,0,4990825.5,3814033.3,445024.75,123438,0
DOM-NIG,1,10773659,6300954,662848.31,261827.5,0
DOM-NIG,3,14439561,3513308.3,568067.25,306456.63,3185108
DOM-NIG,4,26029162,2070366.9,1074832.3,456582.81,20879864
DOM-NIG,5,28125968,2363386,832939.13,397423,3377764.8
DOM-NIG,6,33135588,3281255.8,1009856.6,534588,2678912.8
DOM-NIG,7,32203442,14666425,1122435.3,790876.5,3114229.3
DOM-NIG,8,26339314,22850110,1020692.3,453807.59,2302178.8
DOM-NIG,9,24101600,8856560,1056873.4,409775.5,2538799.8
DOM-NIG,10,31599008,9231984,1289326.1,412444.5,2133302
DOM-NIG,11,36928008,33181584,1281394,418829.5,2959946.3
DOM-NIG,12,35169552,38586740,1841956,434776.53,2596191
DOM-NIG,14,62651616,52019136,2738809.3,736707.38,6785075.5
DOM-NIG,15,65850036,114833928,3228956.5,815303.19,6395274
DOM-NIG,16,40526.578,73092.992,4224.6602,1225.92,6585.6899
DOM-PAL,0,0,0,0,0,0
DOM-PAL,1,0,0,0,0,0
DOM-PAL,3,0,0,0,0,0
DOM-PAL,4,0,10000,0,1600,22000
DOM-PAL,5,240000,72000,6492,21600,242400
DOM-PAL,6,359376,300500,128276,21600,503000
DOM-PAL,7,552220.44,2501557.5,94067.297,4800,485693.59
DOM-PAL,8,908717.81,5659453,231597.59,28320,494268
DOM-PAL,9,589243.19,5527376,155383,24307,290615.91
DOM-PAL,10,991864.31,5820428.5,194840.59,69600,351512.34
DOM-PAL,11,1456440.4,7705079.5,133503.48,27776.609,714328.25
DOM-PAL,12,2131816,10268311,209661,27000,794119.44
DOM-PAL,14,1952417,13729294,526375,0,527681.81
DOM-PAL,15,3694819,17480606,726104,0,1351002.9
DOM-PAL,16,8262.04,23513.4,793.78003,138,1173.71
DOM-PAM,0,929360,2246163,0,0,0
DOM-PAM,1,848991,1996525,310970,0,0
DOM-PAM,3,3169920,3572168,721576,0,470470
DOM-PAM,4,3836873,2455634.8,864067.44,0,1088923.1
DOM-PAM,5,4044706,3183727,987721.81,0,1021998.4
DOM-PAM,6,5207571.5,2771039,1185480.5,0,1379221.8
DOM-PAM,7,5613195,7694138.5,1980443.1,555796.56,1501098.5
DOM-PAM,8,6063778,43862124,1410802.3,3200000,1188037.3
DOM-PAM,9,5376814.5,33244644,1049434,0,606566.38
DOM-PAM,10,4506785,31120142,1246469,0,791823.19
DOM-PAM,11,7263328.5,31609824,1251239,0,950128.88
DOM-PAM,12,6472658,19171698,822930,0,1756413.4
DOM-PAM,14,7009679,47209984,1279362.5,0,1619761.6
DOM-PAM,15,8137380.5,63332728,1391097.4,0,3897028.5
DOM-PAM,16,9130.1104,35590.68,1613.08,0,2859.54
DOM-PED,0,0,0,0,0,0
DOM-PED,1,24000,108,0,0,0
DOM-PED,3,95710.289,72020,0,0,95961.727
DOM-PED,4,250361,65767,0,23192,83351
DOM-PED,5,284351,0,0,18654,95546
DOM-PED,6,730876.44,478127.59,94507,143000,230081.25
DOM-PED,7,823787.63,402857.75,121956.5,249547,261733.27
DOM-PED,8,823787.63,4362261.5,121956.5,249547,261733.77
DOM-PED,9,922866.81,5668127.5,290000,1982,241654.36
DOM-PED,10,1115044.4,8569554,652869,126140,225580.13
DOM-PED,11,1659603.4,11247388,358782,292755,211238.73
DOM-PED,12,875241,9177709,458231,176254,215354
DOM-PED,14,1712397,733991.38,0,0,416231.84
DOM-PED,15,1641806,0,0,0,318687.66
DOM-PED,16,1745.54,4846.1001,747.48999,0,347.41
DOM-PIS,0,9166401,9009416,1468884,706118.38,0
DOM-PIS,1,3694857.3,2240227.5,808119,1636405.6,0
DOM-PIS,3,19555620,8763120,1548329,1931589.5,5362284.5
DOM-PIS,4,46965032,6310733,13792610,3813733,8742694
DOM-PIS,5,59526504,7293358,3355373.3,4095008.3,9259107
DOM-PIS,6,62519600,9158290,3653875,3772148,10602597
DOM-PIS,7,65925108,34647948,4444122,4813419,12123036
DOM-PIS,8,51271348,91154560,3391035,2956223.3,8157058.5
DOM-PIS,9,48973308,35430864,3669995.5,3216327.5,7241747
DOM-PIS,10,24282080,24136988,898364,46026,2580158.8
DOM-PIS,11,73547176,118930576,4604848,5198001,8331268.5
DOM-PIS,12,80591568,120855688,5391119,5444976,8497176
DOM-PIS,14,168579824,188117600,9427893,8105770.5,12044104
DOM-PIS,15,117681080,223219664,10004790,9331991,12919804
DOM-PIS,16,101622.47,231279.02,10585.88,9089.6797,12265.86
DOM-PUE,0,5311906,19892838,786084.06,145265,0
DOM-PUE,1,6382882.5,6419806,631521.56,129193,0
DOM-PUE,3,9841754,6659583,735598.13,648764.25,2546894.3
DOM-PUE,4,14868006,3581763.8,791875.31,756115,3495653.8
DOM-PUE,5,11835927,3011085,803361.38,805447.5,2751093.3
DOM-PUE,6,10330811,3522521.3,865168.56,453290.41,2193230.3
DOM-PUE,7,11371194,20366646,913969.94,401389.03,1756401
DOM-PUE,8,7811303.5,18774578,818299.69,214065,1183492.1
DOM-PUE,9,10479513,15721814,447281.69,180449,2900046.5
DOM-PUE,10,52109548,45396212,4182443,6263721,7905337.5
DOM-PUE,11,6687413.5,7312274.5,167248.8,118063.12,770961.31
DOM-PUE,12,8351289,10192294,315526,82041,1926275.5
DOM-PUE,14,9095511,19743282,608851,120081.5,901997.25
DOM-PUE,15,13816381,27061972,1150966.6,231799.5,2037517.3
DOM-PUE,16,12543.54,25730.32,1098.78,450.31,2170.7
DOM-RII,0,5968526.5,8757437,0,243825,0
DOM-RII,1,8627764,3962954.5,624279.63,412804,0
DOM-RII,3,18782740,5243133.5,954827,757346.5,506756
DOM-RII,4,33819992,3524699,1168742,455013,1576320.4
DOM-RII,5,27622216,5316982.5,502878,92423,5699149
DOM-RII,6,22992790,3728106,313874,393916,4728283.5
DOM-RII,7,23672778,14539918,1127332.3,601015.81,6003856
DOM-RII,8,29393354,26239898,1047717.3,425722,4594819
DOM-RII,9,20976522,25443330,1451575.8,565579,4638795
DOM-RII,10,21025814,40249768,1353359,1032350,6025982.5
DOM-RII,11,26507466,43656664,1884397,512386,6198840.5
DOM-RII,12,35256864,46456376,2221527,567804,6473887
DOM-RII,14,58426064,67856584,3357379,1093525,8162701
DOM-RII,15,60462200,84572880,3899395,1453006,8273410.5
DOM-RII,16,79362.75,88232.781,5151.7598,1578.83,10020.11
DOM-ROM,0,38118404,33173328,5255715.5,1510160,0
DOM-ROM,1,49743540,33256452,3256054,1597092.1,0
DOM-ROM,3,47814816,25379912,2534539,2260398.8,3232831
DOM-ROM,4,74764832,17815676,3405629.5,1184616.4,4027088.8
DOM-ROM,5,28743520,8774894,3294138.3,584209.63,3607736.8
DOM-ROM,6,29174906,12584216,2703225,992612.25,3270986.8
DOM-ROM,7,27082638,29683402,2499426,788032.44,2589713
DOM-ROM,8,33532284,61850188,2729242.5,730458.81,3004730.5
DOM-ROM,9,27220318,48362444,3121031.5,1383983,3531332.8
DOM-ROM,10,28893398,76010120,3278119.3,863915.63,3221721.5
DOM-ROM,11,38452320,87869160,3456330.8,1117443,3122093.5
DOM-ROM,12,38473256,90844832,4133658.3,971957.19,2310621.3
DOM-ROM,14,90106208,114852184,7308210.5,848204.38,10748793
DOM-ROM,15,89889904,135021536,7541434.5,946506.25,8125120
DOM-ROM,16,85530.977,156109.19,7220.8999,1521.4301,14004.5
DOM-S12,0,101656848,93401096,13441979,13636879,0
DOM-S12,1,94383488,71771272,10063519,12194255,0
DOM-S12,3,201119664,92329448,16520486,34218860,21591434
DOM-S12,4,308988768,81698048,24149544,23892850,33352698
DOM-S12,5,303091360,94397400,24579596,32493454,33365802
DOM-S12,6,293768224,74116296,24586372,35329976,35722964
DOM-S12,7,161897024,177824720,16283966,17583118,25846482
DOM-S12,8,166163376,372308192,13158164,13718573,23194480
DOM-S12,9,129867976,419989440,12134516,16174542,24463356
DOM-S12,10,166844336,399145600,12982721,15411805,23907168
DOM-S12,11,186080832,338004864,13756192,17049702,24975944
DOM-S12,12,194981328,394171648,15151115,18209286,29898634
DOM-S12,14,293475360,375618464,21115490,26372764,37451296
DOM-S12,15,291582464,632323840,24732794,32558020,42307568
DOM-S12,16,386730.66,527000.38,25948.891,32161.211,44071.281
DOM-SEI,0,0,0,0,0,0
DOM-SEI,1,0,790246,79024,60000,0
DOM-SEI,3,0,480000,80000,36000,51516
DOM-SEI,4,0,200000,85000,38450,95540
DOM-SEI,5,1059585.1,0,18547,58471.398,162826.17
DOM-SEI,6,0,497872.53,159505.2,0,439202
DOM-SEI,7,612457,135016,10458,20245,165365.25
DOM-SEI,8,785000,457382.56,50078.641,56493,181800
DOM-SEI,9,336000,598589.94,30000,22356,69600
DOM-SEI,10,540000,941028.44,30000,22344,66720
DOM-SEI,11,521478,1388704.8,23251,32002,68251
DOM-SEI,12,542318,1503183.9,53038,34344,77769
DOM-SEI,14,855805,1836406.8,85058,39802,93528
DOM-SEI,15,909547,2171268,107324,22344,138000
DOM-SEI,16,919.59998,2750.05,102.37,32.84,146.28
DOM-SLI,0,990083.25,754365,0,112392.83,0
DOM-SLI,1,1543339.1,1244326.5,226326.05,93684.859,0
DOM-SLI,3,1372721.6,333102.59,99751.203,59152.5,912937.19
DOM-SLI,4,7994044.5,831191,438906.88,167367.5,1613941
DOM-SLI,5,8818174,989251.44,751988.75,188442.23,1995158
DOM-SLI,6,3091175.3,115086.17,197569.86,117567.74,1769901
DOM-SLI,7,3788948.8,1888681.4,146439.83,110292.36,1449649.4
DOM-SLI,8,2823416.3,6305425.5,146174.3,143693.7,820269.94
DOM-SLI,9,4382922.5,5287273.5,217540.05,145396.5,843597.44
DOM-SLI,10,4969176,5915651.5,256937,122343,892153.19
DOM-SLI,11,4793080,6050268,246967,190269,812426.5
DOM-SLI,12,4358267,4505223.5,226855,169468,472843.03
DOM-SLI,14,6436875.5,6846228.5,192579.23,199839,459926.78
DOM-SLI,15,6000754.5,7847364.5,356271.97,274253,568696.69
DOM-SLI,16,6945.1899,9347.21,426.51999,314.54999,595.45001
DOM-TAL,0,0,0,0,0,0
DOM-TAL,1,0,0,0,0,0
DOM-TAL,3,0,0,0,0,0
DOM-TAL,4,0,0,0,0,0
DOM-TAL,5,0,0,0,0,0
DOM-TAL,6,0,0,0,0,0
DOM-TAL,7,0,0,0,0,0
DOM-TAL,8,0,0,0,0,0
DOM-TAL,9,0,0,0,0,0
DOM-TAL,10,0,0,0,0,0
DOM-TAL,11,0,0,0,0,0
DOM-TAL,12,0,0,0,0,0
DOM-TAL,14,0,0,0,0,0
DOM-TAL,15,0,40132.191,3745,0,24508.98
DOM-TAL,16,1251.3101,624.91998,20.08,0,179.33
DOM-TAM,0,4500,15230,0,0,0
DOM-TAM,1,1280000,315000,24000,6000,0
DOM-TAM,3,4691649.5,359637.5,74234.539,525165.19,1135211
DOM-TAM,4,7464938,695833.13,283577.59,292089,2384349.3
DOM-TAM,5,10465288,1477759.4,440309.88,230730,1742157.9
DOM-TAM,6,12144439,980921.13,341408.41,281895,1729837.6
DOM-TAM,7,7647898.5,1767131.8,15015,125577,737265
DOM-TAM,8,10643103,32580058,901435.31,221300,907525.88
DOM-TAM,9,15307396,7381583,816230.56,187893.2,2222398.8
DOM-TAM,10,8487711,5986772,470710.91,150799.2,1000568.1
DOM-TAM,11,21213844,40468244,1704566,362295.19,2469710.3
DOM-TAM,12,39412132,75275384,2926636.5,288050,2175364.5
DOM-TAM,14,75931432,117687232,5449801.5,1519316.3,2566913
DOM-TAM,15,80861816,137435424,5922129,2060706.4,3014177.3
DOM-TAM,16,151758.84,160109.11,8303.4805,4596.7998,4552.4702
DOM-VEG,0,19505860,18751876,2669151.8,1031627,0
DOM-VEG,1,18458618,87093848,10642320,813431.81,0
DOM-VEG,3,36287644,33048282,2877482.3,1383746.8,6395237
DOM-VEG,4,62456740,16118620,3806124.8,1579188.6,8066854.5
DOM-VEG,5,42998044,13783181,3271956.8,633163.5,6693525.5
DOM-VEG,6,55704976,16521789,3962920.5,1276016.3,9667118
DOM-VEG,7,37044664,23892616,2169976.8,882786,6660364.5
DOM-VEG,8,30021880,42926960,1872791.4,770575.63,5135740.5
DOM-VEG,9,22856282,15508284,1099319,413403,2792625.3
DOM-VEG,10,35713832,46127044,1724458.5,740548.5,3636942
DOM-VEG,11,50243308,58945324,2388481,1073158.1,4709304.5
DOM-VEG,12,57437672,58689408,2583834.5,895640.69,4885253.5
DOM-VEG,14,129657136,102344840,11961332,1886356.4,4984908
DOM-VEG,15,61770972,107008264,4513150,1793569,5568246.5
DOM-VEG,16,50380.109,109065.73,4535.2798,2539.47,6435.25
DOM-VER,0,0,0,0,0,0
DOM-VER,1,0,0,0,0,0
DOM-VER,3,0,0,0,0,0
DOM-VER,4,0,0,0,0,0
DOM-VER,5,0,0,0,0,0
DOM-VER,6,0,0,0,0,0
DOM-VER,7,0,0,0,0,0
DOM-VER,8,0,0,0,0,0
DOM-VER,9,0,0,0,0,0
DOM-VER,10,0,0,0,0,0
DOM-VER,11,0,0,0,0,0
DOM-VER,12,0,0,0,0,0
DOM-VER,14,0,0,0,0,0
DOM-VER,15,0,0,0,0,0
DOM-VER,16,0,0,0,0,0
DOM-VIS,0,0,0,0,0,0
DOM-VIS,1,0,0,0,0,0
DOM-VIS,3,0,0,0,0,0
DOM-VIS,4,145500,56400,0,90000,185000
DOM-VIS,5,73211.406,207217.3,0,49071,272934.72
DOM-VIS,6,85024896,171681.98,1137654.4,8000000,3209491
DOM-VIS,7,146663376,24860776,1448370,7642081,4297578
DOM-VIS,8,215730064,33782556,1532104,12451533,3902908.5
DOM-VIS,9,4224434.5,30144336,1973480,12696529,4074717.3
DOM-VIS,10,10085000,40627668,1950000,9700000,8070000
DOM-VIS,11,173500000,50224416,2563800,17191000,11600000
DOM-VIS,12,5013142.5,44747428,2632573,16354196,2960080.5
DOM-VIS,14,374700000,57600352,3023000,19924000,4365000
DOM-VIS,15,315649600,60854460,3173190,21329496,885510.81
DOM-VIS,16,254413.09,65013.441,3001.8301,16800,5231
DOM-ZFE,0,0,0,0,0,0
DOM-ZFE,1,0,0,0,0,0
DOM-ZFE,3,0,0,0,0,0
DOM-ZFE,4,114718488,16204662,4151535.5,7121176.5,25334126
DOM-ZFE,5,217620064,13313859,7133582.5,25478100,42131988
DOM-ZFE,6,329645056,25556092,9960987,30228872,59306856
DOM-ZFE,7,255728784,126626168,11226984,30175966,96304776
DOM-ZFE,8,260776176,315099136,13035690,30935184,85282656
DOM-ZFE,9,262345328,465692064,17051142,15121044,88563960
DOM-ZFE,10,289523520,419378304,19045830,10943696,115588592
DOM-ZFE,11,323949600,545453056,21804268,10802240,120346560
DOM-ZFE,12,366616384,601651200,35378716,12388355,142971056
DOM-ZFE,14,521249632,933024256,44938424,33078534,196838992
DOM-ZFE,15,560731712,1936937984,56878736,31905878,180436848
DOM-ZFE,16,519425.72,1204396.4,53397.75,27844.109,210191.42
