code,park_18,ele18,tss18,inf18,wat18,com18
DOM-AND,Andrés,0,0,0,0,0
DOM-BAN,Baní,0,0,0,0,0
DOM-BAR,Barahona,0,0,0,0,0
DOM-VIS,Bella Vista,0,0,0,0,0
DOM-BON,Bonao,0,0,0,0,0
DOM-CIP,Caribbean Industrial Park,0,0,0,0,0
DOM-CHE,Chemtec,0,0,0,0,0
DOM-CIB,Cibernético,0,0,0,0,0
DOM-CON,Conacado Industrial Park,0,0,0,0,0
DOM-DOS,Dos Ríos,0,0,0,0,0
DOM-LIM,El Limonal,0,0,0,0,0
DOM-SEI,El Seibo,0,0,0,0,0
DOM-ESP,Esperanza,0,0,0,0,0
DOM-EXC,Excel Boca Chica,0,0,0,0,0
DOM-GLO,Global Zona Franca Industrial,0,0,0,0,0
DOM-GUR,Gurabo,0,0,0,0,0
DOM-HAI,Hainamosa,0,0,0,0,0
DOM-HAT,Hato Mayor,0,0,0,0,0
DOM-HAN,Hato Nuevo,0,0,0,0,0
DOM-TAL,Intercontinental,0,0,0,0,0
DOM-INT,Interexport Free Zone,0,0,0,0,0
DOM-ARM,La Armería,0,0,0,0,0
DOM-HIP,La Herradura Industrial Park,0,0,0,0,0
DOM-HIS,La Hispaniola,0,0,0,0,0
DOM-PAL,La Palma,0,0,0,0,0
DOM-ROM,La Romana I,0,0,0,0,0
DOM-RII,La Romana II,0,0,0,0,0
DOM-VEG,La Vega,0,0,0,0,0
DOM-LAS,Las Américas,0,0,0,0,0
DOM-ALC,Los Alcarrizos,0,0,0,0,0
DOM-RIE,Los Rieles,0,0,0,0,0
DOM-MOC,Moca,0,0,0,0,0
DOM-MUL,Multimodal Caucedo,0,0,0,0,0
DOM-MUT,Multiparques,0,0,0,0,0
DOM-NAV,Navarrete,0,0,0,0,0
DOM-NIG,Nigua,0,0,0,0,0
DOM-PAB,Palmar Abajo,0,0,0,0,0
DOM-PAM,Palmarejo,0,0,0,0,0
DOM-SUN,Parque Ind. Zona Franca Sunsea,0,0,0,0,0
DOM-CDF,Parque Industrial CDF,0,0,0,0,0
DOM-CTQ,Parque Industrial CTQ,0,0,0,0,0
DOM-INE,Parque Industrial INETAB,0,0,0,0,0
DOM-KGC,Parque Industrial KG Compañía Comercial,0,0,0,0,0
DOM-YAQ,Parque Industrial y de Servicios Yaque,0,0,0,0,0
DOM-SLI,Parque Tecnológico de Santiago,0,0,0,0,0
DOM-HER,Parque Zona Franca Tecnológica de Herrera,0,0,0,0,0
DOM-PED,Pedernales,0,0,0,0,0
DOM-PER,PERLAV,0,0,0,0,0
DOM-PIS,PISANO,0,0,0,0,0
DOM-PUE,Puerto Plata,0,0,0,0,0
DOM-QUI,Quisqueya,0,0,0,0,0
DOM-CRI,San Cristóbal (Itabo),0,0,0,0,0
DOM-FRA,San Francisco de Macorís,0,0,0,0,0
DOM-ISI,San Isidro,0,0,0,0,0
DOM-MAC,San Pedro de Macorís,0,0,0,0,0
DOM-S12,Santiago,0,0,0,0,0
DOM-JAN,Santiago-Jánico,0,0,0,0,0
DOM-TAM,Tamboril,0,0,0,0,0
DOM-ALT,Villa Altagracia,0,0,0,0,0
DOM-MEL,Villa Mella,0,0,0,0,0
DOM-INF,Z.F. Ind. y de Servicios Norte Infiesto,0,0,0,0,0
DOM-MAI,Zona Franca Bahía de Maimón,0,0,0,0,0
DOM-6NO,Zona Franca Ind. 6 de Noviembre,0,0,0,0,0
DOM-NOR,Zona Franca Industrial del Norte,0,0,0,0,0
DOM-SUR,Zona Franca Industrial del Sur,0,0,0,0,0
DOM-EMI,Zona Franca Industrial Emimar,0,0,0,0,0
DOM-SAG,Zona Franca Industrial SAG,0,0,0,0,0
DOM-JOB,Zona Franca Jobo Industrial,0,0,0,0,0
DOM-ELV,Elva Maria,0,0,0,0,0
DOM-CAD,Los Candelones ,0,0,0,0,0
DOM-RIO,Zona Franca Industrial Riosur,0,0,0,0,0
DOM-LEO,Eduardo Leon Jimenez,1,1,1,1,1
DOM-NII,Nigua II ,1,1,1,1,1
DOM-HIT,Zona Franca Industrial HIT ,1,1,1,1,1
