asdf_id,modis_lst_mod11c3_061_day_annual_mean.2000.max,modis_lst_mod11c3_061_day_annual_mean.2000.mean,modis_lst_mod11c3_061_day_annual_mean.2000.min,modis_lst_mod11c3_061_day_annual_mean.2001.max,modis_lst_mod11c3_061_day_annual_mean.2001.mean,modis_lst_mod11c3_061_day_annual_mean.2001.min,modis_lst_mod11c3_061_day_annual_mean.2002.max,modis_lst_mod11c3_061_day_annual_mean.2002.mean,modis_lst_mod11c3_061_day_annual_mean.2002.min,modis_lst_mod11c3_061_day_annual_mean.2003.max,modis_lst_mod11c3_061_day_annual_mean.2003.mean,modis_lst_mod11c3_061_day_annual_mean.2003.min,modis_lst_mod11c3_061_day_annual_mean.2004.max,modis_lst_mod11c3_061_day_annual_mean.2004.mean,modis_lst_mod11c3_061_day_annual_mean.2004.min,modis_lst_mod11c3_061_day_annual_mean.2005.max,modis_lst_mod11c3_061_day_annual_mean.2005.mean,modis_lst_mod11c3_061_day_annual_mean.2005.min,modis_lst_mod11c3_061_day_annual_mean.2006.max,modis_lst_mod11c3_061_day_annual_mean.2006.mean,modis_lst_mod11c3_061_day_annual_mean.2006.min,modis_lst_mod11c3_061_day_annual_mean.2007.max,modis_lst_mod11c3_061_day_annual_mean.2007.mean,modis_lst_mod11c3_061_day_annual_mean.2007.min,modis_lst_mod11c3_061_day_annual_mean.2008.max,modis_lst_mod11c3_061_day_annual_mean.2008.mean,modis_lst_mod11c3_061_day_annual_mean.2008.min,modis_lst_mod11c3_061_day_annual_mean.2009.max,modis_lst_mod11c3_061_day_annual_mean.2009.mean,modis_lst_mod11c3_061_day_annual_mean.2009.min,modis_lst_mod11c3_061_day_annual_mean.2010.max,modis_lst_mod11c3_061_day_annual_mean.2010.mean,modis_lst_mod11c3_061_day_annual_mean.2010.min,modis_lst_mod11c3_061_day_annual_mean.2011.max,modis_lst_mod11c3_061_day_annual_mean.2011.mean,modis_lst_mod11c3_061_day_annual_mean.2011.min,modis_lst_mod11c3_061_day_annual_mean.2012.max,modis_lst_mod11c3_061_day_annual_mean.2012.mean,modis_lst_mod11c3_061_day_annual_mean.2012.min,modis_lst_mod11c3_061_day_annual_mean.2013.max,modis_lst_mod11c3_061_day_annual_mean.2013.mean,modis_lst_mod11c3_061_day_annual_mean.2013.min,modis_lst_mod11c3_061_day_annual_mean.2014.max,modis_lst_mod11c3_061_day_annual_mean.2014.mean,modis_lst_mod11c3_061_day_annual_mean.2014.min,modis_lst_mod11c3_061_day_annual_mean.2015.max,modis_lst_mod11c3_061_day_annual_mean.2015.mean,modis_lst_mod11c3_061_day_annual_mean.2015.min,modis_lst_mod11c3_061_day_annual_mean.2016.max,modis_lst_mod11c3_061_day_annual_mean.2016.mean,modis_lst_mod11c3_061_day_annual_mean.2016.min,modis_lst_mod11c3_061_day_annual_mean.2017.max,modis_lst_mod11c3_061_day_annual_mean.2017.mean,modis_lst_mod11c3_061_day_annual_mean.2017.min,modis_lst_mod11c3_061_day_annual_mean.2018.max,modis_lst_mod11c3_061_day_annual_mean.2018.mean,modis_lst_mod11c3_061_day_annual_mean.2018.min,modis_lst_mod11c3_061_day_annual_mean.2019.max,modis_lst_mod11c3_061_day_annual_mean.2019.mean,modis_lst_mod11c3_061_day_annual_mean.2019.min,modis_lst_mod11c3_061_day_annual_mean.2020.max,modis_lst_mod11c3_061_day_annual_mean.2020.mean,modis_lst_mod11c3_061_day_annual_mean.2020.min,modis_lst_mod11c3_061_day_annual_mean.2021.max,modis_lst_mod11c3_061_day_annual_mean.2021.mean,modis_lst_mod11c3_061_day_annual_mean.2021.min,modis_lst_mod11c3_061_day_annual_mean.2022.max,modis_lst_mod11c3_061_day_annual_mean.2022.mean,modis_lst_mod11c3_061_day_annual_mean.2022.min,modis_lst_mod11c3_061_day_annual_mean.2023.max,modis_lst_mod11c3_061_day_annual_mean.2023.mean,modis_lst_mod11c3_061_day_annual_mean.2023.min,modis_lst_mod11c3_061_day_annual_mean.2000.mean,modis_lst_mod11c3_061_day_annual_mean.2001.mean,modis_lst_mod11c3_061_day_annual_mean.2002.mean,modis_lst_mod11c3_061_day_annual_mean.2003.mean,modis_lst_mod11c3_061_day_annual_mean.2004.mean,modis_lst_mod11c3_061_day_annual_mean.2005.mean,modis_lst_mod11c3_061_day_annual_mean.2006.mean,modis_lst_mod11c3_061_day_annual_mean.2007.mean,modis_lst_mod11c3_061_day_annual_mean.2008.mean,modis_lst_mod11c3_061_day_annual_mean.2009.mean,modis_lst_mod11c3_061_day_annual_mean.2010.mean,modis_lst_mod11c3_061_day_annual_mean.2011.mean,modis_lst_mod11c3_061_day_annual_mean.2012.mean,modis_lst_mod11c3_061_day_annual_mean.2013.mean,modis_lst_mod11c3_061_day_annual_mean.2014.mean,modis_lst_mod11c3_061_day_annual_mean.2015.mean,modis_lst_mod11c3_061_day_annual_mean.2016.mean,modis_lst_mod11c3_061_day_annual_mean.2017.mean,modis_lst_mod11c3_061_day_annual_mean.2018.mean,modis_lst_mod11c3_061_day_annual_mean.2019.mean,modis_lst_mod11c3_061_day_annual_mean.2020.mean,modis_lst_mod11c3_061_day_annual_mean.2021.mean,modis_lst_mod11c3_061_day_annual_mean.2022.mean,modis_lst_mod11c3_061_day_annual_mean.2023.mean
10,302.9036364,299.5935358,291.0963636,303.055,299.801407,291.0283333,302.515,299.4102146,291.095,302.0016667,299.0717182,291.1666667,301.4133333,298.7283295,290.495,302.0116667,299.1915941,291.555,302.24,299.2741445,290.8766667,302.7766667,299.6083224,291.37,302.305,299.2378086,291.18,302.5366667,299.2708952,290.8833333,302.1733333,299.1679904,291.3733333,302.6316667,299.3532684,291.3266667,302.61,299.1773425,291.375,302.2716667,299.0568541,290.745,303.0866667,299.5601498,291.0983333,302.82,299.5093489,291.47,302.675,299.3646972,291.41,301.9466667,298.9895044,290.7933333,302.345,298.9658228,290.5916667,303.6683333,300.3638869,291.9566667,303.045,299.7649387,291.255,302.26,299.0122433,291.275,301.5666667,298.8015463,290.56,302.69,299.5046481,291.825,299.5935358,299.801407,299.4102146,299.0717182,298.7283295,299.1915941,299.2741445,299.6083224,299.2378086,299.2708952,299.1679904,299.3532684,299.1773425,299.0568541,299.5601498,299.5093489,299.3646972,298.9895044,298.9658228,300.3638869,299.7649387,299.0122433,298.8015463,299.5046481
11,308.9836364,306.5054654,299.8254545,307.985,304.9284254,299.68,308.7216667,305.9278377,299.9783333,307.0483333,304.6947206,299.7666667,307.25,303.8909112,299.575,305.775,303.3303907,299.8416667,306.51,304.1081228,299.8683333,306.0433333,303.5270076,299.8966667,307.4983333,304.5032062,299.5483333,306.015,303.7063369,299.78,305.49,303.1044379,299.5783333,306.7466667,304.6583193,299.76,307.0516667,304.6140862,299.8,307.3816667,305.0903618,299.9633333,308.0883333,305.9574091,299.8633333,309.41,306.5554293,300.0516667,307.5466667,305.1541005,300.265,305.4633333,303.4579206,299.9933333,307.7816667,305.1330591,299.57,309.395,306.9220987,300.535,309.2883333,306.6177832,300.3466667,310.1333333,306.676528,300.21,308.22,305.6151284,300.2166667,308.975,305.8764175,300.395,306.5054654,304.9284254,305.9278377,304.6947206,303.8909112,303.3303907,304.1081228,303.5270076,304.5032062,303.7063369,303.1044379,304.6583193,304.6140862,305.0903618,305.9574091,306.5554293,305.1541005,303.4579206,305.1330591,306.9220987,306.6177832,306.676528,305.6151284,305.8764175
12,306.9381818,301.8275608,291.2181818,307.5566667,302.2835366,291.415,307.4433333,302.0990762,291.745,306.55,301.383592,291.365,306.0483333,300.9918351,291.665,306.15,301.0102615,291.7583333,305.6033333,300.6320311,291.18,305.62,301.1167066,290.7516667,304.8733333,300.6702266,291.705,306.3316667,301.3550804,291.53,305.16,300.7329421,291.8733333,305.6316667,300.4889037,291.3016667,305.6383333,300.8231801,291.4366667,306.1083333,301.3809933,291.5083333,306.575,301.6174106,292.2566667,307.3416667,302.0094028,291.5516667,305.4133333,300.946485,291.33,305.85,300.8189202,291.165,306.0233333,300.7508015,291.205,306.2166667,301.5480571,291.5216667,305.985,301.5220015,292.515,306.165,301.37948,291.7316667,306.1716667,301.2516623,291.1566667,305.4883333,301.0387113,291.7866667,301.8275608,302.2835366,302.0990762,301.383592,300.9918351,301.0102615,300.6320311,301.1167066,300.6702266,301.3550804,300.7329421,300.4889037,300.8231801,301.3809933,301.6174106,302.0094028,300.946485,300.8189202,300.7508015,301.5480571,301.5220015,301.37948,301.2516623,301.0387113
13,309.7018182,304.1106188,296.3636364,309.5583333,303.7283246,296.7883333,309.6066667,303.5013542,296.2183333,308.925,302.7879344,295.53,306.9733333,301.9872054,295.6583333,307.205,302.2966807,296.3133333,307.8745455,302.1946241,296.0283333,308.63,303.2834496,296.55,306.7466667,302.263067,296.2883333,308.225,302.9957242,296.2283333,308.2466667,303.3104224,296.3683333,306.64,302.3389718,296.4183333,306.3966667,302.0191622,296.025,308.1,302.6816231,296.1283333,308.375,302.9591471,296.1466667,309.2816667,304.1838679,296.64,308.4033333,302.7286843,296.1683333,307.0733333,302.0695119,295.8083333,306.58,301.377189,295.5983333,310.3183333,303.4084776,296.71,309.4833333,303.5023448,296.6066667,308.5883333,302.8509176,295.985,307.9433333,302.3673819,295.9516667,306.7033333,302.0418488,296.3733333,304.1106188,303.7283246,303.5013542,302.7879344,301.9872054,302.2966807,302.1946241,303.2834496,302.263067,302.9957242,303.3104224,302.3389718,302.0191622,302.6816231,302.9591471,304.1838679,302.7286843,302.0695119,301.377189,303.4084776,303.5023448,302.8509176,302.3673819,302.0418488
14,306.4472727,302.1384712,298.2963636,304.83,301.8925788,298.5666667,305.9466667,302.3260208,298.775,305.8383333,302.0272168,298.3766667,302.8866667,300.6399374,297.76,302.8816667,300.5492774,298.045,303.7433333,301.1399616,298.23,303.2933333,301.0579815,298.3416667,304.39,301.306943,298.0216667,304.1233333,301.1875173,298.5166667,302.9083333,300.6427473,297.8683333,304.6633333,301.3908581,297.945,304.57,301.6615178,298.4466667,306.8383333,302.1919024,298.3933333,307.0083333,302.7166903,298.7966667,307.225,303.4776369,299.4083333,304.2666667,301.6322986,298.2283333,303.7866667,301.0705451,298.0216667,305.9683333,302.0601267,298.1333333,309.0183333,304.1961425,299.54,306.7566667,302.8237143,299.1733333,306.7,302.1864297,298.2116667,306.5266667,301.8881872,297.9233333,307.2916667,302.8852159,298.4866667,302.1384712,301.8925788,302.3260208,302.0272168,300.6399374,300.5492774,301.1399616,301.0579815,301.306943,301.1875173,300.6427473,301.3908581,301.6615178,302.1919024,302.7166903,303.4776369,301.6322986,301.0705451,302.0601267,304.1961425,302.8237143,302.1864297,301.8881872,302.8852159
15,302.8109091,298.7178213,293.3472727,302.6916667,298.6204716,292.5083333,302.35,298.2664937,292.3833333,301.685,297.9881762,292.8733333,301.4383333,297.6301041,292.3683333,301.61,298.1067149,292.9583333,300.7966667,297.640645,292.3016667,301.6766667,298.0423724,292.635,301.7666667,298.2093606,292.7366667,301.9466667,298.1650696,292.2333333,301.795,298.3377866,292.615,301.48,298.0512431,292.605,301.39,297.8469764,292.8383333,301.7416667,298.0624878,292.155,302.205,298.4049309,293.0033333,303.2916667,298.7335061,293.1633333,301.655,298.1745307,292.9183333,300.9316667,297.492665,291.9816667,300.91,297.3733245,291.935,302.715,298.5964189,292.9866667,302.4766667,298.6725769,293.385,301.5833333,297.8762235,292.8116667,301.8116667,297.7636405,292.5566667,300.9633333,297.8568198,293.0133333,298.7178213,298.6204716,298.2664937,297.9881762,297.6301041,298.1067149,297.640645,298.0423724,298.2093606,298.1650696,298.3377866,298.0512431,297.8469764,298.0624878,298.4049309,298.7335061,298.1745307,297.492665,297.3733245,298.5964189,298.6725769,297.8762235,297.7636405,297.8568198
16,308.5090909,301.8200727,290.4145455,307.9683333,301.6374061,290.9183333,308.4733333,301.6890336,290.7683333,307.615,301.338594,290.6916667,307.0366667,300.6560061,290.3883333,306.1816667,300.5209899,291.0566667,306.2133333,300.5889017,291.135,305.5816667,300.4596805,291.315,305.435,300.4639933,290.74,306.32,300.8752739,291.265,305.9983333,300.6440439,291.3716667,306.0216667,300.6321703,291.4033333,305.7783333,300.4649862,291.1366667,306.3166667,300.9582506,291.5366667,307.675,301.6334107,291.965,309.0983333,302.2011578,291.7083333,306.99,300.972598,291.5733333,305.8016667,300.2453245,290.595,307.5766667,301.1437192,290.6783333,307.4766667,301.3707313,291.4016667,307.86,301.5886156,291.1383333,306.93,300.9094091,290.8216667,305.8783333,300.3989205,290.2166667,306.1016667,300.6707893,291.5016667,301.8200727,301.6374061,301.6890336,301.338594,300.6560061,300.5209899,300.5889017,300.4596805,300.4639933,300.8752739,300.6440439,300.6321703,300.4649862,300.9582506,301.6334107,302.2011578,300.972598,300.2453245,301.1437192,301.3707313,301.5886156,300.9094091,300.3989205,300.6707893
17,308.9363636,302.377113,292.6236364,307.5683333,301.4400968,293.4783333,308.67,302.3111642,293.1933333,307.0483333,301.5011191,293.2833333,307.25,301.2874625,292.74,305.775,300.7130133,293.17,306.2416667,301.1644288,293.3066667,306.0433333,300.8782714,293.19,307.4983333,301.7226677,292.5633333,306.015,301.0100706,293.1033333,305.335,300.501923,293.3133333,306.7466667,301.3586966,293.31,307.02,301.3434925,293.0766667,307.3466667,302.0996661,293.3366667,307.9016667,302.3030575,293.59,309.41,302.9522379,293.5366667,307.5466667,301.962717,293.925,305.4633333,300.6825869,292.945,307.6433333,301.9403197,293.1333333,308.5133333,302.6791938,293.815,308.865,302.430959,293.63,309.1033333,302.3531621,293.54,308.22,301.8556568,293.4166667,306.9333333,301.7319433,293.8533333,302.377113,301.4400968,302.3111642,301.5011191,301.2874625,300.7130133,301.1644288,300.8782714,301.7226677,301.0100706,300.501923,301.3586966,301.3434925,302.0996661,302.3030575,302.9522379,301.962717,300.6825869,301.9403197,302.6791938,302.430959,302.3531621,301.8556568,301.7319433
18,306.2836364,305.0894432,304.0472727,305.79,304.7029265,303.67,305.315,304.405891,303.5116667,305.4316667,304.3204103,303.3516667,304.995,304.0422434,303.11,305.4866667,304.4382208,303.6683333,305.2366667,304.3390392,303.4383333,305.1833333,304.26074,303.1,305.3066667,304.1838781,303.3483333,305.5566667,304.4342802,303.475,305.7733333,304.7009605,303.845,305.9566667,304.7879495,303.6933333,305.275,304.1864185,303.135,305.7116667,304.8297285,303.8833333,305.6816667,304.7927649,303.955,306.1433333,305.1342227,304.385,305.2916667,304.4198078,303.425,305.675,304.7217578,303.73,305.505,304.3450937,303.2083333,306.3083333,305.4856422,304.6516667,306.1233333,305.0772575,304.0966667,305.55,304.6245329,303.545,304.7966667,303.9293314,303.1066667,305.4916667,304.5546868,303.5883333,305.0894432,304.7029265,304.405891,304.3204103,304.0422434,304.4382208,304.3390392,304.26074,304.1838781,304.4342802,304.7009605,304.7879495,304.1864185,304.8297285,304.7927649,305.1342227,304.4198078,304.7217578,304.3450937,305.4856422,305.0772575,304.6245329,303.9293314,304.5546868
19,306.28,302.2725729,298.3872727,304.915,301.4319128,298.0083333,305.56,301.6448464,298.135,304.37,301.3624099,298.5216667,304.4283333,300.9762347,297.645,304.3316667,301.1146458,298.16,304.9166667,301.1733066,297.9716667,304.545,301.1212203,298.1566667,304.4883333,301.2063447,298.265,304.3983333,301.0897355,298.29,304.8533333,301.5788909,298.4116667,304.2133333,301.1051631,297.915,304.7916667,301.1156006,298.1266667,305.465,301.527736,298.1183333,305.4716667,301.8588458,298.3483333,306.2566667,302.5738923,298.7183333,303.795,301.1003599,298.1216667,303.835,300.7697155,297.915,305.075,301.2832152,297.7066667,305.5616667,302.1417649,298.8483333,305.1633333,301.7141494,298.4533333,305.215,301.6087899,297.6616667,304.835,301.1472637,297.945,304.6666667,301.7609351,298.4083333,302.2725729,301.4319128,301.6448464,301.3624099,300.9762347,301.1146458,301.1733066,301.1212203,301.2063447,301.0897355,301.5788909,301.1051631,301.1156006,301.527736,301.8588458,302.5738923,301.1003599,300.7697155,301.2832152,302.1417649,301.7141494,301.6087899,301.1472637,301.7609351
20,306.2763636,301.510915,298.2963636,306.0133333,301.4020141,298.5666667,306.0283333,301.5527023,298.775,304.3683333,300.9849306,298.3766667,304.465,300.4087508,297.76,304.4433333,300.6756137,298.045,304.2233333,300.8378517,298.23,304.5333333,300.9165452,298.3416667,304.815,300.809018,298.0216667,304.4416667,301.0653997,298.5166667,304.935,300.9299814,297.8683333,305.5516667,300.9214859,297.945,304.7666667,300.9805311,298.4966667,304.8916667,300.9625384,298.3933333,305.5533333,301.5815289,298.7966667,306.0183333,302.1355328,299.4083333,304.1866667,300.9056665,298.2283333,304.31,300.6773094,298.0216667,305.2266667,300.9332519,298.095,307.2266667,302.6249558,299.54,305.26,301.7581067,299.1583333,303.98,300.7814708,298.2116667,303.78,300.6293401,297.9233333,304.9066667,301.4371238,298.4866667,301.510915,301.4020141,301.5527023,300.9849306,300.4087508,300.6756137,300.8378517,300.9165452,300.809018,301.0653997,300.9299814,300.9214859,300.9805311,300.9625384,301.5815289,302.1355328,300.9056665,300.6773094,300.9332519,302.6249558,301.7581067,300.7814708,300.6293401,301.4371238
21,306.5109091,301.4623278,298.5327273,306.64,301.423428,298.675,306.4066667,301.5634906,298.4983333,304.325,300.7195319,298.1766667,304.6283333,300.2854117,297.5716667,305.3466667,300.7521741,298.0633333,305.1633333,300.8440824,298.1983333,305.3666667,300.8685575,298.335,306,300.8167299,298.175,305.5233333,301.192731,298.7166667,305.6516667,301.1512987,298.525,306.2616667,301.1811648,298.6166667,305.3183333,301.0162778,298.66,305.165,300.9733163,298.4833333,306.1483333,301.4233236,298.8116667,306.31,301.7971681,298.9033333,305.0016667,300.974483,298.745,305.165,300.6786131,298.325,305.6566667,300.9212593,298.095,308.6,302.6925947,299.4433333,306.4216667,301.5209543,299.1583333,304.5333333,300.5179752,298.125,304.8366667,300.4278945,297.9116667,306.0316667,301.1448517,298.3833333,301.4623278,301.423428,301.5634906,300.7195319,300.2854117,300.7521741,300.8440824,300.8685575,300.8167299,301.192731,301.1512987,301.1811648,301.0162778,300.9733163,301.4233236,301.7971681,300.974483,300.6786131,300.9212593,302.6925947,301.5209543,300.5179752,300.4278945,301.1448517
22,313.0854545,304.0318488,291.2181818,312.5166667,304.2275942,291.415,312.96,303.8529695,291.745,311.69,303.3085854,291.365,309.815,302.8070775,291.665,309.0866667,302.5023549,291.7583333,308.9116667,302.1211021,291.18,309.4283333,302.279133,290.7516667,308.7933333,301.8754037,291.705,309.55,302.3831903,291.53,309.4116667,302.2502199,291.8733333,308.4066667,301.9469859,291.3016667,308.0666667,301.734006,291.4366667,309.445,302.5089634,291.5083333,310.525,302.967356,292.2566667,311.0783333,303.5685596,291.5516667,309.115,302.4526982,291.33,309.6833333,302.2981812,291.165,309.5766667,302.517938,291.205,310.3283333,303.1640406,291.5216667,311.585,303.7788547,292.515,310.6366667,303.2386384,291.7316667,310.6583333,303.1317869,291.1566667,309.71,302.3800773,291.7866667,304.0318488,304.2275942,303.8529695,303.3085854,302.8070775,302.5023549,302.1211021,302.279133,301.8754037,302.3831903,302.2502199,301.9469859,301.734006,302.5089634,302.967356,303.5685596,302.4526982,302.2981812,302.517938,303.1640406,303.7788547,303.2386384,303.1317869,302.3800773
23,313.1963636,306.1809654,295.2036364,313.5333333,306.3897499,296.055,312.96,305.4041916,295.9233333,311.69,304.8547669,295.7316667,310.0033333,303.9494555,295.8816667,309.0866667,303.368636,296.0133333,308.9116667,303.5422128,295.915,309.7466667,304.0006787,295.3583333,308.7933333,303.0251207,295.7233333,309.55,303.9937507,295.5916667,309.4133333,303.6928102,295.82,308.7533333,303.3574893,295.6916667,308.275,303.0429574,295.72,309.4783333,303.7190586,295.725,310.525,304.2536745,296.0883333,311.0783333,304.8740855,295.88,309.8366667,303.9576518,295.56,309.6833333,303.3398027,295.3533333,309.8833333,303.9013731,294.95,311.0366667,304.6429497,296.0916667,311.585,305.0001117,295.9316667,310.6366667,304.2020903,295.8083333,310.6583333,304.3147553,295.2683333,309.71,303.6754198,295.6766667,306.1809654,306.3897499,305.4041916,304.8547669,303.9494555,303.368636,303.5422128,304.0006787,303.0251207,303.9937507,303.6928102,303.3574893,303.0429574,303.7190586,304.2536745,304.8740855,303.9576518,303.3398027,303.9013731,304.6429497,305.0001117,304.2020903,304.3147553,303.6754198
24,310.9290909,303.5770947,293.3618182,310.66,303.6176356,292.6,309.6066667,303.2571482,292.5383333,308.6883333,302.7491423,291.9666667,307.0966667,301.9440614,291.6433333,306.2966667,301.6154571,292.275,307.1066667,301.5449345,291.7733333,308.63,302.4680476,291.6066667,306.93,301.5795374,291.6383333,308.225,302.3195957,291.4483333,308.2466667,302.1097964,292.0233333,306.8316667,301.8471912,291.5783333,306.5833333,301.5608587,291.235,308.2566667,302.2871077,291.3283333,308.375,302.9022852,292.055,309.9866667,303.6053208,292.51,308.4033333,302.4102178,292.115,307.0733333,301.4375843,291.6,307.7083333,302.1818525,291.1083333,310.3183333,303.089493,292.315,309.4833333,303.0257989,292.5866667,308.5883333,302.5115672,291.945,308.62,302.4216421,291.0766667,307.0166667,301.981691,292.2133333,303.5770947,303.6176356,303.2571482,302.7491423,301.9440614,301.6154571,301.5449345,302.4680476,301.5795374,302.3195957,302.1097964,301.8471912,301.5608587,302.2871077,302.9022852,303.6053208,302.4102178,301.4375843,302.1818525,303.089493,303.0257989,302.5115672,302.4216421,301.981691
25,308.9363636,304.2815588,298.6254545,307.3033333,303.000207,298.4816667,308.67,304.1399732,298.915,307.0483333,303.0783457,298.66,307.25,302.8329877,298.1533333,305.775,302.2915017,298.31,306.2416667,302.7895458,298.4583333,306.0433333,302.3474159,298.3316667,307.71,303.6045414,298.3016667,306.015,302.787936,298.2333333,305.335,302.0296588,298.1733333,307.5433333,303.4015557,298.4466667,307.305,303.3668514,298.51,307.4766667,303.6486031,298.795,308.01,303.9658391,298.8066667,309.3416667,304.6190898,299.3916667,307.5466667,303.548912,298.925,305.4633333,302.4438554,298.2933333,307.6433333,303.499716,298.4033333,308.875,304.5213958,299.3933333,309.21,304.2970979,299.115,309.4033333,304.1318345,298.505,308.22,303.3928286,298.35,307.6783333,303.5578897,298.815,304.2815588,303.000207,304.1399732,303.0783457,302.8329877,302.2915017,302.7895458,302.3474159,303.6045414,302.787936,302.0296588,303.4015557,303.3668514,303.6486031,303.9658391,304.6190898,303.548912,302.4438554,303.499716,304.5213958,304.2970979,304.1318345,303.3928286,303.5578897
26,306.16,302.9177225,299.3090909,306.19,302.6716107,298.4583333,305.2633333,302.2149284,298.8533333,303.665,301.3606834,299.0116667,303.9666667,301.3539959,298.6683333,303.9266667,301.5993309,299.13,304.4016667,301.9292949,298.8433333,304.6833333,302.0094216,298.7383333,303.755,301.5959769,298.69,304.1366667,301.6165973,298.9983333,304.6633333,301.6098283,299.2533333,303.98,301.4089448,298.7083333,303.71,301.2022582,298.9833333,304.385,301.7694797,298.5,305.58,302.5041716,299.0466667,306.38,302.9224431,299.75,304.1583333,301.7090741,298.955,303.865,301.2768178,298.7233333,304.4633333,301.6063527,298.6666667,305.2616667,302.4212046,299.1183333,304.7133333,302.0596955,299.1666667,304.3266667,301.9401481,298.7666667,304.635,301.5823257,298.5833333,304.3516667,302.2242796,299.255,302.9177225,302.6716107,302.2149284,301.3606834,301.3539959,301.5993309,301.9292949,302.0094216,301.5959769,301.6165973,301.6098283,301.4089448,301.2022582,301.7694797,302.5041716,302.9224431,301.7090741,301.2768178,301.6063527,302.4212046,302.0596955,301.9401481,301.5823257,302.2242796
27,302.4454545,300.9118507,298.3872727,301.845,300.2460739,298.0233333,301.8033333,300.5173336,298.29,302.06,300.3856629,298.46,301.52,300.0932125,297.575,302.04,300.652986,298.3483333,301.785,300.47941,298.3083333,302.035,300.6595514,298.6316667,301.8716667,300.4399372,298.3466667,301.9883333,300.4961405,298.24,301.935,300.6309407,298.3783333,302.2416667,300.5772769,298.3483333,301.98,300.5759842,298.2666667,301.9033333,300.5302375,298.3433333,302.3266667,300.8834627,298.3283333,303.12,301.6578606,298.6266667,301.9416667,300.6689877,298.425,301.665,300.5100429,298.3983333,301.4916667,300.046488,297.7133333,303.5816667,301.6594439,298.935,302.7533333,301.3403726,298.6983333,301.6166667,300.5043717,298.4066667,301.3966667,300.3462131,298.04,302.4766667,301.1225844,298.195,300.9118507,300.2460739,300.5173336,300.3856629,300.0932125,300.652986,300.47941,300.6595514,300.4399372,300.4961405,300.6309407,300.5772769,300.5759842,300.5302375,300.8834627,301.6578606,300.6689877,300.5100429,300.046488,301.6594439,301.3403726,300.5043717,300.3462131,301.1225844
28,306.2836364,303.2317906,299.5945455,305.79,302.5246094,299.6416667,305.315,302.409765,299.1583333,305.4316667,302.5013632,298.8733333,304.995,301.9298873,298.6266667,305.4866667,302.6478953,299.4066667,305.2366667,302.3907554,298.8283333,305.1833333,302.3283291,299.33,305.3066667,302.403269,298.905,305.5566667,302.3572869,299.1066667,305.7733333,302.96175,299.5483333,305.9566667,302.8476726,299.3516667,305.275,302.0396842,298.9483333,305.7116667,303.0600686,298.935,305.9266667,303.1758132,299.085,306.1433333,303.3941351,299.48,305.2916667,302.3313664,298.8866667,305.675,302.1017151,298.6083333,305.505,301.9503049,298.4216667,306.3083333,303.3386496,299.785,306.1233333,303.544335,299.235,305.55,302.4604176,298.6183333,304.7966667,301.8692136,298.6816667,305.4916667,302.6600817,299.1766667,303.2317906,302.5246094,302.409765,302.5013632,301.9298873,302.6478953,302.3907554,302.3283291,302.403269,302.3572869,302.96175,302.8476726,302.0396842,303.0600686,303.1758132,303.3941351,302.3313664,302.1017151,301.9503049,303.3386496,303.544335,302.4604176,301.8692136,302.6600817
29,304.2690909,301.3273203,297.9781818,302.7416667,300.6731465,298.0416667,302.9566667,300.7316378,298.375,303.1,300.8001936,298.2383333,302.3916667,300.278756,297.7966667,303.2616667,300.9681171,298.4866667,302.62,300.5727473,298.2183333,303.0783333,300.6195621,298.2983333,302.955,300.704661,298.22,302.6466667,300.6113374,298.1733333,303.715,301.0927594,298.275,303.345,301.0224474,298.2016667,302.88,300.4638268,298.2316667,303.1066667,300.9693386,298.13,304.5266667,301.0473826,298.5283333,304.52,301.2838495,298.8716667,303.065,300.5871011,298.4233333,302.1883333,300.2161968,298.3783333,302.545,299.963985,297.805,303.8633333,301.3957097,298.8016667,304.3466667,301.303912,298.5666667,303.3616667,300.5832173,298.48,302.565,300.1231367,298.0166667,303.3566667,301.0387345,298.6,301.3273203,300.6731465,300.7316378,300.8001936,300.278756,300.9681171,300.5727473,300.6195621,300.704661,300.6113374,301.0927594,301.0224474,300.4638268,300.9693386,301.0473826,301.2838495,300.5871011,300.2161968,299.963985,301.3957097,301.303912,300.5832173,300.1231367,301.0387345
30,304.9727273,300.4863647,296.1963636,304.6883333,300.4308245,295.9633333,304.3333333,299.9986837,295.795,304.2833333,299.5512286,295.99,304.025,299.2503324,295.665,304.4116667,300.1700818,296.1566667,304.4866667,299.7923688,295.94,304.33,300.1116971,296.1866667,304.2266667,299.9147575,296.3033333,304.535,299.9489214,296.1533333,304.705,300.5469471,296.2633333,305.035,300.2390928,296.285,304.22,299.6270723,296.065,305.025,300.0145774,295.91,304.6383333,300.0491055,296.0516667,305.7666667,300.6644712,296.4416667,304.55,299.686331,296.165,304.3883333,299.4181904,296,304.1133333,299.0082089,295.5516667,305.3783333,300.4093225,296.4083333,304.7883333,300.4870908,296.5416667,304.5833333,299.7851002,295.995,304.15,299.5213487,295.93,304.5283333,299.861119,296.2683333,300.4863647,300.4308245,299.9986837,299.5512286,299.2503324,300.1700818,299.7923688,300.1116971,299.9147575,299.9489214,300.5469471,300.2390928,299.6270723,300.0145774,300.0491055,300.6644712,299.686331,299.4181904,299.0082089,300.4093225,300.4870908,299.7851002,299.5213487,299.861119
