asdf_id,surface_pm25_annual_v5gl03.2015.mean,surface_pm25_annual_v5gl03.2016.mean,surface_pm25_annual_v5gl03.2019.mean,surface_pm25_annual_v5gl03.2018.mean,surface_pm25_annual_v5gl03.2014.mean,surface_pm25_annual_v5gl03.2008.mean,surface_pm25_annual_v5gl03.2002.mean,surface_pm25_annual_v5gl03.2009.mean,surface_pm25_annual_v5gl03.2007.mean,surface_pm25_annual_v5gl03.2000.mean,surface_pm25_annual_v5gl03.2006.mean,surface_pm25_annual_v5gl03.2013.mean,surface_pm25_annual_v5gl03.1998.mean,surface_pm25_annual_v5gl03.2012.mean,surface_pm25_annual_v5gl03.2004.mean,surface_pm25_annual_v5gl03.2005.mean,surface_pm25_annual_v5gl03.2011.mean,surface_pm25_annual_v5gl03.1999.mean,surface_pm25_annual_v5gl03.2010.mean,surface_pm25_annual_v5gl03.2003.mean,surface_pm25_annual_v5gl03.2017.mean,surface_pm25_annual_v5gl03.2021.mean,surface_pm25_annual_v5gl03.2001.mean,surface_pm25_annual_v5gl03.2020.mean,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
74,13.450940699982823,13.592219913553263,13.251795925652141,13.99869815597664,13.025347002257105,11.78145228086259,14.181270789235255,11.521429614090655,13.157493744940526,11.913510726028704,13.114113238796499,12.449351078738836,11.732623316639637,11.960710940921667,11.781616116635824,12.938785030625207,11.752170226870305,12.182437469820515,13.258290992365303,14.028619673257598,14.434628871124497,13.66900808362151,13.05843109627096,12.51964217915679,ADM2,74,74,DOM,DOM-ADM2-62336421B7640444,Santo Domingo De Guzmán,ADM2
75,15.488870182651278,15.647599992449354,14.755755099555556,15.480663487513619,15.055361936485292,13.366643325677497,15.73515244451543,13.094534823987757,14.622449589245015,12.767730253634817,14.067926780881681,14.622250682588067,10.903893682687388,13.819795025283556,13.200366967488762,14.436469485480766,13.896819323227616,10.76026581793183,14.762978128842883,15.541410507578185,16.516575673312257,15.852356066778283,15.294828183848452,14.887602880055566,ADM2,75,75,DOM,DOM-ADM2-62336421B89891078,Villa Altagracia,ADM2
76,14.685359476163612,14.763210874370627,13.53169955984166,14.870413415830388,14.320249087723573,12.991379587614786,13.671607613103276,12.388779511021236,13.349959283419233,12.39195186316326,13.107189897728652,13.705102814031394,11.588102546425722,13.418821916967815,12.21150586504836,13.50653022086958,13.717012170073172,11.675982297962644,14.373176783735586,14.322009968299728,15.468700679762382,15.353905679887577,12.969450547981934,14.43493627399024,ADM2,76,76,DOM,DOM-ADM2-62336421B89520614,Azua,ADM2
77,16.360651949768403,16.96694852277177,15.28768492445574,16.735556597475814,16.294380075554688,14.38260323665216,14.389988520918896,13.931758771321377,14.648171257061971,12.229815517332494,14.070259328256057,15.301284427564667,10.480978813966336,14.701960727174086,13.156400572593327,14.920232785386359,15.173304434782448,10.295986348293637,15.631310910866727,15.203567768494201,17.58231660179291,16.830296922295688,14.281734998085964,16.22968246003584,ADM2,77,77,DOM,DOM-ADM2-62336421B83190598,Sabana Larga,ADM2
78,8.615763927224624,8.640471814015582,9.198425200306682,9.475018140786466,8.347987102447872,7.703932998125976,10.173877250344717,7.5639222980981495,9.993771345222472,10.687619703239658,9.472839863064184,7.634223836010797,9.561739761956323,7.907647015689112,8.220197540352016,9.798858628831496,7.384719161288376,9.328048228833335,9.193384390014526,10.579782486851265,9.330710738297057,8.854782694947186,10.627881335580266,8.150974949109763,ADM2,78,78,DOM,DOM-ADM2-62336421B48046812,Sánchez,ADM2
79,12.579443844213943,13.28852008957333,11.801102073875366,13.503423291629007,12.700275830183832,11.693645318767642,12.674167505607333,11.053391492967277,13.059900393387812,10.499911633614898,12.448108504484384,11.979208997556276,10.502789436878876,12.29638214263512,11.340916882818272,15.26916483574179,12.635639652991687,10.190860637617792,13.516240719333812,14.180756227865995,14.334705752447542,13.233292462251919,12.889038170692249,13.137780646935385,ADM2,79,79,DOM,DOM-ADM2-62336421B11979084,San José De Las Matas,ADM2
80,8.534639605426193,8.276770172734933,8.462810749012739,8.815707176380416,8.278885473642253,7.585757760861175,9.401379663259283,7.498176462538287,9.760825837824827,10.174376781186456,9.020649511672376,7.455568409614052,11.806237005226254,7.915968241477849,7.795986295778856,10.14107604253941,7.4970914659584595,11.295728134052288,9.13586265784719,10.30443547863542,8.729441226263697,8.132300242898157,9.638944517039269,7.0658785650329285,ADM2,80,80,DOM,DOM-ADM2-62336421B50144406,Luperón,ADM2
81,13.467237799303735,13.244394852872595,12.217653793199883,13.363161654360665,13.242992960982473,12.172844818633052,12.99215249021763,11.90481802941314,12.753892788933417,11.657212674464187,12.725884060543937,13.254908489400222,11.102753682405664,13.373481196005516,12.006920230555544,14.794268551849052,13.278692197098227,11.142910370822241,14.371290176061635,14.222362047576024,14.382047630738153,14.060780253439734,12.615304059958822,14.276463522654947,ADM2,81,81,DOM,DOM-ADM2-62336421B38035103,Comendador,ADM2
82,11.577686237671779,11.682760438682386,11.893794221195307,12.36559870369194,11.104196985266162,10.301552284403412,12.790305084379902,9.934422905106103,12.155552464630343,11.705416714825445,11.845188919602881,10.518184065106912,10.239292207820338,10.441971121696135,10.394150931730515,11.7026454679898,9.966323353372502,10.472006721857623,11.56257087403654,12.714474766218439,12.395175606100407,11.992802535458273,12.592967498056419,11.01407917658218,ADM2,82,82,DOM,DOM-ADM2-62336421B17408360,Los Llanos,ADM2
83,15.792105133602796,16.53234893295192,15.381417372281101,16.414221132663087,15.830732976871122,14.167383275897953,16.364967895463362,13.84507722053483,15.274028718134677,13.438436751716816,14.745267798161908,15.266442799338645,10.999857450347934,14.585715946910534,14.155337589934424,16.000346287613137,14.900632952156993,10.56704306046231,15.723480900599302,16.45007480872234,17.497331027439955,16.835375951574424,16.537251978360647,15.757827690620726,ADM2,83,83,DOM,DOM-ADM2-62336421B92945485,Piedra Blanca,ADM2
84,10.815427188481989,10.250043045527125,10.518179776683825,11.378783841271833,10.670920955787109,9.64874637489734,11.721480437521224,9.515360116948166,11.875595899328776,11.31159652962197,11.081178445296127,9.787878251234988,12.119325785293107,10.193838090563526,9.683127618719816,12.844171831231098,9.984632140574995,11.077049839514428,11.175340984072802,12.464931800293941,11.430892541146036,10.993490767971192,11.739844379093762,10.023737187149395,ADM2,84,84,DOM,DOM-ADM2-62336421B79374458,Guayubín,ADM2
85,12.823231495614003,12.887960109560833,12.606689379075252,13.320609136474042,12.370278537500758,11.206419323748404,13.500158582971602,11.071138104081445,12.729632975334825,11.599317558919747,12.598042319471952,11.952665796681101,11.369774069954666,11.625073030003684,11.206403272758685,12.403592971657392,11.384925892413877,11.895070324203848,12.773389565046758,13.544583947597985,13.58432994680601,12.976882695831389,12.537597219829667,11.865504870506593,ADM2,85,85,DOM,DOM-ADM2-62336421B47352128,Santo Domingo Este,ADM2
86,13.711188399410332,13.980670725850821,13.53493501195639,14.165253621479215,13.262067506418337,11.854847176602679,14.738532309237385,11.659424098365996,13.565344619149382,12.122622166358932,13.247267803968908,12.628294449273929,11.342251503872872,12.125654321628643,12.038468804810094,13.276846591175,11.721379222892683,11.5506188657007,13.323077331056146,14.560575862402436,14.559288504497543,14.150016587032018,14.215686488158383,12.931385464740936,ADM2,86,86,DOM,DOM-ADM2-62336421B62806346,Santo Domingo Norte,ADM2
87,13.810611832335224,13.961589246946042,13.594682880720569,14.228440852570118,13.341871737298272,12.03254914348883,14.216851288505241,11.826501240770297,13.514022187642539,11.917780691934935,13.25760057566832,12.874549165109912,11.703941216210007,12.325612126581202,11.943305380800195,13.084321736031406,11.972071271263019,12.101972318576234,13.524693444496155,14.149969012417074,14.83284176403696,13.96033087352836,13.061708680098993,12.875245516504618,ADM2,87,87,DOM,DOM-ADM2-62336421B75498294,Santo Domingo Oeste,ADM2
88,10.476499700931281,9.762241281180236,10.218355210131918,10.848915209084202,10.251286429979881,9.027223038804024,11.587848753790464,9.013569311710826,11.358993505644523,11.496708979822346,10.463989340448448,9.325004475073932,12.944343943230953,9.513109881660222,9.217072336219129,11.786429113323829,9.241518907732091,12.426699883035035,10.289092434711042,12.120428608206,10.761113533678666,10.283621113983372,11.67327443387121,9.119451705530581,ADM2,88,88,DOM,DOM-ADM2-62336421B21452693,Villa Vásquez,ADM2
89,14.990421708601914,15.360438692728225,13.721917416639926,15.193091747600322,14.822193739009043,13.306399774011066,13.265451886160797,12.68230632420384,13.647498316767816,11.546838682046596,13.191678083357823,14.043273139203865,10.538932370021046,13.725423424867328,12.221215373057644,13.810074884709383,14.116020303999914,10.318007703973137,14.530894314608537,14.27848475123103,15.772245013616827,15.400802795308069,12.866785338912841,14.769144925979345,ADM2,89,89,DOM,DOM-ADM2-62336421B59188244,Estebanía,ADM2
90,8.111731760091562,8.030847592736786,8.655774992387398,8.92098608327557,7.8585522327161526,6.97732758548431,9.040332136210449,7.245738693449097,8.750001154985558,8.833276265785932,8.545002730209728,7.177667668251867,8.215914437932385,7.872642095698619,7.314232764566639,8.520792091557466,6.896722354185149,9.486821203724748,8.729634742553014,9.131643050625613,9.057448732887629,8.52356970488526,9.188673340138298,7.863160567110604,ADM2,90,90,DOM,DOM-ADM2-62336421B49514077,Higüey,ADM2
91,8.344036338935478,8.296984861672673,8.740215732223206,9.065157255444154,7.990567048750013,7.442927176067127,10.384564322536452,7.177266731585241,9.598296757232008,11.05672442225228,9.124411189450111,7.563017677487035,10.494809270981216,7.905555132635265,8.165376720202069,9.585860860707147,7.355009993173536,10.194355356001902,9.073914696318255,10.80006760978068,8.9234831390358,8.054106257297569,10.856591604280277,7.448988066189812,ADM2,91,91,DOM,DOM-ADM2-62336421B76797528,Río San Juan,ADM2
92,11.120719942313423,10.939087033214596,10.927289323827024,11.648578341574721,10.814083742202696,9.702444043063553,11.758674401096323,9.409617291756199,11.928115991120672,11.20351773522141,11.139018479848191,9.983809425606932,11.513781213069809,10.292906342888456,9.709888215841152,13.140338457530792,10.120527354485901,10.380957962101194,11.573554345456643,12.43325250824205,12.198157312642394,11.198229387146661,11.990548122975857,10.383801895872788,ADM2,92,92,DOM,DOM-ADM2-62336421B58787563,Bisonó,ADM2
93,13.49611919367367,13.282679506007229,12.54916759156464,14.099804520316326,13.451031339832088,11.874767065830065,13.276546170158,11.447622689461408,13.30050642834191,10.74956628602362,12.787809882689782,12.862364856138857,10.291559627701478,12.855896914749449,11.822712298182585,15.68217526788938,12.900433666095894,9.682883781575912,13.46408881036246,14.460381788639186,14.618623248871513,14.290993694333443,12.64716673097724,13.75975743359036,ADM2,93,93,DOM,DOM-ADM2-62336421B5530140,Villa Los Almácigos,ADM2
94,12.873081471405994,13.26662702762722,12.428421069448527,13.159803386016721,12.570495048458344,11.17197347796535,13.832126219147163,11.014792922299684,13.189418876251036,11.423239953573372,12.371202787231914,11.808563119360066,9.887967945314022,11.212885675484326,10.951340852752438,12.8187135825301,10.939092423152394,9.442189441309457,12.769258728557531,13.821983841134564,13.87003266921123,13.158833818249187,14.186577769127366,12.248787948692312,ADM2,94,94,DOM,DOM-ADM2-62336421B70852232,Peralvillo,ADM2
95,11.165128833029316,11.062052091667056,10.810959138929862,11.911564426766587,11.075955592028638,9.981834954654676,11.881113234109007,9.622772366906228,12.126320403000655,10.839303773002529,11.357495283086969,10.185853375558475,11.12231458416405,10.528045185150193,9.942596704218499,13.761878520151965,10.474052485156886,10.076954724223764,11.727634669089715,12.666670546174851,12.312760266743364,11.59576208710668,11.978819421060882,10.925801590871872,ADM2,95,95,DOM,DOM-ADM2-62336421B29458505,Mao,ADM2
96,16.20784072331373,15.970082183133622,15.159333380009036,16.077295910637268,15.420855280814875,13.83897190425878,15.39305782977068,13.345335424091877,14.250249310722968,13.739266070408107,14.099277378940432,15.019163191378249,11.118828203836665,14.303186809892503,13.367455758613016,14.85306725099152,14.937439621892693,10.79050564187641,15.319342377174879,15.535052139295336,17.096175993786417,17.114617697631452,14.510439637525165,16.870678238896584,ADM2,96,96,DOM,DOM-ADM2-62336421B77406025,Tamayo,ADM2
97,9.953752796660568,10.124947389814288,10.424773985504215,10.726743061534085,9.697528087052936,8.938394208155529,11.741377418882385,8.671671504463664,11.360959135911827,12.06855013754738,10.700866877301664,9.004931324157473,9.950642213316554,8.90128987341177,9.278653736188124,11.150439548284984,8.415843128914927,9.27914165954043,10.36272810757435,11.916033488371655,10.86817587145795,10.300149894917633,12.531549987490004,9.32517894873308,ADM2,97,97,DOM,DOM-ADM2-62336421B38288991,Villa Riva,ADM2
98,11.08288206787427,10.72728339247612,10.968339678427203,11.578965695902117,10.840478925417857,9.79359807375585,11.881852427705446,9.639212591457808,12.150635221070607,11.30665311673957,11.32014670574002,10.07557882287676,11.612222664088282,10.387928258159867,9.823780783727916,13.172835218362554,10.228300198305853,10.61765974689006,11.655705381757794,12.55765764130098,11.975378547984747,11.189126462251785,11.831100769420502,10.27999284614162,ADM2,98,98,DOM,DOM-ADM2-62336421B68189672,Esperanza,ADM2
99,10.396485001440182,10.285995307994696,10.510341131756332,10.990144727886465,10.211813132868143,9.420179949084934,11.633402341220545,9.340854547245964,10.969575616552502,10.662184138918427,10.811706682341843,9.900227021703783,10.546768121859543,9.92338154405336,9.484598494005617,10.452318720880566,9.631734177590129,11.339697917179683,11.045934596703844,11.458167053751477,11.02295983608043,10.823148602600037,11.035366801391048,9.925223815907541,ADM2,99,99,DOM,DOM-ADM2-62336421B10880169,Guayacanes,ADM2
100,14.02336239811746,13.356036729802142,12.596974805447882,13.334388189548548,13.128486573637977,11.809461634937144,12.942139915640809,11.16742870495192,12.288572186715504,12.118562940500103,12.70473626144078,12.913174723776832,11.161612144568652,12.182222351263508,11.436286366048257,12.20359614845936,12.293451467607785,11.888674680831873,13.113509040582333,13.550356769448896,14.256851347567249,13.992653794185191,12.088008616145375,12.865239264434035,ADM2,100,100,DOM,DOM-ADM2-62336421B7103872,Barahona,ADM2
101,16.814356306882978,17.82614130623982,16.722686762139418,17.822700723713954,17.178405477720165,15.42077047056339,17.302115676931496,15.168304420610381,16.41165918087086,14.387211317286555,15.624318873431202,16.55914923225837,11.722367425635955,15.729019188956343,15.377394962904502,17.592518665271545,16.46706909338511,11.338312599331235,17.20162310878747,17.701087740368866,19.24231275340995,18.20197208869285,17.988218736872497,17.16925298799836,ADM2,101,101,DOM,DOM-ADM2-62336421B55108079,Bonao,ADM2
102,11.374246314501587,10.62647312252132,11.067822586392163,12.005410202689733,10.988921983996441,9.817442353740221,11.924728731589084,9.723593917144138,11.765676928557928,11.299657316593644,11.099336519704378,10.163746964160802,12.655271337666619,10.373638676022432,9.841847688849693,12.47299464045005,10.12690417046945,11.583265576199981,11.089950472778657,12.582379858824822,12.113143307667965,12.310574308393992,11.899850042165484,11.340925583885967,ADM2,102,102,DOM,DOM-ADM2-62336421B21553127,Pepillo Salcedo,ADM2
103,14.09837418060082,14.779008001861156,13.808949757510714,14.894860796868802,13.920444247553018,12.357488946162047,14.667492879514116,12.022684157122361,14.0671902461987,12.419098162479937,13.305708800732639,13.007771698757557,11.458257374090495,12.874670699737713,12.475151607357393,15.291531526560828,13.080771892187794,10.962797607473435,14.216642790012285,15.321573519309435,16.111798339030926,14.81501733732885,15.312427525343399,14.097305855916277,ADM2,103,103,DOM,DOM-ADM2-62336421B29453696,La Vega,ADM2
104,15.405597036705213,15.741028157752753,14.020641966688164,15.467597413835156,15.250799235325804,13.194680139373949,13.661837388961175,12.78757353208243,13.71882360890356,11.669849283145757,13.249202647786095,14.36838424094162,10.37918391384388,13.829612926330642,12.211402972808118,13.682386840227709,13.90109839421184,10.141231622598678,14.491746703281425,14.442152414826495,16.076324311909044,15.312375841758712,13.339628870327777,14.72134993532203,ADM2,104,104,DOM,DOM-ADM2-62336421B90330677,San José De Ocoa,ADM2
105,16.10936627951334,16.59424895886461,15.046029532318009,16.43739004856762,16.08699049688057,13.847957409107456,15.017246105231015,13.566883612750773,14.61728091559674,12.464174046409351,13.946742203231507,15.264139857391463,10.650535097057306,14.541428944930471,13.277489461627145,14.900002979666464,14.841153680674362,10.52424238122352,15.475916850802749,15.599438880295233,17.414177381570635,16.560750305112496,14.988277955659138,15.821997593054677,ADM2,105,105,DOM,DOM-ADM2-62336421B88117428,Rancho Arriba,ADM2
106,14.802837058682474,15.85292314576832,13.543545576573502,15.15772672968413,15.004192607509262,13.694696684155085,14.07875045757493,12.883702683403133,13.962334437317763,11.770190260653097,13.87097508036092,14.55989986231187,10.547365179706551,14.255631296715627,13.25701409011891,16.88661875896466,15.11407948590752,10.429566132948793,15.503238989306281,15.872200849953602,16.368478983596912,15.767038043706298,13.575746084418023,16.155063609374256,ADM2,106,106,DOM,DOM-ADM2-62336421B20072103,Juan De Herrera,ADM2
107,12.190829694887842,12.207942925794969,11.501009151263732,13.013795171327413,12.214281476186688,11.00187165217362,12.458203760056964,10.601461970842974,12.611677113040606,10.75161367066364,12.108835460129166,11.432585709237896,10.53872119161618,11.74388129423554,10.963135830757166,15.030055179078118,11.838779060135224,9.802268753536206,12.683199382295811,13.618493889738643,13.44910895370311,12.893581233218816,12.309156864824246,12.494973920542435,ADM2,107,107,DOM,DOM-ADM2-62336421B90778804,San Ignacio De Sabaneta,ADM2
108,11.361550139411214,11.243800378019795,11.166992308625742,11.84296155140866,11.066483096400077,9.893934549087275,11.836480867173078,9.54278368680979,12.12349963076022,11.224821541655034,11.298796663494809,10.0941425581174,11.504803569131726,10.353747198450243,9.804303146724486,13.137850429944397,10.213381787226494,10.433674977552217,11.782156242579799,12.521376457158684,12.536385089211768,11.296460421973208,12.30809471363251,10.55948647199411,ADM2,108,108,DOM,DOM-ADM2-62336421B53297903,Villa González,ADM2
109,15.589331753167912,15.560029066163137,14.46353639222234,15.42796254679395,14.77984921564013,13.37303167282265,14.272191486420287,12.834475124699996,13.82440657673982,11.875566534583887,13.784469161946404,14.799100382152561,9.991609932868716,14.158217707625163,12.765526475907564,15.121938783555468,14.69527162572141,9.650081040600638,14.930048087090968,15.19315575391269,16.405722433484335,16.2898347879836,13.32190247106681,16.765749001855784,ADM2,109,109,DOM,DOM-ADM2-62336421B72256571,Vallejuelo,ADM2
110,9.656724469622334,9.212889528074951,9.531883858455162,9.985160099034422,9.390787999643758,8.6720554996111,10.633883790770357,8.698924750560234,10.936682153327563,11.19990663025811,10.058688810707153,8.588252485029331,12.49748794350401,9.240152171583047,8.827163680321163,11.339780335094282,8.855428618340929,11.812190545110404,10.295747782921541,11.415209992020985,9.822541956846461,9.275430368871039,10.815929653328823,8.282038475622675,ADM2,110,110,DOM,DOM-ADM2-62336421B29499713,Villa Isabela,ADM2
111,12.617839853822904,13.1542487959083,12.718372297312179,13.409603920034083,12.358551874971319,11.0119508840329,13.936795188364076,10.630771794874494,13.186787549937918,12.09107886858357,12.619604953295433,11.472293029981415,10.805027267478863,11.307137153202785,11.555158325346397,14.095873978793271,11.334190778017721,10.096774710378277,12.87355942434873,14.477800177425117,14.346277179744954,13.129879590582073,14.32979242401431,12.26951374390924,ADM2,111,111,DOM,DOM-ADM2-62336421B39182567,Villa Tapia,ADM2
112,13.353076487386751,13.33028936174662,12.56292757127295,13.53564350003401,12.81290279881733,11.356120821788158,13.130071713706089,10.892640737323443,12.336025008925091,11.859873131008086,12.32111645011091,12.375322342312774,11.954078862449167,11.827746669516198,11.271001870268067,12.04200173806428,11.564233199742995,12.45240264219951,12.457984873053213,13.252242244767922,13.921406996398165,13.35020714434148,12.220008500145005,12.019484743056331,ADM2,112,112,DOM,DOM-ADM2-62336421B99763360,Yaguate,ADM2
113,10.459983344741776,10.26680572117102,10.317359163655969,10.798485710581872,10.153240426132191,9.181565277753093,11.154276990382327,8.903712954136202,11.445513863627008,11.081552578998307,10.625025938222716,9.367681110693368,11.499670749969216,9.7423545783002,9.242681128213876,12.212583188448615,9.311952082978404,10.852585564858739,10.99743332796999,11.956696733096626,11.134850768722755,10.25678357366142,11.589735357235078,9.290134623476277,ADM2,113,113,DOM,DOM-ADM2-62336421B30651151,Altamira,ADM2
114,9.499738544880271,9.571026765684103,10.019168002356505,10.323831206423016,9.197716806506145,8.284648738287203,10.656839341511338,8.341413453184652,10.497747533970836,9.87805735806999,10.048074265079398,8.398979181924357,8.509163188957608,8.921456927977795,8.553465311932754,10.024157408774403,8.079361334601368,9.258480172961175,9.981629620536436,10.782826831649931,10.43520012280238,9.902667315425196,11.03950631822927,9.19820839210999,ADM2,114,114,DOM,DOM-ADM2-62336421B17174616,El Seibo,ADM2
115,13.72488732859419,14.716187930082215,12.890659893424424,14.513419087530078,13.785152755130698,12.88249662067837,13.94192081032293,12.26489199353659,14.125946751847758,11.389652260396133,13.23516006620245,13.145250643232076,11.332341115224542,13.494271067943238,12.378667026338064,15.811646744491924,14.018649060922579,10.825948417873112,14.720336701334482,15.20749998552168,15.778528897278095,14.409339302353054,14.373462376619118,14.094929835924905,ADM2,115,115,DOM,DOM-ADM2-62336421B72513936,Jánico,ADM2
116,11.504090346483636,11.682366403605979,11.709839709512465,12.217583407561447,11.219681970483386,9.873174221531967,12.794306374146021,9.630438613602673,12.26519230346312,12.151330369753772,11.482980747521276,10.478773909906097,10.90558831275871,10.28214783722993,10.251845709297864,12.73826486760447,10.241007105663925,10.173537164903315,11.893332602702754,13.333116223395145,12.734518085358715,11.53967828205129,13.395807559303904,10.677440151129865,ADM2,116,116,DOM,DOM-ADM2-62336421B79811402,Salcedo,ADM2
117,13.640637445043529,13.150958050469669,12.57544932587541,14.07425962869964,13.37104372928939,11.718855403845414,12.661387312160313,11.47372820009053,13.006399413592568,10.275039444792398,12.524189883964324,12.726192294212154,10.021481028762311,12.60845583926386,11.453979720887146,14.623063846679056,12.588310175844782,9.411036587123254,13.25185842919574,13.795280463164794,14.512761798845903,14.280175771580847,11.934040313189094,13.811141634917961,ADM2,117,117,DOM,DOM-ADM2-62336421B57321211,Restauración,ADM2
118,13.24370436279593,13.451213198285595,13.066144886124734,13.776792140163518,12.97300741046071,11.791799745163141,13.433678101090024,11.397088535350164,13.011126482518597,11.543919452200827,13.014845022813468,12.51485556389849,11.790805661091436,12.010519532577073,11.5050113056598,12.51175126482267,11.804842852546404,12.37625435252071,13.136156229538988,13.460019827656446,14.296002388232159,13.647875367791123,12.282140018609232,12.44157345472191,ADM2,118,118,DOM,DOM-ADM2-62336421B48413139,San Gregorio de Nigua,ADM2
119,12.286445590449462,12.755987368957562,12.04910568326853,12.847931272122041,11.927805333684024,10.787976594947153,13.452550859075322,10.35294093041001,12.9131630980075,11.895499097527297,12.208252393117187,11.092944368715395,11.027702035092867,10.912470416402007,11.23064825798599,13.783646371598307,11.154842064513213,10.159779568233914,12.548985833097,14.269946444282727,13.791613073407447,12.57514724231401,14.01213773869839,11.73817137297661,ADM2,119,119,DOM,DOM-ADM2-62336421B62222259,Cayetano Germosén,ADM2
120,16.812117200672887,16.146401877965804,15.465495213395645,16.357299554212894,15.828117072342225,14.409013842626742,15.76638092516688,13.901650549913082,14.93001956289328,14.025406780174706,14.82385565736962,15.718732972113273,10.289046254277604,14.891235742812825,14.016055550079383,15.400991786032671,15.64965875047915,10.014852177203116,16.028393831916247,15.939074577796998,17.42689415976136,17.508473952236905,14.68688004973781,17.498959442179174,ADM2,120,120,DOM,DOM-ADM2-62336421B3137389,Galván,ADM2
121,9.40156130011282,9.400881398674821,9.81012117563604,10.08078814962222,9.12285447642231,8.100637972767418,11.067300920872327,7.900601682264575,10.310737544524718,11.559084002891785,9.749130208956936,8.515478504751565,11.129590486708429,8.686509180752461,8.717346530238583,10.54999371050089,8.222509262690574,10.849835058083787,9.919596300251081,11.481367291175184,10.082635249099775,9.162421102611361,11.63458385235631,8.39758289399776,ADM2,121,121,DOM,DOM-ADM2-62336421B23823201,Gaspar Hernández,ADM2
122,14.712481991894894,15.666035357125788,13.61053926248488,15.253511544309077,14.928057939823741,13.893809442255579,13.200252836741832,13.223347194470401,14.166742884327547,10.81084826382088,13.568790406133044,14.191077431707456,10.077420411963985,13.963099306327715,12.584374974781609,14.667927890185023,14.836258495382536,10.24291370648071,15.115872530050494,14.826112818580569,16.31273187384318,15.038920747423868,13.32646912186251,14.965802938889436,ADM2,122,122,DOM,DOM-ADM2-62336421B16934408,Guayabal,ADM2
123,15.522042955819863,14.987611661776082,14.218208703805228,15.257661605251482,14.7707590373814,13.282660562076595,14.173813516580402,12.645286336288162,13.571450234061604,12.962285089807711,13.755872374299983,14.29896270973353,11.728410789245206,13.776460979994125,12.369778481427625,13.424632885583184,14.023922615071356,12.318875075504218,14.729352516160692,14.46803683520645,16.041489512562038,15.919631651314239,13.084497555817755,14.814747636108029,ADM2,123,123,DOM,DOM-ADM2-62336421B71933720,Jaquimeyes,ADM2
124,11.066537396625003,10.659783612823889,11.133278006097568,11.749023449862806,10.852394062874405,9.82060005994663,11.962808306259769,9.702131932068058,12.255330203292365,11.518104147672407,11.330195433884596,10.045922381526486,12.122509888976975,10.391888763901713,9.905363279473669,13.23987006396043,10.149960250221918,10.99911285610158,11.502821680411536,12.67673078483137,11.903254752896903,11.34271362232206,11.908934700428794,10.361657550723042,ADM2,124,124,DOM,DOM-ADM2-62336421B53848573,Laguna Salada,ADM2
125,13.293039456919043,14.045735277462773,13.170859423861929,14.209481311595868,13.152849094506927,11.65723151713605,14.966223837136392,11.531107657877717,13.71961799949907,13.296883942474059,12.964290716861704,12.48629784441065,10.431603343941855,11.830762439247666,12.104972105812427,14.306177974366502,11.672799009163452,10.088839782259939,13.3617130150693,15.03275734672309,14.86073215067141,13.993598476313517,15.58903214063209,13.002728013447095,ADM2,125,125,DOM,DOM-ADM2-62336421B19557401,La Mata,ADM2
126,14.562561196056455,14.838147056775572,13.353442622392297,14.70948024899625,14.529766396976527,13.396300208858113,13.678482588829878,12.981082931892512,13.863778177269527,11.57147550405204,13.698867949526688,14.286559259713439,10.473285610339842,14.359299653561624,12.94316611838193,16.71688961536018,14.864559776414518,10.459048078436384,15.484127389469371,15.359212390452482,15.803303370201787,15.409956839319381,13.084760571999297,15.862269632511811,ADM2,126,126,DOM,DOM-ADM2-62336421B25639395,Las Matas De Farfán,ADM2
127,7.713231947926081,7.597890018289062,8.429532935720982,8.631548136288815,7.406207511736004,6.923669090767576,9.041146779865965,6.87288649952262,9.127938558794508,9.73278172497542,8.675224605002517,6.757502920933023,9.426082326403057,7.274158500145363,7.445360832182,8.772085869839165,6.640661498603903,9.621840182342504,8.358402794841036,9.464707617761993,8.376973625724771,7.851741233368489,9.182464800981018,7.294237115195185,ADM2,127,127,DOM,DOM-ADM2-62336421B61036746,Las Terrenas,ADM2
128,12.050437731764875,11.649579681570389,11.09057485455881,12.546513861475875,11.847712931218084,10.633315989817577,12.316582583833796,10.4444266416815,12.283618801282712,10.474166800334542,11.858682447188086,11.190327595918026,10.42786862183059,11.337119824187086,10.779258030469686,14.08059948353401,11.222621281767575,9.728114186321525,12.011200939405224,13.211327173417422,12.904721075845904,12.511331806544156,11.942753569009795,12.002129754196242,ADM2,128,128,DOM,DOM-ADM2-62336421B77895209,Loma De Cabrera,ADM2
129,9.036988795017626,9.030519680884113,9.534378774460551,9.7948348085459,8.726459043605342,8.08486689642661,10.872401807281927,7.811671553055695,10.398395891705523,11.413774981242414,9.84944258935239,8.133774031220218,10.150693235612797,8.318377380137601,8.59563102833464,10.246216014900849,7.8501672030719405,9.801503056805386,9.717331430350173,11.17238997563278,9.828783745061399,9.064862786868204,11.466887525294252,8.283906488654935,ADM2,129,129,DOM,DOM-ADM2-62336421B31474430,Nagua,ADM2
