code,park_14,ele14,tss14,inf14,wat14,com14
DOM-AND,Andrés,1890308,3818310.97,174472,131630,965470
DOM-BAN,Baní,2783958.92,4263878.51,238145.6,289496.4,958293.04
DOM-BAR,Barahona,985525.441,8284397.51,60000,67802,355560
DOM-VIS,Bella Vista,374700000,57600351.29,3023000,19924000,4365000
DOM-BON,Bonao,4563323.95,6256241.56,353728,85987.6,1518616.94
DOM-CIP,Caribbean Ind. Park,128755649.2,181936505.1,7146610.52,25030231.76,10001543.65
DOM-CHE,Chemtec,14773378.86,11493555.04,585454.82,205647.2,2435841.72
DOM-CIB,Cibernético,27786000,24121725.52,5631264.31,105000,5382600.94
DOM-CON,Conacado Ind. Park,4556012.57,10325863.9,502808,0,1309617.26
DOM-DOS,Dos Ríos,328948693,100373200.1,4591614.25,3098246.58,2312752.42
DOM-LIM,El Limonal,2811290.02,7872473.7,478989.87,470751.84,1055349.74
DOM-SEI,El Seibo,855805,1836406.72,85058,39802,93528
DOM-ESP,Esperanza,12163312,53087174.97,1421702.34,316144.6,1150624.84
DOM-EXC,Excel Boca Chica,6063319.36,5231061.87,345740.4,39600,1864173.34
DOM-GLO,Global Zona Franca Industrial,230000,152198.92,4300,0,210000
DOM-GUR,Gurabo,35021178.09,110362972.6,5505088.1,1455259.92,5033726.12
DOM-HAI,Hainamosa,1549000,7460893.92,313222,865000,2464800
DOM-HAT,Hato Mayor,2015763.11,0,213042,45932.4,242151.71
DOM-HAN,Hato Nuevo,3825404.56,8605677.56,409209.2,1181744,3068764
DOM-INT,Interexport Free Zone,10511630.69,7601807.78,355468,131632.4,2342975.73
DOM-ARM,La Armería,2379713.44,8024967.52,197783.28,43312.1,1183737.23
DOM-HIS,La Hispaniola,9265149,2944687.58,541522,55000,2716639
DOM-PAL,La Palma,1952417,13729294.05,526375,0,527681.8
DOM-ROM,La Romana I,90106211.87,114852182.7,7308210.71,848204.35,10748793.01
DOM-RII,La Ramona II,58426062.04,67856585.87,3357378.96,1093525,8162700.77
DOM-VEG,La Vega,129657135.5,102344837,11961332.15,1886356.32,4984907.91
DOM-LAS,Las Américas,243770121.4,378837030.9,16453650.06,3707055.18,28663996.9
DOM-ALC,Los Alcarrizos,9756788.47,24852524.06,1022784.27,747952.08,3432905.23
DOM-RIE,Los Rieles,3300000,7048963.64,265524,46700,210600
DOM-ROB,Los Robles,2447215.71,2674956.41,126552,188823.98,529015.54
DOM-MOC,Moca,21318131.04,24517943.22,1260126.8,1221553.99,1182812.63
DOM-MUL,Multimodal Caucedo,528593.12,675339.13,36666,0,251885.28
DOM-MUT,Multiparques,36970014.96,22254967.65,912769.94,106462,3869141.4
DOM-NAV,Navarrete,9489340.72,19473611.16,1031468.04,75088.3,722361.93
DOM-NIG,Nigua,62651614.05,52019137.39,2738809.31,736707.4,6785075.28
DOM-PAM,Palmarejo,7009679.1,47209984.72,1279362.52,0,1619761.62
DOM-KGC,Parque Ind. KG Compañía Comercial,175472.76,5755292.16,264878,71029.07,225504.08
DOM-YAQ,Parque Ind. y de Servicios Y aque,17042645.24,11242981.56,548265.72,3807223.2,1883188.91
DOM-CDF,Parque Industrial CDF,1131384.14,7572279.52,380853.66,549903.74,0
DOM-SLI,Parque Tecnológico de Santiago,6436875.41,6846228.67,192579.24,199839,459926.77
DOM-HER,Parque Z.F . Ind. Tecnológica de Herrera,6210003,0,2002214,0,18041328
DOM-PED,Pedernales,1712396.98,733991.4,0,0,416231.83
DOM-PER,PERLAV,60875455.28,27780688.7,1327143.53,491767.54,3450632.82
DOM-PIS,PISANO,168579823.7,188117598.4,9427893.24,8105770.28,12044104.24
DOM-PUE,Puerto Plata,9095511.43,19743281.3,608851,120081.5,901997.26
DOM-QUI,Quisqueya,6161874.67,11575834.7,171207,5225.4,73797.16
DOM-CRI,San Cristóbal (Itabo),584125924.9,539729090.9,26197638.97,6099045.76,95277131.05
DOM-FRA,San F rancisco de Macorís,1156683.37,2513008.97,98000.2,27803.33,147885.77
DOM-ISI,San Isidro,291017114.6,468762268.2,25885097.88,3881109.81,31533448.28
DOM-MAC,San Pedro de Macorís,221808160.3,243711653.3,11669026.33,2317914.65,19988840.02
DOM-S12,Santiago,293475351.9,375618476.3,21115489.4,26372764.74,37451294.78
DOM-JAN,Santiago-Jánico,32100746.7,12857526.61,658344.27,1144444.56,1913365.94
DOM-TAM,Tamboril,75931434.73,117687230.4,5449801.67,1519316.27,2566912.95
DOM-ALT,Villa Altagracia,1385432.01,7894656.18,186447.93,131185.34,543196.14
DOM-MEL,Villa Mella,11822216.17,5617536.15,232837,162905.42,485255.18
DOM-INF,ZF. Ind. y de Servicios Norte Infiesto,180000,631880.54,18000,0,360000
DOM-EMI,Zona Franca Ind. Emimar,11098754.41,27070578.81,1180647,203568,621684.7
DOM-SAG,Zona Franca Ind. SAG,2404431,8837135.14,406436,178068,681447
DOM-ZFE,Zonas Francas Especiales,521249619.7,933024269.2,44938424.2,33078533.13,196838991.6
