code,park_08,ele08,tss08,inf08,wat08,com08
DOM-BAN,Baní,4476381.38,23111357.53,478238.69,278929,1792031.44
DOM-BAR,Barahona,38500000,6291685.04,720000,264000,1200000
DOM-VIS,Bella Vista,215730058.9,33782555.03,1532104,12451533,3902908.41
DOM-BON,Bonao,2941251.94,7995323.93,203004.2,120057.21,1012608.13
DOM-CIP,Caribbean Ind. Park,90381177.52,191251263.2,5487855.36,11571109.6,15574103.65
DOM-CHE,Chemtec,12808605.5,6623097.87,488682.1,171369,1090189.81
DOM-CIB,Cibernético,19063172.61,4099596.64,1354680.02,79095.8,1515131.49
DOM-COT,Cotuí,1048400,2618099.29,91114.84,0,187501
DOM-DOS,Dos Rios,128144640,46075854.77,2158061.73,600257,2656806
DOM-LIM,El Limonal,0,3069128.87,114186.46,0,321598.37
DOM-SEI,El Seibo,785000,457382.55,50078.64,56493,181800
DOM-ESP,Esperanza,27035862.11,55337825.15,2189339.07,1321031.1,2089375.6
DOM-EXC,Excel Boca Chica,1375450,297987.59,349547.42,48260,2388511
DOM-GUR,Gurabo,13636635.67,40260473.37,1857585.26,325826.52,8840869.52
DOM-HAI,Hainamosa,12673790.84,7359112.89,325985.56,169362.75,2732556.05
DOM-HAT,Hato Mayor,1373647.19,13329847.85,296327.15,26746.2,287485.56
DOM-HAN,Hato Nuevo,2082907.03,1386102.35,39935.82,0,545186.8
DOM-CRI,San Cristóbal (Itabo),287747989.2,311271274.8,14403102.46,3792657.25,42540010.22
DOM-ARM,La Armería,5997554.38,11070036.33,629817.64,75021.9,3251871.07
DOM-HIS,La Hispaniola,11465044.6,3392724.46,43415.6,64912,143092.91
DOM-PAL,La Palma,908717.81,5659452.94,231597.6,28320,494268.01
DOM-ROM,La Romana I,33532284.52,61850187.69,2729242.54,730458.8,3004730.52
DOM-RII,La Romana II,29393353.81,26239897.7,1047717.28,425722,4594818.87
DOM-VEG,La Vega,30021879.85,42926959,1872791.36,770575.63,5135740.31
DOM-LAS,Las Américas,183340508.6,320520331,12706874.59,4833209.31,24558280.98
DOM-ALC,Los Alcarrizos,18897769.79,15433680.55,978345.29,1435004.34,5586756.02
DOM-MIN,Los Mina,238588.13,162015.54,8408.44,11000,114537.48
DOM-MOC,Moca,15461539.82,44020643.25,522702.04,276314,1306154.42
DOM-MUL,Multimodal Caucedo,0,37124013,0,0,0
DOM-MUT,Multiparques,26384380,11120066.12,517915,49392,4302255
DOM-NAV,Navarrete,4011440.3,11475305.68,511487.64,57922.5,332611.03
DOM-NIG,Nigua,26339314.91,22850110.9,1020692.34,453807.6,2302178.81
DOM-PAM,Palmarejo,6063778.16,43862125.68,1410802.21,3200000,1188037.26
DOM-PED,Pedernales,823787.63,4362261.64,121956.5,249547,261733.77
DOM-PIS,PISANO,51271347.69,91154559.18,3391034.91,2956223.34,8157058.74
DOM-PUE,Puerto Plata,7811303.43,18774578.16,818299.71,214065,1183492.16
DOM-QUI,Quisqueya,1908460.68,860925.16,365121.23,654603.78,887393.43
DOM-SAL,Salcedo,302763,3412252.37,614070,125238,318479.64
DOM-FRA,San Fco. de Macorís,682100.99,3319852.88,38193.93,26718,101375.12
DOM-ISI,San Isidro,139838599.5,218994541.8,12002827.39,5353475.48,86535330.7
DOM-MAC,San Pedro de Macorís,121725770,178460231.2,7252105.62,1421141.21,17182123.84
DOM-S12,Santiago,166163383.1,372308187.2,13158164.02,13718573.17,23194480.42
DOM-JAN,Santiago-Jánico,2655783.4,2861072.95,132451.56,251632.16,111470
DOM-SLI,Santiago-Licey,2823416.28,6305425.57,146174.29,143693.7,820269.95
DOM-TAM,Tamboril,10643103.24,32580057.42,901435.3,221300,907525.86
DOM-ALT,Villa Altagracia,318255.38,1941581.34,98723.58,114598,1877264.54
DOM-MEL,Villa Mella,2387409.67,2004245.44,116466.46,53080,588963.92
DOM-ZFE,Zonas Francas Especiales,260776176.3,315099138.2,13035689.76,30935183.93,85282654.91
