code,park_2000,ele00,tss00,inf00,wat00,com00,ele01,tss01,inf01,wat01,com01,ele02,tss02,inf02,wat02,com02,ele03,tss03,inf03,wat03,com03,ele04,tss04,inf04,wat04,com04,ele05,tss05,inf05,wat05,com05,ele06,tss06,inf06,wat06,com06,ele07,tss07,inf07,wat07,com07,ele08,tss08,inf08,wat08,com08,ele09,tss09,inf09,wat09,com09,ele10,tss10,inf10,wat10,com10,ele11,tss11,inf11,wat11,com11,ele12,tss12,inf12,wat12,com12,ele13,tss13,inf13,wat13,com13,ele14,tss14,inf14,wat14,com14,ele15,tss15,inf15,wat15,com15,ele16,tss16,inf16,wat16,com16,ele17,tss17,inf17,wat17,com17,ele18,tss18,inf18,wat18,com18,ele19,tss19,inf19,wat19,com19
DOM-DOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128144640.0,9285912.29,1148196.0,944179.0,3151994.17,128144640.0,46075854.77,2158061.73,600257.0,2656806.0,34057156.07,50358358.07,2730700.0,673403.0,2664237.0,19095998.4,60523386.64,2474246.0,487800.0,3787776.0,242431456.2,67755357.39,2954679.0,505504.23,5023155.79,262569413.9,65687494.28,2931445.0,810266.35,2989781.58,320066304.0,81418614.27,3870226.0,1648006.5,1901730.0,328948693.0,100373200.1,4591614.25,3098246.58,2312752.42,327002713.0,120924376.8,5666808.0,2619207.74,3370867.01,202952.73,124631.26,5076.13,2335.96,2818.88,268916088.3,135716722.4,6385860.0,2353392.59,3634252.26,0.0,0.0,0.0,0.0,0.0,328800987.9,151833888.8,7102931.0,2518346.29,3680059.26
DOM-DPE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,60000.0,84373.75,15147.07,5567.81,24490.25,204167.5,0.0,16610.16,2748.0,0.0,81740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-ELV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,61567.25,6960.0,5000.0,0,0.0,0.0,0.0,0.0,0.0,13346.38,790518.13,42861.98,415.71,4869.86
DOM-EMI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11098754.41,27070578.81,1180647.0,203568.0,621684.7,12249484.23,91818063.81,1444840.2,297605.0,496408.48,8744.58,40556.79,566.01,100.21,495.41,17069171.81,48600725.44,1758435.0,459488.32,1337073.17,0.0,0.0,0.0,0.0,0.0,9453329.27,5045123.4,1647567.73,425004.52,1459378.79
DOM-ESP,Esperanza,10290123.02,8541176.67,1403431.0,235384.0,0.0,23236495.09,14099855.7,1751138.77,259157.0,0.0,11383978.96,9721779.74,1818471.18,600361.59,0.0,21276192.5,15483501.07,2666631.66,1646453.79,2264735.88,40428423.28,11827736.77,3719079.72,1502703.85,2235950.78,28562158.58,10306497.5,3998300.23,1204814.09,3163163.26,905161.66,259060.45,33096.0,43152.0,271998.48,32366169.94,47197889.84,3934617.92,1555832.35,2138450.21,27035862.11,55337825.15,2189339.07,1321031.1,2089375.6,24216673.43,56081496.45,2354881.0,1527619.28,1518836.68,29460537.51,78520783.23,3674774.0,1296558.94,1609078.23,22457580.01,54124216.8,2454459.5,1346949.2,2061739.49,14917069.85,44572745.02,2067027.0,1070635.68,2096991.52,7783729.34,36741950.52,829491.3,259071.2,597288.45,12163312.0,53087174.97,1421702.34,316144.6,1150624.84,28329627.02,68525580.21,2938003.2,1690076.12,4242648.8,28788.4,91748.26,4187.29,2006.3,5126.37,24758012.24,72780431.54,3604882.0,1714384.37,12846726.33,0.0,0.0,0.0,0.0,0.0,39543451.15,110247674.3,7025187.44,2434146.67,15227156.75
DOM-EXC,ExcelBocaChica,294179.0,466635.0,58337.55,4680.0,0.0,362000.0,513000.0,61500.0,19925.0,0.0,386200.0,462894.0,70891.0,10800.0,0.0,879912.0,527425.0,100825.88,11183.0,708896.0,1159680.0,527458.0,160057.47,9504.0,1205420.0,1503711.65,545832.63,120907.0,22500.0,1626148.0,38360768.55,15180225.04,3778927.69,1473944.15,1681533.46,2048091.0,1186469.88,241752.0,68000.0,3239228.8,1375450.0,297987.59,349547.42,48260.0,2388511.0,47790.34,3606656.63,224040.0,51749.0,1804556.55,1584746.77,4189065.88,407875.48,86549.83,1903336.36,3222000.0,418612.08,253000.0,14000.0,900000.0,4000000.0,3583783.68,200357.0,9000.0,750000.0,4250000.0,4260678.89,258873.0,23000.0,960000.0,6063319.36,5231061.87,345740.4,39600.0,1864173.34,7929219.5,6001314.2,490280.0,96000.0,3179094.72,7751.0,6992.72,662.0,432.6,2650.0,10100600.0,8029414.7,629530.8,660000.0,3377855,0.0,0.0,0.0,0.0,0.0,11394000.0,11268582.9,700500.0,840000.0,4937000.0
DOM-FLO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1939364.08,13028659.3,546238.0,245301.63,976892.62
DOM-FRA,SanFco.deMacor’s,1271259.0,1937598.0,133094.38,155744.0,0.0,1262821.0,2471334.0,169572.0,144790.0,0.0,1171659.02,1855853.22,139932.25,183425.0,0.0,3107986.38,2494719.22,134164.82,183970.0,504653.03,4597762.1,1513103.0,872913.0,199660.0,802987.27,3857469.33,1704888.96,341433.69,189315.4,1069807.25,4265731.7,1538836.81,352767.02,406065.77,790240.25,3714134.71,4880664.06,280707.02,131864.66,394075.88,682100.99,3319852.88,38193.93,26718.0,101375.12,724743.81,1211011.08,52802.0,26718.0,100809.59,694055.57,1611791.29,60331.0,26718.0,100414.48,1072866.99,1985346.79,73794.0,26718.0,119289.24,1087059.64,1945604.44,85744.26,29936.0,149412.62,1095019.0,2305575.81,83881.0,26718.0,116761.0,1156683.37,2513008.97,98000.2,27803.33,147885.77,1204258.97,2749604.74,121506.0,96540.0,329018.32,1305.68,2826.4,130.4,96.0,350.56,1378218.82,2889244.47,135889.0,96000.0,288412.31,0.0,0.0,0.0,0.0,0.0,1114031.94,3203150.67,147770.0,99690.0,218756.14
DOM-GLO,Global,0.0,710000.0,0.0,0.0,0.0,0.0,1209000.0,107800.0,0.0,0.0,0.0,888000.0,80500.0,0.0,0.0,0.0,263800.0,80300.0,35000.0,266000.0,0.0,0.0,29100.0,480000.0,372000.0,0.0,56096.0,27100.0,619500.0,540000.0,1688391.0,580432.63,177589.0,16500.0,2655577.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23233.0,0.0,0.0,0.0,5000.0,200000.0,81620.0,4200.0,0.0,200000.0,230000.0,152198.92,4300.0,0.0,210000.0,263440.0,236797.31,10200.0,0.0,256384.0,285.88,390.93,19.59,0.0,270.3,226849.0,329925.59,17997.0,0.0,187316,0.0,0.0,0.0,0.0,0.0,521430.0,517723.21,20801.0,0.0,270377.0
DOM-GUR,Gurabo,6820179.91,2867796.0,751991.0,673920.0,0.0,7685350.16,6301187.0,1165096.0,395066.0,0.0,7760382.02,4566917.01,1112175.0,347268.5,0.0,9305761.59,4541115.0,1255761.0,303199.19,1401856.91,36051786.93,3136495.38,1408057.59,391412.56,5330115.02,25398122.2,8292794.05,2483425.18,1393096.82,7297096.92,13464000.0,180000.0,162000.0,948000.0,800000.0,19780486.01,30275394.53,2750516.63,954563.18,7168606.93,13636635.67,40260473.37,1857585.26,325826.52,8840869.52,11403163.67,37227903.31,1893232.39,674806.25,11686139.94,12891988.97,35128415.46,1562663.58,311000.0,16495693.88,15419362.97,47803457.56,1951756.0,95000.0,41410801.39,18725821.73,57914806.36,2734365.0,64000.0,36422680.56,30809070.45,95478874.39,5600439.0,825478.44,2604272.44,35021178.09,110362972.6,5505088.1,1455259.92,5033726.12,30215613.44,204852510.3,4858621.27,1397507.76,6854202.92,28780.76,59793.58,5562.56,1029.33,6769.59,35402588.7,112316872.6,5320588.52,1530044.05,9034570.68,0.0,0.0,0.0,0.0,0.0,25201002.33,72291784.25,3048693.02,2014551.69,37636946.72
DOM-HAI,Hainamosa,7327312.15,6555330.14,761254.39,1045561.0,0.0,6442176.72,4741768.0,119995.0,216586.0,0.0,3066879.32,4377994.72,593747.0,195260.0,0.0,4021745.75,2457641.0,415963.68,283300.0,2386604.58,6239029.97,1762905.5,942991.0,229300.0,2510288.69,4453966.57,1701630.67,297415.31,638501.88,2521981.89,17583342.54,4013257.62,2039169.34,816580.7,6526264.71,4742077.77,9867398.78,628093.65,313017.28,3298443.24,12673790.84,7359112.89,325985.56,169362.75,2732556.05,5433532.73,9994010.75,894210.0,384904.0,2182791.27,9405248.11,8938240.41,234923.36,393809.82,2326703.73,2141319.84,8464688.63,234768.38,404017.04,2043424.84,1685146.08,5319429.44,246199.98,652060.69,2602977.64,1724470.21,9279582.11,1230642.21,359600.0,2891678.3,1549000.0,7460893.92,313222.0,865000.0,2464800.0,3790425.74,9009647.35,593079.0,960588.95,3046946.65,2256.12,12098.4,649.38,1454.6,3975.91,2200795.91,15922354.9,809210.0,1673646.0,3901142.93,0.0,0.0,0.0,0.0,0.0,2972960.42,24818988.89,1152760.68,991581.08,4341050.6
DOM-HAN,0,0.0,0.0,0.0,0.0,0.0,0.0,26000.0,0.0,0.0,0.0,116161.0,136327.0,38047.0,0.0,0.0,120170.0,1056703.0,271119.0,0.0,501782.0,0.0,990426.23,368472.0,0.0,951456.0,0.0,1603910.0,504545.0,0.0,1320500.0,637287.54,528104.91,117052.9,20824.8,396921.83,155154.69,320032.51,30655.81,23301.6,508099.03,2082907.03,1386102.35,39935.82,0.0,545186.8,939754.48,1518011.28,75963.0,0.0,1009185.24,2424512.99,2271884.71,94978.0,0.0,1441265.05,2862853.03,3391599.58,659869.44,0.0,1176226.24,4245553.6,4528433.46,231136.22,12604.8,1735756.37,696404.56,5672992.11,249128.46,27114.64,1530037.86,3825404.56,8605677.56,409209.2,1181744.0,3068764.0,5428204.55,11447627.44,639205.8,155120.0,5631280.68,4381.42,11054.81,604.91,2.0,2728.03,2259448.05,11128345.14,388404.0,2000.0,4782223.61,0.0,0.0,0.0,0.0,0.0,7144403.37,10968996.67,511450.02,3154.0,2904392.31
DOM-HAT,0,0.0,0.0,0.0,0.0,0.0,191325.4,1464406.36,66213.43,53991.0,0.0,317265.07,393885.86,134091.69,84186.0,0.0,689937.68,680984.38,109119.16,41257.5,185789.93,1033823.0,5143272.0,141385.0,37290.0,168289.0,1156172.85,730462.7,192756.89,372130.0,432544.17,11411760.55,1738237.94,373877.66,382275.84,3439481.18,1550157.69,5178699.49,269957.19,167537.0,951364.95,1373647.19,13329847.85,296327.15,26746.2,287485.56,0.0,5091840.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205000.0,1308828.94,64400.0,30000.0,40500.0,1488861.54,2074890.22,64105.0,44076.0,92270.16,1362799.0,6140043.1,116052.0,45932.4,100173.0,2015763.11,0.0,213042.0,45932.4,242151.71,2316299.2,0.0,213042.0,45932.4,242151.71,1820.91,6035.39,200.24,34.2,392.56,864000.0,8213569.65,396360.0,43200.0,300000,0.0,0.0,0.0,0.0,0.0,1013494.09,1662815.35,76196.0,29585.0,130511.0
DOM-HER,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010114.41,0.0,42635.67,5512.74,292656.78,6210003.0,0.0,2002214.0,0.0,18041328.0,0.0,162235.57,6753.0,0.0,0.0,15759.18,28767.46,1773.95,574.88,23008.99,1047638.38,111368.5,189561.96,2918.72,852093.45,0.0,0.0,0.0,0.0,0.0,6300784.06,112229.47,61889.66,15522.6,442483.83
DOM-HIG,Higuey,2055149.0,4045887.0,390435.92,80780.0,0.0,2553200.0,5138419.0,429090.0,106610.0,0.0,1663000.0,1205000.0,139000.0,58960.0,0.0,2000000.0,1060000.0,165000.0,75000.0,350000.0,3369000.0,959000.0,182000.0,77000.0,406000.0,2301000.0,1014000.0,231000.0,147000.0,728328.0,0.0,1603910.0,504545.0,0.0,1320500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-HIP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,320930.14,14282.0,60000.0,42000.0,2600.0,492.63,21.72,70.0,46.5,2800000.0,317267.23,13723.0,88150.0,48525,0.0,0.0,0.0,0.0,0.0,4788000.0,405937.79,18197.0,123000.0,59800.0
DOM-HIS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8586570.0,358513.0,102900.0,0.0,216787.0,7393166.0,297845.86,68104.0,0.0,324599.0,3254154.21,882409.67,48254.65,0.0,245254.36,11465044.6,3392724.46,43415.6,64912.0,143092.91,11465044.6,2994391.88,43415.6,64912.0,143092.91,1276002.0,2178303.41,0.0,12444.0,144198.16,0.0,0.0,148138.0,0.0,168705.0,12316294.49,0.0,0.0,55000.0,422057.97,12269100.0,0.0,0.0,0.0,225300.0,9265149.0,2944687.58,541522.0,55000.0,2716639.0,22182095.37,0.0,146936.25,50000.0,514220.67,5209.76,0.0,0.0,24.21,217.94,8692908.98,0.0,78179.8,0.0,276625.96,0.0,0.0,0.0,0.0,0.0,13125465.0,2419736.65,110475.0,89254.0,435562.46
DOM-HIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,0.0,83663433.02,0.0,0.0,0.0
DOM-IHA,ParquedeExp.Haina,2011963.41,1058967.0,350169.65,32400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-INE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10010.0,11357.78,138.28,1268.17,1120.0,21772129.86,0.0,1349732.27,1968103.04,325595.68,0.0,0.0,0.0,0.0,0.0,32471000.0,51428854.65,668430.88,1949885.0,2350000.0
DOM-INF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,631880.54,18000.0,0.0,360000.0,231140.68,465430.14,22353.52,22350.0,520311.87,393.93,408.95,19.41,2.24,460.24,321641.42,7250941.0,26849.25,0.0,400167.45,0.0,0.0,0.0,0.0,0.0,1265773.0,751772.59,30648.0,57600.0,0.0
DOM-INT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746966.74,3808915.65,171005.0,134412.0,1076580.0,3535691.11,5137158.94,245035.0,134563.2,600000.0,3400000.0,5703169.51,230000.0,130000.0,600000.0,11200000.0,6629143.57,340000.0,144000.0,2552689.0,10511630.69,7601807.78,355468.0,131632.4,2342975.73,9318612.86,7497175.6,337506.37,14856.23,2184808.93,10632.05,8950.48,394.7,16.39,2082.57,10162791.28,10703792.75,483040.8,192000.0,2454285.52,0.0,0.0,0.0,0.0,0.0,6689939.3,12322872.14,555287.24,202815.0,2562063.53
DOM-ISI,SanIsidro,31646223.4,17460230.61,5325528.84,757785.81,0.0,37173666.23,18061333.76,3489325.33,1092184.99,0.0,39847745.24,20355128.26,3891923.61,1209174.76,0.0,76825402.54,19598138.37,4772733.2,1651186.39,25973656.16,168897478.6,15039551.66,8347091.28,2365592.24,40913432.72,117089825.7,13508504.63,6835304.55,2224881.78,52040178.21,113312390.4,12164657.93,8214332.99,2222645.17,42519465.27,146519634.5,94221029.94,10692956.55,2717371.32,66325717.37,139838599.5,218994541.8,12002827.39,5353475.48,86535330.7,143815211.4,411432905.9,9861386.33,2437470.02,74765997.22,153059641.0,389491791.6,12653971.77,2484410.69,71732684.29,192686630.6,412295561.0,14663263.75,2376390.64,108673423.5,221826562.5,293276150.9,27454926.47,3962188.82,39959027.02,220033255.5,455073620.2,20581817.62,3436959.51,39386233.22,291017114.6,468762268.2,25885097.88,3881109.81,31533448.28,304271060.5,588972991.2,22991903.43,2787900.23,57163142.31,275492.7,475700.78,19965.49,2739.7,43754.95,301999123.9,642618828.7,32354438.13,3980714.37,34938052.24,0.0,0.0,0.0,0.0,0.0,342337969.2,468162626.8,106674780.2,3652351.87,55346662.95
DOM-JAI,Jaib—n,180000.0,0.0,0.0,0.0,0.0,205385.11,95679.48,15980.06,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,47576.0,67833.84,2700.0,256701.6,1254564.0,0.0,0.0,3125.0,345814.0,3600.0,150852.0,48000.0,20892.0,96000.0,0.0,350000.0,23000.0,12000.0,47000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43296.01,96000.0,16000.0,72000.0,0.0,48620.9,108000.0,22000.0,88000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-JAN,Santiago-J‡nico,1920000.0,0.0,0.0,0.0,0.0,6760855.85,756000.0,175778.0,552421.93,0.0,7200000.0,900000.0,1080000.0,580000.0,0.0,18533222.7,3155411.87,487847.8,513944.02,1562350.12,30313416.0,3798224.0,754210.42,956347.0,1659158.07,33049721.8,3615864.3,1177780.2,2322318.6,3194773.2,30372231.57,3488336.13,1166095.12,2393837.98,3439315.11,31935192.65,9462968.92,1135998.67,1471836.0,3663069.4,2655783.4,2861072.95,132451.56,251632.16,111470.0,3490166.16,3116546.99,124002.0,161609.4,237844.93,13945897.54,8668598.43,334097.4,615072.58,697056.73,18071842.11,10224814.6,386102.2,783814.74,801517.7,27578770.12,11403839.62,576502.72,1146753.41,1373811.47,29306465.2,18590770.49,673044.2,1063050.05,1641925.27,32100746.7,12857526.61,658344.27,1144444.56,1913365.94,23618678.0,19370105.96,445562.22,1161581.0,1642602.0,24590.47,14091.49,477.14,1222.73,1773.81,21240677.08,16347064.85,446115.68,1102800.0,1539845.33,0.0,0.0,0.0,0.0,0.0,27648425.71,24189099.24,554325.46,1867890.05,2057191.38
DOM-JOB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,3437592.01,10200.0,6500.0,15300.0,1360.0,1078.43,47.17,50.53,122.23,881498.16,1485900.17,76921.0,53860.56,168619.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-KEP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432000.0,0.0,70380.34,62947.26,580698.4,9013270.42,182710.44,95236.17,22836.6,262071.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-KGC,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175472.76,5755292.16,264878.0,71029.07,225504.08,182851.78,6504848.16,296012.0,73420.06,306934.45,183.44,5001.6,239.11,6.0,283.01,180609.0,6098495.45,281583.0,6000.0,305067,0.0,0.0,0.0,0.0,0.0,194718.75,6067590.89,273914.0,0.0,333300.55
