code,park_2000,ele00,tss00,inf00,wat00,com00,ele01,tss01,inf01,wat01,com01,ele02,tss02,inf02,wat02,com02,ele03,tss03,inf03,wat03,com03,ele04,tss04,inf04,wat04,com04,ele05,tss05,inf05,wat05,com05,ele06,tss06,inf06,wat06,com06,ele07,tss07,inf07,wat07,com07,ele08,tss08,inf08,wat08,com08,ele09,tss09,inf09,wat09,com09,ele10,tss10,inf10,wat10,com10,ele11,tss11,inf11,wat11,com11,ele12,tss12,inf12,wat12,com12,ele13,tss13,inf13,wat13,com13,ele14,tss14,inf14,wat14,com14,ele15,tss15,inf15,wat15,com15,ele16,tss16,inf16,wat16,com16,ele17,tss17,inf17,wat17,com17,ele18,tss18,inf18,wat18,com18,ele19,tss19,inf19,wat19,com19
DOM-LAG,LagunaPrieta,275000.0,10500.0,0.0,15500.0,0.0,312000.0,132300.0,65520.0,18500.0,0.0,444000.0,300000.0,75960.0,24000.0,0.0,600000.0,240000.0,90000.0,30000.0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-LAS,LasAmŽricas,39819296.51,18075614.0,3828482.0,659109.0,0.0,47191306.25,54461047.49,4016915.25,1056567.94,0.0,55145120.07,36699902.02,4140679.86,1136512.06,0.0,89759303.35,19479075.1,4603336.69,2031771.94,13600259.12,139655957.0,32545714.87,6526259.0,3096066.94,18415056.64,161252682.0,32098790.74,8250162.38,4128403.43,22157331.78,182068757.3,19939434.03,9630952.12,4335997.8,24776671.92,226515732.7,82758069.47,11418837.77,5390349.74,26473088.44,183340508.6,320520331.0,12706874.59,4833209.31,24558280.98,184663047.5,183177753.7,10989941.71,3545105.17,20264154.81,148893774.2,212243524.6,10669461.19,3022288.53,16907982.24,187574926.9,220785052.0,12122941.99,3809589.07,23002757.29,217385839.1,229389506.7,13698401.94,3990137.71,20807743.47,25912209.5,255825296.2,16200357.34,3851365.74,26736742.44,243770121.4,378837030.9,16453650.06,3707055.18,28663996.9,280476699.9,463645784.0,18741943.54,4337957.99,36698243.86,247328.3,411903.86,18492.23,3484.4,40217.23,293197520.5,378167242.9,22472486.29,3076007.04,53017998.04,0.0,0.0,0.0,0.0,0.0,408222180.3,598231173.6,30717678.88,4834443.49,47515035.65
DOM-LEO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,2750175.65,83828796.43,183500.01,123142.46,194099.53
DOM-LIM,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342221.0,167796.0,215746.39,31314.0,478261.38,43391834.21,860031.1,863991.31,0.0,1722712.0,0.0,1068882.06,147455.11,0.0,368812.75,0.0,3069128.87,114186.46,0.0,321598.37,0.0,693746.23,107114.0,0.0,333102.0,0.0,4102334.28,160265.75,0.0,418396.0,0.0,0.0,194796.0,0.0,361723.0,0.0,4622677.78,161892.0,0.0,407652.0,180000.0,25942393.21,400657.0,0.0,777916.19,2811290.02,7872473.7,478989.87,470751.84,1055349.74,5150982.66,9784219.92,390261.39,569976.4,1112253.18,8197.46,9995.44,454.13,57.24,1658.17,10653057.07,11187291.43,516519.0,99406.76,1606787.48,0.0,0.0,0.0,0.0,0.0,12501512.2,4433756.89,1430695.21,267756.61,2840547.29
DOM-LUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370734.0,100970.56,30000.0,12780.0,0.0,780000.0,911000.0,55200.0,19000.0,144000.0,0.0,137444.19,363593.65,12420.0,257639.2,2794.1,310610.44,73285.28,13657.8,237424.41,0.0,475823.0,80726.0,18723.0,325826.0,0.0,325000.0,40000.0,9000.0,260000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-MAC,SanPedrodeMacor’s,45780419.63,46509414.03,6340525.83,696067.85,0.0,42492996.64,40567674.67,49587329.02,941548.7,0.0,45096382.52,40249781.28,6110219.77,832889.6,0.0,83155099.4,36102364.97,5751414.08,1274951.86,12960394.39,168840272.3,29957206.33,8752216.53,1792134.44,20734780.03,139794467.6,33295179.64,8063748.73,1766853.12,17971475.14,101201162.9,26184091.22,8371382.54,1951867.2,16694728.7,112400543.1,132387488.3,9183358.85,2290715.0,16454189.5,121725770.0,178460231.2,7252105.62,1421141.21,17182123.84,100969161.5,147644846.7,7202291.63,1938210.99,17544897.54,135001450.1,208176476.8,8392928.24,1615155.36,15180371.45,161665303.2,209165737.6,9061747.91,2729766.76,17741368.17,188382145.5,195300219.7,12063316.06,2244070.84,17642783.18,186522155.5,227796382.3,9519604.56,2410798.68,17372439.8,221808160.3,243711653.3,11669026.33,2317914.65,19988840.02,212345332.3,305064307.3,14631933.08,2166360.47,17902622.64,208110.17,354985.98,14814.92,2873.28,24336.08,185343711.9,371115255.3,16128654.41,3288044.48,28222730.29,0.0,0.0,0.0,0.0,0.0,226470430.3,384515465.6,14982028.93,3379269.45,23488181.68
DOM-MAI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000.0,0.0,0.0,234000.0,0.0,2559.95,270.65,135.29,28.96,143.56,3124677.25,11292765.93,175267.56,40106.33,166846.66,0.0,0.0,0.0,0.0,0.0,3782123.33,13324556.5,158331.58,131052.65,275194.1
DOM-MEL,VillaMella,6796128.3,10408004.0,998486.48,104220.0,0.0,6283739.67,6326465.86,1206755.16,99000.0,0.0,1438059.25,705577.0,168457.27,3000.0,0.0,6639000.0,4000743.0,100202.0,37800.0,1051400.0,9187007.94,2849658.83,1500863.91,135455.0,2418371.44,10838620.64,6864504.05,1901695.06,513814.21,2005573.75,19350428.55,4349134.9,1688765.35,317617.0,1549991.66,3067631.8,323221.17,44156.88,39862.0,381924.69,2387409.67,2004245.44,116466.46,53080.0,588963.92,3674585.1,3853437.91,147650.36,45917.88,452702.7,1816759.48,4128908.48,152802.0,34409.88,360286.31,6687300.5,4196908.64,203936.0,73454.88,553338.39,7456313.48,5084744.68,230830.4,103937.4,785581.14,9826119.02,4918174.04,198541.0,146519.42,644936.12,11822216.17,5617536.15,232837.0,162905.42,485255.18,14030595.4,6969455.02,315159.0,299398.0,1322304.76,11396.63,7713.24,336.76,198.99,739.4,6126095.99,9436315.59,558274.0,144064.17,389166.06,0.0,0.0,0.0,0.0,0.0,7455257.54,15495273.34,510378.62,162441.0,555363.72
DOM-MIN,0,0.0,0.0,0.0,0.0,0.0,341288.87,82438.15,40927.83,0.0,0.0,236818.96,178674.66,51753.94,0.0,0.0,210710.8,175600.0,50752.1,0.0,0.0,300000.0,31134.14,11677.8,0.0,84472.53,801527.86,88527.0,32103.05,0.0,185038.93,841152.93,362245.0,53548.33,9500.0,145566.43,300025.0,40000.0,5000.0,9500.0,90900.0,238588.13,162015.54,8408.44,11000.0,114537.48,281951.76,59964.94,9027.0,10500.0,139610.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-MOC,Moca,9048692.83,10513308.64,1734799.33,4928.0,0.0,11848330.33,13219724.88,1540252.7,28169.0,0.0,16017402.13,15148268.92,1805860.16,28440.0,0.0,20580576.56,10664549.11,1618117.68,384307.0,2577300.69,36782141.58,6253512.68,2040067.26,820971.78,5421317.15,31797019.84,8032525.54,1696092.24,261170.02,2877672.98,28623690.69,8589113.57,2059107.59,676019.1,2853336.62,20431567.78,7078101.48,711877.12,620213.0,1666301.56,15461539.82,44020643.25,522702.04,276314.0,1306154.42,12297963.57,12111774.73,651579.59,344422.0,1028481.88,18430762.5,17702444.62,659226.75,488552.0,1780206.8,34625580.29,26995360.95,979866.0,450474.0,2506450.27,15231252.35,36638223.68,1038076.0,494624.01,1362112.84,13507667.72,28452853.89,483472.85,715872.19,1773034.13,21318131.04,24517943.22,1260126.8,1221553.99,1182812.63,14446956.15,32723267.31,1086792.0,713009.0,1565896.24,30417.06,41595.11,1066.08,1374.31,3464.04,22247976.35,36712253.04,1738116.89,677115.59,2453103.67,0.0,0.0,0.0,0.0,0.0,36922179.33,41741369.79,2724329.38,667084.2,2973944.81
DOM-MOI,0,0.0,0.0,0.0,0.0,0.0,42202.73,0.0,0.0,0.0,0.0,42202.0,0.0,0.0,0.0,0.0,67739.31,51577.75,7045.0,30326.0,131207.0,480000.0,73050.95,34136.0,48000.0,96000.0,737678.01,259829.73,28938.24,99423.05,91853.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-MUL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157042.6,0.0,0.0,0.0,1372698.0,633145.0,0.0,4239266.0,382589.57,32500.0,332000.0,3521.56,3144743.46,0.0,95903.92,430960.0,150000.0,1780837.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37124013.0,0.0,0.0,0.0,0.0,69617781.24,0.0,0.0,0.0,100000.0,46128232.99,0.0,0.0,20048.0,150000.0,51770209.9,0.0,0.0,10000.0,373305.86,53699783.1,25067.0,0.0,37067.0,507341.2,64360982.39,31582.0,0.0,429883.3,528593.12,675339.13,36666.0,0.0,251885.28,296750.33,800017.47,431823.87,0.0,203613.08,278.47,840.08,219.18,0.0,189.24,1061570.8,80506809.6,713893.16,48886.73,770855.11,0.0,0.0,0.0,0.0,0.0,1795884.0,110080445.3,199182.11,82045.1,585339.32
DOM-MUT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000531.0,4455748.0,624874.0,53568.0,4765447.0,26384380.0,11120066.12,517915.0,49392.0,4302255.0,22344173.0,10900504.82,492526.0,41178.0,3499550.0,30290636.0,13373684.87,531557.0,24729.0,2828048.0,33896416.0,14566085.38,858518.0,88046.0,3917520.0,31144585.0,15022465.48,616657.66,127578.0,2743464.87,38673808.27,18903172.76,868077.3,106557.0,4351156.98,36970014.96,22254967.65,912769.94,106462.0,3869141.4,40311999.49,24823021.82,1198694.24,149646.0,4197197.96,32955.06,25669.93,1223.71,160.58,3570.06,32570375.29,27970585.59,1235882.7,65626.86,3874894.37,0.0,0.0,0.0,0.0,0.0,35601187.4,24780046.92,1038566.13,2288391.85,3883082.23
DOM-NAV,Navarrete,2383800.0,2085723.0,0.0,200956.34,0.0,2833561.7,2534621.0,149321.0,216175.25,0.0,2148851.4,2256000.0,200000.0,0.0,0.0,5050331.0,1418276.5,230950.96,96000.0,0.0,5612278.31,3470640.0,586616.15,0.0,1044087.52,10131215.85,5438136.55,314749.31,64961.28,514232.94,8259877.55,3025883.81,345666.04,64941.6,380517.52,4609725.13,7451357.93,288897.66,59141.6,391405.44,4011440.3,11475305.68,511487.64,57922.5,332611.03,4158602.92,10788036.3,476657.0,73084.56,241825.23,6391340.08,12463877.29,554109.0,69292.8,432678.25,7352062.5,12388848.18,583592.0,115765.0,533040.0,4680867.9,13897324.72,621971.0,54135.0,378499.86,8551796.1,15279826.03,711516.0,67866.0,449669.88,9489340.72,19473611.16,1031468.04,75088.3,722361.93,9602851.91,20681558.04,1007316.75,138421.0,727174.3,11226.56,18457.54,1048.31,197.03,1282.08,12922250.61,20206374.9,851598.0,221528.0,942324,0.0,0.0,0.0,0.0,0.0,21642261.71,38394949.85,1586997.33,1036286.66,1976040.76
DOM-NIG,Nigua,4990825.74,3814033.23,445024.76,123438.0,0.0,10773658.69,6300954.18,662848.31,261827.5,0.0,7740662.14,4323176.95,569020.17,150629.5,0.0,14439561.49,3513308.16,568067.27,306456.64,3185107.93,26029161.91,2070366.9,1074832.3,456582.8,20879863.65,28125967.09,2363385.93,832939.12,397423.0,3377764.79,33135588.11,3281255.74,1009856.55,534588.0,2678912.77,32203441.29,14666424.93,1122435.19,790876.5,3114229.16,26339314.91,22850110.9,1020692.34,453807.6,2302178.81,24101599.92,8856559.6,1056873.36,409775.5,2538799.83,31599007.22,9231984.13,1289326.09,412444.5,2133301.91,36928008.32,33181584.99,1281394.0,418829.5,2959946.25,35169553.2,38586738.5,1841956.0,434776.54,2596191.06,36253354.43,50098413.58,2113036.93,410076.0,3015000.0,62651614.05,52019137.39,2738809.31,736707.4,6785075.28,65850037.58,114833927.2,3228956.52,815303.16,6395274.07,40526.58,73092.99,4224.66,1225.92,6585.69,54417538.38,94471383.2,3642451.39,898967.06,5428653.06,0.0,0.0,0.0,0.0,0.0,44579570.91,88343954.28,3358221.4,1541203.0,8580088.73
DOM-NII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,23846149.62,40305105.07,393693.57,298950.21,1626742.5
DOM-NOR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,55.19,3.2,3.6,8.0,72709.67,326034.0,10500.0,36969.0,96140,0.0,0.0,0.0,0.0,0.0,779017.68,1670706.77,429509.97,21780.0,246153.17
DOM-PAB,PalmarAbajo,2445774.0,3424211.0,0.0,138798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116918.29,10628.94,0.0,0.0,0.0,27482.0,10992.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,0.0,1.53,1.42,1.55,11000.0,25440.0,1625.0,1565.0,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-PAL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,1600.0,22000.0,240000.0,72000.0,6492.0,21600.0,242400.0,359376.0,300500.0,128276.0,21600.0,503000.0,552220.44,2501557.57,94067.3,4800.0,485693.58,908717.81,5659452.94,231597.6,28320.0,494268.01,589243.21,5527375.8,155383.0,24307.0,290615.9,991864.3,5820428.58,194840.6,69600.0,351512.34,1456440.38,7705079.3,133503.49,27776.61,714328.25,2131815.88,10268310.72,209661.0,27000.0,794119.43,3216998.6,11977799.96,544762.0,172000.0,1072452.0,1952417.0,13729294.05,526375.0,0.0,527681.8,3694818.92,17480606.95,726104.0,0.0,1351002.92,8262.04,23513.4,793.78,138.0,1173.71,2702600.77,20905400.24,925600.03,138290.0,1.783228.22,0.0,0.0,0.0,0.0,0.0,4023272.7,32579754.4,1383277.83,176170.0,2344027.48
DOM-PAM,Palmarejo,929360.0,2246163.0,0.0,0.0,0.0,848991.0,1996525.0,310970.0,0.0,0.0,1509640.0,2706295.0,415882.0,0.0,0.0,3169920.0,3572168.0,721576.0,0.0,470470.0,3836872.93,2455634.74,864067.44,0.0,1088923.16,4044706.12,3183726.95,987721.83,0.0,1021998.37,5207571.5,2771039.05,1185480.53,0.0,1379221.69,5613195.0,7694138.54,1980443.18,555796.56,1501098.49,6063778.16,43862125.68,1410802.21,3200000.0,1188037.26,5376814.52,33244644.25,1049434.0,0.0,606566.39,4506784.77,31120141.42,1246469.0,0.0,791823.21,7263328.49,31609823.43,1251239.0,0.0,950128.87,6472658.23,19171698.03,822930.0,0.0,1756413.41,8384306.39,40293597.67,128007.91,0.0,1537505.54,7009679.1,47209984.72,1279362.52,0.0,1619761.62,8137380.4,63332729.8,1391097.33,0.0,3897028.54,9130.11,35590.68,1613.08,0.0,2859.54,9472423.1,55481714.57,2076052.0,0.0,3026836.37,0.0,0.0,0.0,0.0,0.0,12701093.85,36191830.81,1883850.45,128266.62,3630547.29
DOM-PED,0,0.0,0.0,0.0,0.0,0.0,24000.0,108.0,0.0,0.0,0.0,24000.0,90000.0,0.0,0.0,0.0,95710.29,72020.0,0.0,0.0,95961.73,250361.0,65767.0,0.0,23192.0,83351.0,284351.0,0.0,0.0,18654.0,95546.0,730876.41,478127.6,94507.0,143000.0,230081.25,823787.63,402857.74,121956.5,249547.0,261733.27,823787.63,4362261.64,121956.5,249547.0,261733.77,922866.82,5668127.36,290000.0,1982.0,241654.36,1115044.36,8569554.05,652869.0,126140.0,225580.13,1659603.39,11247387.82,358782.0,292755.0,211238.74,875241.0,9177708.51,458231.0,176254.0,215354.0,2064024.15,8609534.13,0.0,0.0,285128.35,1712396.98,733991.4,0.0,0.0,416231.83,1641805.95,0.0,0.0,0.0,318687.67,1745.54,4846.1,747.49,0.0,347.41,2040000.0,11438572.01,608354.05,0.0,720000,0.0,0.0,0.0,0.0,0.0,1592410.0,15616661.25,538864.0,0.0,201683.0
DOM-PER,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34242290.28,30350686.21,1199846.66,315186.76,3549852.91,42049577.91,19372485.44,1118268.97,344911.24,4009453.13,50151982.46,25246267.91,1110716.71,399991.67,3453268.71,60875455.28,27780688.7,1327143.53,491767.54,3450632.82,49742887.3,59535026.12,1414134.35,641062.57,3657245.43,25842.41,31160.18,1299.93,2215.29,4705.01,28143848.59,35872718.96,1423837.49,1812773.76,5994857.68,0.0,0.0,0.0,0.0,0.0,52416848.05,43209643.91,2150448.86,2737282.97,10668985.13
DOM-PEV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5266520.0,1090912.0,0.0,24256.0,479159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-PIS,Pisano,9166401.0,9009416.0,1468884.0,706118.36,0.0,3694857.27,2240227.42,808119.03,1636405.67,0.0,13008163.31,8932503.46,2096070.54,1945149.15,0.0,19555619.53,8763119.6,1548329.04,1931589.45,5362284.53,46965030.16,6310733.08,13792609.54,3813733.08,8742694.21,59526504.97,7293358.24,3355373.24,4095008.15,9259106.6,62519598.46,9158289.73,3653875.04,3772148.12,10602596.8,65925107.98,34647947.79,4444121.98,4813419.12,12123035.85,51271347.69,91154559.18,3391034.91,2956223.34,8157058.74,48973308.86,35430864.54,3669995.58,3216327.58,7241746.78,24282079.02,24136987.18,898364.0,46026.0,2580158.85,73547178.7,118930578.6,4604848.18,5198000.97,8331268.42,80591565.56,120855691.7,5391119.18,5444976.04,8497175.56,109294672.6,76820035.25,7027399.55,5585034.96,11003949.63,168579823.7,188117598.4,9427893.24,8105770.28,12044104.24,117681077.5,223219663.6,10004789.61,9331990.98,12919803.72,101622.47,231279.02,10585.88,9089.68,12265.86,124490261.3,255027390.6,11684434.49,10652481.68,12536143.53,0.0,0.0,0.0,0.0,0.0,135084461.4,307832850.3,14778311.13,9544499.15,15433640.77
DOM-PON,Pontezuela,172380.0,650700.0,0.0,30000.0,0.0,209200.0,158505.0,29895.0,65800.0,0.0,30765.0,531100.0,62130.0,0.0,0.0,264442.0,492760.0,104822.0,0.0,23765.0,0.0,162240.0,74648.96,0.0,0.0,347453.02,348899.71,98313.14,0.0,0.0,420337.81,299218.81,124715.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85212.16,4200.0,0.0,0.0,0.0,88050.52,4800.0,0.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM-PUE,PuertoPlata,5311906.08,19892838.13,786084.04,145265.0,0.0,6382882.63,6419805.95,631521.55,129193.0,0.0,4801949.0,8956667.0,667121.58,1234113.0,0.0,9841753.51,6659583.19,735598.13,648764.22,2546894.34,14868005.65,3581763.78,791875.3,756115.0,3495653.66,11835927.0,3011085.08,803361.37,805447.47,2751093.2,10330810.56,3522521.2,865168.59,453290.4,2193230.15,11371193.78,20366645.86,913969.94,401389.02,1756401.01,7811303.43,18774578.16,818299.71,214065.0,1183492.16,10479512.62,15721814.43,447281.7,180449.0,2900046.61,52109546.38,45396213.8,4182443.12,6263721.21,7905337.29,6687413.52,7312274.6,167248.8,118063.12,770961.32,8351288.95,10192293.64,315526.0,82041.0,1926275.46,9195261.13,19794155.08,394529.82,118915.0,1004942.44,9095511.43,19743281.3,608851.0,120081.5,901997.26,13816381.09,27061971.07,1150966.61,231799.5,2037517.29,12543.54,25730.32,1098.78,450.31,2170.7,12828743.3,27747091.45,1154058.59,615689.0,1953110.53,0.0,0.0,0.0,0.0,0.0,13594840.42,31111542.29,1445052.67,673916.39,3057619.08
DOM-QUI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,5600.0,0.0,0.0,416155.6,0.0,65459.0,0.0,436130.57,1119632.6,92963.06,186975.75,0.0,1827111.81,0.0,0.0,0.0,0.0,0.0,684095.53,26101.44,42103.61,0.0,574974.05,805363.73,852461.2,18491.48,0.0,607350.4,1908460.68,860925.16,365121.23,654603.78,887393.43,0.0,504280.65,0.0,0.0,0.0,6712632.68,10976889.68,629685.06,114368.0,3023953.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76317.7,0.0,64800.0,0.0,6161874.67,11575834.7,171207.0,5225.4,73797.16,6965468.02,6518333.07,108734.0,20901.6,0.0,5499.88,0.0,0.0,0.0,421.27,3777713.94,108864.0,0.0,25000.0,429823.91,0.0,0.0,0.0,0.0,0.0,6358616.5,0.0,957351.0,267622.0,619876.6
