id,shapeName,egdp2000,egdp2001,egdp2002,egdp2003,egdp2004,egdp2005,egdp2006,egdp2007,egdp2008,egdp2009,egdp2010,egdp2011,egdp2012,egdp2013,egdp2014,egdp2015,egdp2016
0,Santiago,8637.695299293888,8760.549064200708,9248.9288310945,9271.171953552812,9351.962297855292,9926.50174925444,10629.30543118593,11228.841621238756,11477.317545925574,11579.788051170312,12239.48171894929,12561.333732316718,12857.489104673365,13316.444119062098,13955.302195963846,14606.258881248326,15251.931133517572
1,Duarte,1710.8823197196514,1741.5409018312018,1835.972208118556,1875.5731353846263,1892.764079782074,2009.2452394248808,2161.1977055685197,2287.7431769746186,2359.497286009205,2387.7492535814936,2548.6093893732514,2614.352490240336,2670.9578039352814,2757.5170929184137,2888.792640008646,3032.741399664854,3170.8418849808313
2,Elías Piña,302.21195294456743,306.9185758689747,317.94358298051003,318.052050700959,320.2299646503201,338.988028867338,361.9353339749808,381.6317429675776,394.820185986687,397.6924449326945,418.0102377293742,428.76354297563154,437.7130219392333,476.1576693298771,499.85723143973775,524.0321484690788,546.5585414583194
3,Hato Mayor,776.4019052494974,796.7527713012462,873.5559048319558,902.2817470265952,915.1709757590992,971.8238109301116,1041.868192984076,1117.1682566407262,1143.899878230457,1153.0840783864255,1224.0518401106192,1257.3154694823074,1297.96219174488,1339.976736179988,1415.6461636274462,1481.9221904914757,1547.4238401581256
4,La Vega,3238.6776439350892,3305.732057321335,3503.1039991557886,3539.869717542185,3571.9666239587987,3794.962888823273,4078.4794628297577,4310.858581493125,4406.752724422016,4434.614496397094,4685.096972616748,4821.8044056196995,4931.263092671072,5093.158311816465,5318.677623782203,5573.774969514387,5828.721436109789
5,Sánchez Ramírez,858.4400938058304,869.121042419473,905.2322655008116,938.2142910864128,946.8406989470124,1005.0019304756,1076.1223322691435,1136.982523979247,1162.2287292905007,1196.937843444301,1459.5902203983835,1598.5721090838028,1725.1493472433558,1808.1044548453067,1896.386016082443,1988.8108231106512,2079.8320068689536
6,Samaná,300.3771587762764,306.67101512142244,334.04852560279414,344.7185603039521,348.0436667241886,369.9609402739534,398.2641416041876,422.7152872747651,436.31740839013867,439.5807195434967,469.02151474385863,488.5272603667833,502.5706415559146,518.9419488909199,544.520921425375,569.8018219246585,596.793645715947
7,Valverde,949.334509635118,961.030032254025,1005.0378579111664,1040.7165596653729,1050.5005641327182,1115.0292714046498,1195.6689167304653,1263.6746256330134,1301.5327752355547,1328.569750292483,1412.2146523130298,1460.8505853629574,1509.1944046538852,1560.666446448833,1647.6363789222405,1731.7702480548144,1812.4774718987592
8,Barahona,1039.9469721663238,1054.6746488532017,1131.221103287795,1149.6959063618797,1159.6989660980653,1230.935363481676,1318.044276306267,1392.209250854101,1423.5654343469473,1433.2774727504045,1517.1960172223114,1550.9477181397226,1585.0311321028305,1659.7575456995587,1736.6699157510322,1819.6515817267057,1900.008917311009
9,La Romana,2333.089158196718,2396.553424983983,2514.738494736717,2533.093496063351,2566.8223757766623,2726.0968229692944,2923.8488107543367,3120.591996565578,3204.47442877725,3243.7594273987347,3474.4148598425536,3605.36615419943,3772.928599435442,3914.299496559302,4101.607737436132,4292.724380777045,4482.294665199754
10,Monseñor Nouel,1426.5898082826077,1446.736991221414,1515.956463791751,1537.5175018992502,1553.617438249145,1649.0509191071865,1767.548126007354,1867.276168093378,1907.7650704133157,1922.4245849266936,2028.788155133176,2091.686759463946,2141.7327348195463,2210.976969850181,2308.2068021382775,2415.403630991426,2522.0698665197015
11,Monte Cristi,594.6077618465997,601.8141805305493,637.7714480245522,657.2817628084445,663.5126929996936,704.1868716806173,753.9247352614999,796.2516793206335,814.0027498031949,819.1458666386848,864.328157792547,901.3303254067898,934.4659558557412,981.6393351707392,1033.5605653980783,1086.4011710587672,1147.58458109498
12,Pedernales,368.9152083625981,374.3301868176635,389.3877391479179,394.69209544512574,397.5232730320856,420.8431170223975,449.37060598807,474.312361390129,484.5174299563848,490.6593252949855,515.5091338478467,529.5274503940461,539.6966479745566,570.596007798583,596.2869288903827,624.0957448734957,650.7640142487545
13,Peravia,1254.4860594838567,1269.7621452911812,1329.219874404663,1342.977040190293,1354.6764893217703,1437.8897000244729,1539.6440210856351,1629.7647888810902,1666.573173994936,1677.104653114811,1770.968573416682,1810.1408724887117,1857.5327470197983,1918.3341436862356,2013.017024577424,2124.232391696876,2221.592738412759
14,Puerto Plata,1762.194704545421,1783.861554193643,1996.2086369806352,2041.64001835006,2059.4035458476233,2185.905761475686,2342.4313927251337,2474.7431572295873,2527.4309981734723,2543.289332568879,2688.448477667979,2745.2608496820217,2795.068220371944,2885.4345883686747,3004.786916172445,3148.077079074814,3297.1433825761674
15,San José de Ocoa,299.6589227187867,304.7086125621608,324.49642044860957,334.3355432110674,337.2949861432992,358.0138793892136,383.34924488844825,405.90264361740327,418.7741279050415,422.4036400004346,446.91514263749104,467.2580831381621,479.8062938378139,495.3207357781775,519.2559080691898,544.6580972438935,568.9221933122941
16,San Juan,1566.3057791941303,1590.5926481215963,1658.4138136937927,1676.6912501270867,1691.593924307706,1795.6695016780902,1923.4804988724932,2033.653476913478,2079.091518603587,2110.712474366029,2315.9928134371835,2496.85288724315,2559.7431832944094,2655.4195619286256,2784.404663382675,2921.064089344883,3062.287146853933
17,Santiago Rodríguez,328.3294886786564,332.642904268176,352.79428919799193,363.2322133434169,366.4666013383398,389.4533335033583,417.5186345009827,445.56110379193353,457.0701115270457,468.5318340849644,495.4041582831565,518.6946828035162,531.9149931326218,549.7919268282021,575.9809417815773,603.218204313049,630.0768560665493
18,Distrito Nacional,3266.9194884356334,3306.6932932835,3433.619369491875,3427.8494935428394,3459.7002559138277,3672.617669199028,3932.5172867419665,4153.525671311921,4241.929227911257,4275.957806366566,4512.442580787807,4606.208734699324,4689.228852081298,4840.839882525275,4965.025892414766,5194.563808560839,5424.6412349177335
