id,shapeName,egdp2000,egdp2001,egdp2002,egdp2003,egdp2004,egdp2005,egdp2006,egdp2007,egdp2008,egdp2009,egdp2010,egdp2011,egdp2012,egdp2013,egdp2014,egdp2015,egdp2016
19,El Seibo,565.6418480742211,640.6086626405809,690.4130659529975,698.0874124334144,705.9372202224006,749.4365195471867,802.6805800578759,854.3601233859855,872.8572069873995,878.4346317525592,929.004939572484,950.7672051388848,987.4968188965432,1019.5313785640632,1067.7929227474856,1123.89415280854,1173.526264156664
20,Espaillat,1262.7408950777617,1285.741513176759,1394.182644900446,1404.588987607232,1416.8153693325385,1503.8455551548334,1610.267338654984,1700.7647649297526,1739.7827134197246,1750.698958946677,1850.326414440953,1897.2974665647043,1942.9152377502592,2005.8668542634032,2099.7792889537764,2201.3325044185503,2300.0092612621834
21,Hermanas Mirabal,382.5896877120522,390.82616343533306,417.2567176686782,424.8197022595827,429.599673394479,455.9885313980136,488.34597395120875,516.3732240466512,527.3636982346285,530.6726323310066,560.0640582082322,575.1776282973151,593.4448668342013,630.1779784391913,664.2110493652962,708.3932261116366,740.5325339617683
22,Independencia,439.9820673492026,446.5233904840898,467.7385275490144,489.17926943015834,493.0271547904785,522.3897054378891,558.304433353859,589.0671945706887,602.0828883382618,607.3480480727023,642.9762878436082,657.0514080118314,672.0030605352391,693.7627931423048,745.5978070331553,785.794880027163,824.3105043812126
23,Baoruco,576.7975627210794,585.7448367485231,618.2625311331423,641.0949531254815,646.7863248514777,686.8676956960967,735.5135921723702,777.8732557961167,812.5731092997623,818.6914569595866,865.8017073408063,884.7820834354446,902.2102114478744,932.662644256564,985.358941124701,1041.596831780672,1112.3313532713578
24,Azua,1108.3714733869713,1135.1582661752311,1193.485066609902,1246.5606609324898,1257.574786935045,1334.8233630740474,1429.2840602441738,1509.635031325794,1543.0011091127112,1553.0547573620786,1641.896782370174,1687.6277048894,1722.9516873034186,1779.1924356928644,1875.2088755739671,1966.6430482568117,2056.7998744066435
25,Dajabón,336.38196040047137,339.23318740620306,350.10125016172753,359.11006302377746,360.45538850058495,379.43867154448617,403.3110857585483,423.8982651615845,432.6956029540182,441.81965385061807,459.6956814992662,497.7875418788078,514.3367834611269,533.0145821727955,563.9065816128957,590.5935426556597,615.9192130939637
26,La Altagracia,3897.124231391619,3982.596604789823,4217.982124729659,4295.894707348241,4402.877791246012,4756.752453790576,5285.287102867225,5697.5448324031695,5951.550822950052,6053.95425165804,6470.726670867672,6694.730696120799,6907.267812691366,7130.78456260036,7474.94722927949,7831.412227727502,8184.266706356466
27,María Trinidad Sánchez,578.5776383841155,594.7177253492324,652.4707370070263,666.2707520394929,672.0677163761617,713.3505709912262,763.8488910479874,806.8506839673308,824.0387341940518,829.2091533364033,875.8306115619691,894.1817198507922,912.4497807031752,941.949534590221,987.5959938546022,1035.5120396340596,1081.9252230514496
28,Santo Domingo,13675.501040378154,13979.421087139075,14587.297627983718,14619.04561577299,14819.318580706566,15741.55229100603,16894.14029304678,17887.04547925405,18289.183619535197,18449.425002411535,19656.339110051653,20332.141673565024,20938.64921406847,21626.0563891357,22969.520325906153,24029.63909296417,25093.917397850277
29,Monte Plata,864.112444178059,879.1009612446029,956.2282661543468,985.8576520745952,995.3680155730422,1056.676417817584,1131.4536461870462,1195.0416249295076,1220.5540249206858,1228.59820492367,1298.4797488781164,1336.276683923135,1368.7450866597535,1414.0297424843495,1485.4599941834508,1554.968983114292,1625.6010852714962
30,San Cristóbal,3584.2978726736037,3631.7420504314937,3779.537122684731,3815.497631203604,3849.002616534017,4100.448217122606,4396.078109685901,4646.830892094529,4749.068818302132,4786.334496243066,5102.798914145577,5212.421758707833,5334.075643057391,5507.133167692201,5743.202768851055,6015.075975507235,6286.883958232109
31,San Pedro de Macorís,2610.5842419663486,2671.940272422573,2870.0632644098177,2945.332923921182,2972.9322421753523,3158.346352595033,3386.4058907698777,3589.488899629315,3672.993169958802,3699.0576317485047,3913.656079956247,4006.646164349831,4151.468739995185,4310.943731613253,4514.5921705688925,4730.989289973647,4947.105842825478
