shapeName,id,year,total_sol
Santiago,0,1992,5290.034919519864
Duarte,1,1992,998.3424950779654
Elías Piña,2,1992,221.70588666340885
Hato Mayor,3,1992,436.8685584975224
La Vega,4,1992,1792.7366193143175
Sánchez Ramírez,5,1992,549.0988532291909
Samaná,6,1992,185.43613026048624
Valverde,7,1992,515.1875076429517
Barahona,8,1992,621.0751836001289
La Romana,9,1992,1422.6230997052846
Monseñor Nouel,10,1992,915.2849137535285
Monte Cristi,11,1992,387.1027581423522
Pedernales,12,1992,268.2795211985999
Peravia,13,1992,777.324872843337
Puerto Plata,14,1992,987.8429669973023
San José de Ocoa,15,1992,200.31002265583066
San Juan,16,1992,1000.2384403625249
Santiago Rodríguez,17,1992,222.18291015487685
Distrito Nacional,18,1992,2336.2537040486054
El Seibo,19,1992,373.8545679604599
Espaillat,20,1992,772.9763336649422
Hermanas Mirabal,21,1992,242.4874812863036
Independencia,22,1992,311.5865375656415
Baoruco,23,1992,352.2145235384504
Azua,24,1992,732.9397434217964
Dajabón,25,1992,227.89133234669762
La Altagracia,26,1992,2065.9010159957643
María Trinidad Sánchez,27,1992,344.47639897252395
Santo Domingo,28,1992,8739.075335872207
Monte Plata,29,1992,572.5279141395993
San Cristóbal,30,1992,2307.969190372877
San Pedro de Macorís,31,1992,1587.6545629149557
Santiago,0,1993,5975.832885006829
Duarte,1,1993,1138.7290401729008
Elías Piña,2,1993,231.30596240951724
Hato Mayor,3,1993,476.93399765327854
La Vega,4,1993,2017.5008502036626
Sánchez Ramírez,5,1993,589.1082798833498
Samaná,6,1993,199.52896284601272
Valverde,7,1993,595.1293588003399
Barahona,8,1993,660.7913966477795
La Romana,9,1993,1546.0290272182688
Monseñor Nouel,10,1993,933.2180083236279
Monte Cristi,11,1993,412.2782869316345
Pedernales,12,1993,282.0510960645535
Peravia,13,1993,840.9983078871871
Puerto Plata,14,1993,1122.4720768071272
San José de Ocoa,15,1993,211.55671438872815
San Juan,16,1993,1091.93863452413
Santiago Rodríguez,17,1993,232.97686519538067
Distrito Nacional,18,1993,2454.395677940518
El Seibo,19,1993,397.8932898288263
Espaillat,20,1993,880.3741522321516
Hermanas Mirabal,21,1993,273.0759355805667
Independencia,22,1993,326.76525588558604
Baoruco,23,1993,378.28165308131895
Azua,24,1993,799.6819246953908
Dajabón,25,1993,238.10250139896775
La Altagracia,26,1993,2240.5178557206314
María Trinidad Sánchez,27,1993,374.9143906654389
Santo Domingo,28,1993,9293.956118772749
Monte Plata,29,1993,605.7536616338236
San Cristóbal,30,1993,2408.2637964638134
San Pedro de Macorís,31,1993,1761.2790287032715
Santiago,0,1994,6228.493029886559
Duarte,1,1994,1196.6492461154567
Elías Piña,2,1994,234.005683911139
Hato Mayor,3,1994,490.1747422253094
La Vega,4,1994,2114.9016112021372
Sánchez Ramírez,5,1994,608.1459567957936
Samaná,6,1994,203.53244795962874
Valverde,7,1994,655.6219749551045
Barahona,8,1994,698.8704406415424
La Romana,9,1994,1599.821392018713
