shapeName,id,year,total_sol
Santiago,0,2000,4914.787616048607
Duarte,1,2000,748.8097733703314
Elías Piña,2,2000,6.1979265213012695
Hato Mayor,3,2000,93.87557759144727
La Vega,4,2000,943.3640794085522
Sánchez Ramírez,5,2000,182.8836908340454
Samaná,6,2000,41.148046814694126
Valverde,7,2000,169.37127227596207
Barahona,8,2000,437.846138808774
La Romana,9,2000,1083.3814473348505
Monseñor Nouel,10,2000,537.4915245771408
Monte Cristi,11,2000,114.09067869186401
Pedernales,12,2000,20.45323600769043
Peravia,13,2000,611.129144987873
Puerto Plata,14,2000,1184.3922418954326
San José de Ocoa,15,2000,16.55657207965851
San Juan,16,2000,325.04106545448303
Santiago Rodríguez,17,2000,32.55313491821289
Distrito Nacional,18,2000,9472.827480313357
El Seibo,19,2000,52.04133713245392
Espaillat,20,2000,345.5830852424397
Hermanas Mirabal,21,2000,45.803698897361755
Independencia,22,2000,33.18100559711456
Baoruco,23,2000,85.16417703581791
Azua,24,2000,248.60262224954718
Dajabón,25,2000,38.25915500556721
La Altagracia,26,2000,1300.2748782985352
María Trinidad Sánchez,27,2000,142.62997160051384
Santo Domingo,28,2000,14124.393411501716
Monte Plata,29,2000,144.92231810092926
San Cristóbal,30,2000,2722.3909613076376
San Pedro de Macorís,31,2000,1518.3222364921198
Santiago,0,2001,7871.731601611305
Duarte,1,2001,1210.7342359856063
Elías Piña,2,2001,24.653234481811523
Hato Mayor,3,2001,144.32342516347472
La Vega,4,2001,1234.194424178086
Sánchez Ramírez,5,2001,185.10973346233368
Samaná,6,2001,49.67033499549417
Valverde,7,2001,149.10436206985923
Barahona,8,2001,692.4124734541949
La Romana,9,2001,1303.3657368977863
Monseñor Nouel,10,2001,458.1981782913208
Monte Cristi,11,2001,129.99838757514954
Pedernales,12,2001,45.551149318264976
Peravia,13,2001,537.1828030576893
Puerto Plata,14,2001,1538.6327482050542
San José de Ocoa,15,2001,40.42842721939087
San Juan,16,2001,306.11213409900665
Santiago Rodríguez,17,2001,29.841863751411438
Distrito Nacional,18,2001,9669.01991182589
El Seibo,19,2001,176.38815867900848
Espaillat,20,2001,338.6187406698863
Hermanas Mirabal,21,2001,54.49060094356537
Independencia,22,2001,74.78657510841595
Baoruco,23,2001,120.39513024348838
Azua,24,2001,382.899060921108
Dajabón,25,2001,43.05105042410832
La Altagracia,26,2001,1401.6734997253793
María Trinidad Sánchez,27,2001,199.1946641188042
Santo Domingo,28,2001,13329.445364947882
Monte Plata,29,2001,131.24588561058044
San Cristóbal,30,2001,2410.3329263257046
San Pedro de Macorís,31,2001,1574.7223222657744
Santiago,0,2002,9371.019805821717
Duarte,1,2002,1552.0070817003063
Elías Piña,2,2002,1.1119062900543213
Hato Mayor,3,2002,316.4651681455911
La Vega,4,2002,1915.8509066866893
Sánchez Ramírez,5,2002,143.23218297958374
Samaná,6,2002,75.02400244404288
Valverde,7,2002,219.04389849877825
Barahona,8,2002,878.4145104426963
La Romana,9,2002,1716.9494939813424
Monseñor Nouel,10,2002,662.67427277565
Monte Cristi,11,2002,171.9187432527542
Pedernales,12,2002,51.945917884976254
Peravia,13,2002,761.423369643735
Puerto Plata,14,2002,1861.5122595520581
San José de Ocoa,15,2002,116.06245183944702
San Juan,16,2002,464.73097574710846
Santiago Rodríguez,17,2002,67.4668037891388
Distrito Nacional,18,2002,9467.757783083352
El Seibo,19,2002,268.1852719783783
Espaillat,20,2002,739.8513557985716
Hermanas Mirabal,21,2002,118.59017276763916
Independencia,22,2002,130.34711968898773
Baoruco,23,2002,229.85097307691387
Azua,24,2002,759.6718208373761
Dajabón,25,2002,69.27332855907142
La Altagracia,26,2002,2072.2095998385375
María Trinidad Sánchez,27,2002,378.8667016062082
Santo Domingo,28,2002,12535.517585942795
Monte Plata,29,2002,331.31387507915497
San Cristóbal,30,2002,2312.2277832082673
San Pedro de Macorís,31,2002,1486.2428879059994
Santiago,0,2003,7292.187471735711
