asdf_id,cru_ts_407_pre_yearly_mean.2000.mean,cru_ts_407_pre_yearly_mean.2001.mean,cru_ts_407_pre_yearly_mean.2002.mean,cru_ts_407_pre_yearly_mean.2003.mean,cru_ts_407_pre_yearly_mean.2004.mean,cru_ts_407_pre_yearly_mean.2005.mean,cru_ts_407_pre_yearly_mean.2006.mean,cru_ts_407_pre_yearly_mean.2007.mean,cru_ts_407_pre_yearly_mean.2008.mean,cru_ts_407_pre_yearly_mean.2009.mean,cru_ts_407_pre_yearly_mean.2010.mean,cru_ts_407_pre_yearly_mean.2011.mean,cru_ts_407_pre_yearly_mean.2012.mean,cru_ts_407_pre_yearly_mean.2013.mean,cru_ts_407_pre_yearly_mean.2014.mean,cru_ts_407_pre_yearly_mean.2015.mean,cru_ts_407_pre_yearly_mean.2016.mean,cru_ts_407_pre_yearly_mean.2017.mean,cru_ts_407_pre_yearly_mean.2018.mean,cru_ts_407_pre_yearly_mean.2019.mean,cru_ts_407_pre_yearly_mean.2020.mean,cru_ts_407_pre_yearly_mean.2021.mean,cru_ts_407_pre_yearly_mean.2022.mean
149,100.3583335,104.0833335,101.1833354,105.9250011,100.1333354,110.9833363,103.2583357,112.2666712,103.5333354,102.0083359,95.61666886,102.141669,124.7833351,85.70000215,94.8666683,101.4416691,123.6083353,105.8083351,85.84166861,85.50833527,89.6916674,101.0333346,104.9333344
150,133.6352061,132.8314334,129.9186062,154.9471779,142.5776207,145.9975076,143.6258879,138.4150224,139.4398349,146.4407718,144.6513097,147.1322964,150.7051597,142.6404941,118.7427838,131.526489,170.2642405,143.7581559,119.623201,109.7301487,123.5200073,132.9020048,149.7025016
151,108.5071536,108.4427654,107.4117614,113.3449115,106.9645124,114.740016,110.0194259,115.3738742,110.1168707,109.1759318,100.0274969,106.5805314,132.7639446,93.64323141,95.93199475,108.455073,130.1591624,110.3686835,89.90673226,86.24191555,92.94372014,106.6917167,114.8950793
152,137.8399708,137.9458453,122.8311214,159.5123625,115.9388481,132.3265767,126.9665296,139.3489497,124.6816761,127.3364681,121.5108629,122.6392619,139.0103709,95.5366436,109.0484848,126.7205352,158.5950477,129.1599477,110.980645,109.0556058,115.0933085,118.1882067,137.9514729
153,128.666667,129.8750019,118.7083349,143.2666686,114.1166676,127.9583365,121.49167,133.2833366,120.9166692,121.2833347,115.0666695,118.391669,137.6333348,94.98333351,105.3750025,121.1416693,152.7000033,124.8166691,106.5500015,104.6000026,108.0750033,115.9500039,130.825002
154,112.9777316,121.1171402,112.7812747,119.3733224,110.0054737,129.8597736,114.1848332,133.314034,115.4273926,112.1242287,111.0023549,118.2649999,139.1109454,89.22208184,112.2838969,112.5268646,139.7395521,121.7659231,97.45613512,101.4704602,103.3867395,113.6202679,115.078209
155,95.05833484,94.40000066,92.86309707,98.42619097,91.11428691,100.1535733,94.92976471,100.7309539,94.92381072,93.82738239,87.90595395,93.39762075,114.3559545,78.34285858,84.7666681,93.878573,111.7440486,95.85833444,77.48452558,75.26309725,81.11071637,91.73809601,99.12857251
156,97.6310606,96.63531192,94.33305075,116.0237373,112.5562777,115.3160261,111.2560874,103.5201784,106.1959356,114.7744868,120.4204011,119.9081061,109.850376,116.1168887,94.65166869,95.52516979,130.7392196,112.2401605,91.67777079,84.12632764,97.17814024,98.64672536,111.6850067
157,94.87500254,93.641668,89.99166854,112.7750018,108.8333354,112.0916683,107.5083348,99.36666775,102.6000017,111.3666684,118.3666668,116.8333346,105.1000032,112.0833359,92.32500116,91.65833441,126.158336,109.1916695,89.03333441,81.45833556,94.83333429,94.31666883,108.1416699
158,94.65833517,93.22083497,92.48333482,110.0500022,107.725002,109.8541683,105.8083345,99.53333426,101.9166682,109.100002,112.0250004,112.3000024,107.9541689,110.1666692,90.89166832,93.19166811,125.3375029,106.8416689,87.2250011,80.83333524,92.79166754,95.17916791,107.9916693
159,149.5166698,147.2166691,142.8166693,167.6416664,148.6250041,151.8666681,151.0083357,149.3250036,149.6333377,152.1250019,142.0833356,147.5000029,169.3750016,143.9916696,122.5666685,146.1583331,178.1833366,150.1000013,125.8333346,113.3666684,128.3833342,144.7666686,161.7250013
160,140.192023,139.0250317,126.44813,159.1679424,120.4233673,133.7236969,129.2081377,138.5593734,128.0308924,129.2538427,122.2703367,125.1290157,143.5132749,102.3678194,108.8398506,129.8830322,161.3375052,131.4968576,113.244514,108.6064652,115.4119311,121.9956381,141.7594103
161,102.1911469,99.11875227,98.73958571,106.3510432,100.6109391,102.5635443,102.2015646,102.6338565,102.2197936,102.1442729,89.77552324,95.67083587,122.5817736,92.06302236,83.3656271,100.1291685,120.9354173,100.9234392,83.87135577,77.83489736,85.51093881,99.25052242,108.3979191
