gqid,shapeGroup,shapeID,shapeName,shapeType,worldpop_pop_count_1km_mosaic.2000.count,worldpop_pop_count_1km_mosaic.2000.sum,worldpop_pop_count_1km_mosaic.2001.count,worldpop_pop_count_1km_mosaic.2001.sum,worldpop_pop_count_1km_mosaic.2002.count,worldpop_pop_count_1km_mosaic.2002.sum,worldpop_pop_count_1km_mosaic.2003.count,worldpop_pop_count_1km_mosaic.2003.sum,worldpop_pop_count_1km_mosaic.2004.count,worldpop_pop_count_1km_mosaic.2004.sum,worldpop_pop_count_1km_mosaic.2005.count,worldpop_pop_count_1km_mosaic.2005.sum,worldpop_pop_count_1km_mosaic.2006.count,worldpop_pop_count_1km_mosaic.2006.sum,worldpop_pop_count_1km_mosaic.2007.count,worldpop_pop_count_1km_mosaic.2007.sum,worldpop_pop_count_1km_mosaic.2008.count,worldpop_pop_count_1km_mosaic.2008.sum,worldpop_pop_count_1km_mosaic.2009.count,worldpop_pop_count_1km_mosaic.2009.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2020.count,worldpop_pop_count_1km_mosaic.2020.sum
30,DOM,DOM-ADM2-62336421B23343019,Pimentel,ADM2,155.6600037,18116.98047,155.6600037,18182.82422,155.6600037,18040.18164,155.6600037,18145.09766,155.6600037,18143.00586,155.6600037,18037.79688,155.6600037,17987.52539,155.6600037,17873.68164,155.6600037,17854.23438,155.6600037,17839.93945,155.6600037,17752.38281,155.6600037,17757.78906,155.6600037,17734.09961,155.6600037,17706.88477,155.6600037,17597.04492,155.6600037,17536.11719,155.6600037,17499.21289,155.6600037,17446.42773,155.6600037,17406.88086,155.6600037,17351.875,155.6600037,17310.15039
31,DOM,DOM-ADM2-62336421B66064530,Yamasá,ADM2,545.6000366,31116.2207,545.6000366,32170.88086,545.6000366,33330.03906,545.6000366,34846.31641,545.6000366,36597.23438,545.6000366,38088.17969,545.6000366,39060.37891,545.6000366,40441.39453,545.6000366,41786.98438,545.6000366,43672.45313,545.6000366,45372.76953,545.6000366,47420.01172,545.6000366,48953.98438,545.6000366,50787.97656,545.6000366,52795.51563,545.6000366,54898.04688,545.6000366,57054.625,545.6000366,59270.82031,545.6000366,61680.20313,545.6000366,64203.40625,545.6000366,66687.09375
32,DOM,DOM-ADM2-62336421B72763564,Sabana Iglesia,ADM2,76.05999756,12953.12305,76.05999756,13021.43457,76.05999756,13271.44727,76.05999756,13188.6543,76.05999756,13443.01074,76.05999756,13972.76074,76.05999756,14047.29883,76.05999756,14046.99512,76.05999756,14290.93164,76.05999756,14424.58984,76.05999756,14584.58496,76.05999756,14911.40918,76.05999756,14596.45508,76.05999756,14900.07617,76.05999756,15020.0791,76.05999756,15186.36426,76.05999756,15424.51758,76.05999756,15523.18066,76.05999756,15751.52344,76.05999756,15894.95801,76.05999756,16171.21094
33,DOM,DOM-ADM2-62336421B46473536,Dajabón,ADM2,329.9799805,33292.73047,329.9799805,33647.46094,329.9799805,34870.79297,329.9799805,34833.36719,329.9799805,35443.22656,329.9799805,35727.125,329.9799805,35954.48438,329.9799805,36421.84766,329.9799805,37242.25,329.9799805,37974.125,329.9799805,38305.96484,329.9799805,39991.86719,329.9799805,41981.90234,329.9799805,41783.63281,329.9799805,44276.79688,329.9799805,44385.53906,329.9799805,44108.14063,329.9799805,47690.76563,329.9799805,47557.63281,329.9799805,49079.05078,329.9799805,52525.21094
34,DOM,DOM-ADM2-62336421B618112,Los Cacaos,ADM2,236.4700012,6926.919922,236.4700012,7033.164551,236.4700012,7248.619141,236.4700012,7406.049316,236.4700012,7679.903809,236.4700012,7874.206055,236.4700012,8088.312012,236.4700012,8303.078125,236.4700012,8510.913086,236.4700012,8689.848633,236.4700012,9083.28125,236.4700012,9199.813477,236.4700012,9510.615234,236.4700012,9800.477539,236.4700012,10174.50293,236.4700012,10506.66797,236.4700012,10752.25,236.4700012,11052.5791,236.4700012,11389.81641,236.4700012,11681.21973,236.4700012,12060.82031
35,DOM,DOM-ADM2-62336421B67134057,El Peñón,ADM2,53.97999954,inf,45.22000122,3187.048828,45.22000122,3219.606934,45.22000122,3280.054932,45.22000122,3265.442871,45.22000122,3332.322021,45.22000122,3415.922852,45.22000122,3440.783691,45.22000122,3395.754883,45.22000122,3301.956787,45.22000122,3453.26709,45.22000122,3449.064941,45.22000122,3411.798828,45.22000122,3391.15332,45.22000122,3396.578613,45.22000122,3509.01709,45.22000122,3472.779785,45.22000122,3541.79248,45.22000122,3621.304932,45.22000122,3765.331055,45.22000122,3870.21167
36,DOM,DOM-ADM2-62336421B12424065,Fantino,ADM2,114.8500061,23266.71875,114.8500061,23291.87109,114.8500061,23163.74219,114.8500061,23094.86523,114.8500061,22892.44531,114.8500061,22911.08984,114.8500061,22912.10156,114.8500061,22831.85156,114.8500061,22910.01953,114.8500061,22795.21289,114.8500061,22638.18359,114.8500061,22646.30469,114.8500061,22557.81641,114.8500061,22493.88672,114.8500061,22413.88281,114.8500061,22402.7168,114.8500061,22317.35547,114.8500061,22293.58398,114.8500061,22230.63281,114.8500061,22151.99219,114.8500061,22119.87305
37,DOM,DOM-ADM2-62336421B71651036,Guananico,ADM2,76.48999023,6121.168945,76.48999023,6084.555176,76.48999023,6163.471191,76.48999023,6129.524414,76.48999023,6166.696777,76.48999023,6221.525391,76.48999023,6216.224609,76.48999023,6291.665039,76.48999023,6362.984375,76.48999023,6410.542969,76.48999023,6388.793945,76.48999023,6405.680664,76.48999023,6458.644531,76.48999023,6532.200195,76.48999023,6526.640137,76.48999023,6590.06543,76.48999023,6662.366699,76.48999023,6671.827148,76.48999023,6706.571777,76.48999023,6742.120117,76.48999023,6771.518555
38,DOM,DOM-ADM2-62336421B71472193,Hato Mayor,ADM2,804.6800537,46593.04688,804.6800537,47689.21875,804.6800537,48814.26563,804.6800537,49877.38281,804.6800537,51139.3125,804.6800537,52188.16016,804.6800537,53787.57813,804.6800537,55431.88281,804.6800537,56484.95313,804.6800537,58352.98438,804.6800537,59715.88281,804.6800537,61234.88672,804.6800537,63233.92188,804.6800537,65167.375,804.6800537,67319.1875,804.6800537,69621.0625,804.6800537,71636.70313,804.6800537,73983.34375,804.6800537,76374.42188,804.6800537,78957.40625,804.6800537,81620.42969
39,DOM,DOM-ADM2-62336421B7563156,Tamboril,ADM2,91.62999725,53746.53906,91.62999725,54206.61719,91.62999725,54211.44922,91.62999725,55137.01563,91.62999725,55312.60156,91.62999725,55443.89063,91.62999725,55951.86328,91.62999725,56152.47656,91.62999725,56684.46094,91.62999725,56221.39063,91.62999725,55997.96875,91.62999725,56585.42969,91.62999725,57031.74219,91.62999725,57354.04688,91.62999725,57582.30078,91.62999725,57797.59375,91.62999725,58033.60938,91.62999725,58198.57813,91.62999725,58606.26563,91.62999725,58528.46094,91.62999725,58917.42578
40,DOM,DOM-ADM2-62336421B22801617,Miches,ADM2,557.4000244,inf,554.3800049,19265.78125,554.3800049,19452.28516,554.3800049,19234.33789,554.3800049,19233.05664,554.3800049,19119.29883,554.3800049,19109.97656,554.3800049,19073.69922,554.3800049,19026.79297,554.3800049,19117.28516,554.3800049,19184.21875,554.3800049,19003.97656,554.3800049,18765.91406,554.3800049,18717.45703,554.3800049,18730.24609,554.3800049,18700.77734,554.3800049,18465.52734,554.3800049,18386.81836,554.3800049,18410.26563,554.3800049,18337.33984,554.3800049,18285.64844
41,DOM,DOM-ADM2-62336421B83921061,Monte Plata,ADM2,791.9099731,44630.375,791.9099731,45719.25391,791.9099731,46673.22266,791.9099731,47802.30469,791.9099731,48818.75781,791.9099731,49868.22656,791.9099731,51122.9375,791.9099731,52386.54297,791.9099731,53907.47656,791.9099731,55248.80469,791.9099731,56862.07031,791.9099731,58316.59375,791.9099731,59606.5625,791.9099731,61078.71875,791.9099731,62746.29688,791.9099731,64543.49219,791.9099731,66290.91406,791.9099731,68154.71875,791.9099731,70058.49219,791.9099731,72016.60156,791.9099731,74107.82031
42,DOM,DOM-ADM2-62336421B71031867,Oviedo,ADM2,1128.73999,inf,1113.719971,4423.03125,1113.719971,4498.494629,1113.719971,4727.854004,1113.719971,4863.924805,1113.719971,5107.85791,1113.719971,5254.328125,1113.719971,5518.292969,1113.719971,5830.294922,1113.719971,6081.854004,1113.719971,6298.908203,1113.719971,6518.630371,1113.719971,7103.346191,1113.719971,7406.606445,1113.719971,7748.898926,1113.719971,8280.171875,1113.719971,8703.697266,1113.719971,9184.714844,1113.719971,9670.053711,1113.719971,10225.55859,1113.719971,10777.07227
43,DOM,DOM-ADM2-62336421B38565369,El Llano,ADM2,126.9900055,7900.628906,126.9900055,7959.874512,126.9900055,7869.790039,126.9900055,8022.913574,126.9900055,8094.458984,126.9900055,7986.032715,126.9900055,8167.63623,126.9900055,8163.186523,126.9900055,8450.323242,126.9900055,8492.708984,126.9900055,8361.501953,126.9900055,8064.129883,126.9900055,8561.902344,126.9900055,8552.178711,126.9900055,8728.630859,126.9900055,8735.844727,126.9900055,8758.152344,126.9900055,8828.495117,126.9900055,8836.499023,126.9900055,8898.230469,126.9900055,8982.628906
44,DOM,DOM-ADM2-62336421B83331563,Guaymate,ADM2,329.8600159,17377.56836,329.8600159,17218.97266,329.8600159,17177.75391,329.8600159,17127.14258,329.8600159,17018.35742,329.8600159,16986.18555,329.8600159,16881.67773,329.8600159,16863.83984,329.8600159,16781.21875,329.8600159,16645.33594,329.8600159,16729.22266,329.8600159,16393.98047,329.8600159,16275.79883,329.8600159,16111.57422,329.8600159,16090.50977,329.8600159,16070.92871,329.8600159,15965.17676,329.8600159,15871.33789,329.8600159,15833.86523,329.8600159,15752.26367,329.8600159,15718.38379
45,DOM,DOM-ADM2-62336421B97636919,Los Hidalgos,ADM2,124.6800003,13514.15918,124.6800003,13426.31445,124.6800003,13290.43945,124.6800003,13143.99609,124.6800003,13029.96387,124.6800003,12829.79102,124.6800003,12780.0625,124.6800003,12684.25977,124.6800003,12539.54102,124.6800003,12465.76074,124.6800003,12451.83496,124.6800003,12328.30273,124.6800003,12350.96875,124.6800003,12238.67969,124.6800003,12205.14746,124.6800003,12142.75879,124.6800003,12132.81445,124.6800003,12040.05273,124.6800003,11992.77832,124.6800003,11893.53125,124.6800003,11866.02246
46,DOM,DOM-ADM2-62336421B48034223,Maimón,ADM2,106.0400009,17858.4707,106.0400009,18029.33594,106.0400009,18363.32813,106.0400009,18551.42188,106.0400009,18754.57031,106.0400009,19140.23047,106.0400009,19383.25586,106.0400009,19507.11719,106.0400009,19766.98438,106.0400009,19746.07227,106.0400009,19777.1875,106.0400009,20295.05078,106.0400009,20632.33984,106.0400009,20877.33008,106.0400009,20800.63672,106.0400009,20934.09375,106.0400009,21609.00977,106.0400009,21927.54297,106.0400009,22166.5,106.0400009,22374.49805,106.0400009,22583.17578
47,DOM,DOM-ADM2-62336421B24482481,Mella,ADM2,480,2861.555176,480,2921.654053,480,3127.874023,480,3117.453369,480,3215.76416,480,3371.220703,480,3404.985596,480,3518.084229,480,3627.98877,480,3835.436523,480,3924.65625,480,4106.023926,480,4133.482422,480,4230.491211,480,4454.666016,480,4652.534668,480,4831.833008,480,5041.146484,480,5259.320313,480,5495.141602,480,5738.206543
48,DOM,DOM-ADM2-62336421B3277749,Monción,ADM2,178.5599976,11429.7832,178.5599976,11465.12891,178.5599976,11416.18262,178.5599976,11501.3623,178.5599976,11483.92285,178.5599976,11505.7334,178.5599976,11558.48438,178.5599976,11593.87598,178.5599976,11658.46875,178.5599976,11570.5459,178.5599976,11643.82617,178.5599976,11576.19922,178.5599976,11565.18848,178.5599976,11562.85742,178.5599976,11582.83984,178.5599976,11630.50195,178.5599976,11635.33398,178.5599976,11617.12891,178.5599976,11655.61133,178.5599976,11633.80566,178.5599976,11661.80371
49,DOM,DOM-ADM2-62336421B67264769,Monte Cristi,ADM2,641.7099609,23801.46484,641.7099609,23643.50586,641.7099609,24249.18359,641.7099609,23335.99219,641.7099609,23204.48047,641.7099609,23081.05859,641.7099609,22911.75195,641.7099609,22651.24023,641.7099609,22590.16797,641.7099609,22917.87891,641.7099609,22509.26563,641.7099609,22263.93164,641.7099609,21880.80469,641.7099609,21600.80078,641.7099609,21935.05273,641.7099609,21761.49805,641.7099609,21423.875,641.7099609,21221.04688,641.7099609,21209.46875,641.7099609,21069.99219,641.7099609,20969.56055
50,DOM,DOM-ADM2-62336421B31478267,Neiba,ADM2,358.3699951,26109.63672,358.3699951,26718.22266,358.3699951,28113.30078,358.3699951,28561.63672,358.3699951,29129.91797,358.3699951,29923.20703,358.3699951,31302.33594,358.3699951,32215.83008,358.3699951,33435.61328,358.3699951,34764.90625,358.3699951,35980.35156,358.3699951,37212.21094,358.3699951,38197.48047,358.3699951,39301.9375,358.3699951,40844.24219,358.3699951,42105.15234,358.3699951,43637.78906,358.3699951,45221.74609,358.3699951,46915.36328,358.3699951,48775.42188,358.3699951,50600.27344
51,DOM,DOM-ADM2-62336421B67620032,Sabana Grande De Boyá,ADM2,661.7800293,25737.74219,661.7800293,26174.84766,661.7800293,26565.79297,661.7800293,27025.88867,661.7800293,27531.98047,661.7800293,28006.0332,661.7800293,28537.17383,661.7800293,29051.41602,661.7800293,29508.67578,661.7800293,30037.44141,661.7800293,30610.19141,661.7800293,31200.04883,661.7800293,32065.99609,661.7800293,32782.82813,661.7800293,33479,661.7800293,34208.96875,661.7800293,34888.82813,661.7800293,35681.49219,661.7800293,36465.19531,661.7800293,37288.09375,661.7800293,38159.83594
52,DOM,DOM-ADM2-62336421B31312192,Las Yayas De Viajama,ADM2,541.9899902,12609.22754,541.9899902,12966.10156,541.9899902,13499.29492,541.9899902,13822.31934,541.9899902,14161.58008,541.9899902,14607.49121,541.9899902,15051.30859,541.9899902,15584.45508,541.9899902,16112.34082,541.9899902,16711.05469,541.9899902,17423.4043,541.9899902,18066,541.9899902,18923.61719,541.9899902,19658.13281,541.9899902,20417.08398,541.9899902,21338.375,541.9899902,22158.03516,541.9899902,23119.94922,541.9899902,24134.57617,541.9899902,25215.65625,541.9899902,26417.89258
53,DOM,DOM-ADM2-62336421B48449332,Licey Al Medio,ADM2,35.69000244,28674.05664,35.69000244,28756.82422,35.69000244,28628.68359,35.69000244,28345.43359,35.69000244,28231.90234,35.69000244,27976.1875,35.69000244,27862.82617,35.69000244,27883.79688,35.69000244,27751.05078,35.69000244,27615.33203,35.69000244,27209.91406,35.69000244,27439.38672,35.69000244,27132.20703,35.69000244,27002.9043,35.69000244,27033.80469,35.69000244,26897.44727,35.69000244,26703.95898,35.69000244,26381.63281,35.69000244,26417.32422,35.69000244,26111.85352,35.69000244,26198.82813
54,DOM,DOM-ADM2-62336421B3088937,Las Guáranas,ADM2,115.0299988,13512.1416,115.0299988,13659.39453,115.0299988,13813.72656,115.0299988,14085.08203,115.0299988,14166.43359,115.0299988,14326.26367,115.0299988,14411.86719,115.0299988,14616.2207,115.0299988,14840.73633,115.0299988,15126.76172,115.0299988,15307.18066,115.0299988,15548.92773,115.0299988,15503.44336,115.0299988,15819.98145,115.0299988,15909.11133,115.0299988,16073.61719,115.0299988,16268.9043,115.0299988,16424.08984,115.0299988,16617.89258,115.0299988,16774.55469,115.0299988,16958.74414
55,DOM,DOM-ADM2-62336421B53971586,Las Salinas,ADM2,160.6399994,4609.132813,160.6399994,4554.474121,160.6399994,4489.929199,160.6399994,4482.53418,160.6399994,4526.757813,160.6399994,4465.987793,160.6399994,4423.070801,160.6399994,4394.790039,160.6399994,4314.02832,160.6399994,4362.130859,160.6399994,4178.084473,160.6399994,4188.818359,160.6399994,4130.560547,160.6399994,4112.574219,160.6399994,4042.67041,160.6399994,3977.600586,160.6399994,3961.481445,160.6399994,3919.845947,160.6399994,3878.331787,160.6399994,3823.137695,160.6399994,3781.816406
56,DOM,DOM-ADM2-62336421B48097933,Bajos de Haina,ADM2,51.47000122,79874.52344,51.47000122,82126.1875,51.47000122,85214.89063,51.47000122,89303.38281,51.47000122,93053.70313,51.47000122,96785.69531,51.47000122,100137.3281,51.47000122,104613.8672,51.47000122,108996.4844,51.47000122,112995.2344,51.47000122,119172.1484,51.47000122,121948.8047,51.47000122,125271.2734,51.47000122,131191.9531,51.47000122,136656.5313,51.47000122,143018.6875,51.47000122,149521.2656,51.47000122,155711.375,51.47000122,161956.9844,51.47000122,169586.875,51.47000122,177355.6563
57,DOM,DOM-ADM2-62336421B43959533,Castillo,ADM2,169.7700043,15999.05371,169.7700043,15948.16895,169.7700043,15836.20703,169.7700043,15780.70117,169.7700043,15667.625,169.7700043,15647.2041,169.7700043,15688.64941,169.7700043,15548.20117,169.7700043,15439.81055,169.7700043,15288.92285,169.7700043,15235.28516,169.7700043,15136.86035,169.7700043,15072.22656,169.7700043,14963.61328,169.7700043,14884.10742,169.7700043,14773.28125,169.7700043,14683.63184,169.7700043,14633.89355,169.7700043,14596.84668,169.7700043,14533.72852,169.7700043,14504.46875
58,DOM,DOM-ADM2-62336421B92876991,Cevicos,ADM2,309.5700073,11267.81836,309.5700073,11498.76563,309.5700073,11703.50781,309.5700073,11910.42578,309.5700073,12218.98242,309.5700073,12414.32227,309.5700073,12683.6875,309.5700073,13059.61426,309.5700073,13269.7002,309.5700073,13580.93066,309.5700073,13776.98926,309.5700073,14136.4707,309.5700073,14507.95703,309.5700073,14900.34961,309.5700073,15343.93066,309.5700073,15790.41699,309.5700073,16236.48926,309.5700073,16709.69336,309.5700073,17250.54883,309.5700073,17792.12109,309.5700073,18368.11719
59,DOM,DOM-ADM2-62336421B74273481,Cristóbal,ADM2,199,inf,186.0599976,6263.416504,186.0599976,6342.679688,186.0599976,6388.680176,186.0599976,6437.804688,186.0599976,6554.75293,186.0599976,6560.672852,186.0599976,6624.162109,186.0599976,6615.633789,186.0599976,6580.973145,186.0599976,6720.389648,186.0599976,6794.01123,186.0599976,6890.124023,186.0599976,6885.307617,186.0599976,7003.396484,186.0599976,7149.243652,186.0599976,7137.665527,186.0599976,7196.429688,186.0599976,7304.861328,186.0599976,7389.378418,186.0599976,7500.840332
60,DOM,DOM-ADM2-62336421B49862125,Hondo Valle,ADM2,154.6900024,10809.51367,154.6900024,10793.45703,154.6900024,10810.77441,154.6900024,10801.51758,154.6900024,10822.51465,154.6900024,10828.35645,154.6900024,10859.68359,154.6900024,10872.19629,154.6900024,10850.93066,154.6900024,10961.38672,154.6900024,10914.14355,154.6900024,11088.37305,154.6900024,11044.98242,154.6900024,11067.12891,154.6900024,11018.28125,154.6900024,11027.22266,154.6900024,11088.23145,154.6900024,11111.1582,154.6900024,11138.82422,154.6900024,11168.96875,154.6900024,11235.80957
61,DOM,DOM-ADM2-62336421B73173831,Imbert,ADM2,204.5599976,24896.56445,204.5599976,24673.60156,204.5599976,24306.36133,204.5599976,24116.9082,204.5599976,23840.77148,204.5599976,23518.61719,204.5599976,23284.57031,204.5599976,23026.08594,204.5599976,22882.40234,204.5599976,22491.02734,204.5599976,22312.44531,204.5599976,22159.49609,204.5599976,21854.71484,204.5599976,21639.81641,204.5599976,21472.31641,204.5599976,21257.04883,204.5599976,21000.24609,204.5599976,20816.29883,204.5599976,20585.31445,204.5599976,20378.14844,204.5599976,20164.41992
62,DOM,DOM-ADM2-62336421B38325088,La Ciénaga,ADM2,146.769989,8914.500977,146.769989,8886.494141,146.769989,8982.810547,146.769989,8920.697266,146.769989,9165.757813,146.769989,9148.335938,146.769989,9117.291016,146.769989,9111.707031,146.769989,9169.68457,146.769989,9478.405273,146.769989,9486.655273,146.769989,9401.429688,146.769989,9191.173828,146.769989,9270.615234,146.769989,9245.977539,146.769989,9332.199219,146.769989,9240.039063,146.769989,9298.017578,146.769989,9409.522461,146.769989,9492.679688,146.769989,9542.09668
63,DOM,DOM-ADM2-62336421B14853515,Los Ríos,ADM2,187.9899902,inf,185.5,7775.98291,185.5,7791.020996,185.5,7770.881836,185.5,7770.213867,185.5,7771.044434,185.5,7775.921875,185.5,7836.165039,185.5,7831.324219,185.5,7780.814453,185.5,7811.398438,185.5,7859.29248,185.5,7744.661621,185.5,7789.370605,185.5,7770.692383,185.5,7775.209961,185.5,7809.389648,185.5,7815.434082,185.5,7823.911133,185.5,7843.291504,185.5,7837.769043
64,DOM,DOM-ADM2-62336421B78011927,Padre Las Casas,ADM2,718.7299805,1.63E+38,718.1700439,23799.5293,718.1700439,23615.84375,718.1700439,23122.8418,718.1700439,23009.88672,718.1700439,22733.65039,718.1700439,22537.71289,718.1700439,22135.55859,718.1700439,21765.9082,718.1700439,21456.78711,718.1700439,21154.78906,718.1700439,20926.125,718.1700439,20506.61133,718.1700439,19976.98047,718.1700439,19857.58594,718.1700439,19664.00391,718.1700439,19308.51953,718.1700439,18997.24609,718.1700439,18860.50195,718.1700439,18602.84766,718.1700439,18423.7832
65,DOM,DOM-ADM2-62336421B74605063,Paraíso,ADM2,171.9099884,12636.53027,171.9099884,12710.71875,171.9099884,12828.79688,171.9099884,13104.85547,171.9099884,13518.72754,171.9099884,13774.65527,171.9099884,14134.99512,171.9099884,14141.97754,171.9099884,14298.375,171.9099884,14582.75977,171.9099884,14829.76758,171.9099884,15034.94141,171.9099884,15087.13086,171.9099884,15218.50488,171.9099884,15457.64648,171.9099884,15710.98828,171.9099884,16002.57813,171.9099884,16243.42188,171.9099884,16544.93359,171.9099884,16793.37109,171.9099884,17131.64648
66,DOM,DOM-ADM2-62336421B97197265,Pedro Brand,ADM2,280.3300171,42072.05469,280.3300171,44321.39453,280.3300171,46478.33203,280.3300171,49347.17578,280.3300171,51470.08984,280.3300171,54654.80078,280.3300171,57377.52344,280.3300171,60804.1875,280.3300171,64206.21875,280.3300171,66958.04688,280.3300171,70257.32813,280.3300171,74163.46875,280.3300171,78482.9375,280.3300171,82777.83594,280.3300171,87438.77344,280.3300171,92287.42969,280.3300171,97474.60156,280.3300171,102908.7109,280.3300171,108706.6484,280.3300171,114717.5625,280.3300171,121343.2188
67,DOM,DOM-ADM2-62336421B39354676,Peralta,ADM2,164.1099854,9648.878906,164.1099854,10020.41211,164.1099854,10383.37695,164.1099854,10796.73828,164.1099854,11146.15332,164.1099854,11513.50586,164.1099854,11978.27148,164.1099854,12865.60547,164.1099854,13290.13086,164.1099854,13715.29688,164.1099854,14080.48047,164.1099854,14660.49219,164.1099854,15297.50586,164.1099854,15654.48828,164.1099854,16461.33984,164.1099854,17055.52344,164.1099854,17797.16797,164.1099854,18420.55469,164.1099854,19098.85156,164.1099854,19829.96484,164.1099854,20524.16602
68,DOM,DOM-ADM2-62336421B95502648,Postrer Río,ADM2,154.9200134,3124.105225,154.9200134,3301.399414,154.9200134,3451.268066,154.9200134,3686.892578,154.9200134,3860.965576,154.9200134,4085.98877,154.9200134,4224.116699,154.9200134,4479.605957,154.9200134,4670.522949,154.9200134,5025.106445,154.9200134,5245.248047,154.9200134,5490.076172,154.9200134,5928.814453,154.9200134,6226.702637,154.9200134,6576.394531,154.9200134,6913.411621,154.9200134,7291.051758,154.9200134,7684.782227,154.9200134,8081.655273,154.9200134,8495.658203,154.9200134,8968.291016
69,DOM,DOM-ADM2-62336421B60282341,Pueblo Viejo,ADM2,61.87000275,11070.07813,61.87000275,11193.16406,61.87000275,11223.22852,61.87000275,11263.61914,61.87000275,11196.71289,61.87000275,11452.44141,61.87000275,11372.54883,61.87000275,11354.64453,61.87000275,11610.17188,61.87000275,11732.12598,61.87000275,11752.27148,61.87000275,11795.95703,61.87000275,11860.73438,61.87000275,12186.04199,61.87000275,12200.69336,61.87000275,12177.05469,61.87000275,12269.03906,61.87000275,12376.25293,61.87000275,12347.28418,61.87000275,12419.10352,61.87000275,12456.97949
70,DOM,DOM-ADM2-62336421B13638224,Sabana Grande de Palenque,ADM2,38.07999802,16272.15625,38.07999802,16398.89844,38.07999802,16212.41992,38.07999802,16537.47656,38.07999802,16781.21094,38.07999802,17334.20898,38.07999802,17680.16797,38.07999802,17781.97461,38.07999802,17800.83789,38.07999802,17968.36719,38.07999802,18124.77344,38.07999802,18163.27539,38.07999802,17984.21875,38.07999802,18254.15234,38.07999802,18474.79883,38.07999802,18654.48828,38.07999802,18719.29297,38.07999802,18880.76563,38.07999802,19373.20703,38.07999802,19778.3457,38.07999802,20221.89648
71,DOM,DOM-ADM2-62336421B57896719,San Juan,ADM2,2152.810059,1.77E+38,2152.25,126932.3125,2152.25,128073.375,2152.25,128000.5547,2152.25,128233.125,2152.25,128259.4219,2152.25,128995.5625,2152.25,129507.4063,2152.25,130161.8438,2152.25,130352.5078,2152.25,131504.5,2152.25,131130.3281,2152.25,132323.7031,2152.25,132536.9531,2152.25,132467.4844,2152.25,132814.625,2152.25,133059.9063,2152.25,133522.5156,2152.25,133871.3594,2152.25,134379.7188,2152.25,134882.75
72,DOM,DOM-ADM2-62336421B73103501,San Pedro De Macorís,ADM2,186.3600159,130863.5,186.3600159,135633.5938,186.3600159,140357.375,186.3600159,145463.8594,186.3600159,151297.4063,186.3600159,156642.0469,186.3600159,162425.9063,186.3600159,168526.1719,186.3600159,174914.625,186.3600159,180337.1406,186.3600159,186355.75,186.3600159,193547.8125,186.3600159,200250.0313,186.3600159,207926.2344,186.3600159,215696.0469,186.3600159,223742.6406,186.3600159,231671.75,186.3600159,239977.0938,186.3600159,249061.8125,186.3600159,258193.7656,186.3600159,267628.75
73,DOM,DOM-ADM2-62336421B26395262,San Rafael Del Yuma,ADM2,1217.790039,17808.99414,1217.790039,18638.35938,1217.790039,19049.69141,1217.790039,19741.1543,1217.790039,20743.03125,1217.790039,21269.625,1217.790039,21887.11719,1217.790039,23135.56641,1217.790039,23925.96094,1217.790039,24799.65625,1217.790039,25799.94727,1217.790039,27111.1543,1217.790039,28178.19727,1217.790039,28426.59375,1217.790039,29662.53711,1217.790039,30996.8457,1217.790039,31644.28711,1217.790039,32600.42773,1217.790039,34144.30078,1217.790039,35349.71094,1217.790039,36851.96875
74,DOM,DOM-ADM2-62336421B7640444,Santo Domingo De Guzmán,ADM2,116.2600021,901120.875,116.2600021,911292.1875,116.2600021,918235,116.2600021,929378.875,116.2600021,937440,116.2600021,948443.875,116.2600021,956008.375,116.2600021,967621.125,116.2600021,976070.875,116.2600021,984262.875,116.2600021,995165,116.2600021,1005941.5,116.2600021,1015543.375,116.2600021,1025449.5,116.2600021,1036194.625,116.2600021,1048001.188,116.2600021,1056725.5,116.2600021,1067404.875,116.2600021,1080369.125,116.2600021,1093552,116.2600021,1105142.5
75,DOM,DOM-ADM2-62336421B89891078,Villa Altagracia,ADM2,533.8399658,74151.60156,533.8399658,74995.60156,533.8399658,75607.35156,533.8399658,76265.48438,533.8399658,77254.73438,533.8399658,77725.46875,533.8399658,78581.48438,533.8399658,79398.57031,533.8399658,80104.91406,533.8399658,81216.92969,533.8399658,81982.14844,533.8399658,82682.07813,533.8399658,83710.01563,533.8399658,84587.65625,533.8399658,85345.45313,533.8399658,86131.70313,533.8399658,86980.3125,533.8399658,87841.00781,533.8399658,88733.125,533.8399658,89660.35938,533.8399658,90538.82813
