gqid,shapeGroup,shapeID,shapeName,shapeType,worldpop_pop_count_1km_mosaic.2000.count,worldpop_pop_count_1km_mosaic.2000.sum,worldpop_pop_count_1km_mosaic.2001.count,worldpop_pop_count_1km_mosaic.2001.sum,worldpop_pop_count_1km_mosaic.2002.count,worldpop_pop_count_1km_mosaic.2002.sum,worldpop_pop_count_1km_mosaic.2003.count,worldpop_pop_count_1km_mosaic.2003.sum,worldpop_pop_count_1km_mosaic.2004.count,worldpop_pop_count_1km_mosaic.2004.sum,worldpop_pop_count_1km_mosaic.2005.count,worldpop_pop_count_1km_mosaic.2005.sum,worldpop_pop_count_1km_mosaic.2006.count,worldpop_pop_count_1km_mosaic.2006.sum,worldpop_pop_count_1km_mosaic.2007.count,worldpop_pop_count_1km_mosaic.2007.sum,worldpop_pop_count_1km_mosaic.2008.count,worldpop_pop_count_1km_mosaic.2008.sum,worldpop_pop_count_1km_mosaic.2009.count,worldpop_pop_count_1km_mosaic.2009.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2020.count,worldpop_pop_count_1km_mosaic.2020.sum
76,DOM,DOM-ADM2-62336421B89520614,Azua,ADM2,520.2600098,91529.92969,520.2600098,91433.40625,520.2600098,92166.40625,520.2600098,92992.83594,520.2600098,93098.35938,520.2600098,93623.58594,520.2600098,94137.34375,520.2600098,94334.53125,520.2600098,94210.76563,520.2600098,94777.85938,520.2600098,95197.30469,520.2600098,96134.09375,520.2600098,95821.42969,520.2600098,96198.89063,520.2600098,96869.88281,520.2600098,97433.22656,520.2600098,97944.8125,520.2600098,98428.09375,520.2600098,99054.45313,520.2600098,99587.59375,520.2600098,100111.375
77,DOM,DOM-ADM2-62336421B83190598,Sabana Larga,ADM2,207.269989,10470.85059,207.269989,10185.15918,207.269989,9927.84082,207.269989,9824.652344,207.269989,9613.082031,207.269989,9382.936523,207.269989,9276.501953,207.269989,9126.498047,207.269989,8924.003906,207.269989,8741.397461,207.269989,8677.392578,207.269989,8232.476563,207.269989,8161.806641,207.269989,7930.269531,207.269989,8043.963867,207.269989,7948.976563,207.269989,7662.174805,207.269989,7505.3125,207.269989,7412.335449,207.269989,7279.338867,207.269989,7140.876465
78,DOM,DOM-ADM2-62336421B48046812,Sánchez,ADM2,429.269989,26568.88477,429.269989,26443.96484,429.269989,26144.04297,429.269989,25927.42188,429.269989,25657.96875,429.269989,25554.13477,429.269989,25364.92773,429.269989,25358.90039,429.269989,25146.625,429.269989,24668.00391,429.269989,24476.44922,429.269989,24195.62109,429.269989,24067.28125,429.269989,23865.78125,429.269989,23737.03906,429.269989,23482.39063,429.269989,23303.28516,429.269989,23079.73047,429.269989,22909.01953,429.269989,22681.67578,429.269989,22537.04297
79,DOM,DOM-ADM2-62336421B11979084,San José De Las Matas,ADM2,1894.829956,37935.82813,1894.829956,38018.18359,1894.829956,38010.78125,1894.829956,37995.31641,1894.829956,38106.78125,1894.829956,38088.75391,1894.829956,38085.65625,1894.829956,38060.25781,1894.829956,38309.44922,1894.829956,38545.46094,1894.829956,38682.44141,1894.829956,38712.34375,1894.829956,38961.20703,1894.829956,39140.69141,1894.829956,39311.96875,1894.829956,39446.53906,1894.829956,39565.96094,1894.829956,39745.57813,1894.829956,39929.15625,1894.829956,40142.41406,1894.829956,40363.80469
80,DOM,DOM-ADM2-62336421B50144406,Luperón,ADM2,323.1199951,17295.85547,323.1199951,17204.13672,323.1199951,17149.56055,323.1199951,17041.60938,323.1199951,16903.95313,323.1199951,16905.50391,323.1199951,16707.9375,323.1199951,16705.69141,323.1199951,16665.58203,323.1199951,16674.79883,323.1199951,16583.93359,323.1199951,16649.75586,323.1199951,16560.61523,323.1199951,16559.39453,323.1199951,16578.49414,323.1199951,16605.5625,323.1199951,16423.99219,323.1199951,16378.02441,323.1199951,16371.2793,323.1199951,16362.19141,323.1199951,16352.28711
81,DOM,DOM-ADM2-62336421B38035103,Comendador,ADM2,324.4599915,29428.45508,324.4599915,29993.13281,324.4599915,29449.80859,324.4599915,29929.71484,324.4599915,30124.24609,324.4599915,30762.45117,324.4599915,30304.33203,324.4599915,30929.25781,324.4599915,32431.03516,324.4599915,31947.88867,324.4599915,31595.53711,324.4599915,32011.06836,324.4599915,32654.60156,324.4599915,32811.91406,324.4599915,32616.91406,324.4599915,32835.69141,324.4599915,33338.74609,324.4599915,33758.03125,324.4599915,34019.14063,324.4599915,34284.99219,324.4599915,34839.11328
82,DOM,DOM-ADM2-62336421B17408360,Los Llanos,ADM2,553.1099854,21599.07813,553.1099854,21632.03125,553.1099854,21671.14648,553.1099854,22222.48828,553.1099854,22396.23828,553.1099854,22664.02539,553.1099854,22469.82813,553.1099854,22646.74023,553.1099854,23194.87109,553.1099854,23014.15039,553.1099854,23655.98047,553.1099854,23960.82617,553.1099854,23882.23633,553.1099854,24194.5918,553.1099854,24423.51563,553.1099854,24442.29688,553.1099854,24695.55469,553.1099854,24985.55078,553.1099854,25283.99805,553.1099854,25527.49023,553.1099854,25834.89453
83,DOM,DOM-ADM2-62336421B92945485,Piedra Blanca,ADM2,291.0700073,17118.73633,291.0700073,17280.92188,291.0700073,17773.67188,291.0700073,18162.92969,291.0700073,18252.13281,291.0700073,18394.00391,291.0700073,18977.46289,291.0700073,19413.43359,291.0700073,20065.48828,291.0700073,20375.06641,291.0700073,21286.125,291.0700073,21709.08984,291.0700073,22400.40234,291.0700073,22995.01758,291.0700073,23636.9082,291.0700073,24555.44336,291.0700073,25273.38281,291.0700073,26208.44531,291.0700073,27281.95898,291.0700073,28314.05078,291.0700073,29613.44141
84,DOM,DOM-ADM2-62336421B79374458,Guayubín,ADM2,1042.530029,26136.13086,1042.530029,26288.78516,1042.530029,27478.71289,1042.530029,27562.26563,1042.530029,28089.5625,1042.530029,28567.02734,1042.530029,29700.16406,1042.530029,30799.49023,1042.530029,32013.04688,1042.530029,34297.3125,1042.530029,36482.875,1042.530029,38744.44531,1042.530029,42402.84375,1042.530029,46293.68359,1042.530029,51572.78516,1042.530029,57716.24219,1042.530029,65128.57031,1042.530029,74080.39063,1042.530029,85032.65625,1042.530029,98260.71094,1042.530029,114467.4609
85,DOM,DOM-ADM2-62336421B47352128,Santo Domingo Este,ADM2,160.5400085,704305.75,160.5400085,722933.375,160.5400085,739909.25,160.5400085,757287,160.5400085,776857.625,160.5400085,793640.9375,160.5400085,813764.875,160.5400085,833551.3125,160.5400085,853210.6875,160.5400085,872841.5,160.5400085,896090.0625,160.5400085,916616.625,160.5400085,941044.25,160.5400085,964836.5625,160.5400085,988840.4375,160.5400085,1010878.563,160.5400085,1035879.125,160.5400085,1062535.375,160.5400085,1088656.5,160.5400085,1116608,160.5400085,1142076.75
86,DOM,DOM-ADM2-62336421B62806346,Santo Domingo Norte,ADM2,486.1199646,275732.5938,486.1199646,291087.0625,486.1199646,307766.5938,486.1199646,325739.5313,486.1199646,344185.5625,486.1199646,364313.7188,486.1199646,386442.0313,486.1199646,409645.5,486.1199646,434915.125,486.1199646,459066.2813,486.1199646,487582.6563,486.1199646,517295.6563,486.1199646,547510.6875,486.1199646,579527.8125,486.1199646,616479.875,486.1199646,655278.1875,486.1199646,694020.125,486.1199646,735006.25,486.1199646,779519.25,486.1199646,826596,486.1199646,878440.3125
87,DOM,DOM-ADM2-62336421B75498294,Santo Domingo Oeste,ADM2,70.05000305,3.40E+36,69.97000122,261374.3125,69.97000122,271119.8438,69.97000122,278301.125,69.97000122,290390.3125,69.97000122,298825,69.97000122,308489.6563,69.97000122,318756.875,69.97000122,328193.625,69.97000122,340294.0938,69.97000122,350317.9688,69.97000122,362801.25,69.97000122,372378.125,69.97000122,385494.4375,69.97000122,399102.25,69.97000122,411223.125,69.97000122,424588.7188,69.97000122,441637.9375,69.97000122,452983.5313,69.97000122,467075.5313,69.97000122,481717.8125
88,DOM,DOM-ADM2-62336421B21452693,Villa Vásquez,ADM2,279.4899902,16064.98438,279.4899902,15897.80273,279.4899902,16342.18359,279.4899902,15894.42969,279.4899902,15700.29297,279.4899902,15779.00488,279.4899902,15870.00879,279.4899902,15838.26367,279.4899902,15772.32031,279.4899902,15881.23438,279.4899902,15685.36426,279.4899902,15899.78418,279.4899902,15336.15332,279.4899902,15266.70703,279.4899902,15216.43652,279.4899902,15295.10156,279.4899902,15181.00586,279.4899902,15185.91699,279.4899902,15219.85352,279.4899902,15347.85938,279.4899902,15364.93457
89,DOM,DOM-ADM2-62336421B59188244,Estebanía,ADM2,271.5599976,8652.470703,271.5599976,8399.5,271.5599976,8030.395996,271.5599976,7768.589844,271.5599976,7554.339355,271.5599976,7145.067871,271.5599976,6972.008789,271.5599976,6707.077637,271.5599976,6727.886719,271.5599976,6565.283203,271.5599976,6677.587891,271.5599976,6115.049805,271.5599976,5933.323242,271.5599976,5916.693359,271.5599976,5768.328125,271.5599976,5713.205566,271.5599976,5500.900879,271.5599976,5389.868164,271.5599976,5273.211914,271.5599976,5176.527832,271.5599976,5092.220703
90,DOM,DOM-ADM2-62336421B49514077,Higüey,ADM2,2504.27002,124551.3438,2504.209961,133067.3438,2504.209961,142535,2504.209961,152574.7188,2504.209961,163378.2656,2504.209961,175306.875,2504.209961,187786.2031,2504.209961,200596.2344,2504.209961,214978.9375,2504.209961,230395.5313,2504.209961,246529.8438,2504.209961,264120.625,2504.209961,282692.3125,2504.209961,303879.3125,2504.209961,325801.1875,2504.209961,349514.9375,2504.209961,375164.1875,2504.209961,402595.625,2504.209961,431645.4688,2504.209961,463153.625,2504.209961,496603.2813
91,DOM,DOM-ADM2-62336421B76797528,Río San Juan,ADM2,310.730011,14202.9541,310.730011,14197.83398,310.730011,14181.29102,310.730011,14211.55078,310.730011,14292.21777,310.730011,14231.43457,310.730011,14280.13672,310.730011,14363.53223,310.730011,14476.57422,310.730011,14551.38867,310.730011,14562.7373,310.730011,14446.33984,310.730011,14514.25391,310.730011,14641.26172,310.730011,14932.35254,310.730011,15028.71191,310.730011,15022.33594,310.730011,15036.87988,310.730011,15251.38184,310.730011,15252.81738,310.730011,15451.04004
92,DOM,DOM-ADM2-62336421B58787563,Bisonó,ADM2,120.0400009,42364.96484,120.0400009,42015.53516,120.0400009,42450.96094,120.0400009,41820.05859,120.0400009,41627.42969,120.0400009,41587.0625,120.0400009,41615.18359,120.0400009,41631.19141,120.0400009,41529.21875,120.0400009,41381.99219,120.0400009,41405.73047,120.0400009,41240.59375,120.0400009,41208.99219,120.0400009,41474.04688,120.0400009,41567.64453,120.0400009,41533.55859,120.0400009,41539.78516,120.0400009,41521.90625,120.0400009,41709.23828,120.0400009,41704.06641,120.0400009,41702.25781
93,DOM,DOM-ADM2-62336421B5530140,Villa Los Almácigos,ADM2,264.230011,12143.04492,264.230011,12079.28613,264.230011,11758.28125,264.230011,11875.4082,264.230011,11726.24707,264.230011,11803.54492,264.230011,11546.77832,264.230011,11406.27344,264.230011,11316.57617,264.230011,10897.9873,264.230011,10962.03711,264.230011,10762.20996,264.230011,10609.19824,264.230011,10492.24121,264.230011,10383.92383,264.230011,10220.16016,264.230011,10155.81152,264.230011,10056.11133,264.230011,9915.804688,264.230011,9802.21875,264.230011,9678.261719
94,DOM,DOM-ADM2-62336421B70852232,Peralvillo,ADM2,172.8500061,15379.4873,172.8500061,15798.01758,172.8500061,16278.44531,172.8500061,16538.60352,172.8500061,16808.53125,172.8500061,17179.57227,172.8500061,17641.61133,172.8500061,18090.86523,172.8500061,18693.36719,172.8500061,18992.78906,172.8500061,19496.875,172.8500061,19763.02344,172.8500061,20671.69727,172.8500061,21147.44531,172.8500061,21565.48242,172.8500061,22094.54102,172.8500061,22562.8418,172.8500061,23121.03711,172.8500061,23645.51953,172.8500061,24187.81836,172.8500061,24784.69531
95,DOM,DOM-ADM2-62336421B29458505,Mao,ADM2,524.0699463,51907.07813,524.0699463,53726.17578,524.0699463,55605.33203,524.0699463,57471.87891,524.0699463,59535.33984,524.0699463,61813.92578,524.0699463,64105.11719,524.0699463,66651.33594,524.0699463,69220.34375,524.0699463,71740.07813,524.0699463,74773.25781,524.0699463,77659.96875,524.0699463,80660.60156,524.0699463,84027.17188,524.0699463,87566.71875,524.0699463,91229.28906,524.0699463,95168.11719,524.0699463,99324.20313,524.0699463,103655.1094,524.0699463,108281.8828,524.0699463,113165.4063
96,DOM,DOM-ADM2-62336421B77406025,Tamayo,ADM2,547.1500244,19676.83984,547.1500244,18705.21094,547.1500244,17614.3418,547.1500244,17128.95508,547.1500244,17450.55859,547.1500244,17563.32422,547.1500244,18041.83984,547.1500244,18994.32422,547.1500244,20145.95117,547.1500244,21547.62109,547.1500244,23204.55469,547.1500244,25679.49609,547.1500244,28108.08789,547.1500244,31275.21484,547.1500244,35057.73828,547.1500244,38940.54688,547.1500244,43947.46875,547.1500244,49138.64063,547.1500244,54699.32813,547.1500244,61041.81641,547.1500244,68162.25
97,DOM,DOM-ADM2-62336421B38288991,Villa Riva,ADM2,407.0800171,26152.58594,407.0800171,26696.32422,407.0800171,27194.05469,407.0800171,28037.44922,407.0800171,28716.82422,407.0800171,29593.14063,407.0800171,30925.14063,407.0800171,32199.51953,407.0800171,33377.51172,407.0800171,34881.30469,407.0800171,36370.47266,407.0800171,37900.32031,407.0800171,39795.1875,407.0800171,41734.17969,407.0800171,43757.19531,407.0800171,46011.80078,407.0800171,48519.26563,407.0800171,51231.46094,407.0800171,54125.29688,407.0800171,57348.58594,407.0800171,60750.25781
98,DOM,DOM-ADM2-62336421B68189672,Esperanza,ADM2,281.0400085,50459.12109,281.0400085,51333.98828,281.0400085,52127.96875,281.0400085,53483.46875,281.0400085,54555.13672,281.0400085,55734.20313,281.0400085,56631.35547,281.0400085,57772.30469,281.0400085,59146.32813,281.0400085,60704.01172,281.0400085,61863.37891,281.0400085,63865.87109,281.0400085,65326.83984,281.0400085,66787.88281,281.0400085,68504.08594,281.0400085,70498.16406,281.0400085,72511.76563,281.0400085,74572.08594,281.0400085,76571.75,281.0400085,78834.125,281.0400085,81052.39844
99,DOM,DOM-ADM2-62336421B10880169,Guayacanes,ADM2,169.1199951,11434.84863,169.1199951,11943.2793,169.1199951,12322.07324,169.1199951,12699.49121,169.1199951,12906.04004,169.1199951,13249.93262,169.1199951,13720.2666,169.1199951,14142.22754,169.1199951,14525.1582,169.1199951,15245.32227,169.1199951,16093.30469,169.1199951,16193.13184,169.1199951,16526.13281,169.1199951,17228.16211,169.1199951,17708.04102,169.1199951,18108.61133,169.1199951,18613.71875,169.1199951,19066.19531,169.1199951,19816.6875,169.1199951,20420.03906,169.1199951,21094.46484
100,DOM,DOM-ADM2-62336421B7103872,Barahona,ADM2,211.6999969,69295.54688,211.6899872,69702.96875,211.6899872,70929.95313,211.6899872,71417,211.6899872,72024.89063,211.6899872,72719.64063,211.6899872,73421.74219,211.6899872,74130.53906,211.6899872,74650.40625,211.6899872,76371.09375,211.6899872,77301.67969,211.6899872,77780.73438,211.6899872,78700.32813,211.6899872,79462.25781,211.6899872,80170.28125,211.6899872,80829.34375,211.6899872,81692.48438,211.6899872,82608.67969,211.6899872,83200.60156,211.6899872,84147.57031,211.6899872,84791.53125
101,DOM,DOM-ADM2-62336421B55108079,Bonao,ADM2,848.0900879,114688.6719,848.0900879,115692.125,848.0900879,116304.7344,848.0900879,117124.4219,848.0900879,118087.3281,848.0900879,119277.8906,848.0900879,120042,848.0900879,121110.3125,848.0900879,121964.0938,848.0900879,123488.2266,848.0900879,124180.7813,848.0900879,125287.25,848.0900879,126117.1094,848.0900879,127159.5391,848.0900879,128646.2344,848.0900879,129846.3906,848.0900879,130684.9375,848.0900879,131773.4375,848.0900879,132886.25,848.0900879,134182.875,848.0900879,135353.3438
102,DOM,DOM-ADM2-62336421B21553127,Pepillo Salcedo,ADM2,192.5799866,8895.244141,192.5799866,8859.196289,192.5799866,9079.198242,192.5799866,8996.107422,192.5799866,9050.355469,192.5799866,8908.104492,192.5799866,8997.168945,192.5799866,8959.427734,192.5799866,8861.8125,192.5799866,9221.546875,192.5799866,9068.871094,192.5799866,8891.048828,192.5799866,9102.467773,192.5799866,9402.373047,192.5799866,9227.265625,192.5799866,9215.949219,192.5799866,9262.888672,192.5799866,9354.69043,192.5799866,9409.137695,192.5799866,9406.384766,192.5799866,9524.683594
103,DOM,DOM-ADM2-62336421B29453696,La Vega,ADM2,810.5800171,215906.5313,810.5800171,218805.8125,810.5800171,221937.4063,810.5800171,225255.5781,810.5800171,228235.8438,810.5800171,231328.25,810.5800171,234739.0938,810.5800171,237640.0938,810.5800171,241178.8438,810.5800171,244779.625,810.5800171,247943.375,810.5800171,251752.9531,810.5800171,255532.2031,810.5800171,259130.6719,810.5800171,263001.6563,810.5800171,266886.8125,810.5800171,270864.3125,810.5800171,274784.375,810.5800171,278708.0313,810.5800171,282744.1563,810.5800171,286818.6563
104,DOM,DOM-ADM2-62336421B90330677,San José De Ocoa,ADM2,610.9299927,33493.67969,610.9299927,34131.81641,610.9299927,34725.97656,610.9299927,35417.76172,610.9299927,35665.20703,610.9299927,36551.82422,610.9299927,36913.31641,610.9299927,37603.42188,610.9299927,38319.54297,610.9299927,39200.60938,610.9299927,39209.26172,610.9299927,40571.44141,610.9299927,40556.30078,610.9299927,41499.11719,610.9299927,41644.67188,610.9299927,42379.05469,610.9299927,43387.98828,610.9299927,44109.96875,610.9299927,44803.45313,610.9299927,45536.05469,610.9299927,46179.73828
105,DOM,DOM-ADM2-62336421B88117428,Rancho Arriba,ADM2,258.9199829,11484.91797,258.9199829,11322.8584,258.9199829,11190.25293,258.9199829,11052.66211,258.9199829,10936.18359,258.9199829,10767.90527,258.9199829,10619.9834,258.9199829,10460.30664,258.9199829,10284.82227,258.9199829,10118.78906,258.9199829,10072.33984,258.9199829,9870.131836,258.9199829,9775.987305,258.9199829,9626.195313,258.9199829,9503.630859,258.9199829,9389.005859,258.9199829,9272.611328,258.9199829,9146.615234,258.9199829,9010.361328,258.9199829,8900.951172,258.9199829,8768.592773
106,DOM,DOM-ADM2-62336421B20072103,Juan De Herrera,ADM2,118.3100052,16967.9082,118.3100052,17333.36719,118.3100052,16731.73828,118.3100052,17298.58789,118.3100052,17278.54492,118.3100052,17617.87109,118.3100052,17445.49609,118.3100052,17447.75586,118.3100052,17405.99805,118.3100052,17666.10352,118.3100052,17129.84766,118.3100052,17454.00195,118.3100052,17260.25586,118.3100052,17295.66992,118.3100052,17698.94141,118.3100052,17872.39063,118.3100052,17963.41016,118.3100052,18039.71484,118.3100052,18135.0625,118.3100052,18148.48633,118.3100052,18108.26758
107,DOM,DOM-ADM2-62336421B90778804,San Ignacio De Sabaneta,ADM2,1005.159973,36958.22656,1005.159973,36644.19922,1005.159973,36688.01563,1005.159973,36230.83594,1005.159973,36101.48047,1005.159973,35929.87109,1005.159973,35734.71094,1005.159973,35632.83594,1005.159973,35292.50391,1005.159973,35329.58594,1005.159973,35067.5625,1005.159973,35234.85938,1005.159973,34957.45703,1005.159973,34846.64453,1005.159973,34637.21875,1005.159973,34456.38281,1005.159973,34340.88281,1005.159973,34200.64453,1005.159973,34065.29688,1005.159973,33947.87109,1005.159973,33832.23438
108,DOM,DOM-ADM2-62336421B53297903,Villa González,ADM2,128.0800018,27757.16211,128.0800018,28426.53125,128.0800018,28867.14453,128.0800018,29631.66797,128.0800018,30515.02148,128.0800018,31399.60938,128.0800018,32213.83789,128.0800018,33038.15625,128.0800018,34355.5625,128.0800018,35350.66406,128.0800018,36333.44531,128.0800018,37436.74219,128.0800018,38071.75391,128.0800018,39468.64063,128.0800018,41356.51172,128.0800018,42604.01953,128.0800018,43957.94141,128.0800018,45400.02734,128.0800018,46713.08203,128.0800018,48262.35156,128.0800018,49835.32031
109,DOM,DOM-ADM2-62336421B72256571,Vallejuelo,ADM2,278.8900146,12498.75684,278.8900146,12645.96387,278.8900146,12617.73242,278.8900146,12589.95996,278.8900146,12745.34375,278.8900146,12813.82813,278.8900146,12818.32031,278.8900146,12872.98438,278.8900146,12822.70801,278.8900146,12802.11328,278.8900146,12916.30664,278.8900146,12832.74902,278.8900146,12939.00391,278.8900146,12999.11133,278.8900146,13127.96289,278.8900146,13206.45898,278.8900146,13429.14648,278.8900146,13500.21484,278.8900146,13578.4082,278.8900146,13635.90918,278.8900146,13725.00195
110,DOM,DOM-ADM2-62336421B29499713,Villa Isabela,ADM2,269.6600037,13507.58984,269.6600037,13679.38477,269.6600037,13999.29883,269.6600037,14259.65137,269.6600037,14596.39746,269.6600037,14851.61523,269.6600037,15234.97852,269.6600037,15556.97461,269.6600037,15793.87891,269.6600037,16248.875,269.6600037,16554.32422,269.6600037,16686.24219,269.6600037,17085.23438,269.6600037,17269.57031,269.6600037,17597.44336,269.6600037,17967.75781,269.6600037,18391.28125,269.6600037,18792.23242,269.6600037,19224.50586,269.6600037,19634.19141,269.6600037,20074.33203
111,DOM,DOM-ADM2-62336421B39182567,Villa Tapia,ADM2,117.1600037,25215.18359,117.1600037,25251.81055,117.1600037,25261.63672,117.1600037,25155.11719,117.1600037,25262.41016,117.1600037,25091.31641,117.1600037,25095.8125,117.1600037,24839.26172,117.1600037,24810.48438,117.1600037,24637.42578,117.1600037,24749.05859,117.1600037,24783.95313,117.1600037,24790.61719,117.1600037,24646.44922,117.1600037,24480.67578,117.1600037,24067.72656,117.1600037,24121.74219,117.1600037,23997.68945,117.1600037,23968.72852,117.1600037,23885.47852,117.1600037,23846.06641
112,DOM,DOM-ADM2-62336421B99763360,Yaguate,ADM2,155.3300018,36802.94531,155.3300018,37177.10938,155.3300018,37786.91406,155.3300018,38325.33594,155.3300018,38207.75781,155.3300018,38558.0625,155.3300018,38371.14844,155.3300018,39030.43359,155.3300018,39042.78125,155.3300018,39608.61719,155.3300018,40158.70703,155.3300018,40655,155.3300018,41376.58594,155.3300018,41474.74219,155.3300018,41823.78906,155.3300018,43152.26563,155.3300018,44015.92969,155.3300018,44462.0625,155.3300018,44891.78516,155.3300018,45469.33594,155.3300018,46039.0625
113,DOM,DOM-ADM2-62336421B30651151,Altamira,ADM2,224.8600159,23680.34375,224.8600159,23160.33203,224.8600159,22733.14063,224.8600159,22198.92188,224.8600159,21646.43359,224.8600159,21075.80664,224.8600159,20608.19141,224.8600159,20040.80469,224.8600159,19573.70313,224.8600159,19136.65625,224.8600159,18745.64258,224.8600159,18272.98047,224.8600159,18037.99805,224.8600159,17608.25391,224.8600159,17116.38086,224.8600159,16677.21094,224.8600159,16263.53613,224.8600159,15876.3623,224.8600159,15516.89355,224.8600159,15141.71875,224.8600159,14799.28906
114,DOM,DOM-ADM2-62336421B17174616,El Seibo,ADM2,1675.77002,63019.86719,1675.77002,63419.25,1675.77002,63780.05859,1675.77002,64035.5625,1675.77002,64400.70313,1675.77002,64699.25781,1675.77002,65133.5,1675.77002,65408.77734,1675.77002,65889.6875,1675.77002,66170.41406,1675.77002,66601.22656,1675.77002,66987.39063,1675.77002,67511.875,1675.77002,67870.0625,1675.77002,68222.1875,1675.77002,68641.72656,1675.77002,69063.13281,1675.77002,69462.60938,1675.77002,69842.59375,1675.77002,70256.78906,1675.77002,70637.375
115,DOM,DOM-ADM2-62336421B72513936,Jánico,ADM2,508.9200134,16735.05859,508.9200134,16642.71289,508.9200134,16633.22461,508.9200134,16641.61133,508.9200134,16649.32422,508.9200134,16420.33008,508.9200134,16341.27734,508.9200134,16419.21875,508.9200134,16464.4082,508.9200134,16492.54688,508.9200134,16615.86719,508.9200134,16534.07617,508.9200134,16587.17578,508.9200134,16453.51953,508.9200134,16434.18359,508.9200134,16462.9707,508.9200134,16485.59961,508.9200134,16564.79492,508.9200134,16645.28516,508.9200134,16749.80859,508.9200134,16844.00391
116,DOM,DOM-ADM2-62336421B79811402,Salcedo,ADM2,225.2600098,40064.23438,225.2600098,39902.99219,225.2600098,39874.46094,225.2600098,39760.97656,225.2600098,39720.90625,225.2600098,39669.23047,225.2600098,39615.88281,225.2600098,39647.44141,225.2600098,39520.54688,225.2600098,39390.25391,225.2600098,39317.60156,225.2600098,39169.91406,225.2600098,39170.70313,225.2600098,39066.36719,225.2600098,38995.80469,225.2600098,39095.01563,225.2600098,38985.02344,225.2600098,38935.61328,225.2600098,38838.14844,225.2600098,38799.09766,225.2600098,38675.60938
117,DOM,DOM-ADM2-62336421B57321211,Restauración,ADM2,350.1900024,8287.77832,350.1900024,8299.419922,350.1900024,8435.302734,350.1900024,8487.101563,350.1900024,8639.548828,350.1900024,8689.750977,350.1900024,8755.605469,350.1900024,8856.515625,350.1900024,8961.208008,350.1900024,9055.976563,350.1900024,9120.257813,350.1900024,9222.748047,350.1900024,9283.578125,350.1900024,9559.168945,350.1900024,9648.431641,350.1900024,9724.457031,350.1900024,9822.443359,350.1900024,10053.39258,350.1900024,10121.49707,350.1900024,10215.5918,350.1900024,10517.88672
118,DOM,DOM-ADM2-62336421B48413139,San Gregorio de Nigua,ADM2,65.41999817,34965.85156,65.41999817,35887.1875,65.41999817,36362.17969,65.41999817,37171.85156,65.41999817,37826.90625,65.41999817,38411.06641,65.41999817,38423.64063,65.41999817,38324.23438,65.41999817,39201.14453,65.41999817,40310.19141,65.41999817,40714.98047,65.41999817,41267.44141,65.41999817,41151.08594,65.41999817,41378.83203,65.41999817,41875.0625,65.41999817,42733.32031,65.41999817,42521.83594,65.41999817,42514.04688,65.41999817,43261.48047,65.41999817,43968.05469,65.41999817,44643.25
119,DOM,DOM-ADM2-62336421B62222259,Cayetano Germosén,ADM2,24.04000092,7034.115234,24.04000092,7086.183594,24.04000092,7051.511719,24.04000092,7080.39502,24.04000092,7153.725586,24.04000092,7069.782227,24.04000092,7094.838867,24.04000092,7076.624512,24.04000092,7135.66748,24.04000092,7077.370117,24.04000092,7197.646484,24.04000092,7113.737305,24.04000092,7146.219238,24.04000092,7154.197266,24.04000092,7164.408203,24.04000092,7166.312988,24.04000092,7095.510742,24.04000092,7128.266602,24.04000092,7149.899902,24.04000092,7161.662109,24.04000092,7234.348633
120,DOM,DOM-ADM2-62336421B3137389,Galván,ADM2,354.2199707,14171.34277,354.2199707,14440.63477,354.2199707,14507.22656,354.2199707,14710.83691,354.2199707,15000.93359,354.2199707,15365.10547,354.2199707,15533.48828,354.2199707,15721.96875,354.2199707,15976.09961,354.2199707,15777.41211,354.2199707,16228.74023,354.2199707,16208.58691,354.2199707,16784.00391,354.2199707,16973.30273,354.2199707,17263.20508,354.2199707,17572.64844,354.2199707,17682.44922,354.2199707,17974.81055,354.2199707,18292.02734,354.2199707,18536.6875,354.2199707,18934.80859
